group,n_nodes,nodes,promote_ratio_median,promote_boundary_flip_rate,promote_tool_top1_rate,suppress_ratio_median,suppress_boundary_flip_rate,suppress_no_tool_top1_rate
shared_backbone,16,"L12H6,L13H9,L16H4,L16H8,L17H8,L20H5,L21H1,L21H12,L23H6,L24H6,MLP11,MLP12,MLP16,MLP17,MLP19,MLP27",0.9994121286658273,1.0,0.997096399535424,0.995855354346538,1.0,0.9953542392566783
shared_backbone_exclusive,8,"L12H6,L13H9,L17H8,L20H5,L24H6,MLP16,MLP19,MLP27",0.9941213922876249,0.9976771196283392,0.9732868757259001,0.9859110192746752,0.9965156794425087,0.9866434378629501
forward_selective,8,"L18H14,L21H1,L21H12,L23H5,L23H6,L2H14,MLP11,MLP21",0.9864431916634578,0.9721254355400697,0.9128919860627178,0.9631953983516484,0.9303135888501742,0.9175377468060395
reverse_selective,8,"L15H5,L16H13,L16H4,L16H8,L16H9,L17H2,MLP12,MLP17",0.9546475563909774,0.7874564459930313,0.7398373983739838,0.8909112570157789,0.727061556329849,0.7061556329849012
reverse_branch_unique,7,"L15H5,L16H13,L16H4,L16H8,L16H9,L17H2,L20H5",0.8845608325297332,0.537746806039489,0.4959349593495935,0.7870774704835841,0.4715447154471545,0.47038327526132406
forward_selective_unique,4,"L18H14,L23H5,L2H14,MLP21",0.690495705199659,0.08420441347270616,0.10685249709639953,0.4066726587913029,0.0313588850174216,0.0743321718931475
forward_branch_unique,4,"L18H14,L23H5,L2H14,MLP21",0.690495705199659,0.08420441347270616,0.10685249709639953,0.4066726587913029,0.0313588850174216,0.0743321718931475
reverse_selective_unique,4,"L15H5,L16H13,L16H9,L17H2",0.47851466877565624,0.013356562137049941,0.0156794425087108,0.3534664929801708,0.0272938443670151,0.07665505226480836
