node,layer,support_weighted,support_unweighted,median_score_norm,mean_score_norm
L21H1,21,1.0,1.0,0.07393355209187859,0.07393355209187859
L24H6,24,1.0,1.0,0.12010997744052501,0.12010997744052501
MLP27,27,1.0,1.0,0.32085726004922066,0.32085726004922066
L23H6,23,1.0,1.0,0.09870411197703036,0.09870411197703036
MLP16,16,1.0,1.0,0.3416735028712059,0.3416735028712059
L16H8,16,1.0,1.0,0.12057462571780148,0.12057462571780148
MLP17,17,1.0,1.0,0.2538966365873667,0.2538966365873667
L18H14,18,0.5250620347394541,0.5,0.1391509433962264,0.1391509433962264
L11H5,11,0.5250620347394541,0.5,0.07399764150943396,0.07399764150943396
L15H5,15,0.5250620347394541,0.5,0.11084905660377359,0.11084905660377359
L20H14,20,0.5250620347394541,0.5,0.10731132075471699,0.10731132075471699
L9H3,9,0.5250620347394541,0.5,0.046875,0.046875
MLP4,4,0.5250620347394541,0.5,0.07547169811320754,0.07547169811320754
L17H8,17,0.5250620347394541,0.5,0.08136792452830188,0.08136792452830188
MLP18,18,0.5250620347394541,0.5,0.20754716981132076,0.20754716981132076
MLP10,10,0.5250620347394541,0.5,0.07547169811320754,0.07547169811320754
L11H1,11,0.47493796526054594,0.5,0.024286684782608696,0.024286684782608696
L21H12,21,0.47493796526054594,0.5,0.06725543478260869,0.06725543478260869
L13H9,13,0.47493796526054594,0.5,0.04110054347826087,0.04110054347826087
MLP0,0,0.47493796526054594,0.5,0.010869565217391304,0.010869565217391304
L20H5,20,0.47493796526054594,0.5,0.04551630434782609,0.04551630434782609
L17H12,17,0.47493796526054594,0.5,0.049932065217391304,0.049932065217391304
MLP19,19,0.47493796526054594,0.5,0.09782608695652174,0.09782608695652174
L16H4,16,0.47493796526054594,0.5,0.05604619565217391,0.05604619565217391
MLP13,13,0.47493796526054594,0.5,0.09782608695652174,0.09782608695652174
