source,target,source_group,target_group,forward_support,reverse_support,shared_support_min,union_support_max,direction_balance,sign
MLP27,Residual Output: decision,symmetric_backbone,output,0.9990976414610523,1.0,0.9990976414610523,1.0,0.00045138292409180065,shared
L24H6,Residual Output: decision,symmetric_backbone,output,0.9866807180013671,0.9886701526226891,0.9866807180013671,0.9886701526226891,0.0010071297463692844,shared
L23H6,Residual Output: decision,symmetric_backbone,output,0.9973535166404204,0.9237315434079642,0.9237315434079642,0.9973535166404204,-0.03832311997189858,shared
L24H6,MLP27,symmetric_backbone,symmetric_backbone,0.8040749540652634,0.9615852267791108,0.8040749540652634,0.9615852267791108,0.08920758049746745,no_tool_bias
L21H12,MLP27,tool_bias_backbone,symmetric_backbone,0.7451578297412202,0.8166195451717589,0.7451578297412202,0.8166195451717589,0.04575665941794072,shared
MLP19,L21H12,symmetric_backbone,tool_bias_backbone,0.6933854834281817,0.5287878041095527,0.5287878041095527,0.6933854834281817,-0.1346762206284492,tool_bias
MLP17,L21H12,no_tool_bias_backbone,tool_bias_backbone,0.4684654543184562,0.6693153525294229,0.4684654543184562,0.6693153525294229,0.1765277608851599,no_tool_bias
MLP16,MLP17,no_tool_bias_backbone,no_tool_bias_backbone,0.46353826263492515,0.7648279570135516,0.46353826263492515,0.7648279570135516,0.24527676645556643,no_tool_bias
MLP17,MLP19,no_tool_bias_backbone,symmetric_backbone,0.4222740238419185,0.5944565856471381,0.4222740238419185,0.5944565856471381,0.1693492457080126,no_tool_bias
MLP16,L17H8,no_tool_bias_backbone,symmetric_backbone,0.3824427451362772,0.5340358671557857,0.3824427451362772,0.5340358671557857,0.1654082484700678,no_tool_bias
L21H1,MLP27,tool_bias_backbone,symmetric_backbone,0.379483222535779,0.4604872307259252,0.379483222535779,0.4604872307259252,0.09643673521562347,no_tool_bias
MLP16,MLP19,no_tool_bias_backbone,symmetric_backbone,0.3741615225941805,0.4747695208343895,0.3741615225941805,0.4747695208343895,0.11851139031726818,no_tool_bias
MLP17,L21H1,no_tool_bias_backbone,tool_bias_backbone,0.41988396098934605,0.3634217785589243,0.3634217785589243,0.41988396098934605,-0.07208192099164659,shared
MLP19,L21H1,symmetric_backbone,tool_bias_backbone,0.6501306770581683,0.30855835696348843,0.30855835696348843,0.6501306770581683,-0.3562910474335975,tool_bias
L23H6,L24H6,symmetric_backbone,symmetric_backbone,0.9324297130693068,0.26257382922283773,0.26257382922283773,0.9324297130693068,-0.5605471951669815,tool_bias
L23H6,MLP27,symmetric_backbone,symmetric_backbone,0.27451397328610266,0.2530885162877448,0.2530885162877448,0.27451397328610266,-0.04060909002848625,shared
L21H12,L23H6,tool_bias_backbone,symmetric_backbone,0.947292945194638,0.24634898317366472,0.24634898317366472,0.947292945194638,-0.5872313508450203,tool_bias
MLP11,MLP16,tool_bias_backbone,no_tool_bias_backbone,0.28028577399055316,0.2458504354374184,0.2458504354374184,0.28028577399055316,-0.06544947474832363,shared
MLP19,L20H5,symmetric_backbone,no_tool_bias_backbone,0.2438749489659792,0.2752251493944408,0.2438749489659792,0.2752251493944408,0.060393362527730914,shared
MLP16,L21H12,no_tool_bias_backbone,tool_bias_backbone,0.2349951443106917,0.3793921474795818,0.2349951443106917,0.3793921474795818,0.23502602527491934,no_tool_bias
L16H4,MLP17,no_tool_bias_backbone,no_tool_bias_backbone,0.2155968290748351,0.4325426962071733,0.2155968290748351,0.4325426962071733,0.3347209337957658,no_tool_bias
MLP16,L21H1,no_tool_bias_backbone,tool_bias_backbone,0.2136375770066895,0.18986193352070319,0.18986193352070319,0.2136375770066895,-0.05892359932459507,shared
L16H8,MLP17,no_tool_bias_backbone,no_tool_bias_backbone,0.1869657735267567,0.5031561801742714,0.1869657735267567,0.5031561801742714,0.45816598784001805,no_tool_bias
MLP16,L17H2,no_tool_bias_backbone,no_tool_tail,0.1618449212146188,0.3078692595005903,0.1618449212146188,0.3078692595005903,0.3108791351873344,no_tool_bias
L17H8,MLP19,symmetric_backbone,symmetric_backbone,0.24849106712582741,0.1612132168769349,0.1612132168769349,0.24849106712582741,-0.21302645263114717,tool_bias
MLP11,L12H6,tool_bias_backbone,symmetric_backbone,0.27985018901709136,0.15785132245082661,0.15785132245082661,0.27985018901709136,-0.278726171534381,tool_bias
MLP17,L20H5,no_tool_bias_backbone,no_tool_bias_backbone,0.1553781988809836,0.3699254020794993,0.1553781988809836,0.3699254020794993,0.4084251522476342,no_tool_bias
MLP11,L16H4,tool_bias_backbone,no_tool_bias_backbone,0.15521506994346218,0.21212010387572242,0.15521506994346218,0.21212010387572242,0.1549131093018359,no_tool_bias
MLP16,L20H5,no_tool_bias_backbone,no_tool_bias_backbone,0.150391938420753,0.20776981751474988,0.150391938420753,0.20776981751474988,0.16020102130705824,no_tool_bias
MLP11,MLP12,tool_bias_backbone,no_tool_bias_backbone,0.1448288851368134,0.15605001920959685,0.1448288851368134,0.15605001920959685,0.03729451919255939,shared
MLP12,MLP16,no_tool_bias_backbone,no_tool_bias_backbone,0.13727823396757172,0.35232648888688134,0.13727823396757172,0.35232648888688134,0.4392283098609691,no_tool_bias
L12H6,MLP16,symmetric_backbone,no_tool_bias_backbone,0.13248433721769373,0.17919364466834967,0.13248433721769373,0.17919364466834967,0.14986399478078605,no_tool_bias
L21H12,L24H6,tool_bias_backbone,symmetric_backbone,0.749325970224557,0.1170105751930301,0.1170105751930301,0.749325970224557,-0.7298727017532679,tool_bias
L16H4,L17H8,no_tool_bias_backbone,symmetric_backbone,0.11032011132109162,0.13313938767819594,0.11032011132109162,0.13313938767819594,0.09372925045397835,no_tool_bias
MLP19,L23H6,symmetric_backbone,symmetric_backbone,0.10547063283737822,0.42785533102550916,0.10547063283737822,0.42785533102550916,0.6044796616558739,no_tool_bias
MLP17,L23H6,no_tool_bias_backbone,symmetric_backbone,0.09888162462440903,0.6398427073872816,0.09888162462440903,0.6398427073872816,0.7322908686244705,no_tool_bias
MLP11,L16H8,tool_bias_backbone,no_tool_bias_backbone,0.08451786691519343,0.1887910349630661,0.08451786691519343,0.1887910349630661,0.38152130183567623,no_tool_bias
MLP12,L16H4,no_tool_bias_backbone,no_tool_bias_backbone,0.08080219010149219,0.32528558242294703,0.08080219010149219,0.32528558242294703,0.602045687811842,no_tool_bias
L16H8,L17H8,no_tool_bias_backbone,symmetric_backbone,0.07947950227046185,0.14332869587935268,0.07947950227046185,0.14332869587935268,0.2865657284565405,no_tool_bias
MLP11,L17H8,tool_bias_backbone,symmetric_backbone,0.20724968080551295,0.07370572336416666,0.07370572336416666,0.20724968080551295,-0.47532083547570425,tool_bias
MLP12,L17H8,no_tool_bias_backbone,symmetric_backbone,0.07194636457797904,0.16713175187875434,0.07194636457797904,0.16713175187875434,0.39813508953255144,no_tool_bias
L16H8,L17H2,no_tool_bias_backbone,no_tool_tail,0.06282832042597405,0.14118467716882405,0.06282832042597405,0.14118467716882405,0.38407531709561976,no_tool_bias
MLP12,L16H8,no_tool_bias_backbone,no_tool_bias_backbone,0.05800034535569269,0.2871441211795204,0.05800034535569269,0.2871441211795204,0.6639068507286918,no_tool_bias
L2H14,MLP11,tool_tail,tool_bias_backbone,0.14111984135155323,0.05303604205434759,0.05303604205434759,0.14111984135155323,-0.4536756638636508,tool_bias
L20H5,L21H12,no_tool_bias_backbone,tool_bias_backbone,0.31385705910626877,0.05016289214748534,0.05016289214748534,0.31385705910626877,-0.724394819708564,tool_bias
L21H1,L23H6,tool_bias_backbone,symmetric_backbone,0.7158344840146953,0.041802482220049376,0.041802482220049376,0.7158344840146953,-0.8896503626854518,tool_bias
L17H8,MLP27,symmetric_backbone,symmetric_backbone,0.03686766103811742,0.3671340235173921,0.03686766103811742,0.3671340235173921,0.8174875875644927,no_tool_bias
MLP16,L23H6,no_tool_bias_backbone,symmetric_backbone,0.03519282627183203,0.3676404119818412,0.03519282627183203,0.3676404119818412,0.8252734733390084,no_tool_bias
MLP11,MLP17,tool_bias_backbone,no_tool_bias_backbone,0.14134614375640875,0.03124693106359811,0.03124693106359811,0.14134614375640875,-0.6379121109443728,tool_bias
L20H5,L21H1,no_tool_bias_backbone,tool_bias_backbone,0.26039711903711454,0.028313530701613347,0.028313530701613347,0.26039711903711454,-0.8038622355826776,tool_bias
MLP17,L24H6,no_tool_bias_backbone,symmetric_backbone,0.026531131090658713,0.6361961500929489,0.026531131090658713,0.6361961500929489,0.9199334874421494,no_tool_bias
L21H1,L24H6,tool_bias_backbone,symmetric_backbone,0.24906807643299156,0.020838200736349295,0.020838200736349295,0.24906807643299156,-0.8455893582402659,tool_bias
MLP19,L24H6,symmetric_backbone,symmetric_backbone,0.01748624095129887,0.3972959044344061,0.01748624095129887,0.3972959044344061,0.9156846978789869,no_tool_bias
L20H5,MLP27,no_tool_bias_backbone,symmetric_backbone,0.014353578062322687,0.41800164235543963,0.014353578062322687,0.41800164235543963,0.9336028460650778,no_tool_bias
MLP16,L24H6,no_tool_bias_backbone,symmetric_backbone,0.014336115852517812,0.3870152570832969,0.014336115852517812,0.3870152570832969,0.9285607733311007,no_tool_bias
MLP19,MLP21,symmetric_backbone,tool_tail,0.22380659730399666,0.011793432722210732,0.011793432722210732,0.22380659730399666,-0.8998859828591799,tool_bias
L17H2,MLP27,no_tool_tail,symmetric_backbone,0.011757157517761862,0.17070983039253976,0.011757157517761862,0.17070983039253976,0.8711311273078994,no_tool_bias
MLP21,MLP27,tool_tail,symmetric_backbone,0.20054189470491932,0.01104725968478541,0.01104725968478541,0.20054189470491932,-0.8955782046896547,tool_bias
MLP21,L23H6,tool_tail,symmetric_backbone,0.13483844729156844,0.008819740804102773,0.008819740804102773,0.13483844729156844,-0.8772121391614776,tool_bias
L17H8,L21H12,symmetric_backbone,tool_bias_backbone,0.1433138355621486,0.007010494844518117,0.007010494844518117,0.1433138355621486,-0.9067284074966054,tool_bias
MLP16,MLP27,no_tool_bias_backbone,symmetric_backbone,0.006157901638795354,0.13600055623111798,0.006157901638795354,0.13600055623111798,0.9133656662985141,no_tool_bias
L16H4,MLP27,no_tool_bias_backbone,symmetric_backbone,0.0054141512336874946,0.1559478869201501,0.0054141512336874946,0.1559478869201501,0.9328943623217525,no_tool_bias
MLP17,MLP27,no_tool_bias_backbone,symmetric_backbone,0.00530889695873938,0.24385053682177021,0.00530889695873938,0.24385053682177021,0.9573855432388235,no_tool_bias
L20H5,MLP21,no_tool_bias_backbone,tool_tail,0.18529552870670926,0.004832279543013851,0.004832279543013851,0.18529552870670926,-0.9491680929002568,tool_bias
MLP19,MLP27,symmetric_backbone,symmetric_backbone,0.0027070756168437473,0.13028863188487677,0.0027070756168437473,0.13028863188487677,0.959290782120788,no_tool_bias
L16H8,MLP27,no_tool_bias_backbone,symmetric_backbone,0.002182708061519287,0.1726702421542484,0.002182708061519287,0.1726702421542484,0.9750337862892694,no_tool_bias
