group,functional_label,n_samples,n_nodes,promote_suff_ratio_median,suppress_suff_ratio_median,promote_tool_top1_rate,suppress_no_tool_top1_rate,promote_nec_drop_median,suppress_nec_drop_median,promote_nec_top1_drop_mean,suppress_nec_top1_drop_mean
full_functional_circuit,full_functional_circuit,1223,24,0.9996836672547043,0.9979725713315217,0.9983646770237122,0.9967293540474244,0.0,0.0,0.0,0.0
tool_schema_readers,Tool-Schema Readers,1223,6,0.965,0.9076923076923077,0.83892068683565,0.759607522485691,0.0004774466068786509,0.0013646288209606672,0.007358953393295176,0.0024529844644317253
user_query_readers,User-Query Readers,1223,1,0.04263565891472868,0.004761904761904762,0.0,0.001635322976287817,1.5698342659131725e-07,1.3658216783229982e-05,0.0008176614881439084,0.0
suppression_readers,Suppression Readers,1223,6,0.8760683760683761,0.7403846153846154,0.47506132461161077,0.39574816026165166,0.00013697091402586903,0.0011550739247311315,0.0024529844644317253,0.001635322976287817
tool_call_writers,Tool-Call Writers,1223,2,0.5970149253731343,0.27927927927927926,0.09239574816026165,0.04578904333605887,1.8636688931317202e-05,0.0010480182926829729,0.001635322976287817,0.0024529844644317253
no_tool_writers,No-Tool Writers,1223,2,0.5845070422535211,0.5355450236966824,0.13409648405560098,0.19133278822567457,0.00019003378378379399,0.000966845460198984,0.0008176614881439084,0.004905968928863451
arbitration_integrators,Arbitration Integrators,1223,7,0.9906602443609023,0.981,0.9566639411283728,0.9762878168438267,0.0005039580880779049,0.002958409926470562,0.004905968928863451,0.004088307440719542
