group,functional_label,n_samples,n_nodes,promote_suff_ratio_median,suppress_suff_ratio_median,promote_tool_top1_rate,suppress_no_tool_top1_rate,promote_nec_drop_median,suppress_nec_drop_median,promote_nec_top1_drop_mean,suppress_nec_top1_drop_mean
full_functional_circuit,full_functional_circuit,2,31,0.9998825289494129,0.9988999949405852,1.0,1.0,0.0,0.0,0.0,0.0
tool_schema_readers,Tool-Schema Readers,2,5,0.9816111438679245,0.8908439231019876,1.0,0.5,0.00010938505180713154,0.0011914086365163445,0.0,0.0
user_query_readers,User-Query Readers,2,3,0.2307478869632033,0.07518735744542196,0.0,0.0,-8.934917920555563e-05,-0.00030809926380742647,0.0,0.0
suppression_readers,Suppression Readers,2,5,0.9089953470502861,0.5694037145650048,0.5,0.5,4.9330845626638364e-05,0.00132154338559487,0.0,0.0
promotion_routers_mediators,Promotion Routers,2,3,0.20517800734226926,0.07575757575757576,0.0,0.0,4.730185527712649e-06,-0.00029634567066832984,0.0,0.0
tool_call_writers,Tool-Call Writers,2,7,0.9678078710620678,0.7835206907787553,1.0,0.5,-4.4807141620362145e-06,0.0036799485848912905,0.0,0.0
no_tool_writers,No-Tool Writers,2,2,0.08631435157517288,-0.06052460084718149,0.0,0.0,-7.98093420754653e-05,3.647392524031012e-05,0.0,0.0
arbitration_integrators,Arbitration Integrators,2,6,0.9957478302687185,0.9803395599136526,1.0,1.0,8.504758939226198e-05,0.0011603441483891141,0.0,0.0
