sample_id,node,group,group_label,semantic_hint,promote_suff_ratio,suppress_suff_ratio,promote_suff_top1,suppress_suff_top1,promote_nec_drop,suppress_nec_drop,promote_nec_top1_drop,suppress_nec_top1_drop
apps_python_1,L12H6,symmetric_backbone,Symmetric Backbone,shared router,0.06787330316742081,-0.08602150537634409,False,False,5.716867576355256e-05,0.00056703629032262,0.0,0.0
apps_python_1,L13H9,symmetric_backbone,Symmetric Backbone,shared router,0.06787330316742081,0.0,False,False,5.7721030118806915e-05,0.0007875504032258673,0.0,0.0
apps_python_1,L15H5,no_tool_tail,No-Tool Tail,no-tool-tail router,0.3257918552036199,0.3064516129032258,False,False,5.716867576355256e-05,0.0002362651209677491,0.0,0.0
apps_python_1,L16H13,no_tool_tail,No-Tool Tail,no-tool-tail router,-0.12669683257918551,-0.08064516129032258,False,False,5.606396705315486e-05,0.0007087953629032473,0.0,0.0
apps_python_1,L16H4,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased router,0.20361990950226244,0.11827956989247312,False,False,4.612158865957561e-05,0.0006352906586022389,0.0,0.0
apps_python_1,L16H8,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased router,0.6538461538461539,0.34946236559139787,False,False,5.661632140840922e-05,0.000837428595430123,0.0,0.0
apps_python_1,L16H9,no_tool_tail,No-Tool Tail,no-tool-tail router,-0.058823529411764705,0.08064516129032258,False,False,5.440690398761383e-05,0.0010238155241936164,0.0,0.0
apps_python_1,L17H2,no_tool_tail,No-Tool Tail,no-tool-tail router,0.20361990950226244,0.16129032258064516,False,False,0.00019525726456448567,0.0008295530913978721,0.0,0.0
apps_python_1,L17H8,symmetric_backbone,Symmetric Backbone,shared router,0.19909502262443438,0.1935483870967742,False,False,0.00019194313843329258,0.0006405409946237395,0.0,0.0
apps_python_1,L18H14,tool_tail,Tool Tail,format/prefix router,0.6809954751131222,0.3817204301075269,False,False,0.00044160730698528106,0.0009791876680107503,0.0,0.0
apps_python_1,L20H5,symmetric_backbone,Symmetric Backbone,user-content reader,0.0,0.03763440860215054,False,False,0.00020630435166857364,0.0,0.0,0.0
apps_python_1,L21H1,tool_bias_backbone,Tool-Bias Backbone,format/prefix router,0.6266968325791855,0.3763440860215054,False,False,0.00022950323458714728,0.0009555611559139976,0.0,0.0
apps_python_1,L21H12,tool_bias_backbone,Tool-Bias Backbone,format/prefix router,0.45701357466063347,0.1935483870967742,False,False,5.661632140840922e-05,0.0007455477150537515,0.0,0.0
apps_python_1,L23H5,tool_tail,Tool Tail,format/prefix router,0.06787330316742081,0.03763440860215054,False,False,4.1702753817873806e-05,0.0006405409946237395,0.0,0.0
apps_python_1,L23H6,tool_bias_backbone,Tool-Bias Backbone,tool-biased router,0.6787330316742082,0.3763440860215054,False,False,4.142657664030214e-05,0.00029401881720436673,0.0,0.0
apps_python_1,L24H6,symmetric_backbone,Symmetric Backbone,format/prefix router,0.5475113122171946,0.45161290322580644,False,False,5.937809318445897e-05,0.00018376176075274309,0.0,0.0
apps_python_1,L2H14,tool_tail,Tool Tail,tool-tail router,0.3031674208144796,0.0,False,False,5.882573882920461e-05,0.00035702284946237395,0.0,0.0
apps_python_1,MLP11,tool_bias_backbone,Tool-Bias Backbone,tool-biased writer MLP,0.3665158371040724,0.04838709677419355,False,False,0.000525565168976283,0.0011196341565860024,0.0,0.0
apps_python_1,MLP12,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.42081447963800905,0.23118279569892472,False,False,3.424597002266161e-05,0.0007954259072581182,0.0,0.0
apps_python_1,MLP16,symmetric_backbone,Symmetric Backbone,shared writer MLP,0.9680429864253394,0.8689516129032258,True,True,0.0002582256610577094,0.0011222593245967527,0.0,0.0
apps_python_1,MLP17,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,0.9473981900452488,0.7661290322580645,True,False,0.0002471785739536214,0.0010080645161291146,0.0,0.0
apps_python_1,MLP19,symmetric_backbone,Symmetric Backbone,shared writer MLP,0.7319004524886877,0.3978494623655914,False,False,0.00047916740313913575,-0.00013650873655912665,0.0,0.0
