target,n_samples,source_route_ratio_median,blocked_route_ratio_median,route_mediated_ratio_median,target_local_rescue_median
L20H5,1223,0.3347634508348794,0.2919439163498099,0.04391252281021897,0.49608558416366577
L21H1,1223,0.3347634508348794,0.27173223350253806,0.06571377840909093,0.495769739151001
L21H12,1223,0.3347634508348794,0.28117871806569344,0.05727806788511752,0.2608257532119751
L24H6,1223,0.3347634508348794,0.21336570945945946,0.11944322183098594,0.718505859375
MLP27,1223,0.3347634508348794,0.1890372125212947,0.14526098901098902,0.5363893508911133
