group,group_label,n_samples,n_nodes,promote_suff_ratio_median,suppress_suff_ratio_median,promote_tool_top1_rate,suppress_no_tool_top1_rate,promote_nec_drop_median,suppress_nec_drop_median,promote_nec_top1_drop_mean,suppress_nec_top1_drop_mean
full_signed_circuit,full_signed_circuit,1189,23,0.979381443298969,-0.9671361502347418,0.9966358284272497,0.9966358284272497,0.0,0.0,0.0,0.0
symmetric_backbone,Symmetric Backbone,1189,7,0.8333333333333334,-0.75,0.9722455845248108,0.9688814129520605,0.06172839506172845,0.11538461538461531,0.007569386038687973,0.00672834314550042
tool_bias_backbone,Tool-Bias Backbone,1189,3,0.6991150442477876,-0.40789473684210525,0.7207737594617325,0.5121951219512195,0.02752293577981657,0.048309178743961345,0.0008410428931875525,0.002523128679562658
no_tool_bias_backbone,No-Tool-Bias Backbone,1189,6,0.7102473498233216,-0.5108695652173914,0.7249789739276703,0.7468460891505467,0.03809523809523807,0.04761904761904767,0.001682085786375105,0.0008410428931875525
tool_tail,Tool Tail,1189,5,0.5,-0.2391304347826087,0.20857863751051303,0.17325483599663583,0.0,-0.010101010101009944,0.0,0.00336417157275021
no_tool_tail,No-Tool Tail,1189,2,0.2,-0.0851063829787234,0.002523128679562658,0.01345668629100084,0.0,0.0037453183520599342,0.0,0.0008410428931875525
