condition,layer,head,key_span,decision_mass_mean,decision_density_mean
corrupt,14,L14H1,instruction_suffix,0.032636394025186775,0.0036262660003659403
corrupt,14,L14H1,task_body,0.1795419729326167,0.002379408776428846
corrupt,14,L14H1,assistant_prefix,0.13086156102958899,0.014540173459831603
corrupt,14,L14H2,system_preamble,0.5636274134732618,0.016103640382230673
corrupt,14,L14H2,tools_block,0.005652934864722344,0.00010468397899528924
corrupt,14,L14H2,tool_instruction,0.011159710305075078,0.0005072595593064509
corrupt,14,L14H2,tool_call_example,0.004892907249882135,0.000212735097919772
corrupt,14,L14H2,user_lead_phrase,0.005482296769821636,0.0025522176553897874
corrupt,14,L14H2,function_body_anchor,0.034453024012847625,0.008613256003211906
corrupt,14,L14H2,file_target,0.016008711910790605,0.008004355955395302
corrupt,14,L14H2,instruction_suffix,0.02419332234159977,0.002688146924115687
corrupt,14,L14H2,task_body,0.20221550472671637,0.0026890892491280693
corrupt,14,L14H2,assistant_prefix,0.13231417595828446,0.014701575115444909
corrupt,14,L14H3,system_preamble,0.6359971876234084,0.018171348225992427
corrupt,14,L14H3,tools_block,0.009616672285266666,0.00017808652383098089
corrupt,14,L14H3,tool_instruction,0.013810331369685474,0.0006277423350527679
corrupt,14,L14H3,tool_call_example,0.015468563784739323,0.0006725462520980898
corrupt,14,L14H3,user_lead_phrase,0.0016125792690106528,0.000846279816734753
corrupt,14,L14H3,function_body_anchor,0.005284231993958403,0.0013210579984896007
corrupt,14,L14H3,file_target,0.00379141204610074,0.00189570602305037
corrupt,14,L14H3,instruction_suffix,0.0104258761631564,0.0011584306840072077
corrupt,14,L14H3,task_body,0.12213814980483699,0.001594874024334442
corrupt,14,L14H3,assistant_prefix,0.18185499806386568,0.0202061108733091
corrupt,14,L14H4,system_preamble,0.8439266949234102,0.02411219132995615
corrupt,14,L14H4,tools_block,0.00037588523517119855,6.9608376854772935e-06
corrupt,14,L14H4,tool_instruction,0.0013062129952188639,5.9373318038859695e-05
corrupt,14,L14H4,tool_call_example,0.0005990752401740389,2.6046749576696588e-05
corrupt,14,L14H4,user_lead_phrase,3.366700064026032e-05,1.963437693816488e-05
corrupt,14,L14H4,function_body_anchor,0.00030044404011962114,7.511101002990528e-05
corrupt,14,L14H4,file_target,0.001482098271042921,0.0007410491355214605
corrupt,14,L14H4,instruction_suffix,0.0019345486651609544,0.00021494985180849362
corrupt,14,L14H4,task_body,0.01287033302573912,0.0001752420871737771
corrupt,14,L14H4,assistant_prefix,0.1371710431302851,0.015241227003815031
corrupt,14,L14H5,system_preamble,0.1334491665684485,0.003812833330483585
corrupt,14,L14H5,tools_block,0.02161698809422047,0.00040031459404480014
corrupt,14,L14H5,tool_instruction,0.02663207190067112,0.0012105487216414789
corrupt,14,L14H5,tool_call_example,0.10205613487595822,0.0044372232619616665
corrupt,14,L14H5,user_lead_phrase,0.016094581875017253,0.007595609781676515
corrupt,14,L14H5,function_body_anchor,0.1319740789615757,0.032993519740393926
corrupt,14,L14H5,file_target,0.04298482412047447,0.021492412060237234
corrupt,14,L14H5,instruction_suffix,0.03285117099443885,0.0036501301095942045
