sample_id,chain_key,edge,base_variant,direction,source_ratio,blocked_ratio,mediated_ratio
codecontests_cpp_9,query_chain,L2H14->MLP11,corrupt_full,tool,0.22522522522522523,0.21621621621621623,0.009009009009009
codecontests_cpp_9,query_chain,MLP11->MLP16,corrupt_full,tool,-0.32432432432432434,-0.34234234234234234,0.018018018018018
codecontests_cpp_9,query_chain,MLP16->L24H6,corrupt_full,tool,0.5157657657657657,0.35585585585585583,0.1599099099099099
codecontests_cpp_9,schema_chain,L21H12->MLP27,clean_no_schema,tool,1.0016891891891893,0.6193693693693694,0.3823198198198199
codecontests_cpp_9,schema_chain,L21H12->MLP27,clean_schema_mismatch,tool,2.9279279279279278,1.5495495495495495,1.3783783783783783
codecontests_cpp_9,schema_chain,L21H12->MLP27,clean_no_protocol,tool,3.3423423423423424,1.837837837837838,1.5045045045045045
codecontests_cpp_9,no_tool_chain,L16H4->MLP17,clean_full,no_tool,0.22169811320754718,0.17452830188679244,0.047169811320754734
codecontests_cpp_9,no_tool_chain,MLP17->L23H6,clean_full,no_tool,0.32547169811320753,0.2688679245283019,0.05660377358490565
codecontests_java_9,query_chain,L2H14->MLP11,corrupt_full,tool,0.1564625850340136,0.09523809523809523,0.06122448979591838
codecontests_java_9,query_chain,MLP11->MLP16,corrupt_full,tool,0.5238095238095238,0.25510204081632654,0.2687074829931973
codecontests_java_9,query_chain,MLP16->L24H6,corrupt_full,tool,0.3877551020408163,0.20748299319727892,0.1802721088435374
codecontests_java_9,schema_chain,L21H12->MLP27,clean_no_schema,tool,0.5612244897959183,0.32482993197278914,0.23639455782312918
codecontests_java_9,schema_chain,L21H12->MLP27,clean_schema_mismatch,tool,1.0595238095238095,0.5884353741496599,0.4710884353741497
codecontests_java_9,schema_chain,L21H12->MLP27,clean_no_protocol,tool,1.3605442176870748,0.7551020408163265,0.6054421768707483
codecontests_java_9,no_tool_chain,L16H4->MLP17,clean_full,no_tool,0.3345070422535211,0.22183098591549297,0.11267605633802816
codecontests_java_9,no_tool_chain,MLP17->L23H6,clean_full,no_tool,0.5845070422535211,0.5,0.08450704225352113
apps_python_10,query_chain,L2H14->MLP11,corrupt_full,tool,0.05813953488372093,-0.3798449612403101,0.437984496124031
apps_python_10,query_chain,MLP11->MLP16,corrupt_full,tool,0.5678294573643411,0.3062015503875969,0.2616279069767442
apps_python_10,query_chain,MLP16->L24H6,corrupt_full,tool,0.7858527131782945,0.5988372093023255,0.187015503875969
apps_python_10,schema_chain,L21H12->MLP27,clean_no_schema,tool,0.2761627906976744,0.20348837209302326,0.07267441860465115
apps_python_10,schema_chain,L21H12->MLP27,clean_schema_mismatch,tool,2.127906976744186,1.0155038759689923,1.1124031007751936
apps_python_10,schema_chain,L21H12->MLP27,clean_no_protocol,tool,4.015503875968992,2.1705426356589146,1.8449612403100777
apps_python_10,no_tool_chain,L16H4->MLP17,clean_full,no_tool,0.19662921348314608,0.19101123595505617,0.005617977528089901
apps_python_10,no_tool_chain,MLP17->L23H6,clean_full,no_tool,0.15168539325842698,0.15168539325842698,0.0
