sample_id,sample_rank,q_index,filename,weight,gap,detailed_ratio_vs_gap,necessity_ratio_vs_gap,ap_mode
apps_python_1,1,,apps_python_1.txt,0.9994255514705882,3.453125,0.9994255514705882,1.1266968325791855,full
codecontests_cpp_1,2,,codecontests_cpp_1.txt,0.7734254407220652,6.625,0.999793862396816,0.7735849056603774,full
codecontests_java_1,3,,codecontests_java_1.txt,0.9950545942136236,12.6875,0.9999806070562653,0.9950738916256158,full
mbpp_python_1,4,,mbpp_python_1.txt,0.9997785979626226,3.1875,0.9997785979626226,1.1323529411764706,full
codecontests_java_2,5,,codecontests_java_2.txt,0.8656619690736789,6.75,0.9999090124059606,0.8657407407407407,full
codecontests_cpp_3,6,,codecontests_cpp_3.txt,0.9997178374743853,3.8125,0.9997178374743853,1.0901639344262295,full
codecontests_java_3,7,,codecontests_java_3.txt,0.99998309161212,9.25,0.99998309161212,1.0135135135135136,full
apps_python_4,8,,apps_python_4.txt,0.9924279141300737,4.15625,0.999946307418938,0.9924812030075187,full
codecontests_cpp_4,9,,codecontests_cpp_4.txt,0.9824934691179604,4.28125,0.997048927919708,0.9854014598540146,full
codecontests_java_4,10,,codecontests_java_4.txt,0.8563050775169028,11.3125,0.9999433485842542,0.856353591160221,full
mbpp_python_4,11,,mbpp_python_4.txt,0.9993258568548387,4.84375,0.9993258568548387,1.064516129032258,full
apps_python_5,12,,apps_python_5.txt,0.9996359306469298,5.34375,0.9996359306469298,1.0,full
codecontests_cpp_5,13,,codecontests_cpp_5.txt,0.9459198087214378,4.625,0.9999723692198057,0.9459459459459459,full
codecontests_java_5,14,,codecontests_java_5.txt,0.996002197265625,8.0,0.996002197265625,1.34375,full
codecontests_cpp_6,15,,codecontests_cpp_6.txt,0.9999026034740691,2.9375,0.9999026034740691,1.0957446808510638,full
codecontests_java_6,16,,codecontests_java_6.txt,0.9738622939813838,9.625,0.9998319551542207,0.974025974025974,full
codecontests_java_7,17,,codecontests_java_7.txt,0.9017470556696944,6.375,0.9997630399816176,0.9019607843137255,full
apps_python_8,18,,apps_python_8.txt,0.8556349496205444,3.265625,0.9990374551435407,0.8564593301435407,full
apps_python_9,19,,apps_python_9.txt,0.9999623954013626,3.296875,0.9999623954013626,1.028436018957346,full
codecontests_cpp_9,20,,codecontests_cpp_9.txt,0.9998306411880631,3.46875,0.9998306411880631,1.009009009009009,full
codecontests_java_9,21,,codecontests_java_9.txt,0.9181324594569971,9.1875,0.9997442336309523,0.9183673469387755,full
apps_python_10,22,,apps_python_10.txt,0.9995249666908915,2.015625,0.9995249666908915,1.1627906976744187,full
codecontests_cpp_11,23,,codecontests_cpp_11.txt,0.8025112231761,2.703125,0.9988089324421965,0.8034682080924855,full
codecontests_java_11,24,,codecontests_java_11.txt,0.8870845997827292,6.5,0.9973707932692307,0.8894230769230769,full
humaneval_python_11,25,,humaneval_python_11.txt,0.9676268515055931,4.84375,0.9998810798891129,0.967741935483871,full
mbpp_python_11,26,,mbpp_python_11.txt,0.9999340327099117,3.09375,0.9999340327099117,1.0656565656565657,full
codecontests_cpp_12,27,,codecontests_cpp_12.txt,0.8977530187520922,2.21875,0.9998504208846831,0.897887323943662,full
codecontests_java_12,28,,codecontests_java_12.txt,0.9729617378675128,9.25,0.999988452808277,0.972972972972973,full
apps_python_13,29,,apps_python_13.txt,0.8652349175347223,3.75,0.9983479817708333,0.8666666666666667,full
codecontests_java_13,30,,codecontests_java_13.txt,0.9993796426741803,7.625,0.9993796426741803,1.180327868852459,full
apps_python_14,31,,apps_python_14.txt,0.9992428102355072,4.3125,0.9992428102355072,1.1376811594202898,full
codecontests_cpp_14,32,,codecontests_cpp_14.txt,0.9944616256454266,5.75,0.9998958421790082,0.9945652173913043,full
codecontests_java_14,33,,codecontests_java_14.txt,0.9306639144265441,8.125,0.9998868502103365,0.9307692307692308,full
codecontests_cpp_15,34,,codecontests_cpp_15.txt,0.968330958234617,3.015625,0.9994004007448186,0.9689119170984456,full
codecontests_java_15,35,,codecontests_java_15.txt,0.9999322821624088,8.5625,0.9999322821624088,1.1386861313868613,full
apps_python_16,36,,apps_python_16.txt,0.998089644160584,4.28125,0.998089644160584,1.1532846715328466,full
codecontests_cpp_16,37,,codecontests_cpp_16.txt,0.9997464693509616,3.65625,0.9997464693509616,1.017094017094017,full
codecontests_java_16,38,,codecontests_java_16.txt,0.9698584907717631,4.15625,0.999931622268562,0.9699248120300752,full
apps_python_17,39,,apps_python_17.txt,0.9965666118421053,2.96875,0.9965666118421053,1.2263157894736842,full
codecontests_cpp_17,40,,codecontests_cpp_17.txt,0.9365595732778406,3.71875,0.9995568539915967,0.9369747899159664,full
codecontests_java_17,41,,codecontests_java_17.txt,0.9192727672580074,13.1875,0.9998275973785545,0.919431279620853,full
mbpp_python_17,42,,mbpp_python_17.txt,0.9999762870169975,4.625,0.9999762870169975,1.0135135135135136,full
codecontests_cpp_18,43,,codecontests_cpp_18.txt,0.9987952686915887,3.34375,0.9987952686915887,1.0046728971962617,full
codecontests_java_18,44,,codecontests_java_18.txt,0.9665555625,3.90625,0.9985078125,0.968,full
humaneval_python_18,45,,humaneval_python_18.txt,0.9988367417279411,4.25,0.9988367417279411,1.1544117647058822,full
codecontests_java_19,46,,codecontests_java_19.txt,0.9999897979026617,5.375,0.9999897979026617,1.0930232558139534,full
apps_python_20,47,,apps_python_20.txt,0.9928209459459459,2.3125,0.9928209459459459,1.2162162162162162,full
codecontests_cpp_20,48,,codecontests_cpp_20.txt,0.9078904625397549,2.546875,0.9999063877971626,0.9079754601226994,full
codecontests_java_20,49,,codecontests_java_20.txt,0.7812427187517877,7.15625,0.9994669418668122,0.7816593886462883,full
humaneval_python_21,50,,humaneval_python_21.txt,0.9997057233537946,3.5,0.9997057233537946,1.09375,full
apps_python_22,51,,apps_python_22.txt,0.999229501146789,3.40625,0.999229501146789,1.165137614678899,full
codecontests_cpp_22,52,,codecontests_cpp_22.txt,0.9261519481031223,2.984375,0.9994069044502618,0.9267015706806283,full
codecontests_java_22,53,,codecontests_java_22.txt,0.9996553308823529,6.375,0.9996553308823529,1.0735294117647058,full
apps_python_23,54,,apps_python_23.txt,0.9995145089285714,2.734375,0.9995145089285714,1.1314285714285715,full
codecontests_cpp_23,55,,codecontests_cpp_23.txt,0.9721933765175902,4.5,0.9999703301323785,0.9722222222222222,full
codecontests_java_23,56,,codecontests_java_23.txt,0.7572715025662469,7.21875,0.9995983833874459,0.7575757575757576,full
codecontests_cpp_24,57,,codecontests_cpp_24.txt,0.9509462155734123,5.125,0.9997126881669207,0.9512195121951219,full
codecontests_java_24,58,,codecontests_java_24.txt,0.804425124223463,7.375,0.9991806806144068,0.8050847457627118,full
apps_python_25,59,,apps_python_25.txt,0.9981340680803571,7.0,0.9981340680803571,1.1785714285714286,full
codecontests_java_25,60,,codecontests_java_25.txt,0.9960036057692307,4.0625,0.9960036057692307,1.5,full
codecontests_cpp_26,61,,codecontests_cpp_26.txt,0.9992604275627615,3.734375,0.9992604275627615,1.0334728033472804,full
codecontests_java_26,62,,codecontests_java_26.txt,0.9999913448045233,7.4375,0.9999913448045233,1.084033613445378,full
humaneval_python_26,63,,humaneval_python_26.txt,0.9421989087799308,3.53125,0.9997040064988938,0.9424778761061947,full
codecontests_cpp_27,64,,codecontests_cpp_27.txt,0.7648401181559917,1.71875,0.9956498579545454,0.7681818181818182,full
codecontests_java_27,65,,codecontests_java_27.txt,0.8759331417871901,6.875,0.9984730113636363,0.8772727272727273,full
codecontests_cpp_28,66,,codecontests_cpp_28.txt,0.9488276436322214,2.453125,0.9997714097332803,0.9490445859872612,full
codecontests_java_28,67,,codecontests_java_28.txt,0.8559782549747159,4.78125,0.9997303283292484,0.8562091503267973,full
apps_python_29,68,,apps_python_29.txt,0.9981480731865285,3.015625,0.9981480731865285,1.16580310880829,full
codecontests_cpp_29,69,,codecontests_cpp_29.txt,0.8669881895184517,4.0,0.9997701644897461,0.8671875,full
codecontests_java_29,70,,codecontests_java_29.txt,0.9581726231247284,5.40625,0.9985774927745664,0.9595375722543352,full
apps_python_30,71,,apps_python_30.txt,0.9991530287322274,3.296875,0.9991530287322274,1.009478672985782,full
codecontests_cpp_30,72,,codecontests_cpp_30.txt,1.0,1.6796875,1.0002134811046512,1.0046511627906978,full
codecontests_java_30,73,,codecontests_java_30.txt,0.9984466374269005,5.34375,0.9984466374269005,1.239766081871345,full
codecontests_cpp_32,74,,codecontests_cpp_32.txt,0.9999601686155641,4.8125,0.9999601686155641,1.0844155844155845,full
codecontests_java_32,75,,codecontests_java_32.txt,0.9611793666152125,8.0625,0.9999365991400194,0.9612403100775194,full
mbpp_python_32,76,,mbpp_python_32.txt,0.9992606814971752,5.53125,0.9992606814971752,1.1016949152542372,full
codecontests_cpp_33,77,,codecontests_cpp_33.txt,0.9869101821192053,2.359375,0.9869101821192053,1.1059602649006623,full
codecontests_java_33,78,,codecontests_java_33.txt,0.8995313300973985,9.5625,0.9973064746732027,0.9019607843137255,full
humaneval_python_33,79,,humaneval_python_33.txt,0.9072750957016046,9.4375,0.9999893390579729,0.9072847682119205,full
apps_python_34,80,,apps_python_34.txt,0.9996266084558824,4.78125,0.9996266084558824,1.1045751633986929,full
apps_python_35,81,,apps_python_35.txt,0.9993633459944752,2.828125,0.9993633459944752,1.0386740331491713,full
