head,family,component,rescue_ratio_median,top1_rate
L16H4,no_tool,k,0.0,0.0008176614881439084
L16H4,no_tool,q,0.0,0.0
L16H4,no_tool,v,0.034482758620689655,0.001635322976287817
L16H4,no_tool,z,0.19680851063829788,0.01062959934587081
L23H6,no_tool,k,0.0,0.0
L23H6,no_tool,q,0.004629629629629629,0.0008176614881439084
L23H6,no_tool,v,0.0,0.0
L23H6,no_tool,z,0.28160919540229884,0.017988552739165987
