sample_id,head,family,component,rescue_ratio,decision_score,top1_success
codecontests_java_123,L16H4,no_tool,z,0.2268041237113402,-2.322265625,False
codecontests_java_123,L23H6,no_tool,q,0.06701030927835051,-2.8268890380859375,False
codecontests_java_123,L23H6,no_tool,k,0.0,-3.0312209129333496,False
codecontests_java_123,L23H6,no_tool,v,0.03608247422680412,-2.9209976196289062,False
codecontests_java_123,L23H6,no_tool,z,0.26288659793814434,-2.2119140625,False
apps_python_124,L20H5,tool,q,0.11071428571428571,-3.8899574279785156,False
apps_python_124,L20H5,tool,k,0.0,-4.375205039978027,False
apps_python_124,L20H5,tool,v,0.05,-4.156154632568359,False
apps_python_124,L20H5,tool,z,0.02857142857142857,-4.249845504760742,False
apps_python_124,L21H1,tool,q,0.4714285714285714,-2.2626953125,False
apps_python_124,L21H1,tool,k,0.0,-4.375093936920166,False
apps_python_124,L21H1,tool,v,-0.05714285714285714,-4.624198913574219,False
apps_python_124,L21H1,tool,z,0.44642857142857145,-2.37939453125,False
apps_python_124,L21H12,tool,q,0.49642857142857144,-2.144775390625,False
apps_python_124,L21H12,tool,k,0.02857142857142857,-4.25003719329834,False
apps_python_124,L21H12,tool,v,0.02857142857142857,-4.250310897827148,False
apps_python_124,L21H12,tool,z,0.4714285714285714,-2.260498046875,False
apps_python_124,L24H6,tool,q,0.5428571428571428,-1.92138671875,False
apps_python_124,L24H6,tool,k,-0.02857142857142857,-4.500541687011719,False
apps_python_124,L24H6,tool,v,0.02857142857142857,-4.249973773956299,False
apps_python_124,L24H6,tool,z,0.5214285714285715,-2.02587890625,False
apps_python_124,L16H4,no_tool,q,0.078125,-2.76385498046875,False
apps_python_124,L16H4,no_tool,k,0.109375,-2.6680755615234375,False
apps_python_124,L16H4,no_tool,v,0.109375,-2.668243408203125,False
apps_python_124,L16H4,no_tool,z,0.03125,-2.905475616455078,False
apps_python_124,L23H6,no_tool,q,0.03125,-2.9053802490234375,False
apps_python_124,L23H6,no_tool,k,0.03125,-2.9054794311523438,False
apps_python_124,L23H6,no_tool,v,0.0,-2.9997901916503906,False
apps_python_124,L23H6,no_tool,z,0.3359375,-1.953369140625,False
codecontests_cpp_124,L20H5,tool,q,0.05223880597014925,-3.9674148559570312,False
codecontests_cpp_124,L20H5,tool,k,-0.022388059701492536,-4.279823303222656,False
codecontests_cpp_124,L20H5,tool,v,-0.05223880597014925,-4.404457092285156,False
codecontests_cpp_124,L20H5,tool,z,0.17164179104477612,-3.466644287109375,False
codecontests_cpp_124,L21H1,tool,q,0.3694029850746269,-2.624267578125,False
codecontests_cpp_124,L21H1,tool,k,-0.022388059701492536,-4.27978515625,False
codecontests_cpp_124,L21H1,tool,v,-0.06716417910447761,-4.4669189453125,False
codecontests_cpp_124,L21H1,tool,z,0.417910447761194,-2.4156494140625,False
codecontests_cpp_124,L21H12,tool,q,0.7126865671641791,-1.0634765625,False
codecontests_cpp_124,L21H12,tool,k,-0.022388059701492536,-4.280813217163086,False
codecontests_cpp_124,L21H12,tool,v,-0.022388059701492536,-4.281023979187012,False
codecontests_cpp_124,L21H12,tool,z,0.7518656716417911,-0.8603515625,False
codecontests_cpp_124,L24H6,tool,q,0.5746268656716418,-1.71533203125,False
codecontests_cpp_124,L24H6,tool,k,-0.022388059701492536,-4.27978515625,False
codecontests_cpp_124,L24H6,tool,v,0.0,-4.187520265579224,False
codecontests_cpp_124,L24H6,tool,z,0.5783582089552238,-1.703125,False
codecontests_cpp_124,L16H4,no_tool,q,-0.008733624454148471,-1.8051204681396484,False
codecontests_cpp_124,L16H4,no_tool,k,0.1091703056768559,-1.5907440185546875,False
codecontests_cpp_124,L16H4,no_tool,v,0.1615720524017467,-1.49114990234375,False
codecontests_cpp_124,L16H4,no_tool,z,0.1572052401746725,-1.5,False
codecontests_cpp_124,L23H6,no_tool,q,-0.008733624454148471,-1.8042526245117188,False
codecontests_cpp_124,L23H6,no_tool,k,-0.008733624454148471,-1.8042488098144531,False
codecontests_cpp_124,L23H6,no_tool,v,-0.008733624454148471,-1.8037528991699219,False
codecontests_cpp_124,L23H6,no_tool,z,0.4148471615720524,-0.96728515625,False
codecontests_java_124,L20H5,tool,q,0.3062015503875969,-5.58599853515625,False
codecontests_java_124,L20H5,tool,k,0.011627906976744186,-7.967830657958984,False
codecontests_java_124,L20H5,tool,v,-0.031007751937984496,-8.312934875488281,False
codecontests_java_124,L20H5,tool,z,0.43023255813953487,-4.572509765625,False
codecontests_java_124,L21H1,tool,q,0.7441860465116279,-1.912109375,False
codecontests_java_124,L21H1,tool,k,0.0,-8.062654495239258,False
codecontests_java_124,L21H1,tool,v,0.0,-8.062896728515625,False
codecontests_java_124,L21H1,tool,z,0.7974806201550387,-1.396484375,False
codecontests_java_124,L21H12,tool,q,0.967296511627907,1.228515625,True
codecontests_java_124,L21H12,tool,k,0.011627906976744186,-7.969841003417969,False
codecontests_java_124,L21H12,tool,v,0.011627906976744186,-7.9698028564453125,False
codecontests_java_124,L21H12,tool,z,0.967296511627907,1.236328125,True
codecontests_java_124,L24H6,tool,q,0.7034883720930233,-2.2587890625,False
codecontests_java_124,L24H6,tool,k,-0.015503875968992248,-8.188674926757812,False
codecontests_java_124,L24H6,tool,v,-0.015503875968992248,-8.188674926757812,False
codecontests_java_124,L24H6,tool,z,0.7073643410852714,-2.232421875,False
codecontests_java_124,L16H4,no_tool,q,0.0,-7.187505513429642,False
codecontests_java_124,L16H4,no_tool,k,0.017391304347826087,-7.06249475479126,False
codecontests_java_124,L16H4,no_tool,v,0.004347826086956522,-7.1562529951334,False
codecontests_java_124,L16H4,no_tool,z,0.16521739130434782,-5.998878479003906,False
codecontests_java_124,L23H6,no_tool,q,0.0,-7.187500834465027,False
codecontests_java_124,L23H6,no_tool,k,-0.004347826086956522,-7.218752980232239,False
codecontests_java_124,L23H6,no_tool,v,-0.004347826086956522,-7.218752890825272,False
codecontests_java_124,L23H6,no_tool,z,0.16521739130434782,-5.999000549316406,False
humaneval_python_124,L20H5,tool,q,0.2956989247311828,-2.02001953125,False
humaneval_python_124,L20H5,tool,k,0.11827956989247312,-2.5605010986328125,False
humaneval_python_124,L20H5,tool,v,0.11827956989247312,-2.5607223510742188,False
humaneval_python_124,L20H5,tool,z,0.26344086021505375,-2.121337890625,False
humaneval_python_124,L21H1,tool,q,0.7419354838709677,-0.404296875,False
humaneval_python_124,L21H1,tool,k,0.03225806451612903,-2.8120880126953125,False
humaneval_python_124,L21H1,tool,v,0.03763440860215054,-2.7967042922973633,False
humaneval_python_124,L21H1,tool,z,0.6599462365591398,-0.7587890625,False
humaneval_python_124,L21H12,tool,q,0.6895161290322581,-0.63671875,False
humaneval_python_124,L21H12,tool,k,0.03225806451612903,-2.812443971633911,False
humaneval_python_124,L21H12,tool,v,0.03763440860215054,-2.7970733642578125,False
humaneval_python_124,L21H12,tool,z,0.7405913978494624,-0.41015625,False
humaneval_python_124,L24H6,tool,q,0.5779569892473119,-1.078125,False
humaneval_python_124,L24H6,tool,k,-0.043010752688172046,-3.031036376953125,False
humaneval_python_124,L24H6,tool,v,-0.043010752688172046,-3.0312130451202393,False
humaneval_python_124,L24H6,tool,z,0.5779569892473119,-1.078125,False
humaneval_python_124,L16H4,no_tool,q,0.043478260869565216,-2.7498769760131836,False
humaneval_python_124,L16H4,no_tool,k,0.0,-2.875020146369934,False
humaneval_python_124,L16H4,no_tool,v,0.043478260869565216,-2.7500036358833313,False
humaneval_python_124,L16H4,no_tool,z,0.23369565217391305,-2.1881103515625,False
humaneval_python_124,L23H6,no_tool,q,0.005434782608695652,-2.859530448913574,False
humaneval_python_124,L23H6,no_tool,k,0.0,-2.875015079975128,False
humaneval_python_124,L23H6,no_tool,v,0.0,-2.8751015663146973,False
humaneval_python_124,L23H6,no_tool,z,0.266304347826087,-2.08837890625,False
apps_python_125,L20H5,tool,q,0.22666666666666666,-3.6168212890625,False
apps_python_125,L20H5,tool,k,0.04666666666666667,-4.4681396484375,False
apps_python_125,L20H5,tool,v,-0.006666666666666667,-4.718290328979492,False
apps_python_125,L20H5,tool,z,0.14666666666666667,-3.99713134765625,False
apps_python_125,L21H1,tool,q,0.595,-1.78662109375,False
apps_python_125,L21H1,tool,k,-0.05333333333333334,-4.937284469604492,False
apps_python_125,L21H1,tool,v,-0.02666666666666667,-4.812139511108398,False
apps_python_125,L21H1,tool,z,0.57,-1.91748046875,False
apps_python_125,L21H12,tool,q,0.6166666666666667,-1.666015625,False
apps_python_125,L21H12,tool,k,0.0,-4.687633514404297,False
apps_python_125,L21H12,tool,v,0.0,-4.687489211559296,False
apps_python_125,L21H12,tool,z,0.57,-1.9150390625,False
apps_python_125,L24H6,tool,q,0.5033333333333333,-2.265625,False
apps_python_125,L24H6,tool,k,0.0,-4.687519907951355,False
apps_python_125,L24H6,tool,v,0.0,-4.68751335144043,False
apps_python_125,L24H6,tool,z,0.5433333333333333,-2.05810546875,False
apps_python_125,L16H4,no_tool,q,0.125,-3.2777557373046875,False
apps_python_125,L16H4,no_tool,k,0.1,-3.373321533203125,False
apps_python_125,L16H4,no_tool,v,0.0,-3.750058650970459,False
apps_python_125,L16H4,no_tool,z,0.25833333333333336,-2.764892578125,False
apps_python_125,L23H6,no_tool,q,0.004166666666666667,-3.734360098838806,False
apps_python_125,L23H6,no_tool,k,0.0,-3.750102996826172,False
apps_python_125,L23H6,no_tool,v,0.004166666666666667,-3.7344722747802734,False
apps_python_125,L23H6,no_tool,z,0.2833333333333333,-2.666015625,False
codecontests_cpp_125,L20H5,tool,q,0.043243243243243246,-5.5285186767578125,False
codecontests_cpp_125,L20H5,tool,k,0.0,-5.7792205810546875,False
codecontests_cpp_125,L20H5,tool,v,-0.03783783783783784,-5.995361328125,False
codecontests_cpp_125,L20H5,tool,z,0.35405405405405405,-3.7171630859375,False
codecontests_cpp_125,L21H1,tool,q,0.4972972972972973,-2.86474609375,False
codecontests_cpp_125,L21H1,tool,k,-0.021621621621621623,-5.905113220214844,False
codecontests_cpp_125,L21H1,tool,v,-0.021621621621621623,-5.904960632324219,False
codecontests_cpp_125,L21H1,tool,z,0.5567567567567567,-2.4990234375,False
codecontests_cpp_125,L21H12,tool,q,0.727027027027027,-1.3837890625,False
codecontests_cpp_125,L21H12,tool,k,0.0,-5.78076171875,False
codecontests_cpp_125,L21H12,tool,v,0.021621621621621623,-5.656059265136719,False
codecontests_cpp_125,L21H12,tool,z,0.7432432432432432,-1.267578125,False
codecontests_cpp_125,L24H6,tool,q,0.5486486486486486,-2.54296875,False
codecontests_cpp_125,L24H6,tool,k,0.0,-5.7807159423828125,False
codecontests_cpp_125,L24H6,tool,v,-0.021621621621621623,-5.904914855957031,False
codecontests_cpp_125,L24H6,tool,z,0.5513513513513514,-2.53076171875,False
codecontests_cpp_125,L16H4,no_tool,q,0.0,-4.124984622001648,False
codecontests_cpp_125,L16H4,no_tool,k,0.09090909090909091,-3.7487106323242188,False
codecontests_cpp_125,L16H4,no_tool,v,0.03787878787878788,-3.9684371948242188,False
codecontests_cpp_125,L16H4,no_tool,z,0.15151515151515152,-3.4957275390625,False
codecontests_cpp_125,L23H6,no_tool,q,0.0,-4.125042915344238,False
codecontests_cpp_125,L23H6,no_tool,k,0.007575757575757576,-4.0936901569366455,False
codecontests_cpp_125,L23H6,no_tool,v,0.0,-4.125067234039307,False
codecontests_cpp_125,L23H6,no_tool,z,0.2840909090909091,-2.935791015625,False
codecontests_java_125,L20H5,tool,q,0.13488372093023257,-11.621749877929688,False
codecontests_java_125,L20H5,tool,k,0.04186046511627907,-12.87347412109375,False
codecontests_java_125,L20H5,tool,v,0.009302325581395349,-13.312445402145386,False
codecontests_java_125,L20H5,tool,z,0.28837209302325584,-9.55377197265625,False
codecontests_java_125,L21H1,tool,q,0.541860465116279,-6.1341552734375,False
codecontests_java_125,L21H1,tool,k,-0.013953488372093023,-13.624917030334473,False
codecontests_java_125,L21H1,tool,v,-0.013953488372093023,-13.624938488006592,False
codecontests_java_125,L21H1,tool,z,0.6255813953488372,-5.0032958984375,False
codecontests_java_125,L21H12,tool,q,0.9366279069767441,-0.2421875,False
codecontests_java_125,L21H12,tool,k,0.013953488372093023,-13.247085571289062,False
codecontests_java_125,L21H12,tool,v,0.004651162790697674,-13.374921321868896,False
codecontests_java_125,L21H12,tool,z,0.9366279069767441,-0.2421875,False
codecontests_java_125,L24H6,tool,q,0.6744186046511628,-4.31982421875,False
codecontests_java_125,L24H6,tool,k,-0.009302325581395349,-13.562535285949707,False
codecontests_java_125,L24H6,tool,v,0.0,-13.437342643737793,False
codecontests_java_125,L24H6,tool,z,0.6744186046511628,-4.317626953125,False
codecontests_java_125,L16H4,no_tool,q,0.0,-6.0000013038516045,False
codecontests_java_125,L16H4,no_tool,k,-0.026041666666666668,-6.156214714050293,False
codecontests_java_125,L16H4,no_tool,v,0.06770833333333333,-5.593416213989258,False
codecontests_java_125,L16H4,no_tool,z,0.2760416666666667,-4.33502197265625,False
codecontests_java_125,L23H6,no_tool,q,0.015625,-5.906239330768585,False
codecontests_java_125,L23H6,no_tool,k,-0.020833333333333332,-6.124960660934448,False
codecontests_java_125,L23H6,no_tool,v,-0.005208333333333333,-6.031241774559021,False
codecontests_java_125,L23H6,no_tool,z,0.23958333333333334,-4.55712890625,False
humaneval_python_125,L20H5,tool,q,0.25806451612903225,-1.781982421875,False
humaneval_python_125,L20H5,tool,k,-0.04516129032258064,-2.5307044982910156,False
humaneval_python_125,L20H5,tool,v,0.04516129032258064,-2.312702178955078,False
humaneval_python_125,L20H5,tool,z,0.33225806451612905,-1.588623046875,False
humaneval_python_125,L21H1,tool,q,0.4483870967741935,-1.277099609375,False
humaneval_python_125,L21H1,tool,k,0.04516129032258064,-2.3127708435058594,False
humaneval_python_125,L21H1,tool,v,0.0,-2.4219727516174316,False
humaneval_python_125,L21H1,tool,z,0.5225806451612903,-1.068359375,False
humaneval_python_125,L21H12,tool,q,0.5225806451612903,-1.0673828125,False
humaneval_python_125,L21H12,tool,k,0.04516129032258064,-2.3127126693725586,False
humaneval_python_125,L21H12,tool,v,-0.04516129032258064,-2.53070068359375,False
humaneval_python_125,L21H12,tool,z,0.4870967741935484,-1.1689453125,False
humaneval_python_125,L24H6,tool,q,0.5225806451612903,-1.0654296875,False
humaneval_python_125,L24H6,tool,k,0.04516129032258064,-2.312631607055664,False
humaneval_python_125,L24H6,tool,v,0.04516129032258064,-2.3125972747802734,False
humaneval_python_125,L24H6,tool,z,0.5225806451612903,-1.0654296875,False
humaneval_python_125,L16H4,no_tool,q,0.05508474576271186,-1.7416496276855469,False
humaneval_python_125,L16H4,no_tool,k,0.0,-1.8442535400390625,False
humaneval_python_125,L16H4,no_tool,v,-0.059322033898305086,-1.9527130126953125,False
humaneval_python_125,L16H4,no_tool,z,0.0,-1.8434123992919922,False
humaneval_python_125,L23H6,no_tool,q,-0.059322033898305086,-1.9523544311523438,False
humaneval_python_125,L23H6,no_tool,k,0.0,-1.843505859375,False
humaneval_python_125,L23H6,no_tool,v,-0.059322033898305086,-1.9523277282714844,False
humaneval_python_125,L23H6,no_tool,z,0.3644067796610169,-1.121826171875,False
apps_python_126,L20H5,tool,q,0.09433962264150944,-5.999477386474609,False
apps_python_126,L20H5,tool,k,0.0,-6.624905109405518,False
apps_python_126,L20H5,tool,v,0.0,-6.624945640563965,False
apps_python_126,L20H5,tool,z,0.4268867924528302,-3.77490234375,False
apps_python_126,L21H1,tool,q,0.8349056603773585,-0.72265625,False
apps_python_126,L21H1,tool,k,-0.05188679245283019,-6.968294143676758,False
apps_python_126,L21H1,tool,v,-0.018867924528301886,-6.749689102172852,False
apps_python_126,L21H1,tool,z,0.8496462264150944,-0.58203125,False
apps_python_126,L21H12,tool,q,0.722877358490566,-1.6826171875,False
apps_python_126,L21H12,tool,k,-0.018867924528301886,-6.749521255493164,False
apps_python_126,L21H12,tool,v,-0.0330188679245283,-6.843301773071289,False
apps_python_126,L21H12,tool,z,0.7676886792452831,-1.3232421875,False
apps_python_126,L24H6,tool,q,0.5518867924528302,-2.923095703125,False
apps_python_126,L24H6,tool,k,0.0,-6.625088691711426,False
apps_python_126,L24H6,tool,v,-0.018867924528301886,-6.749706268310547,False
apps_python_126,L24H6,tool,z,0.5707547169811321,-2.79248046875,False
apps_python_126,L16H4,no_tool,q,-0.02962962962962963,-4.343559265136719,False
apps_python_126,L16H4,no_tool,k,-0.05925925925925926,-4.468170166015625,False
apps_python_126,L16H4,no_tool,v,0.022222222222222223,-4.124500274658203,False
apps_python_126,L16H4,no_tool,z,0.17777777777777778,-3.46319580078125,False
apps_python_126,L23H6,no_tool,q,-0.05925925925925926,-4.4682159423828125,False
apps_python_126,L23H6,no_tool,k,-0.02962962962962963,-4.343572616577148,False
apps_python_126,L23H6,no_tool,v,-0.02962962962962963,-4.343533515930176,False
apps_python_126,L23H6,no_tool,z,0.17407407407407408,-3.47894287109375,False
codecontests_cpp_126,L20H5,tool,q,0.1840277777777778,-3.665313720703125,False
codecontests_cpp_126,L20H5,tool,k,0.0,-4.500017404556274,False
codecontests_cpp_126,L20H5,tool,v,0.027777777777777776,-4.3720855712890625,False
codecontests_cpp_126,L20H5,tool,z,0.2638888888888889,-3.29833984375,False
codecontests_cpp_126,L21H1,tool,q,0.7430555555555556,-0.849609375,False
codecontests_cpp_126,L21H1,tool,k,0.027777777777777776,-4.372589111328125,False
codecontests_cpp_126,L21H1,tool,v,0.027777777777777776,-4.3720703125,False
codecontests_cpp_126,L21H1,tool,z,0.7447916666666666,-0.841796875,False
codecontests_cpp_126,L21H12,tool,q,0.8333333333333334,-0.21484375,False
codecontests_cpp_126,L21H12,tool,k,0.05555555555555555,-4.2476959228515625,False
codecontests_cpp_126,L21H12,tool,v,0.034722222222222224,-4.3411865234375,False
codecontests_cpp_126,L21H12,tool,z,0.8350694444444444,-0.203125,False
codecontests_cpp_126,L24H6,tool,q,0.6111111111111112,-1.60546875,False
codecontests_cpp_126,L24H6,tool,k,0.0,-4.499820709228516,False
codecontests_cpp_126,L24H6,tool,v,0.0,-4.500020980834961,False
codecontests_cpp_126,L24H6,tool,z,0.6076388888888888,-1.626953125,False
codecontests_cpp_126,L16H4,no_tool,q,-0.03007518796992481,-4.281156063079834,False
codecontests_cpp_126,L16H4,no_tool,k,0.0,-4.156228423118591,False
codecontests_cpp_126,L16H4,no_tool,v,0.03007518796992481,-4.0310564041137695,False
codecontests_cpp_126,L16H4,no_tool,z,0.22932330827067668,-3.1920166015625,False
codecontests_cpp_126,L23H6,no_tool,q,-0.03007518796992481,-4.281150817871094,False
codecontests_cpp_126,L23H6,no_tool,k,-0.05263157894736842,-4.375085830688477,False
codecontests_cpp_126,L23H6,no_tool,v,0.0,-4.156254172325134,False
codecontests_cpp_126,L23H6,no_tool,z,0.17293233082706766,-3.43194580078125,False
codecontests_java_126,L20H5,tool,q,0.0,-4.31103515625,False
codecontests_java_126,L20H5,tool,k,0.0,-4.313072204589844,False
codecontests_java_126,L20H5,tool,v,0.007246376811594203,-4.281344890594482,False
codecontests_java_126,L20H5,tool,z,0.35507246376811596,-2.7783966064453125,False
codecontests_java_126,L21H1,tool,q,0.2028985507246377,-3.4357681274414062,False
codecontests_java_126,L21H1,tool,k,0.014492753623188406,-4.2505035400390625,False
codecontests_java_126,L21H1,tool,v,0.007246376811594203,-4.281240344047546,False
codecontests_java_126,L21H1,tool,z,0.2028985507246377,-3.435699462890625,False
codecontests_java_126,L21H12,tool,q,0.5742753623188406,-1.82305908203125,False
codecontests_java_126,L21H12,tool,k,-0.007246376811594203,-4.3433380126953125,False
codecontests_java_126,L21H12,tool,v,-0.028985507246376812,-4.437860488891602,False
codecontests_java_126,L21H12,tool,z,0.5833333333333334,-1.78253173828125,False
codecontests_java_126,L24H6,tool,q,0.5905797101449275,-1.7491455078125,False
codecontests_java_126,L24H6,tool,k,0.0,-4.312326431274414,False
codecontests_java_126,L24H6,tool,v,-0.014492753623188406,-4.374939918518066,False
codecontests_java_126,L24H6,tool,z,0.5887681159420289,-1.7598876953125,False
codecontests_java_126,L16H4,no_tool,q,-0.0045871559633027525,-0.8546485900878906,False
codecontests_java_126,L16H4,no_tool,k,-0.0045871559633027525,-0.8550243377685547,False
codecontests_java_126,L16H4,no_tool,v,-0.1651376146788991,-0.9857177734375,False
codecontests_java_126,L16H4,no_tool,z,0.03669724770642202,-0.81207275390625,False
codecontests_java_126,L23H6,no_tool,q,0.1926605504587156,-0.6710205078125,True
codecontests_java_126,L23H6,no_tool,k,-0.009174311926605505,-0.8591232299804688,False
codecontests_java_126,L23H6,no_tool,v,-0.009174311926605505,-0.8593816459178925,False
codecontests_java_126,L23H6,no_tool,z,0.676605504587156,0.02734375,True
apps_python_127,L20H5,tool,q,0.15566037735849056,-2.7943115234375,False
apps_python_127,L20H5,tool,k,0.07075471698113207,-3.0768280029296875,False
apps_python_127,L20H5,tool,v,0.07075471698113207,-3.0770416259765625,False
apps_python_127,L20H5,tool,z,0.16037735849056603,-2.7772216796875,False
apps_python_127,L21H1,tool,q,0.5424528301886793,-1.4404296875,False
apps_python_127,L21H1,tool,k,0.06132075471698113,-3.1081695556640625,False
apps_python_127,L21H1,tool,v,0.03773584905660377,-3.1862411499023438,False
apps_python_127,L21H1,tool,z,0.4858490566037736,-1.651611328125,False
apps_python_127,L21H12,tool,q,0.6273584905660378,-1.1220703125,False
apps_python_127,L21H12,tool,k,0.03773584905660377,-3.1863937377929688,False
apps_python_127,L21H12,tool,v,0.02830188679245283,-3.2185420989990234,False
apps_python_127,L21H12,tool,z,0.6485849056603774,-1.0390625,False
apps_python_127,L24H6,tool,q,0.4386792452830189,-1.814697265625,False
apps_python_127,L24H6,tool,k,0.0,-3.3125345706939697,False
apps_python_127,L24H6,tool,v,0.02830188679245283,-3.217823028564453,False
apps_python_127,L24H6,tool,z,0.45990566037735847,-1.741943359375,False
apps_python_127,L16H4,no_tool,q,-0.1111111111111111,-2.10430908203125,False
apps_python_127,L16H4,no_tool,k,-0.037037037037037035,-1.9676132202148438,False
apps_python_127,L16H4,no_tool,v,0.0,-1.898362159729004,False
apps_python_127,L16H4,no_tool,z,0.30864197530864196,-1.264404296875,False
apps_python_127,L23H6,no_tool,q,-0.00823045267489712,-1.9136600494384766,False
apps_python_127,L23H6,no_tool,k,-0.053497942386831275,-1.9980926513671875,False
apps_python_127,L23H6,no_tool,v,0.0411522633744856,-1.8186874389648438,False
apps_python_127,L23H6,no_tool,z,0.4156378600823045,-1.00048828125,False
codecontests_cpp_127,L20H5,tool,q,0.20863309352517986,-1.705078125,False
codecontests_cpp_127,L20H5,tool,k,0.0,-2.1727561950683594,False
codecontests_cpp_127,L20H5,tool,v,-0.04316546762589928,-2.2667236328125,False
codecontests_cpp_127,L20H5,tool,z,0.38489208633093525,-1.273681640625,False
codecontests_cpp_127,L21H1,tool,q,0.7589928057553957,-0.0625,True
codecontests_cpp_127,L21H1,tool,k,0.050359712230215826,-2.0614395141601562,False
codecontests_cpp_127,L21H1,tool,v,-0.04316546762589928,-2.2668228149414062,False
codecontests_cpp_127,L21H1,tool,z,0.7571942446043165,-0.07421875,True
codecontests_cpp_127,L21H12,tool,q,0.7338129496402878,-0.177734375,True
codecontests_cpp_127,L21H12,tool,k,0.0,-2.1720476150512695,False
codecontests_cpp_127,L21H12,tool,v,0.0,-2.1721019744873047,False
codecontests_cpp_127,L21H12,tool,z,0.7338129496402878,-0.177734375,True
codecontests_cpp_127,L24H6,tool,q,0.5359712230215827,-0.857421875,False
codecontests_cpp_127,L24H6,tool,k,0.0,-2.172119140625,False
codecontests_cpp_127,L24H6,tool,v,0.0,-2.172104835510254,False
codecontests_cpp_127,L24H6,tool,z,0.5035971223021583,-0.95361328125,False
codecontests_cpp_127,L16H4,no_tool,q,-0.09523809523809523,-3.9522705078125,False
codecontests_cpp_127,L16H4,no_tool,k,-0.03896103896103896,-3.749842643737793,False
codecontests_cpp_127,L16H4,no_tool,v,-0.09523809523809523,-3.9522781372070312,False
codecontests_cpp_127,L16H4,no_tool,z,0.11255411255411256,-3.2011260986328125,False
codecontests_cpp_127,L23H6,no_tool,q,-0.004329004329004329,-3.6249823570251465,False
codecontests_cpp_127,L23H6,no_tool,k,0.0,-3.6093944311141968,False
codecontests_cpp_127,L23H6,no_tool,v,-0.004329004329004329,-3.6249754428863525,False
codecontests_cpp_127,L23H6,no_tool,z,0.16883116883116883,-2.996002197265625,False
codecontests_java_127,L20H5,tool,q,0.11797752808988764,-4.903656005859375,False
codecontests_java_127,L20H5,tool,k,0.03932584269662921,-5.343391418457031,False
codecontests_java_127,L20H5,tool,v,0.03932584269662921,-5.343473434448242,False
codecontests_java_127,L20H5,tool,z,0.2247191011235955,-4.307037353515625,False
codecontests_java_127,L21H1,tool,q,0.37640449438202245,-3.45477294921875,False
codecontests_java_127,L21H1,tool,k,0.02247191011235955,-5.437189102172852,False
codecontests_java_127,L21H1,tool,v,0.02247191011235955,-5.437019348144531,False
codecontests_java_127,L21H1,tool,z,0.37640449438202245,-3.45416259765625,False
codecontests_java_127,L21H12,tool,q,0.7612359550561798,-1.12109375,False
codecontests_java_127,L21H12,tool,k,0.0,-5.562440395355225,False
codecontests_java_127,L21H12,tool,v,0.03932584269662921,-5.3432464599609375,False
codecontests_java_127,L21H12,tool,z,0.7598314606741573,-1.130859375,False
codecontests_java_127,L24H6,tool,q,0.5561797752808989,-2.4150390625,False
codecontests_java_127,L24H6,tool,k,0.0,-5.562141418457031,False
codecontests_java_127,L24H6,tool,v,-0.02247191011235955,-5.68695068359375,False
codecontests_java_127,L24H6,tool,z,0.5533707865168539,-2.4287109375,False
codecontests_java_127,L16H4,no_tool,q,0.005555555555555556,-2.7970428466796875,False
codecontests_java_127,L16H4,no_tool,k,0.03888888888888889,-2.7023963928222656,False
codecontests_java_127,L16H4,no_tool,v,0.03888888888888889,-2.702625274658203,False
codecontests_java_127,L16H4,no_tool,z,0.2777777777777778,-2.0018310546875,False
codecontests_java_127,L23H6,no_tool,q,0.03888888888888889,-2.702709197998047,False
codecontests_java_127,L23H6,no_tool,k,0.0,-2.8125991821289062,False
codecontests_java_127,L23H6,no_tool,v,0.005555555555555556,-2.7969062328338623,False
codecontests_java_127,L23H6,no_tool,z,0.3111111111111111,-1.89990234375,False
apps_python_128,L20H5,tool,q,0.16818181818181818,-2.852752685546875,False
apps_python_128,L20H5,tool,k,0.0,-3.4372787475585938,False
apps_python_128,L20H5,tool,v,0.0,-3.4364852905273438,False
apps_python_128,L20H5,tool,z,0.33181818181818185,-2.2681884765625,False
apps_python_128,L21H1,tool,q,0.6863636363636364,-0.833984375,False
apps_python_128,L21H1,tool,k,0.0,-3.4365463256835938,False
apps_python_128,L21H1,tool,v,0.07727272727272727,-3.1712875366210938,False
apps_python_128,L21H1,tool,z,0.7329545454545454,-0.607421875,False
apps_python_128,L21H12,tool,q,0.7125,-0.705078125,False
apps_python_128,L21H12,tool,k,-0.031818181818181815,-3.5454788208007812,False
apps_python_128,L21H12,tool,v,0.03636363636363636,-3.312533140182495,False
apps_python_128,L21H12,tool,z,0.6659090909090909,-0.9296875,False
apps_python_128,L24H6,tool,q,0.5181818181818182,-1.5595703125,False
apps_python_128,L24H6,tool,k,0.03636363636363636,-3.31255841255188,False
apps_python_128,L24H6,tool,v,0.0,-3.437561511993408,False
apps_python_128,L24H6,tool,z,0.55,-1.43359375,False
apps_python_128,L16H4,no_tool,q,0.0,-3.156126022338867,False
apps_python_128,L16H4,no_tool,k,0.0297029702970297,-3.0619354248046875,False
apps_python_128,L16H4,no_tool,v,0.034653465346534656,-3.0462570190429688,False
apps_python_128,L16H4,no_tool,z,0.10891089108910891,-2.8097381591796875,False
apps_python_128,L23H6,no_tool,q,0.0,-3.1561527252197266,False
