sample_id,head,family,span,n_tokens,attn_mass_base,attn_density_base
codecontests_cpp_1,L23H6,no_tool,lead_phrase,3,0.0006769312894903123,0.00022564375831279904
codecontests_cpp_1,L23H6,no_tool,function_body_anchor,2,0.0009990129619836807,0.0004995064809918404
codecontests_cpp_1,L23H6,no_tool,file_target,2,0.0006938743172213435,0.00034693715861067176
codecontests_cpp_1,L23H6,no_tool,tail_suffix,11,0.0028312664944678545,0.0002573878737166524
codecontests_cpp_1,L23H6,no_tool,task_body,92,0.026514757424592972,0.00028820388251915574
codecontests_java_1,L20H5,tool,lead_phrase,2,0.0002827246789820492,0.0001413623394910246
codecontests_java_1,L20H5,tool,function_body_anchor,2,0.08373650163412094,0.04186825081706047
codecontests_java_1,L20H5,tool,file_target,2,0.05913033336400986,0.02956516668200493
codecontests_java_1,L20H5,tool,tail_suffix,11,0.10137185454368591,0.009215623140335083
codecontests_java_1,L20H5,tool,task_body,87,0.1251106560230255,0.0014380535576492548
codecontests_java_1,L21H1,tool,lead_phrase,2,0.017880111932754517,0.008940055966377258
codecontests_java_1,L21H1,tool,function_body_anchor,2,0.01571487821638584,0.00785743910819292
codecontests_java_1,L21H1,tool,file_target,2,0.01897241175174713,0.009486205875873566
codecontests_java_1,L21H1,tool,tail_suffix,11,0.028824495151638985,0.002620408544316888
codecontests_java_1,L21H1,tool,task_body,87,0.2533645033836365,0.002912235679104924
codecontests_java_1,L21H12,tool,lead_phrase,2,0.001227295259013772,0.000613647629506886
codecontests_java_1,L21H12,tool,function_body_anchor,2,0.003123246133327484,0.001561623066663742
codecontests_java_1,L21H12,tool,file_target,2,0.005015072412788868,0.002507536206394434
codecontests_java_1,L21H12,tool,tail_suffix,11,0.06329160183668137,0.005753782112151384
codecontests_java_1,L21H12,tool,task_body,87,0.06857626885175705,0.0007882329518906772
codecontests_java_1,L24H6,tool,lead_phrase,2,0.002338673919439316,0.001169336959719658
codecontests_java_1,L24H6,tool,function_body_anchor,2,0.0004986316780559719,0.00024931583902798593
codecontests_java_1,L24H6,tool,file_target,2,0.007233195938169956,0.003616597969084978
codecontests_java_1,L24H6,tool,tail_suffix,11,0.0032831246498972178,0.0002984658640343696
codecontests_java_1,L24H6,tool,task_body,87,0.03567155450582504,0.0004100178775843233
codecontests_java_1,L16H4,no_tool,lead_phrase,2,0.03072628192603588,0.01536314096301794
codecontests_java_1,L16H4,no_tool,function_body_anchor,2,0.027246419340372086,0.013623209670186043
codecontests_java_1,L16H4,no_tool,file_target,2,0.004503293894231319,0.0022516469471156597
codecontests_java_1,L16H4,no_tool,tail_suffix,11,0.11886444687843323,0.010805859230458736
codecontests_java_1,L16H4,no_tool,task_body,87,0.22237229347229004,0.0025560033973306417
codecontests_java_1,L23H6,no_tool,lead_phrase,2,0.0003936862922273576,0.0001968431461136788
codecontests_java_1,L23H6,no_tool,function_body_anchor,2,0.00041976472130045295,0.00020988236065022647
codecontests_java_1,L23H6,no_tool,file_target,2,0.0009780223481357098,0.0004890111740678549
codecontests_java_1,L23H6,no_tool,tail_suffix,11,0.0050586191937327385,0.0004598744853865355
codecontests_java_1,L23H6,no_tool,task_body,87,0.023311275988817215,0.00026794569566845894
mbpp_python_1,L20H5,tool,lead_phrase,4,0.0003360971750225872,8.40242937556468e-05
mbpp_python_1,L20H5,tool,function_body_anchor,2,0.09093250334262848,0.04546625167131424
mbpp_python_1,L20H5,tool,file_target,2,0.16226518154144287,0.08113259077072144
mbpp_python_1,L20H5,tool,tail_suffix,11,0.05312231183052063,0.004829301033169031
mbpp_python_1,L20H5,tool,task_body,141,0.05451129376888275,0.0003866049228236079
mbpp_python_1,L21H1,tool,lead_phrase,4,0.01656433567404747,0.0041410839185118675
mbpp_python_1,L21H1,tool,function_body_anchor,2,0.0077839987352490425,0.0038919993676245213
mbpp_python_1,L21H1,tool,file_target,2,0.02382546290755272,0.01191273145377636
mbpp_python_1,L21H1,tool,tail_suffix,11,0.012359640561044216,0.0011236036662012339
mbpp_python_1,L21H1,tool,task_body,141,0.14874367415905,0.0010549196740612388
mbpp_python_1,L21H12,tool,lead_phrase,4,0.005197298247367144,0.001299324561841786
mbpp_python_1,L21H12,tool,function_body_anchor,2,0.004014679696410894,0.002007339848205447
mbpp_python_1,L21H12,tool,file_target,2,0.01762780174612999,0.008813900873064995
mbpp_python_1,L21H12,tool,tail_suffix,11,0.0562378391623497,0.005112530663609505
mbpp_python_1,L21H12,tool,task_body,141,0.0164510328322649,0.00011667398939607665
mbpp_python_1,L24H6,tool,lead_phrase,4,0.007955612614750862,0.0019889031536877155
mbpp_python_1,L24H6,tool,function_body_anchor,2,0.0001247789477929473,6.238947389647365e-05
mbpp_python_1,L24H6,tool,file_target,2,0.001575291040353477,0.0007876455201767385
mbpp_python_1,L24H6,tool,tail_suffix,11,0.00025715012452565134,2.337728437851183e-05
mbpp_python_1,L24H6,tool,task_body,141,0.010079793632030487,7.148789882194251e-05
mbpp_python_1,L16H4,no_tool,lead_phrase,4,0.016602855175733566,0.004150713793933392
mbpp_python_1,L16H4,no_tool,function_body_anchor,2,0.026694253087043762,0.013347126543521881
mbpp_python_1,L16H4,no_tool,file_target,2,0.008415654301643372,0.004207827150821686
mbpp_python_1,L16H4,no_tool,tail_suffix,11,0.060597606003284454,0.005508873146027327
mbpp_python_1,L16H4,no_tool,task_body,141,0.2398642748594284,0.0017011651070788503
mbpp_python_1,L23H6,no_tool,lead_phrase,4,0.0005066167796030641,0.00012665419490076602
mbpp_python_1,L23H6,no_tool,function_body_anchor,2,0.0003346851153764874,0.0001673425576882437
mbpp_python_1,L23H6,no_tool,file_target,2,0.00030804172274656594,0.00015402086137328297
mbpp_python_1,L23H6,no_tool,tail_suffix,11,0.0038481377996504307,0.00034983071964234114
mbpp_python_1,L23H6,no_tool,task_body,141,0.041060276329517365,0.0002912076306529343
codecontests_java_2,L20H5,tool,lead_phrase,3,0.0004909235867671669,0.0001636411907384172
codecontests_java_2,L20H5,tool,function_body_anchor,2,0.1741483360528946,0.0870741680264473
codecontests_java_2,L20H5,tool,file_target,2,0.061856772750616074,0.030928386375308037
codecontests_java_2,L20H5,tool,tail_suffix,11,0.07075012475252151,0.006431829649955034
codecontests_java_2,L20H5,tool,task_body,128,0.08042174577713013,0.0006282948888838291
codecontests_java_2,L21H1,tool,lead_phrase,3,0.010087227448821068,0.003362409071996808
codecontests_java_2,L21H1,tool,function_body_anchor,2,0.007994571700692177,0.003997285850346088
codecontests_java_2,L21H1,tool,file_target,2,0.021545732393860817,0.010772866196930408
codecontests_java_2,L21H1,tool,tail_suffix,11,0.022975219413638115,0.0020886564161628485
codecontests_java_2,L21H1,tool,task_body,128,0.2470690757036209,0.0019302271539345384
codecontests_java_2,L21H12,tool,lead_phrase,3,0.0021953796967864037,0.0007317932322621346
codecontests_java_2,L21H12,tool,function_body_anchor,2,0.003909663762897253,0.0019548318814486265
codecontests_java_2,L21H12,tool,file_target,2,0.005578706972301006,0.002789353486150503
codecontests_java_2,L21H12,tool,tail_suffix,11,0.05096125602722168,0.00463284133002162
codecontests_java_2,L21H12,tool,task_body,128,0.04781203716993332,0.00037353154039010406
codecontests_java_2,L24H6,tool,lead_phrase,3,0.002741149626672268,0.0009137165616266429
codecontests_java_2,L24H6,tool,function_body_anchor,2,0.000558122934307903,0.0002790614671539515
codecontests_java_2,L24H6,tool,file_target,2,0.005624718032777309,0.0028123590163886547
codecontests_java_2,L24H6,tool,tail_suffix,11,0.0010242168791592121,9.311062603956088e-05
codecontests_java_2,L24H6,tool,task_body,128,0.019572187215089798,0.00015290771261788905
codecontests_java_2,L16H4,no_tool,lead_phrase,3,0.007572881877422333,0.0025242939591407776
codecontests_java_2,L16H4,no_tool,function_body_anchor,2,0.0021987752988934517,0.0010993876494467258
codecontests_java_2,L16H4,no_tool,file_target,2,0.005532398354262114,0.002766199177131057
codecontests_java_2,L16H4,no_tool,tail_suffix,11,0.06475716829299927,0.0058870152570307255
codecontests_java_2,L16H4,no_tool,task_body,128,0.33839961886405945,0.0026437470223754644
codecontests_java_2,L23H6,no_tool,lead_phrase,3,0.0005602306337095797,0.0001867435494204983
codecontests_java_2,L23H6,no_tool,function_body_anchor,2,0.0022575415205210447,0.0011287707602605224
codecontests_java_2,L23H6,no_tool,file_target,2,0.0038205357268452644,0.0019102678634226322
codecontests_java_2,L23H6,no_tool,tail_suffix,11,0.004500851035118103,0.0004091682785656303
codecontests_java_2,L23H6,no_tool,task_body,128,0.0464143380522728,0.0003626120160333812
codecontests_cpp_3,L20H5,tool,lead_phrase,2,0.0002917717501986772,0.0001458858750993386
codecontests_cpp_3,L20H5,tool,function_body_anchor,2,0.07758943736553192,0.03879471868276596
codecontests_cpp_3,L20H5,tool,file_target,2,0.12406802177429199,0.062034010887145996
codecontests_cpp_3,L20H5,tool,tail_suffix,11,0.044955067336559296,0.004086824133992195
codecontests_cpp_3,L20H5,tool,task_body,85,0.07583361119031906,0.0008921601111069322
codecontests_cpp_3,L21H1,tool,lead_phrase,2,0.011973440647125244,0.005986720323562622
codecontests_cpp_3,L21H1,tool,function_body_anchor,2,0.01690809056162834,0.00845404528081417
codecontests_cpp_3,L21H1,tool,file_target,2,0.00758424773812294,0.00379212386906147
codecontests_cpp_3,L21H1,tool,tail_suffix,11,0.02874225191771984,0.002612931886687875
codecontests_cpp_3,L21H1,tool,task_body,85,0.21217796206474304,0.0024962113238871098
codecontests_cpp_3,L21H12,tool,lead_phrase,2,0.0009583227802067995,0.00047916139010339975
codecontests_cpp_3,L21H12,tool,function_body_anchor,2,0.0010965857654809952,0.0005482928827404976
codecontests_cpp_3,L21H12,tool,file_target,2,0.0023355302400887012,0.0011677651200443506
codecontests_cpp_3,L21H12,tool,tail_suffix,11,0.03478427231311798,0.0031622066162526608
codecontests_cpp_3,L21H12,tool,task_body,85,0.03942401334643364,0.00046381191350519657
codecontests_cpp_3,L24H6,tool,lead_phrase,2,0.000582669978030026,0.000291334989015013
codecontests_cpp_3,L24H6,tool,function_body_anchor,2,0.000147568789543584,7.3784394771792e-05
codecontests_cpp_3,L24H6,tool,file_target,2,0.0037919161841273308,0.0018959580920636654
codecontests_cpp_3,L24H6,tool,tail_suffix,11,0.0005879928357899189,5.345389581634663e-05
codecontests_cpp_3,L24H6,tool,task_body,85,0.015938490629196167,0.00018751165771391243
codecontests_cpp_3,L16H4,no_tool,lead_phrase,2,0.013254445046186447,0.006627222523093224
codecontests_cpp_3,L16H4,no_tool,function_body_anchor,2,0.008737155236303806,0.004368577618151903
codecontests_cpp_3,L16H4,no_tool,file_target,2,0.0068383426405489445,0.0034191713202744722
codecontests_cpp_3,L16H4,no_tool,tail_suffix,11,0.08260401338338852,0.0075094555504620075
codecontests_cpp_3,L16H4,no_tool,task_body,85,0.2720138132572174,0.003200162434950471
codecontests_cpp_3,L23H6,no_tool,lead_phrase,2,0.00034705502912402153,0.00017352751456201077
codecontests_cpp_3,L23H6,no_tool,function_body_anchor,2,0.0003947298973798752,0.0001973649486899376
codecontests_cpp_3,L23H6,no_tool,file_target,2,0.0009408739279024303,0.00047043696395121515
codecontests_cpp_3,L23H6,no_tool,tail_suffix,11,0.006266717799007893,0.00056970160221681
codecontests_cpp_3,L23H6,no_tool,task_body,85,0.04253063350915909,0.0005003603873774409
codecontests_java_3,L20H5,tool,lead_phrase,2,0.0002031929325312376,0.0001015964662656188
codecontests_java_3,L20H5,tool,function_body_anchor,2,0.08922192454338074,0.04461096227169037
codecontests_java_3,L20H5,tool,file_target,2,0.04704748094081879,0.023523740470409393
codecontests_java_3,L20H5,tool,tail_suffix,11,0.07639753818511963,0.006945230532437563
codecontests_java_3,L20H5,tool,task_body,80,0.0860864520072937,0.0010760806035250425
codecontests_java_3,L21H1,tool,lead_phrase,2,0.014756463468074799,0.007378231734037399
codecontests_java_3,L21H1,tool,function_body_anchor,2,0.013188080862164497,0.006594040431082249
codecontests_java_3,L21H1,tool,file_target,2,0.016940888017416,0.008470444008708
codecontests_java_3,L21H1,tool,tail_suffix,11,0.029239609837532043,0.002658146433532238
codecontests_java_3,L21H1,tool,task_body,80,0.22587545216083527,0.002823443152010441
codecontests_java_3,L21H12,tool,lead_phrase,2,0.0007247264147736132,0.0003623632073868066
codecontests_java_3,L21H12,tool,function_body_anchor,2,0.0020955498330295086,0.0010477749165147543
codecontests_java_3,L21H12,tool,file_target,2,0.003558040363714099,0.0017790201818570495
codecontests_java_3,L21H12,tool,tail_suffix,11,0.08228355646133423,0.007480323314666748
codecontests_java_3,L21H12,tool,task_body,80,0.04279642924666405,0.0005349553539417684
codecontests_java_3,L24H6,tool,lead_phrase,2,0.0015653347363695502,0.0007826673681847751
codecontests_java_3,L24H6,tool,function_body_anchor,2,0.00032956834184005857,0.00016478417092002928
codecontests_java_3,L24H6,tool,file_target,2,0.005326041020452976,0.002663020510226488
codecontests_java_3,L24H6,tool,tail_suffix,11,0.0019036553567275405,0.0001730595831759274
codecontests_java_3,L24H6,tool,task_body,80,0.02816309593617916,0.0003520387108437717
codecontests_java_3,L16H4,no_tool,lead_phrase,2,0.0195709727704525,0.00978548638522625
codecontests_java_3,L16H4,no_tool,function_body_anchor,2,0.009488126263022423,0.004744063131511211
codecontests_java_3,L16H4,no_tool,file_target,2,0.002292903605848551,0.0011464518029242754
codecontests_java_3,L16H4,no_tool,tail_suffix,11,0.10055306553840637,0.009141188114881516
codecontests_java_3,L16H4,no_tool,task_body,80,0.32800066471099854,0.004100008402019739
codecontests_java_3,L23H6,no_tool,lead_phrase,2,0.0003777258680202067,0.00018886293401010334
codecontests_java_3,L23H6,no_tool,function_body_anchor,2,0.000446686870418489,0.0002233434352092445
codecontests_java_3,L23H6,no_tool,file_target,2,0.0011274894932284951,0.0005637447466142476
codecontests_java_3,L23H6,no_tool,tail_suffix,11,0.005335874855518341,0.0004850795376114547
codecontests_java_3,L23H6,no_tool,task_body,80,0.032759007066488266,0.00040948757668957114
apps_python_4,L20H5,tool,lead_phrase,3,0.0009958165464922786,0.0003319388488307595
apps_python_4,L20H5,tool,function_body_anchor,2,0.11509117484092712,0.05754558742046356
apps_python_4,L20H5,tool,file_target,2,0.22250555455684662,0.11125277727842331
apps_python_4,L20H5,tool,tail_suffix,11,0.1084412932395935,0.009858299046754837
apps_python_4,L20H5,tool,task_body,79,0.06970256567001343,0.0008823109674267471
apps_python_4,L21H1,tool,lead_phrase,3,0.006078739184886217,0.0020262463949620724
apps_python_4,L21H1,tool,function_body_anchor,2,0.010436004027724266,0.005218002013862133
apps_python_4,L21H1,tool,file_target,2,0.01602606102824211,0.008013030514121056
apps_python_4,L21H1,tool,tail_suffix,11,0.013315054588019848,0.0012104595080018044
apps_python_4,L21H1,tool,task_body,79,0.10254184901714325,0.0012979981256648898
apps_python_4,L21H12,tool,lead_phrase,3,0.0019159215735271573,0.0006386405439116061
apps_python_4,L21H12,tool,function_body_anchor,2,0.007698508910834789,0.0038492544554173946
apps_python_4,L21H12,tool,file_target,2,0.011974772438406944,0.005987386219203472
apps_python_4,L21H12,tool,tail_suffix,11,0.0877072885632515,0.007973389700055122
apps_python_4,L21H12,tool,task_body,79,0.020601719617843628,0.0002607812639325857
apps_python_4,L24H6,tool,lead_phrase,3,0.00038190375198610127,0.00012730124581139535
apps_python_4,L24H6,tool,function_body_anchor,2,0.000359614088665694,0.000179807044332847
apps_python_4,L24H6,tool,file_target,2,0.003986999858170748,0.001993499929085374
apps_python_4,L24H6,tool,tail_suffix,11,0.0005994244129396975,5.449312811833806e-05
apps_python_4,L24H6,tool,task_body,79,0.005597961135208607,7.086026744218543e-05
apps_python_4,L16H4,no_tool,lead_phrase,3,0.02224373258650303,0.007414577528834343
apps_python_4,L16H4,no_tool,function_body_anchor,2,0.008122667670249939,0.0040613338351249695
apps_python_4,L16H4,no_tool,file_target,2,0.003075825050473213,0.0015379125252366066
apps_python_4,L16H4,no_tool,tail_suffix,11,0.11914430558681488,0.010831300169229507
apps_python_4,L16H4,no_tool,task_body,79,0.2855513095855713,0.0036145735066384077
apps_python_4,L23H6,no_tool,lead_phrase,3,0.0008955923258326948,0.0002985307655762881
apps_python_4,L23H6,no_tool,function_body_anchor,2,0.0004941879888065159,0.00024709399440325797
apps_python_4,L23H6,no_tool,file_target,2,0.0010958572383970022,0.0005479286191985011
apps_python_4,L23H6,no_tool,tail_suffix,11,0.003133729798719287,0.00028488453244790435
apps_python_4,L23H6,no_tool,task_body,79,0.040123846381902695,0.0005078967660665512
codecontests_cpp_4,L20H5,tool,lead_phrase,2,0.00017495627980679274,8.747813990339637e-05
codecontests_cpp_4,L20H5,tool,function_body_anchor,2,0.10508746653795242,0.05254373326897621
codecontests_cpp_4,L20H5,tool,file_target,2,0.08398516476154327,0.04199258238077164
codecontests_cpp_4,L20H5,tool,tail_suffix,11,0.05796835198998451,0.005269850138574839
codecontests_cpp_4,L20H5,tool,task_body,83,0.07350277155637741,0.0008855755440890789
codecontests_cpp_4,L21H1,tool,lead_phrase,2,0.007175506092607975,0.0035877530463039875
codecontests_cpp_4,L21H1,tool,function_body_anchor,2,0.014184973202645779,0.007092486601322889
codecontests_cpp_4,L21H1,tool,file_target,2,0.008351074531674385,0.0041755372658371925
codecontests_cpp_4,L21H1,tool,tail_suffix,11,0.019358761608600616,0.0017598874401301146
codecontests_cpp_4,L21H1,tool,task_body,83,0.14052218198776245,0.0016930383862927556
codecontests_cpp_4,L21H12,tool,lead_phrase,2,0.0015790641773492098,0.0007895320886746049
codecontests_cpp_4,L21H12,tool,function_body_anchor,2,0.0026268959045410156,0.0013134479522705078
codecontests_cpp_4,L21H12,tool,file_target,2,0.0031143182422965765,0.0015571591211482882
codecontests_cpp_4,L21H12,tool,tail_suffix,11,0.0710851177573204,0.006462283432483673
codecontests_cpp_4,L21H12,tool,task_body,83,0.03564072027802467,0.00042940626735799015
codecontests_cpp_4,L24H6,tool,lead_phrase,2,0.0015341087710112333,0.0007670543855056167
codecontests_cpp_4,L24H6,tool,function_body_anchor,2,0.0005069930339232087,0.00025349651696160436
codecontests_cpp_4,L24H6,tool,file_target,2,0.004562955349683762,0.002281477674841881
codecontests_cpp_4,L24H6,tool,tail_suffix,11,0.000944875821005553,8.589780190959573e-05
codecontests_cpp_4,L24H6,tool,task_body,83,0.01693367213010788,0.00020402015070430934
codecontests_cpp_4,L16H4,no_tool,lead_phrase,2,0.020740702748298645,0.010370351374149323
codecontests_cpp_4,L16H4,no_tool,function_body_anchor,2,0.035196252167224884,0.017598126083612442
codecontests_cpp_4,L16H4,no_tool,file_target,2,0.004226141609251499,0.0021130708046257496
codecontests_cpp_4,L16H4,no_tool,tail_suffix,11,0.10825783014297485,0.009841620922088623
codecontests_cpp_4,L16H4,no_tool,task_body,83,0.24239525198936462,0.002920424798503518
codecontests_cpp_4,L23H6,no_tool,lead_phrase,2,0.0002535420935600996,0.0001267710467800498
codecontests_cpp_4,L23H6,no_tool,function_body_anchor,2,0.00043327599996700883,0.00021663799998350441
codecontests_cpp_4,L23H6,no_tool,file_target,2,0.0009156308951787651,0.00045781544758938253
codecontests_cpp_4,L23H6,no_tool,tail_suffix,11,0.00346160214394331,0.00031469110399484634
codecontests_cpp_4,L23H6,no_tool,task_body,83,0.029022783041000366,0.0003496720746625215
codecontests_java_4,L20H5,tool,lead_phrase,2,0.00022340798750519753,0.00011170399375259876
codecontests_java_4,L20H5,tool,function_body_anchor,2,0.07880182564258575,0.03940091282129288
codecontests_java_4,L20H5,tool,file_target,2,0.07096187025308609,0.035480935126543045
codecontests_java_4,L20H5,tool,tail_suffix,11,0.08548697829246521,0.007771543692797422
codecontests_java_4,L20H5,tool,task_body,78,0.10533706098794937,0.0013504751259461045
codecontests_java_4,L21H1,tool,lead_phrase,2,0.005299804732203484,0.002649902366101742
codecontests_java_4,L21H1,tool,function_body_anchor,2,0.01215151697397232,0.00607575848698616
codecontests_java_4,L21H1,tool,file_target,2,0.018506629392504692,0.009253314696252346
codecontests_java_4,L21H1,tool,tail_suffix,11,0.023918386548757553,0.002174398861825466
codecontests_java_4,L21H1,tool,task_body,78,0.3285271227359772,0.004211886320263147
codecontests_java_4,L21H12,tool,lead_phrase,2,0.000668573600705713,0.0003342868003528565
codecontests_java_4,L21H12,tool,function_body_anchor,2,0.002697616582736373,0.0013488082913681865
codecontests_java_4,L21H12,tool,file_target,2,0.0030254484154284,0.0015127242077142
codecontests_java_4,L21H12,tool,tail_suffix,11,0.09843521565198898,0.008948655799031258
codecontests_java_4,L21H12,tool,task_body,78,0.0435912162065506,0.0005588617641478777
codecontests_java_4,L24H6,tool,lead_phrase,2,0.0010981513187289238,0.0005490756593644619
codecontests_java_4,L24H6,tool,function_body_anchor,2,0.0006070308154448867,0.00030351540772244334
codecontests_java_4,L24H6,tool,file_target,2,0.005749116186052561,0.0028745580930262804
codecontests_java_4,L24H6,tool,tail_suffix,11,0.00266151106916368,0.00024195555306505412
codecontests_java_4,L24H6,tool,task_body,78,0.033452484756708145,0.00042887800373136997
codecontests_java_4,L16H4,no_tool,lead_phrase,2,0.024452881887555122,0.012226440943777561
codecontests_java_4,L16H4,no_tool,function_body_anchor,2,0.00726909376680851,0.003634546883404255
codecontests_java_4,L16H4,no_tool,file_target,2,0.004466678015887737,0.0022333390079438686
codecontests_java_4,L16H4,no_tool,tail_suffix,11,0.10827329009771347,0.009843026287853718
codecontests_java_4,L16H4,no_tool,task_body,78,0.28098785877227783,0.0036024083383381367
codecontests_java_4,L23H6,no_tool,lead_phrase,2,0.0006030792137607932,0.0003015396068803966
codecontests_java_4,L23H6,no_tool,function_body_anchor,2,0.0001536408090032637,7.682040450163186e-05
codecontests_java_4,L23H6,no_tool,file_target,2,0.0012182266218587756,0.0006091133109293878
codecontests_java_4,L23H6,no_tool,tail_suffix,11,0.004460119642317295,0.00040546542732045054
codecontests_java_4,L23H6,no_tool,task_body,78,0.039579086005687714,0.0005074241780675948
mbpp_python_4,L20H5,tool,lead_phrase,3,0.0008934566285461187,0.0002978188858833164
mbpp_python_4,L20H5,tool,function_body_anchor,2,0.12139979749917984,0.06069989874958992
mbpp_python_4,L20H5,tool,file_target,2,0.1936032474040985,0.09680162370204926
mbpp_python_4,L20H5,tool,tail_suffix,11,0.08021070808172226,0.007291882764548063
mbpp_python_4,L20H5,tool,task_body,52,0.05156462639570236,0.0009916274575516582
mbpp_python_4,L21H1,tool,lead_phrase,3,0.0032556713558733463,0.0010852237464860082
mbpp_python_4,L21H1,tool,function_body_anchor,2,0.006981641985476017,0.0034908209927380085
mbpp_python_4,L21H1,tool,file_target,2,0.015127334743738174,0.007563667371869087
mbpp_python_4,L21H1,tool,tail_suffix,11,0.009728205390274525,0.0008843822870403528
mbpp_python_4,L21H1,tool,task_body,52,0.08301472663879395,0.001596437068656087
mbpp_python_4,L21H12,tool,lead_phrase,3,0.0016229698667302728,0.0005409899749793112
