path_key,base_variant,direction,n_samples,rescue_ratio_median,top1_rate,boundary_flip_rate
no_tool_path,clean_full,no_tool,1722,0.7951188500937816,0.516260162601626,0.4738675958188153
query_tool_path,corrupt_full,tool,1722,0.8122079439252337,0.32229965156794427,0.31068524970963995
schema_tool_path,clean_no_protocol,tool,1722,2.5559571812596005,0.4692218350754936,0.5290360046457607
schema_tool_path,clean_no_schema,tool,1722,0.5937380740115115,0.7398373983739838,0.8281068524970964
schema_tool_path,clean_schema_mismatch,tool,1722,1.007934045018206,0.9274099883855982,0.9668989547038328
