role,head,variant,set,n_samples,mass_median
no_tool_reader,L16H4,clean_full,tools_block,1722,0.02300445456057787
no_tool_reader,L16H4,clean_full,tools_payload,1722,1.241466861756635e-06
no_tool_reader,L16H4,clean_full,tool_call_tags,1722,0.00013958498311694711
no_tool_reader,L16H4,clean_full,protocol_payload,1722,nan
no_tool_reader,L16H4,clean_full,user_block,1722,0.45280537009239197
no_tool_reader,L16H4,clean_full,prefix_16,1722,0.12219544500112534
no_tool_reader,L16H4,clean_no_protocol,tools_block,1722,0.014867067337036133
no_tool_reader,L16H4,clean_no_protocol,tools_payload,1722,4.5946654836370726e-07
no_tool_reader,L16H4,clean_no_protocol,tool_call_tags,1722,2.6625089049048256e-05
no_tool_reader,L16H4,clean_no_protocol,protocol_payload,1722,0.0018432727083563805
no_tool_reader,L16H4,clean_no_protocol,user_block,1722,0.49111200869083405
no_tool_reader,L16H4,clean_no_protocol,prefix_16,1722,0.07434280216693878
no_tool_reader,L16H4,clean_no_schema,tools_block,1722,0.007361816707998514
no_tool_reader,L16H4,clean_no_schema,tools_payload,1722,3.672975026347558e-06
no_tool_reader,L16H4,clean_no_schema,tool_call_tags,1722,0.00017309161194134504
no_tool_reader,L16H4,clean_no_schema,protocol_payload,1722,nan
no_tool_reader,L16H4,clean_no_schema,user_block,1722,0.42602522671222687
no_tool_reader,L16H4,clean_no_schema,prefix_16,1722,0.11222640052437782
no_tool_reader,L16H4,clean_schema_mismatch,tools_block,1722,0.02052447572350502
no_tool_reader,L16H4,clean_schema_mismatch,tools_payload,1722,9.3507583187602e-07
no_tool_reader,L16H4,clean_schema_mismatch,tool_call_tags,1722,0.0001130787750298623
no_tool_reader,L16H4,clean_schema_mismatch,protocol_payload,1722,nan
no_tool_reader,L16H4,clean_schema_mismatch,user_block,1722,0.5078576505184174
no_tool_reader,L16H4,clean_schema_mismatch,prefix_16,1722,0.11644522845745087
no_tool_reader,L16H4,corrupt_full,tools_block,1722,0.018002023920416832
no_tool_reader,L16H4,corrupt_full,tools_payload,1722,9.5411292022618e-07
no_tool_reader,L16H4,corrupt_full,tool_call_tags,1722,0.00013695755478693172
no_tool_reader,L16H4,corrupt_full,protocol_payload,1722,nan
no_tool_reader,L16H4,corrupt_full,user_block,1722,0.5107870697975159
no_tool_reader,L16H4,corrupt_full,prefix_16,1722,0.11757858470082283
query_reader,L2H14,clean_full,tools_block,1722,0.146259143948555
query_reader,L2H14,clean_full,tools_payload,1722,0.001065624295733869
query_reader,L2H14,clean_full,tool_call_tags,1722,0.0032585719600319862
query_reader,L2H14,clean_full,protocol_payload,1722,nan
query_reader,L2H14,clean_full,user_block,1722,0.3082466870546341
query_reader,L2H14,clean_full,prefix_16,1722,0.14040859043598175
query_reader,L2H14,clean_no_protocol,tools_block,1722,0.14799443632364273
query_reader,L2H14,clean_no_protocol,tools_payload,1722,0.0010594615014269948
query_reader,L2H14,clean_no_protocol,tool_call_tags,1722,0.0026218456914648414
query_reader,L2H14,clean_no_protocol,protocol_payload,1722,0.03357989713549614
query_reader,L2H14,clean_no_protocol,user_block,1722,0.29864947497844696
query_reader,L2H14,clean_no_protocol,prefix_16,1722,0.13819972425699234
query_reader,L2H14,clean_no_schema,tools_block,1722,0.04861835017800331
query_reader,L2H14,clean_no_schema,tools_payload,1722,0.0014587006298825145
query_reader,L2H14,clean_no_schema,tool_call_tags,1722,0.003907513106241822
query_reader,L2H14,clean_no_schema,protocol_payload,1722,nan
query_reader,L2H14,clean_no_schema,user_block,1722,0.3394433856010437
query_reader,L2H14,clean_no_schema,prefix_16,1722,0.1660827100276947
query_reader,L2H14,clean_schema_mismatch,tools_block,1722,0.14959125965833664
query_reader,L2H14,clean_schema_mismatch,tools_payload,1722,0.0010831973049789667
query_reader,L2H14,clean_schema_mismatch,tool_call_tags,1722,0.003197485813871026
query_reader,L2H14,clean_schema_mismatch,protocol_payload,1722,nan
query_reader,L2H14,clean_schema_mismatch,user_block,1722,0.30746784806251526
query_reader,L2H14,clean_schema_mismatch,prefix_16,1722,0.14256039261817932
query_reader,L2H14,corrupt_full,tools_block,1722,0.1380225121974945
query_reader,L2H14,corrupt_full,tools_payload,1722,0.0010097684571519494
query_reader,L2H14,corrupt_full,tool_call_tags,1722,0.003095302847214043
query_reader,L2H14,corrupt_full,protocol_payload,1722,nan
query_reader,L2H14,corrupt_full,user_block,1722,0.3546389192342758
query_reader,L2H14,corrupt_full,prefix_16,1722,0.1313871592283249
schema_reader,L21H12,clean_full,tools_block,1722,0.24685949832201004
schema_reader,L21H12,clean_full,tools_payload,1722,0.024546322412788868
schema_reader,L21H12,clean_full,tool_call_tags,1722,0.014764437451958656
schema_reader,L21H12,clean_full,protocol_payload,1722,nan
schema_reader,L21H12,clean_full,user_block,1722,0.0488437432795763
schema_reader,L21H12,clean_full,prefix_16,1722,0.08596765995025635
schema_reader,L21H12,clean_no_protocol,tools_block,1722,0.22689878940582275
schema_reader,L21H12,clean_no_protocol,tools_payload,1722,0.03787046670913696
schema_reader,L21H12,clean_no_protocol,tool_call_tags,1722,0.02595488540828228
schema_reader,L21H12,clean_no_protocol,protocol_payload,1722,0.11765524744987488
schema_reader,L21H12,clean_no_protocol,user_block,1722,0.1898326277732849
schema_reader,L21H12,clean_no_protocol,prefix_16,1722,0.18013950437307358
schema_reader,L21H12,clean_no_schema,tools_block,1722,0.22938314825296402
schema_reader,L21H12,clean_no_schema,tools_payload,1722,0.028783082030713558
schema_reader,L21H12,clean_no_schema,tool_call_tags,1722,0.008099640719592571
schema_reader,L21H12,clean_no_schema,protocol_payload,1722,nan
schema_reader,L21H12,clean_no_schema,user_block,1722,0.10525042936205864
schema_reader,L21H12,clean_no_schema,prefix_16,1722,0.2006131261587143
schema_reader,L21H12,clean_schema_mismatch,tools_block,1722,0.3452891558408737
schema_reader,L21H12,clean_schema_mismatch,tools_payload,1722,0.04458930529654026
schema_reader,L21H12,clean_schema_mismatch,tool_call_tags,1722,0.014316990971565247
schema_reader,L21H12,clean_schema_mismatch,protocol_payload,1722,nan
schema_reader,L21H12,clean_schema_mismatch,user_block,1722,0.15944424271583557
schema_reader,L21H12,clean_schema_mismatch,prefix_16,1722,0.17639099061489105
schema_reader,L21H12,corrupt_full,tools_block,1722,0.30983251333236694
schema_reader,L21H12,corrupt_full,tools_payload,1722,0.025837239809334278
schema_reader,L21H12,corrupt_full,tool_call_tags,1722,0.008635792415589094
schema_reader,L21H12,corrupt_full,protocol_payload,1722,nan
schema_reader,L21H12,corrupt_full,user_block,1722,0.11634472385048866
