sample_id,sample_rank,q_index,filename,direction,status,clean_obj,corrupt_obj,gap,detailed_ratio_vs_gap,necessity_ratio_vs_gap,rough_ratio_vs_gap,rough_necessity_ratio_vs_gap,probe_head,target_token_str,distractor_token_str,ap_mode,error
apps_python_486,905,,apps_python_486.txt,reverse_no_tool,ok,0.0,-2.0,2.0,0.9986648559570312,1.140625,0.9697265625,0.58984375,L24H6,I,<tool_call>,full,
codecontests_cpp_486,906,,codecontests_cpp_486.txt,reverse_no_tool,ok,0.0,-2.609375,2.609375,0.9915325598802395,0.9580838323353293,0.9797904191616766,0.8023952095808383,L21H12,I,<tool_call>,full,
codecontests_java_486,907,,codecontests_java_486.txt,reverse_no_tool,ok,0.0,-6.53125,6.53125,0.9945050837320574,0.937799043062201,0.9921127392344498,0.9043062200956937,L24H6,I,<tool_call>,full,
apps_python_487,908,,apps_python_487.txt,reverse_no_tool,ok,0.0,-2.28125,2.28125,0.9996237558861302,0.952054794520548,0.9993879762414384,1.0,L24H6,I,<tool_call>,full,
codecontests_java_487,909,,codecontests_java_487.txt,reverse_no_tool,ok,0.0,-3.1875,3.1875,0.9788602941176471,0.7598039215686274,0.981234681372549,0.9558823529411765,L21H12,I,<tool_call>,full,
codecontests_cpp_488,910,,codecontests_cpp_488.txt,reverse_no_tool,ok,0.0,-2.84375,2.84375,0.9993641612293956,1.0494505494505495,0.9973493303571429,0.8571428571428571,L21H12,I,<tool_call>,full,
codecontests_java_488,911,,codecontests_java_488.txt,reverse_no_tool,ok,0.0,-2.84375,2.84375,0.994870364010989,0.8516483516483516,0.9849759615384616,0.9340659340659341,L24H6,I,<tool_call>,full,
apps_python_489,912,,apps_python_489.txt,reverse_no_tool,ok,0.0,-3.15625,3.15625,0.9891707920792079,1.0594059405940595,0.993541150990099,0.9455445544554455,L23H6,I,<tool_call>,full,
apps_python_490,913,,apps_python_490.txt,reverse_no_tool,ok,0.0,-3.953125,3.953125,0.9991623950098815,0.9090909090909091,0.9987262228260869,0.8181818181818182,L24H6,I,<tool_call>,full,
codecontests_cpp_490,914,,codecontests_cpp_490.txt,reverse_no_tool,ok,0.0,-2.609375,2.609375,0.9984094311377245,0.9640718562874252,0.9969124251497006,0.9640718562874252,L21H12,I,<tool_call>,full,
codecontests_java_490,915,,codecontests_java_490.txt,reverse_no_tool,ok,0.0,-3.953125,3.953125,0.9903038537549407,0.8735177865612648,0.9845602766798419,0.7470355731225297,L21H12,I,<tool_call>,full,
apps_python_491,916,,apps_python_491.txt,reverse_no_tool,ok,0.0,-2.96875,2.96875,0.9989155016447369,0.9526315789473684,0.9983963815789474,0.5947368421052631,L24H6,I,<tool_call>,full,
codecontests_java_491,917,,codecontests_java_491.txt,reverse_no_tool,ok,0.0,-4.03125,4.03125,0.9920663759689923,0.8294573643410853,0.9890988372093024,0.748062015503876,L24H6,I,<tool_call>,full,
