source,target,forward_support,reverse_support,shared_support_min,union_support_max,support_delta_reverse_minus_forward,direction_balance
L21H1,MLP27,1.0,1.0,1.0,1.0,0.0,0.0
L23H6,Residual Output: decision,1.0,1.0,1.0,1.0,0.0,0.0
L24H6,Residual Output: decision,1.0,1.0,1.0,1.0,0.0,0.0
MLP27,Residual Output: decision,1.0,1.0,1.0,1.0,0.0,0.0
L16H8,MLP17,0.5637391725936897,1.0,0.5637391725936897,1.0,0.43626082740631034,0.27898567424304405
MLP16,MLP17,0.5637391725936897,1.0,0.5637391725936897,1.0,0.43626082740631034,0.27898567424304405
L11H5,L12H0,0.5637391725936897,0.519801535236432,0.519801535236432,0.5637391725936897,-0.04393763735725764,-0.04055005690118125
L11H5,MLP16,0.5637391725936897,0.519801535236432,0.519801535236432,0.5637391725936897,-0.04393763735725764,-0.04055005690118125
L12H0,MLP16,0.5637391725936897,0.519801535236432,0.519801535236432,0.5637391725936897,-0.04393763735725764,-0.04055005690118125
MLP10,L11H5,0.5637391725936897,0.519801535236432,0.519801535236432,0.5637391725936897,-0.04393763735725764,-0.04055005690118125
MLP10,L12H0,0.5637391725936897,0.519801535236432,0.519801535236432,0.5637391725936897,-0.04393763735725764,-0.04055005690118125
MLP10,L16H8,0.5637391725936897,0.519801535236432,0.519801535236432,0.5637391725936897,-0.04393763735725764,-0.04055005690118125
MLP16,L18H14,0.5637391725936897,0.519801535236432,0.519801535236432,0.5637391725936897,-0.04393763735725764,-0.04055005690118125
MLP16,MLP18,0.5637391725936897,0.519801535236432,0.519801535236432,0.5637391725936897,-0.04393763735725764,-0.04055005690118125
MLP17,L18H14,0.5637391725936897,0.519801535236432,0.519801535236432,0.5637391725936897,-0.04393763735725764,-0.04055005690118125
MLP17,L21H1,0.5637391725936897,0.519801535236432,0.519801535236432,0.5637391725936897,-0.04393763735725764,-0.04055005690118125
MLP17,MLP18,0.5637391725936897,0.519801535236432,0.519801535236432,0.5637391725936897,-0.04393763735725764,-0.04055005690118125
L23H6,L24H6,0.5637391725936897,0.48019846476356787,0.48019846476356787,0.5637391725936897,-0.0835407078301218,-0.08002461530327257
L23H6,MLP27,0.5637391725936897,0.48019846476356787,0.48019846476356787,0.5637391725936897,-0.0835407078301218,-0.08002461530327257
L13H9,MLP16,0.43626082740631034,0.48019846476356787,0.43626082740631034,0.48019846476356787,0.04393763735725753,0.04794281397183225
L21H12,MLP27,0.43626082740631034,0.48019846476356787,0.43626082740631034,0.48019846476356787,0.04393763735725753,0.04794281397183225
MLP13,MLP16,0.43626082740631034,0.48019846476356787,0.43626082740631034,0.48019846476356787,0.04393763735725753,0.04794281397183225
MLP16,L20H5,0.43626082740631034,0.48019846476356787,0.43626082740631034,0.48019846476356787,0.04393763735725753,0.04794281397183225
MLP16,MLP19,0.43626082740631034,0.48019846476356787,0.43626082740631034,0.48019846476356787,0.04393763735725753,0.04794281397183225
MLP19,L20H5,0.43626082740631034,0.48019846476356787,0.43626082740631034,0.48019846476356787,0.04393763735725753,0.04794281397183225
MLP19,L21H1,0.43626082740631034,0.48019846476356787,0.43626082740631034,0.48019846476356787,0.04393763735725753,0.04794281397183225
