node,layer,forward_support,reverse_support,shared_support_min,union_support_max,support_delta_reverse_minus_forward,direction_balance,forward_score_norm_median,reverse_score_norm_median
MLP27,27,0.9990976414610523,1.0,0.9990976414610523,1.0,0.0009023585389477118,0.00045138292409180065,0.5370370370370371,0.4107142857142857
L24H6,24,0.9866807180013671,0.9783848993994939,0.9783848993994939,0.9866807180013671,-0.008295818601873228,-0.004221649663203554,0.3872245894866093,0.14387175324675325
L23H6,23,0.9990976414610523,0.9572224981817655,0.9572224981817655,0.9990976414610523,-0.041875143279286764,-0.02140505658083767,0.3517073238516788,0.10364583333333334
L21H12,21,0.9910117272737091,0.8327767436622555,0.8327767436622555,0.9910117272737091,-0.1582349836114536,-0.08676169749567927,0.5298728942871094,0.12442050137362637
MLP16,16,0.7191730936766972,0.8764216065614414,0.7191730936766972,0.8764216065614414,0.15724851288474417,0.0985516640668681,0.3565375302663438,0.21212121212121213
MLP19,19,0.7313243810497828,0.6851366368812315,0.6851366368812315,0.7313243810497828,-0.046187744168551315,-0.032607847010160916,0.3368421052631579,0.17543859649122806
MLP17,17,0.68142754506689,0.9229031468699501,0.68142754506689,0.9229031468699501,0.24147560180306016,0.1505148552082719,0.3706690561529271,0.24385363064608348
L21H1,21,0.9229880554977965,0.5671306576749393,0.5671306576749393,0.9229880554977965,-0.3558573978228572,-0.23881144144896455,0.38007637582634535,0.11865601503759399
L17H8,17,0.5357169301364478,0.6598654028523535,0.5357169301364478,0.6598654028523535,0.12414847271590568,0.10383933359532885,0.2161188851150812,0.09978070175438597
L20H5,20,0.3813120809736454,0.4256166311022786,0.3813120809736454,0.4256166311022786,0.04430455012863321,0.05490516010349201,0.22389324506123862,0.07855639730639731
L12H6,12,0.3795238819697149,0.3456434222901087,0.3456434222901087,0.3795238819697149,-0.033880459679606234,-0.04672088700163878,0.11715624809265136,0.049679487179487176
MLP11,11,0.5261628100291569,0.3256234109531648,0.3256234109531648,0.5261628100291569,-0.20053939907599205,-0.23543395530009886,0.28545642083548217,0.14902948861515491
L16H4,16,0.29994416056677836,0.5558236117745161,0.29994416056677836,0.5558236117745161,0.25587945120773775,0.2990057109859108,0.20072392632321612,0.10162429378531074
MLP12,12,0.2909487407895999,0.4467437998187577,0.2909487407895999,0.4467437998187577,0.1557950590291578,0.21119240124168437,0.2927055702917772,0.1744186046511628
L16H8,16,0.2508196985887376,0.6879115762449125,0.2508196985887376,0.6879115762449125,0.4370918776561749,0.4656198098157865,0.19317708015441895,0.09966216216216216
L13H9,13,0.22041205079309675,0.26393065862303466,0.22041205079309675,0.26393065862303466,0.04351860782993791,0.08985085763425447,0.09342371562624538,0.04091012022397892
L18H14,18,0.2441117262510185,0.21808109393219338,0.21808109393219338,0.2441117262510185,-0.02603063231882513,-0.0563198543597165,0.200173607578984,0.1016949152542373
L17H2,17,0.2159105603352301,0.3722589790971294,0.2159105603352301,0.3722589790971294,0.1563484187618993,0.2658220262694846,0.20052083333333334,0.11379588293650794
MLP18,18,0.21977064217034545,0.17639107789891564,0.17639107789891564,0.21977064217034545,-0.043379564271429805,-0.10949963631984873,0.3063502673796792,0.19642857142857142
L17H12,17,0.19290434071923632,0.17352842912072947,0.17352842912072947,0.19290434071923632,-0.01937591159850685,-0.052877125610160364,0.2014460842074392,0.09429824561403509
MLP13,13,0.19300260535539335,0.15121313283472088,0.15121313283472088,0.19300260535539335,-0.04178947252067247,-0.12140488619259959,0.2845238095238095,0.14423076923076922
L13H3,13,0.14891389733874535,0.2310866651577265,0.14891389733874535,0.2310866651577265,0.08217276781898114,0.21624380574369303,0.09599252713479077,0.059782608695652176
MLP5,5,0.13245378927250703,0.13506991303379345,0.13245378927250703,0.13506991303379345,0.0026161237612864208,0.009779035422779463,0.09130607383882494,0.05375773651635721
MLP20,20,0.13036090282525847,0.1612837378516718,0.13036090282525847,0.1612837378516718,0.030922835026413326,0.10602915573774638,0.24452255818715446,0.10638297872340426
MLP6,6,0.11638894689058593,0.120490451850804,0.11638894689058593,0.120490451850804,0.004101504960218064,0.01731473898536795,0.08196721311475409,0.034482758620689655
L2H14,2,0.2805469070650332,0.11339794421966613,0.11339794421966613,0.2805469070650332,-0.16714896284536707,-0.42429533550260934,0.05892045652711546,0.026041666666666668
L13H6,13,0.1698945190390883,0.11095537426351418,0.11095537426351418,0.1698945190390883,-0.05893914477557413,-0.20985995074625147,0.15142662628837253,0.08308423913043478
L10H2,10,0.13582424484442,0.1082858242041015,0.1082858242041015,0.13582424484442,-0.027538420640318487,-0.11281149011040878,0.10896443669328984,0.06864589421390999
L9H3,9,0.10602634734743853,0.14989812883101322,0.10602634734743853,0.14989812883101322,0.04387178148357469,0.17142471927141367,0.12489506121913051,0.08846153846153847
MLP3,3,0.10580190227523915,0.10432921794672148,0.10432921794672148,0.10580190227523915,-0.0014726843285176733,-0.0070084065937595676,0.08933057484852963,0.02531645569620253
MLP4,4,0.11875089932926748,0.10297557556535357,0.10297557556535357,0.11875089932926748,-0.015775323763913912,-0.07114767765739918,0.10416666666666667,0.06060606060606061
MLP10,10,0.08889186395002482,0.1012693640591183,0.08889186395002482,0.1012693640591183,0.01237750010909347,0.06508950451507575,0.18181818181818182,0.07619738751814223
L11H1,11,0.08866077215208769,0.2371911149191077,0.08866077215208769,0.2371911149191077,0.14853034276701998,0.455821643698407,0.10189733051118396,0.08737244897959184
L16H9,16,0.08480544811399716,0.16497364654736174,0.08480544811399716,0.16497364654736174,0.08016819843336458,0.32095639766031503,0.2457864713668823,0.08891752577319588
L20H14,20,0.08231647866358731,0.19477166823314024,0.08231647866358731,0.19477166823314024,0.11245518956955293,0.4058462652733596,0.2420715997507284,0.11704545454545455
MLP2,2,0.13570210032053956,0.08191565559277184,0.08191565559277184,0.13570210032053956,-0.053786444727767724,-0.2471601846183622,0.09391534391534391,0.04700854700854701
MLP1,1,0.078336781472618,0.12109326632368966,0.078336781472618,0.12109326632368966,0.04275648485107167,0.21439339419274453,0.07692307692307693,0.045454545454545456
MLP9,9,0.09039621747762126,0.07625771249919748,0.07625771249919748,0.09039621747762126,-0.014138504978423783,-0.08483751316509862,0.21518987341772153,0.125
L11H8,11,0.08279378890903356,0.07448665856256016,0.07448665856256016,0.08279378890903356,-0.008307130346473401,-0.05281731124254173,0.09499057782892947,0.04846938775510204
MLP0,0,0.07413880837601405,0.07655077210458161,0.07413880837601405,0.07655077210458161,0.0024119637285675566,0.016006174553509663,0.08353679804673875,0.04838709677419355
L2H15,2,0.07282184604421314,0.11650034675368867,0.07282184604421314,0.11650034675368867,0.04367850070947553,0.23070988173109522,0.05793215289580084,0.02023565573770492
L6H0,6,0.07053273404543818,0.10092007261663977,0.07053273404543818,0.10092007261663977,0.030387338571201586,0.1772344189797546,0.04721063851971474,0.021222014925373133
MLP7,7,0.06620934589126119,0.0699498049648581,0.06620934589126119,0.0699498049648581,0.003740459073596908,0.02747122797166595,0.10687645687645689,0.14459930313588848
L4H15,4,0.063614360651513,0.07893907849065006,0.063614360651513,0.07893907849065006,0.015324717839137053,0.10750156524708114,0.05258696933962264,0.021710311411149825
L13H10,13,0.06235096431302679,0.05845210303235438,0.05845210303235438,0.06235096431302679,-0.0038988612806724054,-0.032274522214948344,0.1663881637431957,0.08351891762452107
L15H5,15,0.047062547527009085,0.16014442425918407,0.047062547527009085,0.16014442425918407,0.11308187673217499,0.5457435903694337,0.20866476405750622,0.1244796552532833
L16H13,16,0.04613831713023747,0.15984493709839132,0.04613831713023747,0.15984493709839132,0.11370661996815384,0.5520187570293771,0.18937404465612112,0.10753676470588236
L11H9,11,0.08820392649153719,0.04383907727426579,0.04383907727426579,0.08820392649153719,-0.0443648492172714,-0.33598788237170646,0.1082536152430943,0.06744260204081633
L11H5,11,0.05710262918541176,0.04326212103010205,0.04326212103010205,0.05710262918541176,-0.013840508155309704,-0.13790208340667318,0.08793826219512195,0.0709531476777939
L9H5,9,0.040650993533859175,0.0566356280287515,0.040650993533859175,0.0566356280287515,0.015984634494892326,0.1643045491574102,0.08083403225682208,0.047356730521155826
MLP15,15,0.03960842409097998,0.04298534836299778,0.03960842409097998,0.04298534836299778,0.0033769242720178005,0.04088594299163976,0.25238726790450927,0.1531655034895314
MLP14,14,0.03710171462014704,0.035352785330419356,0.035352785330419356,0.03710171462014704,-0.0017489292897276826,-0.02413831150475024,0.3442622950819672,0.22448979591836735
L13H13,13,0.09094906843326958,0.03491010282895184,0.03491010282895184,0.09094906843326958,-0.05603896560431774,-0.44525134753639284,0.09438164690707593,0.05677083333333333
MLP21,21,0.3561417539077627,0.03434887720271907,0.03434887720271907,0.3561417539077627,-0.32179287670504364,-0.8240732326661087,0.27172650168467527,0.08333333333333333
L17H1,17,0.029386666999747693,0.0424657837309891,0.029386666999747693,0.0424657837309891,0.01307911673124141,0.18202742701504643,0.21447369090297766,0.08619374523264683
L16H6,16,0.024749167137014635,0.059071627469447406,0.024749167137014635,0.059071627469447406,0.034322460332432775,0.4094742896864251,0.13818266400546242,0.06404320987654322
