sample_id,space,same_object_cross_frame_cosine,same_frame_cross_object_cosine,object_minus_frame_cosine,object_wins
apps_python_1,l2h14_lead_k,0.8966465592384338,0.9999952614307404,-0.10334870219230652,False
apps_python_1,l2h14_z,0.9504170417785645,0.9945090413093567,-0.044091999530792236,False
apps_python_1,mlp11_out,0.9912574589252472,0.9864294230937958,0.004828035831451416,True
apps_python_1,l2h14_lead_k_centered,-0.9999528527259827,0.9999015033245087,-1.9998543560504913,False
apps_python_1,l2h14_z_centered,-0.8312400579452515,0.8237302601337433,-1.6549703180789948,False
apps_python_1,mlp11_out_centered,0.18351882696151733,-0.2961757779121399,0.4796946048736572,True
codecontests_cpp_1,l2h14_lead_k,0.8966465592384338,0.9999952614307404,-0.10334870219230652,False
codecontests_cpp_1,l2h14_z,0.9417515397071838,0.9939678311347961,-0.052216291427612305,False
codecontests_cpp_1,mlp11_out,0.9939335584640503,0.9892418682575226,0.00469169020652771,True
codecontests_cpp_1,l2h14_lead_k_centered,-0.9999528527259827,0.9999015033245087,-1.9998543560504913,False
codecontests_cpp_1,l2h14_z_centered,-0.8582500219345093,0.8478733897209167,-1.706123411655426,False
codecontests_cpp_1,mlp11_out_centered,0.264672689139843,-0.38553135097026825,0.6502040401101112,True
codecontests_java_1,l2h14_lead_k,0.8965784907341003,1.0000000298023224,-0.10342153906822205,False
codecontests_java_1,l2h14_z,0.9509776532649994,0.9963819980621338,-0.0454043447971344,False
codecontests_java_1,mlp11_out,0.9922827482223511,0.9863333106040955,0.005949437618255615,True
codecontests_java_1,l2h14_lead_k_centered,-1.0000001192092896,1.0000001192092896,-2.000000238418579,False
codecontests_java_1,l2h14_z_centered,-0.900029182434082,0.8889740407466888,-1.7890032231807709,False
codecontests_java_1,mlp11_out_centered,0.2924007177352905,-0.4261395335197449,0.7185402512550354,True
mbpp_python_1,l2h14_lead_k,0.8967000842094421,0.9999973475933075,-0.10329726338386536,False
mbpp_python_1,l2h14_z,0.962219774723053,0.989345133304596,-0.02712535858154297,False
mbpp_python_1,mlp11_out,0.9904155731201172,0.9861789047718048,0.004236668348312378,True
mbpp_python_1,l2h14_lead_k_centered,-0.9999764859676361,0.9999454319477081,-1.9999219179153442,False
mbpp_python_1,l2h14_z_centered,-0.6395571529865265,0.6263284087181091,-1.2658855617046356,False
mbpp_python_1,mlp11_out_centered,0.15949948877096176,-0.26463260501623154,0.4241320937871933,True
codecontests_java_2,l2h14_lead_k,0.8968112468719482,1.0,-0.10318875312805176,False
codecontests_java_2,l2h14_z,0.9461889266967773,0.9939259886741638,-0.047737061977386475,False
codecontests_java_2,mlp11_out,0.9912696778774261,0.9890735149383545,0.0021961629390716553,True
codecontests_java_2,l2h14_lead_k_centered,-1.0,1.0,-2.0,False
codecontests_java_2,l2h14_z_centered,-0.8443142175674438,0.8357048630714417,-1.6800190806388855,False
codecontests_java_2,mlp11_out_centered,0.040843529626727104,-0.1955324150621891,0.2363759446889162,True
codecontests_cpp_3,l2h14_lead_k,0.8966465592384338,0.9999952614307404,-0.10334870219230652,False
codecontests_cpp_3,l2h14_z,0.947397917509079,0.9932721853256226,-0.04587426781654358,False
codecontests_cpp_3,mlp11_out,0.9932964444160461,0.9906407296657562,0.002655714750289917,True
codecontests_cpp_3,l2h14_lead_k_centered,-0.9999528527259827,0.9999015033245087,-1.9998543560504913,False
codecontests_cpp_3,l2h14_z_centered,-0.8261768221855164,0.8168977499008179,-1.6430745720863342,False
codecontests_cpp_3,mlp11_out_centered,0.10175279248505831,-0.2307669222354889,0.3325197147205472,True
codecontests_java_3,l2h14_lead_k,0.8966465592384338,0.9999952614307404,-0.10334870219230652,False
codecontests_java_3,l2h14_z,0.9428107440471649,0.9954418838024139,-0.05263113975524902,False
codecontests_java_3,mlp11_out,0.9921042919158936,0.9878217279911041,0.004282563924789429,True
codecontests_java_3,l2h14_lead_k_centered,-0.9999528527259827,0.9999015033245087,-1.9998543560504913,False
codecontests_java_3,l2h14_z_centered,-0.8811435103416443,0.871956467628479,-1.7530999779701233,False
codecontests_java_3,mlp11_out_centered,0.1825987622141838,-0.3275175541639328,0.5101163163781166,True
apps_python_4,l2h14_lead_k,0.8965784907341003,1.0000000298023224,-0.10342153906822205,False
apps_python_4,l2h14_z,0.9515650570392609,0.9937635660171509,-0.042198508977890015,False
apps_python_4,mlp11_out,0.9919864237308502,0.99056077003479,0.0014256536960601807,True
apps_python_4,l2h14_lead_k_centered,-1.0000001192092896,1.0000001192092896,-2.000000238418579,False
apps_python_4,l2h14_z_centered,-0.7885810434818268,0.7796769738197327,-1.5682580173015594,False
apps_python_4,mlp11_out_centered,0.0057385023683309555,-0.1372443251311779,0.14298282749950886,True
codecontests_cpp_4,l2h14_lead_k,0.8965784907341003,1.0000000298023224,-0.10342153906822205,False
codecontests_cpp_4,l2h14_z,0.9446286857128143,0.9932087361812592,-0.048580050468444824,False
codecontests_cpp_4,mlp11_out,0.9927867352962494,0.9891090989112854,0.0036776363849639893,True
codecontests_cpp_4,l2h14_lead_k_centered,-1.0000001192092896,1.0000001192092896,-2.000000238418579,False
codecontests_cpp_4,l2h14_z_centered,-0.8345721960067749,0.8290593028068542,-1.6636314988136292,False
codecontests_cpp_4,mlp11_out_centered,0.17028829082846642,-0.3089103698730469,0.4791986607015133,True
codecontests_java_4,l2h14_lead_k,0.8966465592384338,0.9999952614307404,-0.10334870219230652,False
codecontests_java_4,l2h14_z,0.9452613890171051,0.9958442747592926,-0.0505828857421875,False
codecontests_java_4,mlp11_out,0.9928979277610779,0.9906651377677917,0.002232789993286133,True
codecontests_java_4,l2h14_lead_k_centered,-0.9999528527259827,0.9999015033245087,-1.9998543560504913,False
codecontests_java_4,l2h14_z_centered,-0.8859081268310547,0.8791108429431915,-1.7650189697742462,False
codecontests_java_4,mlp11_out_centered,0.06490806490182877,-0.22056997567415237,0.28547804057598114,True
