space,same_object_cross_frame_cosine_median,same_frame_cross_object_cosine_median,object_minus_frame_cosine_median,object_wins_rate
l2h14_lead_k,0.8966465592384338,0.9999963045120239,-0.10334870219230652,0.0
l2h14_lead_k_centered,-0.9999646693468094,0.9999234676361084,-1.9998881369829178,0.0
l2h14_z,0.9467934221029282,0.99394690990448,-0.04680566489696503,0.0
l2h14_z_centered,-0.8394432067871094,0.832382082939148,-1.6718252897262573,0.0
mlp11_out,0.9921935200691223,0.98909130692482,0.003957152366638184,1.0
mlp11_out_centered,0.1648938897997141,-0.2804041914641857,0.4516653772443533,1.0
