node,layer,support_weighted,support_unweighted,median_score_norm,mean_score_norm
MLP27,27,1.0,1.0,0.4123664469197545,0.4016534773960798
L24H6,24,0.9800307092113875,0.98,0.146875,0.14175173905198757
L23H6,23,0.9791624791771001,0.98,0.10039893617021277,0.09958237465807293
MLP17,17,0.9374874375313003,0.94,0.22012578616352202,0.23552757442460945
MLP16,16,0.9206886071078932,0.92,0.18611947791164657,0.21375992651004183
L21H12,21,0.8332998334168006,0.84,0.12440210459183673,0.1258683894341082
L16H8,16,0.7751664722445192,0.78,0.09848484848484848,0.1036019805936062
MLP19,19,0.7215166898646256,0.72,0.18505707367692842,0.18741769491630544
L17H8,17,0.6686507693910763,0.66,0.1,0.10808909317650044
L16H4,16,0.5760047585348299,0.58,0.1,0.09974983025879974
L21H1,21,0.5660069252982052,0.56,0.10944030825496343,0.10998544000007926
L20H5,20,0.39416194222575485,0.4,0.0780149924566256,0.07443891793015464
MLP12,12,0.3933706984933141,0.4,0.14519104084321477,0.15628029774310506
MLP11,11,0.3672585494042469,0.36,0.12315182113234763,0.14877422005046329
L17H2,17,0.36701186253811385,0.36,0.11842315051020408,0.11774151150303086
L12H6,12,0.3498691272470015,0.36,0.04288084331688983,0.04443949060917673
L13H3,13,0.2578925133964698,0.26,0.052591463414634144,0.05470798922622663
L13H9,13,0.2146304379342513,0.22,0.04071969696969697,0.044268309976858974
L20H14,20,0.2047491428378014,0.2,0.12188437031484257,0.11782384930944771
MLP18,18,0.20256432119539441,0.2,0.18413072776280326,0.20587146270203785
L16H13,16,0.20133210962459075,0.2,0.10199652777777779,0.09963539964476822
L15H5,15,0.1861658839519251,0.18,0.12087264150943396,0.12188179953408186
L11H1,11,0.18468024224599625,0.18,0.0884308510638298,0.0827768142274903
L13H6,13,0.18111966968840426,0.18,0.08125,0.08606629282683717
MLP20,20,0.1614637078294043,0.16,0.0739662201514269,0.07202336979687873
L9H3,9,0.16080392734035992,0.16,0.06630767419962336,0.07630936634175513
L18H14,18,0.16023163476362332,0.16,0.11404393847091075,0.11279388616277966
MLP3,3,0.15567137471594064,0.16,0.024195121951219513,0.034204841225172276
L16H9,16,0.14357685307611068,0.14,0.07973251028806584,0.08059051743736297
MLP13,13,0.1343134973880739,0.14,0.13658536585365855,0.1296766564880838
MLP6,6,0.12261252255064461,0.12,0.043014575186633486,0.06440051653355368
MLP9,9,0.1187937666331588,0.12,0.07899686520376176,0.10090856893492765
L17H12,17,0.11828980323906953,0.12,0.08632672059578839,0.09006713159537223
L10H2,10,0.11757507772334594,0.12,0.04948378808044957,0.055570916800604074
MLP5,5,0.11485815601952953,0.12,0.08045454545454546,0.09046186502708242
L13H10,13,0.10418760411449965,0.1,0.08118206521739131,0.07488268457733692
MLP1,1,0.1031573044738118,0.1,0.0425531914893617,0.052352250414417066
L17H14,17,0.1019475706260379,0.1,0.10032894736842106,0.09403410738090137
L2H14,2,0.0957760868588632,0.1,0.024380387931034482,0.02457773158419348
L6H0,6,0.09496595122414593,0.1,0.022008384146341462,0.024235131794205243
L4H15,4,0.09305824847450733,0.1,0.022103658536585365,0.021940959420495367
MLP0,0,0.08009740506879696,0.08,0.04043062200956937,0.038317317693747896
L15H9,15,0.08004632318413381,0.08,0.08214447463768115,0.0824990465293669
L2H15,2,0.07812088078393714,0.08,0.017552351804123713,0.018316443953257218
MLP10,10,0.0625125624686998,0.06,0.07142857142857142,0.05605895509548661
L12H10,12,0.0625125624686998,0.06,0.08449074074074074,0.08612977666997866
L12H0,12,0.0625125624686998,0.06,0.03771551724137931,0.03433184990297059
MLP26,26,0.0625125624686998,0.06,0.014925373134328358,0.026620146023131095
L9H5,9,0.060997106408852524,0.06,0.046875,0.0552662037037037
MLP15,15,0.060997106408852524,0.06,0.21818181818181817,0.1926567259900593
L17H1,17,0.06098046404059139,0.06,0.08806818181818182,0.14182586736934563
L13H13,13,0.06078758069549334,0.06,0.05677083333333333,0.05303043217092019
L11H8,11,0.0601853824873608,0.06,0.03624355670103093,0.03812285223367698
MLP21,21,0.05964950633487285,0.06,0.058823529411764705,0.061570018078153245
MLP4,4,0.05953349800409657,0.06,0.07547169811320754,0.07526205450733753
L16H6,16,0.05878087095389259,0.06,0.04225,0.049045272002021516
L11H9,11,0.04167504164579986,0.04,0.05646699228471877,0.05646699228471877
L14H13,14,0.040644742005112026,0.04,0.08279246794871795,0.08279246794871795
MLP7,7,0.039973310778596366,0.04,0.09816017316017316,0.09816017316017316
MLP2,2,0.03761733196844736,0.04,0.018714859437751006,0.018714859437751006
L11H5,11,0.02083752082289993,0.02,0.07399764150943396,0.07399764150943396
L17H10,17,0.02083752082289993,0.02,0.10372340425531915,0.10372340425531915
L15H4,15,0.02083752082289993,0.02,0.0625,0.0625
L6H7,6,0.02083752082289993,0.02,0.021417025862068964,0.021417025862068964
L16H1,16,0.02083752082289993,0.02,0.07897727272727273,0.07897727272727273
MLP14,14,0.02083752082289993,0.02,0.22448979591836735,0.22448979591836735
L9H8,9,0.02083752082289993,0.02,0.027985074626865673,0.027985074626865673
MLP8,8,0.02083752082289993,0.02,0.03773584905660377,0.03773584905660377
L13H15,13,0.02083752082289993,0.02,0.0765625,0.0765625
L4H4,4,0.020535527767495582,0.02,0.018115942028985508,0.018115942028985508
L10H5,10,0.019574057725912766,0.02,0.034265350877192985,0.034265350877192985
L12H3,12,0.019322064763052663,0.02,0.05397727272727273,0.05397727272727273
L13H11,13,0.017114550435875144,0.02,0.0725,0.0725
