path_key,path_label,direction,step_idx,node,n_samples,cumulative_ratio_median,cumulative_ratio_mean,incremental_ratio_median,incremental_ratio_mean,top1_rate,boundary_flip_rate
query_tool_path,Query-Conditioned Tool Branch,tool,1,L2H14,1722,0.0415587219343696,0.031258781787240106,0.0415587219343696,0.031258781787240106,0.0,0.0
query_tool_path,Query-Conditioned Tool Branch,tool,2,MLP11,1722,0.35,0.2960963007033243,0.30903983656792644,0.26483751891608426,0.03716608594657375,0.036004645760743324
query_tool_path,Query-Conditioned Tool Branch,tool,3,MLP16,1722,0.576847365233192,0.5528663008567526,0.21960957035689926,0.25677000015342827,0.13066202090592335,0.12659698025551683
query_tool_path,Query-Conditioned Tool Branch,tool,4,L24H6,1722,0.8122079439252337,0.7877252525187851,0.21992686065444614,0.23485895166203252,0.32229965156794427,0.31068524970963995
schema_tool_path,Schema-Conditioned Tool Branch,tool,1,L21H12,1722,0.7068972611758509,0.6960771546209333,0.7068972611758509,0.6960771546209333,0.15911730545876887,0.14285714285714285
schema_tool_path,Schema-Conditioned Tool Branch,tool,2,MLP27,1722,0.9483221214017521,0.9281758029289736,0.22845963974803596,0.2320986483080402,0.7328687572590011,0.8054587688734031
no_tool_path,No-Tool Suppression Branch,no_tool,1,L16H4,1722,0.19777256258234518,0.20347125602859903,0.19777256258234518,0.20347125602859903,0.011614401858304297,0.0011614401858304297
no_tool_path,No-Tool Suppression Branch,no_tool,2,MLP17,1722,0.6053221619070097,0.593722752294255,0.38853031860226106,0.390251496265656,0.2456445993031359,0.17886178861788618
no_tool_path,No-Tool Suppression Branch,no_tool,3,L23H6,1722,0.7951188500937816,0.771744366192143,0.17442039667649423,0.1780216138978881,0.516260162601626,0.4738675958188153
