group,n_samples,n_nodes,suff_median,suff_ci_lo,suff_ci_hi,nec_median,nec_ci_lo,nec_ci_hi,drop_full_suff_median,drop_full_suff_ci_lo,drop_full_suff_ci_hi,drop_full_nec_median,drop_full_nec_ci_lo,drop_full_nec_ci_hi
full_core,1189,10,0.9661016949152542,0.9632352941176471,0.9705882352941176,0.9675324675324676,0.9620689655172414,0.9736842105263158,0.0,0.0,0.0,0.0,0.0,0.0
tool_tag_reader,1189,1,0.3671875,0.36231884057971014,0.37272727272727274,0.18181818181818182,0.1780821917808219,0.18446601941747573,0.0,0.0,0.0,0.021276595744680882,0.020000000000000018,0.023255813953488413
format_router,1189,4,0.7377049180327869,0.7325581395348837,0.7415730337078652,0.4772727272727273,0.46938775510204084,0.4878048780487805,0.0892857142857143,0.0864197530864198,0.09174311926605505,0.1499999999999999,0.14516129032258063,0.15340909090909094
primary_writer_mlp,1189,4,0.8518518518518519,0.8461538461538461,0.8571428571428571,0.7297297297297297,0.7215189873417721,0.7363636363636363,0.14851485148514854,0.1428571428571429,0.15116279069767447,0.27142857142857135,0.2666666666666666,0.2777777777777778
support_mlp,1189,1,0.2318840579710145,0.22021660649819494,0.2441860465116279,0.07058823529411765,0.06382978723404255,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
all_heads,1189,5,0.7777777777777778,0.7727272727272727,0.7804878048780488,0.6451612903225806,0.6373626373626373,0.651685393258427,0.11764705882352944,0.11382113821138207,0.12121212121212122,0.23181818181818192,0.22619047619047616,0.23809523809523814
all_mlps,1189,5,0.8470588235294118,0.8421052631578947,0.8507462686567164,0.7232704402515723,0.7183098591549296,0.7301587301587301,0.19047619047619058,0.18770226537216828,0.19393939393939386,0.31487889273356406,0.3076923076923077,0.3220338983050848
