node,group,group_label,semantic_hint,n_samples,promote_nec_drop_median,suppress_nec_drop_median,promote_nec_top1_drop_mean,suppress_nec_top1_drop_mean,promote_suff_ratio_median,suppress_suff_ratio_median,promote_suff_top1_rate,suppress_suff_top1_rate
MLP17,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,200,0.027212143650499843,0.03493516399694879,0.0,0.0,0.3496987951807229,-0.20772124050812577,0.125,0.115
MLP27,symmetric_backbone,Symmetric Backbone,shared writer MLP,200,0.020101010101010064,0.02020408163265308,0.005,-0.005,0.5355578024941018,-0.4086270871985158,0.275,0.5
MLP11,tool_bias_backbone,Tool-Bias Backbone,tool-biased writer MLP,200,0.013335704125177872,0.013793759512937709,0.0,-0.005,0.21294035577258458,-0.06980994152046784,0.015,0.02
MLP19,symmetric_backbone,Symmetric Backbone,shared writer MLP,200,0.014815627743634763,0.011854657687991044,0.0,0.0,0.3403574580759047,-0.1520482746897841,0.06,0.05
L21H12,tool_bias_backbone,Tool-Bias Backbone,format/prefix router,200,0.0,0.021980676328502424,0.0,0.0,0.4343724364232978,-0.14530791788856307,0.12,0.05
L21H1,tool_bias_backbone,Tool-Bias Backbone,format/prefix router,200,0.0,0.01503844414292177,0.0,0.0,0.3622844827586207,-0.11359447004608295,0.03,0.01
MLP21,tool_tail,Tool Tail,tool-tail writer MLP,200,0.0,-0.012822620417557162,0.0,-0.005,0.23636363636363636,-0.048465393047290944,0.005,0.0
L20H5,no_tool_bias_backbone,No-Tool-Bias Backbone,user-content reader,200,0.0,0.012739370334307054,0.0,0.0,0.18333333333333332,-0.07921568627450981,0.0,0.0
L23H6,symmetric_backbone,Symmetric Backbone,shared router,200,0.0,0.00164473684210531,0.0,0.0,0.3274294670846395,-0.12244897959183673,0.015,0.005
MLP16,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,200,0.0,0.0,0.0,0.0,0.33137254901960783,-0.19545840407470289,0.09,0.115
L24H6,symmetric_backbone,Symmetric Backbone,tool-tag reader,200,0.0,0.0,0.0,0.0,0.34619666048237474,-0.17543859649122806,0.005,0.07
L17H8,symmetric_backbone,Symmetric Backbone,user-content reader,200,0.0,0.0,0.0,0.0,0.21212121212121213,-0.08802008608321377,0.005,0.02
MLP18,tool_tail,Tool Tail,tool-tail writer MLP,200,0.0,0.0,0.0,0.0,0.1823977823977824,-0.06878202601497832,0.015,0.02
L16H4,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased router,200,0.0,0.0,0.0,0.0,0.16361129136924074,-0.08523611831863,0.0,0.005
MLP12,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased writer MLP,200,0.0,0.0,0.0,-0.005,0.14996933142506644,-0.08964285714285714,0.01,0.025
L16H8,no_tool_bias_backbone,No-Tool-Bias Backbone,no-tool-biased router,200,0.0,0.0,0.0,0.0,0.15601757944557132,-0.08102025506376595,0.0,0.02
L17H2,no_tool_tail,No-Tool Tail,no-tool-tail router,200,0.0,0.0,0.0,0.0,0.16001024065540193,-0.07218061434928905,0.0,0.0
L23H5,tool_tail,Tool Tail,format/prefix router,200,0.0,0.0,0.0,0.0,0.12761579546449522,-0.03428683385579937,0.0,0.0
L19H6,tool_tail,Tool Tail,tool-tail router,200,0.0,0.0,0.0,0.0,0.1,-0.021739130434782608,0.005,0.0
L12H6,symmetric_backbone,Symmetric Backbone,shared router,200,0.0,0.0,0.0,0.0,0.061224489795918366,-0.025974512743628185,0.0,0.005
L13H9,symmetric_backbone,Symmetric Backbone,shared router,200,0.0,0.0,0.0,0.0,0.0625,-0.023346656976744186,0.0,0.0
L16H9,no_tool_tail,No-Tool Tail,no-tool-tail router,200,0.0,0.0,0.0,0.0,0.020842379504993486,-0.017241379310344827,0.0,0.0
L2H14,tool_tail,Tool Tail,tool-tail router,200,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0
