node,layer,forward_support,reverse_support,shared_support_min,union_support_max,support_delta_reverse_minus_forward,direction_balance,forward_score_norm_median,reverse_score_norm_median
MLP27,27,0.9990976414610523,1.0,0.9990976414610523,1.0,0.0009023585389477118,0.00045138292409180065,0.5370370370370371,0.41379310344827586
L24H6,24,0.9866807180013671,0.9895420484225006,0.9866807180013671,0.9895420484225006,0.0028613304211334567,0.0014478784830068837,0.3872245894866093,0.14832089552238806
L23H6,23,0.9990976414610523,0.9542281231165232,0.9542281231165232,0.9990976414610523,-0.044869518344529125,-0.02297083218693558,0.3517073238516788,0.09978070175438597
L21H12,21,0.9910117272737091,0.9208240163935651,0.9208240163935651,0.9910117272737091,-0.07018771088014397,-0.036712207684489795,0.5298728942871094,0.12599306431273644
MLP16,16,0.7191730936766972,0.8766956363547403,0.7191730936766972,0.8766956363547403,0.1575225426780431,0.09870645355331953,0.3565375302663438,0.21458087367178275
MLP17,17,0.68142754506689,0.9242887371289046,0.68142754506689,0.9242887371289046,0.24286119206201462,0.1512478852926031,0.3706690561529271,0.23863636363636365
MLP19,19,0.7313243810497828,0.6687255178089268,0.6687255178089268,0.7313243810497828,-0.06259886324085606,-0.04471188012076234,0.3368421052631579,0.17857142857142858
L17H8,17,0.5357169301364478,0.6106717602955567,0.5357169301364478,0.6106717602955567,0.07495483015910887,0.065383434767542,0.2161188851150812,0.08881578947368421
L21H1,21,0.9229880554977965,0.4909546316156755,0.4909546316156755,0.9229880554977965,-0.432033423882121,-0.30555228851892596,0.38007637582634535,0.11284722222222222
L20H5,20,0.3813120809736454,0.47987015374365755,0.3813120809736454,0.47987015374365755,0.09855807277001216,0.11444508351053648,0.22389324506123862,0.08341106965174129
L12H6,12,0.3795238819697149,0.38977690079720023,0.3795238819697149,0.38977690079720023,0.010253018827485305,0.013327711419464124,0.11715624809265136,0.053007928905917406
MLP11,11,0.5261628100291569,0.3519971593027294,0.3519971593027294,0.5261628100291569,-0.17416565072642748,-0.19833020953908276,0.28545642083548217,0.18604651162790697
L16H4,16,0.29994416056677836,0.6010373625368447,0.29994416056677836,0.6010373625368447,0.30109320197006634,0.33418354788551774,0.20072392632321612,0.09279306919121084
MLP12,12,0.2909487407895999,0.4826459634793254,0.2909487407895999,0.4826459634793254,0.1916972226897255,0.24780058812693948,0.2927055702917772,0.18
L16H8,16,0.2508196985887376,0.6908746944948071,0.2508196985887376,0.6908746944948071,0.4400549959060695,0.46730128068950816,0.19317708015441895,0.08984375
L13H9,13,0.22041205079309675,0.23946513312965723,0.22041205079309675,0.23946513312965723,0.019053082336560473,0.04143080588177394,0.09342371562624538,0.046909367635506675
L17H2,17,0.2159105603352301,0.34291187057261174,0.2159105603352301,0.34291187057261174,0.12700131023738165,0.22726594927669622,0.20052083333333334,0.08854166666666667
MLP13,13,0.19300260535539335,0.19388828121191562,0.19300260535539335,0.19388828121191562,0.0008856758565222722,0.0022892135412659496,0.2845238095238095,0.1566265060240964
L17H12,17,0.19290434071923632,0.19220599585650233,0.19220599585650233,0.19290434071923632,-0.000698344862733985,-0.0018133630713301908,0.2014460842074392,0.08098591549295775
L18H14,18,0.2441117262510185,0.1862688659025308,0.1862688659025308,0.2441117262510185,-0.05784286034848771,-0.13439932330371157,0.200173607578984,0.09285714285714286
L2H14,2,0.2805469070650332,0.17841771826202096,0.17841771826202096,0.2805469070650332,-0.10212918880301225,-0.22252082876809054,0.05892045652711546,0.024085365853658537
MLP18,18,0.21977064217034545,0.14958350327080064,0.14958350327080064,0.21977064217034545,-0.07018713889954481,-0.19002667159919184,0.3063502673796792,0.17743717205191936
L13H3,13,0.14891389733874535,0.2033096503879662,0.14891389733874535,0.2033096503879662,0.05439575304922084,0.15443531075732117,0.09599252713479077,0.04888809341048654
L13H6,13,0.1698945190390883,0.14022284850016703,0.14022284850016703,0.1698945190390883,-0.02967167053892128,-0.09567884177001268,0.15142662628837253,0.08834134615384616
MLP5,5,0.13245378927250703,0.1577904326404123,0.13245378927250703,0.1577904326404123,0.025336643367905254,0.08729422140057931,0.09130607383882494,0.05333438685208597
MLP20,20,0.13036090282525847,0.13151486020681008,0.13036090282525847,0.13151486020681008,0.0011539573815516069,0.004406506994732065,0.24452255818715446,0.12195121951219512
L10H2,10,0.13582424484442,0.11572821261834637,0.11572821261834637,0.13582424484442,-0.020096032226073618,-0.07988803778252948,0.10896443669328984,0.05859375
MLP4,4,0.11875089932926748,0.10938627974877112,0.10938627974877112,0.11875089932926748,-0.009364619580496364,-0.041048195731801435,0.10416666666666667,0.059714795008912656
L9H3,9,0.10602634734743853,0.14473391849437603,0.10602634734743853,0.14473391849437603,0.0387075711469375,0.15436086342066307,0.12489506121913051,0.07017045454545455
MLP2,2,0.13570210032053956,0.10602554478536252,0.10602554478536252,0.13570210032053956,-0.029676555535177035,-0.12276856262003293,0.09391534391534391,0.05660377358490566
