path_key,path_label,direction,source,target,source_label,target_label,sign,union_support_max,promote_mediated_ratio_median,suppress_mediated_ratio_median
query_tool_path,Query-Conditioned Tool Branch,tool,L2H14,MLP11,User-Query Readers / tool_tail / tool-tail router / reads user content on tool endpoint (user=0.31),Tool-Call Writers / tool_bias_backbone / tool-biased writer MLP / tool-skewed writer (+0.18),tool_bias,0.18811427469565423,0.010416666666666671,0.0
query_tool_path,Query-Conditioned Tool Branch,tool,MLP11,MLP16,Tool-Call Writers / tool_bias_backbone / tool-biased writer MLP / tool-skewed writer (+0.18),Arbitration Integrators / symmetric_backbone / shared writer MLP / shared late writer with balanced causal role (+0.09),tool_bias,0.24839308111935127,0.24210526315789474,0.13278008298755184
query_tool_path,Query-Conditioned Tool Branch,tool,MLP16,L24H6,Arbitration Integrators / symmetric_backbone / shared writer MLP / shared late writer with balanced causal role (+0.09),Arbitration Integrators / symmetric_backbone / format/prefix router / late shared head with balanced causal profile (+0.15),no_tool_bias,0.24338656572804884,0.16666666666666666,0.03829787234042553
query_tool_path,Query-Conditioned Tool Branch,tool,L24H6,Residual Output: decision,Arbitration Integrators / symmetric_backbone / format/prefix router / late shared head with balanced causal profile (+0.15),final endpoint write,shared,0.9940456974954627,nan,nan
schema_tool_path,Schema-Conditioned Tool Branch,tool,L21H12,MLP27,"Tool-Schema Readers / tool_bias_backbone / format/prefix router / reads tools/tags (tools=0.25, tags=0.015)",Arbitration Integrators / symmetric_backbone / shared writer MLP / shared late writer with balanced causal role (-0.00),shared,0.7107034032644163,0.32868020304568535,0.16666666666666663
schema_tool_path,Schema-Conditioned Tool Branch,tool,MLP27,Residual Output: decision,Arbitration Integrators / symmetric_backbone / shared writer MLP / shared late writer with balanced causal role (-0.00),final endpoint write,shared,0.9991336471252141,nan,nan
no_tool_path,No-Tool Suppression Branch,no_tool,L16H4,MLP17,"Suppression Readers / no_tool_bias_backbone / no-tool-biased router / reads user/prefix more in no-tool mode (d_user=+0.06, d_prefix=-0.01)",No-Tool Writers / no_tool_bias_backbone / no-tool-biased writer MLP / no-tool-skewed writer (+0.08),no_tool_bias,0.4113800923525468,0.08035714285714285,0.07777777777777775
no_tool_path,No-Tool Suppression Branch,no_tool,MLP17,L23H6,No-Tool Writers / no_tool_bias_backbone / no-tool-biased writer MLP / no-tool-skewed writer (+0.08),"Suppression Readers / tool_bias_backbone / tool-biased router / reads user/prefix more in no-tool mode (d_user=+0.01, d_prefix=+0.06)",no_tool_bias,0.5379207936065118,0.050000000000000044,0.06573705179282863
no_tool_path,No-Tool Suppression Branch,no_tool,L23H6,Residual Output: decision,"Suppression Readers / tool_bias_backbone / tool-biased router / reads user/prefix more in no-tool mode (d_user=+0.01, d_prefix=+0.06)",final endpoint write,shared,0.9942720313942044,nan,nan
