sample_id,sample_rank,q_index,filename,direction,status,clean_obj,corrupt_obj,gap,detailed_ratio_vs_gap,necessity_ratio_vs_gap,rough_ratio_vs_gap,rough_necessity_ratio_vs_gap,probe_head,target_token_str,distractor_token_str,ap_mode,error
apps_python_37,88,,apps_python_37.txt,reverse_no_tool,skipped_resume,3.25,-2.875,6.125,1.0816326530612246,1.0,0.9795918367346939,0.9591836734693877,L24H6,I,<tool_call>,full,
codecontests_java_37,89,,codecontests_java_37.txt,reverse_no_tool,skipped_resume,6.25,-3.625,9.875,0.9493670886075949,0.9746835443037974,0.9240506329113924,0.9746835443037974,L24H6,I,<tool_call>,full,
codecontests_java_38,90,,codecontests_java_38.txt,reverse_no_tool,skipped_resume,10.75,-1.875,12.625,0.8663366336633663,0.9504950495049505,0.7920792079207921,0.9108910891089109,L24H6,I,<tool_call>,full,
codecontests_cpp_39,91,,codecontests_cpp_39.txt,reverse_no_tool,skipped_resume,4.0,-2.75,6.75,1.037037037037037,1.0,0.9629629629629629,0.9629629629629629,L21H12,I,<tool_call>,full,
codecontests_java_39,92,,codecontests_java_39.txt,reverse_no_tool,skipped_resume,9.0,-7.5,16.5,0.9090909090909091,0.9318181818181818,0.8106060606060606,0.8939393939393939,L21H12,I,<tool_call>,full,
humaneval_python_39,93,,humaneval_python_39.txt,reverse_no_tool,skipped_resume,2.75,-3.75,6.5,1.0576923076923077,1.0769230769230769,0.9230769230769231,1.0192307692307692,L16H8,I,<tool_call>,full,
apps_python_40,94,,apps_python_40.txt,reverse_no_tool,skipped_resume,6.375,-1.0,7.375,1.0677966101694916,1.0508474576271187,1.0677966101694916,1.0169491525423728,L24H6,I,<tool_call>,full,
codecontests_cpp_40,95,,codecontests_cpp_40.txt,reverse_no_tool,skipped_resume,3.75,-4.0,7.75,1.032258064516129,0.9838709677419355,0.9354838709677419,0.9193548387096774,L21H12,I,<tool_call>,full,
codecontests_java_40,96,,codecontests_java_40.txt,reverse_no_tool,skipped_resume,5.875,-4.25,10.125,0.9012345679012346,0.9259259259259259,0.8271604938271605,0.8518518518518519,L21H12,I,<tool_call>,full,
codecontests_cpp_41,97,,codecontests_cpp_41.txt,reverse_no_tool,skipped_resume,3.25,-4.75,8.0,1.015625,1.0,0.921875,0.953125,L21H12,I,<tool_call>,full,
codecontests_java_41,98,,codecontests_java_41.txt,reverse_no_tool,skipped_resume,6.375,-3.25,9.625,0.935064935064935,0.948051948051948,0.8311688311688312,0.8701298701298701,L24H6,I,<tool_call>,full,
humaneval_python_41,99,,humaneval_python_41.txt,reverse_no_tool,skipped_resume,3.625,-2.875,6.5,1.0769230769230769,1.0769230769230769,0.9038461538461539,0.9230769230769231,L16H8,I,<tool_call>,full,
codecontests_cpp_42,100,,codecontests_cpp_42.txt,reverse_no_tool,skipped_resume,3.5,-4.5,8.0,1.0,0.96875,0.875,0.890625,L16H4,I,<tool_call>,full,
codecontests_java_42,101,,codecontests_java_42.txt,reverse_no_tool,skipped_resume,7.75,-2.625,10.375,1.0481927710843373,1.0,0.9518072289156626,0.9759036144578314,L24H6,I,<tool_call>,full,
