step_idx,step_label,nodes,n_samples,route_margin_median,tool_logit_median,competitor_logit_median,margin_logit_median,tool_prob_median,tool_top1_rate,boundary_flip_rate
0,corrupt_full,,1223,-4.59375,18.875,24.125,-5.125,0.005157470703125,0.0,0.0
1,plus_MLP19,MLP19,1223,-1.93115234375,20.25,22.625,-2.25,0.078125,0.04333605887162715,0.028618152085036794
2,plus_L20H5,MLP19|L20H5,1223,-1.13916015625,20.625,22.0,-1.375,0.171875,0.1463614063777596,0.12510220768601799
3,plus_L21H1,MLP19|L20H5|L21H1,1223,0.0859375,21.25,21.125,0.0,0.4609375,0.48896156991005724,0.5412919051512673
4,plus_L21H12,MLP19|L20H5|L21H1|L21H12,1223,1.3935546875,21.75,20.125,1.5,0.78515625,0.8585445625511039,0.9215044971381848
5,plus_L24H6,MLP19|L20H5|L21H1|L21H12|L24H6,1223,1.7232818603515625,21.75,19.75,1.875,0.83984375,0.928045789043336,0.9803761242845462
6,plus_MLP27,MLP19|L20H5|L21H1|L21H12|L24H6|MLP27,1223,2.2913818359375,22.25,19.625,2.5,0.90234375,0.9787408013082584,0.9991823385118561
