sample_id,sample_rank,q_index,filename,weight,gap,detailed_ratio_vs_gap,necessity_ratio_vs_gap,ap_mode
codecontests_cpp_186,456,,codecontests_cpp_186.txt,0.9203954214360042,7.75,0.9354838709677419,0.9838709677419355,full
codecontests_cpp_284,621,,codecontests_cpp_284.txt,0.9023668639053255,16.25,0.9615384615384616,0.9384615384615385,full
