global_row_id,output_filename,clean_candidate,clean_is_tool_call_top1,clean_tool_call_prob,clean_pass_p50
0,apps_python_1.txt,directly build,True,0.9441282749176025,True
1,apps_python_10.txt,prepare,True,0.9554760456085205,True
2,apps_python_100.txt,write out,True,0.9686418175697327,True
3,apps_python_101.txt,directly build,True,0.9643669128417969,True
4,apps_python_102.txt,directly build,True,0.8998717069625854,True
5,apps_python_103.txt,directly build,True,0.8468311429023743,True
6,apps_python_104.txt,directly build,True,0.9498106241226196,True
7,apps_python_105.txt,paste,True,0.9257206320762634,True
8,apps_python_106.txt,save,True,0.9950664639472961,True
9,apps_python_107.txt,directly build,True,0.9206827878952026,True
10,apps_python_108.txt,manually build,True,0.8844296932220459,True
11,apps_python_109.txt,manually build,True,0.8725898861885071,True
13,apps_python_110.txt,directly build,True,0.6698167324066162,True
14,apps_python_111.txt,paste,True,0.9168223142623901,True
15,apps_python_112.txt,insert,True,0.9623603820800781,True
16,apps_python_113.txt,save,True,0.9967893958091736,True
17,apps_python_114.txt,paste,True,0.9563038349151611,True
19,apps_python_116.txt,manually build,True,0.9174240827560425,True
20,apps_python_117.txt,write out,True,0.9484835863113403,True
21,apps_python_118.txt,save,True,0.9960558414459229,True
22,apps_python_119.txt,write out,True,0.9546071290969849,True
24,apps_python_120.txt,prepare,True,0.8847907781600952,True
25,apps_python_121.txt,directly build,True,0.9445011019706726,True
26,apps_python_122.txt,write out,True,0.9644532799720764,True
27,apps_python_123.txt,manually build,True,0.9699026942253113,True
28,apps_python_124.txt,create,True,0.933976411819458,True
29,apps_python_125.txt,directly build,True,0.9606291055679321,True
30,apps_python_126.txt,write out,True,0.9845828413963318,True
31,apps_python_127.txt,directly build,True,0.9350833892822266,True
32,apps_python_128.txt,manually build,True,0.9255247116088867,True
33,apps_python_129.txt,directly build,True,0.8895456790924072,True
34,apps_python_13.txt,properly add,True,0.9646667242050171,True
35,apps_python_130.txt,manually build,True,0.8859660625457764,True
36,apps_python_131.txt,write out,True,0.9891889095306396,True
37,apps_python_132.txt,write out,True,0.9497888684272766,True
38,apps_python_133.txt,write out,True,0.9561597108840942,True
39,apps_python_134.txt,properly add,True,0.8803802728652954,True
40,apps_python_135.txt,directly build,True,0.9372206926345825,True
41,apps_python_136.txt,directly build,True,0.9353259205818176,True
43,apps_python_138.txt,directly build,True,0.8775486350059509,True
45,apps_python_14.txt,write out,True,0.9806264042854309,True
46,apps_python_140.txt,save,True,0.9971944093704224,True
47,apps_python_141.txt,properly add,True,0.8914361000061035,True
48,apps_python_142.txt,manually build,True,0.9522104263305664,True
49,apps_python_143.txt,write out,True,0.9555343985557556,True
50,apps_python_144.txt,write out,True,0.9010790586471558,True
52,apps_python_146.txt,write out,True,0.9718729853630066,True
54,apps_python_148.txt,write out,True,0.9808714985847473,True
58,apps_python_16.txt,directly build,True,0.9173751473426819,True
59,apps_python_17.txt,directly implement,True,0.9648599624633789,True
63,apps_python_20.txt,prepare,True,0.9218636155128479,True
65,apps_python_22.txt,directly build,True,0.9433345198631287,True
66,apps_python_23.txt,directly build,True,0.9502599239349365,True
68,apps_python_25.txt,write out,True,0.9370115995407104,True
72,apps_python_29.txt,manually build,True,0.918211817741394,True
74,apps_python_30.txt,directly build,True,0.9642987847328186,True
78,apps_python_34.txt,manually build,True,0.9464397430419922,True
79,apps_python_35.txt,directly build,True,0.8793951272964478,True
80,apps_python_36.txt,directly implement,True,0.9115738272666931,True
81,apps_python_37.txt,manually build,True,0.9358809590339661,True
84,apps_python_4.txt,write out,True,0.989113450050354,True
85,apps_python_40.txt,prepare,True,0.8841125965118408,True
88,apps_python_43.txt,write out,True,0.9425305724143982,True
89,apps_python_44.txt,directly implement,True,0.8629390001296997,True
91,apps_python_46.txt,directly build,True,0.8467358350753784,True
92,apps_python_47.txt,directly build,True,0.7195988297462463,True
93,apps_python_48.txt,write out,True,0.9557822942733765,True
94,apps_python_49.txt,directly implement,True,0.5838447213172913,True
95,apps_python_5.txt,directly build,True,0.7501605749130249,True
97,apps_python_51.txt,directly build,True,0.8567560315132141,True
99,apps_python_53.txt,paste,True,0.9486808180809021,True
100,apps_python_54.txt,prepare,True,0.950149416923523,True
104,apps_python_58.txt,directly build,True,0.7519053220748901,True
105,apps_python_59.txt,directly build,True,0.8762508034706116,True
107,apps_python_60.txt,write out,True,0.9498268365859985,True
111,apps_python_64.txt,insert,True,0.9357863068580627,True
116,apps_python_69.txt,manually build,True,0.8833844065666199,True
122,apps_python_74.txt,paste,True,0.9529607892036438,True
123,apps_python_75.txt,directly build,True,0.8871632814407349,True
124,apps_python_76.txt,manually build,True,0.905173659324646,True
