condition,n_samples,tool_ratio_median,route_rescue_median,module_local_mean_rescue_median,tool_top1_success_rate,MLP11_local_rescue_median,MLP16_local_rescue_median,MLP19_local_rescue_median
L2H14_only,1223,0.04263565891472868,0.026559508342450765,0.012720778829648414,0.0,0.04508866501693505,-0.005541275718896432,-0.00134310799429384
L11H5_only,1223,0.04666666666666667,0.028346961652728875,0.09439200188669207,0.0,0.19567221324165188,0.05340063806580314,0.02741462183187791
L2H14_plus_L11H5,1223,0.09289617486338798,0.05951142886131725,0.10932224030012293,0.0,0.2494076670559279,0.05146954193686375,0.027182231776182526
