blocked_target,n_samples,tool_mediated_median,route_mediated_median,route_mediated_ci_lo,route_mediated_ci_hi,module_local_mean_mediated_median,target_local_mediated_median,target_local_mediated_ci_lo,target_local_mediated_ci_hi,MLP11_local_mediated_median
MLP11,1223,0.037267080745341616,0.022995418280995106,0.017751464843749995,0.029658203124999998,0.0826682658579844,0.19567221324165188,0.19217147507970378,0.19870061569632774,0.19567221324165188
MLP16,1223,0.037037037037037035,0.023715410643424036,0.019285259824810608,0.0314788818359375,0.017366182023778556,0.05340063806580314,0.05094121557659332,0.0553830422512901,0.0
MLP19,1223,0.0,-5.634014423076816e-05,-0.004961976910581679,0.00021245275626843516,0.009138207277292643,0.02741462183187791,0.02414768649846534,0.029593660121371722,0.0
