edge,n_samples,source_ratio_median,blocked_ratio_median,edge_ratio_median,edge_ratio_mean,edge_ratio_ci_lo,edge_ratio_ci_hi,positive_frac
L10H4->L11H1,2,0.03392857142857143,0.021130952380952382,0.012797619047619049,0.012797619047619049,0.008928571428571428,0.01666666666666667,1.0
MLP12->MLP17,2,0.2788690476190476,0.13363095238095238,0.14523809523809522,0.14523809523809522,0.10714285714285715,0.18333333333333332,1.0
L23H6->MLP27,2,0.33690476190476193,0.15982142857142856,0.17708333333333331,0.17708333333333331,0.16666666666666666,0.1875,1.0
L17H8->MLP19,2,0.19821428571428573,0.12470238095238095,0.07351190476190476,0.07351190476190476,0.06666666666666668,0.08035714285714285,1.0
L24H6->Residual Output: <tool_call>,2,0.3425595238095238,0.0,0.3425595238095238,0.3425595238095238,0.2833333333333333,0.4017857142857143,1.0
MLP27->Residual Output: <tool_call>,2,0.5413690476190476,0.0,0.5413690476190476,0.5413690476190476,0.4666666666666667,0.6160714285714286,1.0
L6H13->L11H1,2,0.04672619047619048,0.08452380952380953,-0.037797619047619045,-0.037797619047619045,-0.06666666666666667,-0.008928571428571428,0.0
MLP17->L18H14,2,0.28214285714285714,0.28273809523809523,-0.000595238095238107,-0.000595238095238107,-0.017857142857142877,0.016666666666666663,0.5
MLP16->L17H8,2,0.3633928571428572,0.31279761904761905,0.05059523809523811,0.05059523809523811,0.01785714285714285,0.08333333333333337,1.0
Input Embed->L6H13,2,1.0,1.0217261904761905,-0.0217261904761904,-0.0217261904761904,-0.02678571428571419,-0.016666666666666607,0.0
L23H6->L24H6,2,0.33690476190476193,0.17261904761904762,0.16428571428571428,0.16428571428571428,0.15,0.17857142857142858,1.0
L23H6->Residual Output: <tool_call>,2,0.33690476190476193,0.0,0.33690476190476193,0.33690476190476193,0.31666666666666665,0.35714285714285715,1.0
L11H1->MLP16,2,0.05952380952380952,0.037797619047619045,0.021726190476190475,0.021726190476190475,0.016666666666666663,0.026785714285714284,1.0
MLP19->MLP20,2,0.41875,0.3636904761904762,0.055059523809523836,0.055059523809523836,0.0267857142857143,0.08333333333333337,1.0
MLP12->MLP16,2,0.2788690476190476,0.07916666666666666,0.19970238095238096,0.19970238095238096,0.11607142857142858,0.2833333333333333,1.0
MLP19->L23H6,2,0.41875,0.34970238095238093,0.06904761904761908,0.06904761904761908,0.06666666666666671,0.07142857142857145,1.0
L10H4->MLP12,2,0.03392857142857143,-0.0011904761904761897,0.03511904761904762,0.03511904761904762,0.01666666666666667,0.05357142857142857,1.0
MLP12->L17H8,2,0.2788690476190476,0.23273809523809524,0.04613095238095237,0.04613095238095237,0.008928571428571425,0.08333333333333331,1.0
Input Embed->L6H3,2,1.0,1.0172619047619047,-0.0172619047619047,-0.0172619047619047,-0.017857142857142794,-0.016666666666666607,0.0
MLP16->MLP19,2,0.3633928571428572,0.2464285714285714,0.11696428571428574,0.11696428571428574,0.10000000000000003,0.13392857142857145,1.0
L6H13->L10H4,2,0.04672619047619048,0.07053571428571428,-0.023809523809523808,-0.023809523809523808,-0.08333333333333333,0.03571428571428571,0.5
L21H12->L23H6,2,0.425,0.32976190476190476,0.09523809523809523,0.09523809523809523,0.08333333333333331,0.10714285714285715,1.0
MLP19->L21H1,2,0.41875,0.33630952380952384,0.0824404761904762,0.0824404761904762,0.06666666666666671,0.0982142857142857,1.0
L6H3->L10H4,2,0.02886904761904762,0.03720238095238095,-0.008333333333333331,-0.008333333333333331,-0.016666666666666663,0.0,0.0
L24H6->MLP27,2,0.3425595238095238,0.16488095238095238,0.17767857142857144,0.17767857142857144,0.15,0.20535714285714288,1.0
L11H1->MLP12,2,0.05952380952380952,0.08839285714285713,-0.02886904761904762,-0.02886904761904762,-0.06666666666666667,0.008928571428571428,0.5
MLP20->L21H1,2,0.18928571428571428,0.17648809523809522,0.012797619047619058,0.012797619047619058,0.008928571428571425,0.01666666666666669,1.0
L21H12->L24H6,2,0.425,0.2901785714285714,0.13482142857142856,0.13482142857142856,0.09999999999999998,0.16964285714285715,1.0
MLP19->L21H12,2,0.41875,0.3208333333333333,0.09791666666666668,0.09791666666666668,0.0625,0.13333333333333336,1.0
MLP16->MLP20,2,0.3633928571428572,0.30714285714285716,0.05625000000000001,0.05625000000000001,0.04999999999999999,0.06250000000000003,1.0
MLP20->L21H12,2,0.18928571428571428,0.1625,0.026785714285714288,0.026785714285714288,0.0,0.053571428571428575,0.5
MLP16->MLP17,2,0.3633928571428572,0.1931547619047619,0.17023809523809524,0.17023809523809524,0.10714285714285715,0.23333333333333334,1.0
L21H1->MLP27,2,0.35982142857142857,0.1693452380952381,0.19047619047619047,0.19047619047619047,0.16666666666666666,0.2142857142857143,1.0
L18H14->MLP19,2,0.14404761904761904,0.1369047619047619,0.007142857142857152,0.007142857142857152,-0.03571428571428571,0.05000000000000002,0.5
MLP16->L18H14,2,0.3633928571428572,0.3672619047619048,-0.0038690476190476053,-0.0038690476190476053,-0.016666666666666663,0.008928571428571452,0.5
L21H1->L23H6,2,0.35982142857142857,0.2785714285714286,0.08124999999999999,0.08124999999999999,0.0625,0.09999999999999998,1.0
L21H12->MLP27,2,0.425,0.21666666666666667,0.20833333333333331,0.20833333333333331,0.16666666666666666,0.25,1.0
