group,n_nodes,nodes,promote_ratio_median,promote_boundary_flip_rate,promote_tool_top1_rate,suppress_ratio_median,suppress_boundary_flip_rate,suppress_no_tool_top1_rate
shared_backbone,16,"L12H6,L13H9,L16H4,L16H8,L17H8,L20H5,L21H1,L21H12,L23H6,L24H6,MLP11,MLP12,MLP16,MLP17,MLP19,MLP27",0.9993980094178082,1.0,0.9967293540474244,0.9958286199095022,1.0,0.9942763695829926
shared_backbone_exclusive,8,"L12H6,L13H9,L17H8,L20H5,L24H6,MLP16,MLP19,MLP27",0.9940676867219918,0.9967293540474244,0.9738348323793949,0.9857758620689655,1.0,0.9877350776778414
forward_selective,8,"L18H14,L21H1,L21H12,L23H5,L23H6,L2H14,MLP11,MLP21",0.9865480132450332,0.9721995094031071,0.9157808667211774,0.9645127118644068,0.9321340964840557,0.9206868356500408
reverse_selective,8,"L15H5,L16H13,L16H4,L16H8,L16H9,L17H2,MLP12,MLP17",0.951271186440678,0.777596075224857,0.7326246933769419,0.8903061224489796,0.723630417007359,0.7089125102207686
reverse_branch_unique,7,"L15H5,L16H13,L16H4,L16H8,L16H9,L17H2,L20H5",0.8807803468208093,0.5241210139002453,0.4832379394930499,0.7890625,0.4807849550286182,0.48405560098119377
forward_selective_unique,4,"L18H14,L23H5,L2H14,MLP21",0.6900826446280992,0.08258381030253475,0.10629599345870809,0.4095744680851064,0.03025347506132461,0.07277187244480784
forward_branch_unique,4,"L18H14,L23H5,L2H14,MLP21",0.6900826446280992,0.08258381030253475,0.10629599345870809,0.4095744680851064,0.03025347506132461,0.07277187244480784
reverse_selective_unique,4,"L15H5,L16H13,L16H9,L17H2",0.46798029556650245,0.012264922322158627,0.013900245298446443,0.3544973544973545,0.023712183156173343,0.07195421095666395
