group,group_label,n_samples,n_nodes,promote_suff_ratio_median,suppress_suff_ratio_median,promote_tool_top1_rate,suppress_no_tool_top1_rate,promote_nec_drop_median,suppress_nec_drop_median,promote_nec_top1_drop_mean,suppress_nec_top1_drop_mean
full_signed_circuit,full_signed_circuit,1223,24,0.9996836672547043,0.9979725713315217,0.9983646770237122,0.9967293540474244,0.0,0.0,0.0,0.0
symmetric_backbone,Symmetric Backbone,1223,8,0.9940676867219918,0.9857758620689655,0.9738348323793949,0.9877350776778414,0.0006251335144042969,-0.003263231734154881,0.004905968928863451,0.004088307440719542
tool_bias_backbone,Tool-Bias Backbone,1223,4,0.9646493212669683,0.8674812030075187,0.777596075224857,0.6680294358135732,0.0005900065104167407,-0.0011077425373133831,0.005723630417007359,0.0024529844644317253
no_tool_bias_backbone,No-Tool-Bias Backbone,1223,4,0.8862179487179487,0.7981927710843374,0.5126737530662305,0.5396565821749796,0.0002495073804669179,-0.0015684185606060774,0.004088307440719542,0.006541291905151268
tool_tail,Tool Tail,1223,4,0.6900826446280992,0.4095744680851064,0.10629599345870809,0.07277187244480784,8.791302322253003e-05,-0.0016519823788546661,0.001635322976287817,0.0024529844644317253
no_tool_tail,No-Tool Tail,1223,4,0.46798029556650245,0.3544973544973545,0.013900245298446443,0.07195421095666395,7.05608742768149e-06,-0.00019171779141102796,0.0008176614881439084,0.0
