source,target,forward_support,reverse_support,shared_support_min,union_support_max,support_delta_reverse_minus_forward,direction_balance
MLP27,Residual Output: decision,0.9993829715875546,0.9990772134151482,0.9990772134151482,0.9993829715875546,-0.0003057581724064118,-0.00015299687964811682
L24H6,Residual Output: decision,0.9742125350016168,0.9935762388656596,0.9742125350016168,0.9935762388656596,0.019363703864042847,0.009840336585510418
L23H6,Residual Output: decision,0.9942892693240383,0.8590397703003464,0.8590397703003464,0.9942892693240383,-0.13524949902369188,-0.07297651746238379
L24H6,MLP27,0.6672527381284985,0.9719771474688409,0.6672527381284985,0.9719771474688409,0.3047244093403424,0.18589485954210755
L21H12,MLP27,0.6617941567080421,0.7135113461699809,0.6617941567080421,0.7135113461699809,0.05171718946193882,0.03760414639053884
MLP19,L21H12,0.6529296972044996,0.6005367726103866,0.6005367726103866,0.6529296972044996,-0.05239292459411293,-0.0417984252916238
MLP16,MLP17,0.45636789189762167,0.6139924648316013,0.45636789189762167,0.6139924648316013,0.15762457293397963,0.14726308942872693
MLP17,L21H12,0.44431100510204585,0.6032638541449203,0.44431100510204585,0.6032638541449203,0.1589528490428745,0.15173411965721992
MLP16,L17H8,0.4082508538082917,0.48295472680857765,0.4082508538082917,0.48295472680857765,0.07470387300028597,0.08382339005168471
L21H1,MLP27,0.4070734896955878,0.4113052389943442,0.4070734896955878,0.4113052389943442,0.00423174929875636,0.005170893561139574
MLP17,MLP19,0.39496685585508035,0.6041214339058228,0.39496685585508035,0.6041214339058228,0.2091545780507425,0.20934544043229283
MLP19,L21H1,0.6260528995473166,0.3946542209387069,0.3946542209387069,0.6260528995473166,-0.2313986786086097,-0.22670428565093784
MLP17,L21H1,0.4055152835438,0.3830108957276309,0.3830108957276309,0.4055152835438,-0.02250438781616909,-0.028539810608396433
MLP16,MLP19,0.31494673067534495,0.3414674879921968,0.31494673067534495,0.3414674879921968,0.02652075731685183,0.04040247234541391
L23H6,MLP27,0.3094481180152453,0.32514064980278995,0.3094481180152453,0.32514064980278995,0.01569253178754465,0.024728663007228632
MLP19,L20H5,0.30609560533199537,0.3417792335055535,0.30609560533199537,0.3417792335055535,0.035683628173558135,0.05507796573422049
L23H6,L24H6,0.9125363741274051,0.28643706536621205,0.28643706536621205,0.9125363741274051,-0.626099308761193,-0.5221961455840292
L21H12,L23H6,0.9718255350889676,0.27542022829813373,0.27542022829813373,0.9718255350889676,-0.6964053067908339,-0.558354517797383
L17H8,MLP19,0.24377979132013053,0.27527246830773844,0.24377979132013053,0.27527246830773844,0.03149267698760791,0.06067342238368517
MLP16,L21H12,0.21774698084437263,0.23680880146130445,0.21774698084437263,0.23680880146130445,0.01906182061693182,0.041935052547881206
L16H8,MLP17,0.20173261377830934,0.6188213763669552,0.20173261377830934,0.6188213763669552,0.4170887625886459,0.5083014251320718
L21H12,L24H6,0.6538390301285328,0.19272463494776373,0.19272463494776373,0.6538390301285328,-0.46111439518076913,-0.5446895658334346
MLP17,L20H5,0.19081531029619272,0.4058756439551646,0.19081531029619272,0.4058756439551646,0.2150603336589719,0.36042164227007417
L16H4,MLP17,0.18469048399798127,0.41926574497739716,0.18469048399798127,0.41926574497739716,0.2345752609794159,0.38839778402050207
MLP17,L18H14,0.2577662209516312,0.17674024808326677,0.17674024808326677,0.2577662209516312,-0.08102597286836444,-0.18647817384246293
MLP11,MLP16,0.24158735127770317,0.17664541836955372,0.17664541836955372,0.24158735127770317,-0.06494193290814945,-0.15527700749733778
MLP12,MLP16,0.1757538052963821,0.2514945206267526,0.1757538052963821,0.2514945206267526,0.0757407153303705,0.1772756280945542
Input Embed,L2H14,0.455107363246008,0.1709036900416964,0.1709036900416964,0.455107363246008,-0.2842036732043116,-0.45399146183078065
MLP16,L17H2,0.1627951150195185,0.29963149311521,0.1627951150195185,0.29963149311521,0.1368363780956915,0.29590939554201445
MLP17,MLP18,0.1532581855998727,0.16674652893085365,0.1532581855998727,0.16674652893085365,0.01348834333098095,0.04215045191056341
L13H9,MLP16,0.15411073434762793,0.14447117696141423,0.14447117696141423,0.15411073434762793,-0.009639557386213693,-0.03228446540499378
MLP16,L17H12,0.13563487612967068,0.15304630100688388,0.13563487612967068,0.15304630100688388,0.0174114248772132,0.060313682554290995
MLP16,L20H5,0.1656720190823833,0.13501094271855127,0.13501094271855127,0.1656720190823833,-0.03066107636383203,-0.1019714458717186
MLP11,MLP12,0.14375382302632628,0.13346578753422259,0.13346578753422259,0.14375382302632628,-0.010288035492103692,-0.03711149969261151
L12H6,MLP16,0.13378105788839717,0.1288640816643191,0.1288640816643191,0.13378105788839717,-0.004916976224078079,-0.01872098692727256
Input Embed,L2H15,0.12793702415987498,0.13756366415805807,0.12793702415987498,0.13756366415805807,0.009626639998183084,0.036258437065350764
MLP16,L21H1,0.2010758870143233,0.12729585141634328,0.12729585141634328,0.2010758870143233,-0.07378003559798002,-0.2246844870103161
L18H14,MLP19,0.13182340085756022,0.1263768415800472,0.1263768415800472,0.13182340085756022,-0.00544655927751303,-0.021094322863887936
MLP16,L18H14,0.21402654075394167,0.12632163192041854,0.12632163192041854,0.21402654075394167,-0.08770490883352314,-0.25769172828037423
L20H5,L21H12,0.38820845402753096,0.12252852584657893,0.12252852584657893,0.38820845402753096,-0.26567992818095204,-0.5201893315938053
MLP11,L12H6,0.22947658699289375,0.11339918140051307,0.11339918140051307,0.22947658699289375,-0.11607740559238068,-0.3385407085962297
