sample_id,variant,component,set,mass
codecontests_cpp_4,clean_full,L21H12,tool_call_tags,0.014179999008774757
codecontests_cpp_4,clean_full,L16H4,user_block,0.42762789130210876
codecontests_cpp_4,clean_full,L16H4,tools_payload,6.238684591153287e-07
codecontests_cpp_4,clean_full,L16H4,protocol_payload,nan
codecontests_cpp_4,clean_full,L16H4,tool_call_tags,0.000135756068630144
codecontests_cpp_4,corrupt_full,L20H5,user_block,0.3445861339569092
codecontests_cpp_4,corrupt_full,L20H5,tools_payload,0.1368097960948944
codecontests_cpp_4,corrupt_full,L20H5,protocol_payload,nan
codecontests_cpp_4,corrupt_full,L20H5,tool_call_tags,0.015228758566081524
codecontests_cpp_4,corrupt_full,L21H1,user_block,0.1901334673166275
codecontests_cpp_4,corrupt_full,L21H1,tools_payload,0.0013302275910973549
codecontests_cpp_4,corrupt_full,L21H1,protocol_payload,nan
codecontests_cpp_4,corrupt_full,L21H1,tool_call_tags,0.009599233977496624
codecontests_cpp_4,corrupt_full,L21H12,user_block,0.12458916008472443
codecontests_cpp_4,corrupt_full,L21H12,tools_payload,0.025684896856546402
codecontests_cpp_4,corrupt_full,L21H12,protocol_payload,nan
codecontests_cpp_4,corrupt_full,L21H12,tool_call_tags,0.007189635653048754
codecontests_cpp_4,corrupt_full,L16H4,user_block,0.46205607056617737
codecontests_cpp_4,corrupt_full,L16H4,tools_payload,5.216465410740057e-07
codecontests_cpp_4,corrupt_full,L16H4,protocol_payload,nan
codecontests_cpp_4,corrupt_full,L16H4,tool_call_tags,0.000144576421007514
codecontests_java_4,clean_full,L20H5,user_block,0.12501612305641174
codecontests_java_4,clean_full,L20H5,tools_payload,0.22126328945159912
codecontests_java_4,clean_full,L20H5,protocol_payload,nan
codecontests_java_4,clean_full,L20H5,tool_call_tags,0.03693327307701111
codecontests_java_4,clean_full,L21H1,user_block,0.3875409960746765
codecontests_java_4,clean_full,L21H1,tools_payload,0.002645928645506501
codecontests_java_4,clean_full,L21H1,protocol_payload,nan
codecontests_java_4,clean_full,L21H1,tool_call_tags,0.023948725312948227
codecontests_java_4,clean_full,L21H12,user_block,0.026748018339276314
codecontests_java_4,clean_full,L21H12,tools_payload,0.01118441205471754
codecontests_java_4,clean_full,L21H12,protocol_payload,nan
codecontests_java_4,clean_full,L21H12,tool_call_tags,0.009208966046571732
codecontests_java_4,clean_full,L16H4,user_block,0.440945029258728
codecontests_java_4,clean_full,L16H4,tools_payload,3.598195462473086e-06
codecontests_java_4,clean_full,L16H4,protocol_payload,nan
codecontests_java_4,clean_full,L16H4,tool_call_tags,0.00024329955340363085
codecontests_java_4,corrupt_full,L20H5,user_block,0.36684590578079224
codecontests_java_4,corrupt_full,L20H5,tools_payload,0.13532403111457825
codecontests_java_4,corrupt_full,L20H5,protocol_payload,nan
codecontests_java_4,corrupt_full,L20H5,tool_call_tags,0.014504961669445038
codecontests_java_4,corrupt_full,L21H1,user_block,0.3892151117324829
codecontests_java_4,corrupt_full,L21H1,tools_payload,0.0019883918575942516
codecontests_java_4,corrupt_full,L21H1,protocol_payload,nan
codecontests_java_4,corrupt_full,L21H1,tool_call_tags,0.0067605432122945786
codecontests_java_4,corrupt_full,L21H12,user_block,0.16017884016036987
codecontests_java_4,corrupt_full,L21H12,tools_payload,0.01978153921663761
codecontests_java_4,corrupt_full,L21H12,protocol_payload,nan
codecontests_java_4,corrupt_full,L21H12,tool_call_tags,0.006432654336094856
codecontests_java_4,corrupt_full,L16H4,user_block,0.5245376825332642
codecontests_java_4,corrupt_full,L16H4,tools_payload,2.3476297883462394e-06
codecontests_java_4,corrupt_full,L16H4,protocol_payload,nan
codecontests_java_4,corrupt_full,L16H4,tool_call_tags,0.00018646710668690503
mbpp_python_4,clean_full,L20H5,user_block,0.18391643464565277
mbpp_python_4,clean_full,L20H5,tools_payload,0.27168354392051697
mbpp_python_4,clean_full,L20H5,protocol_payload,nan
mbpp_python_4,clean_full,L20H5,tool_call_tags,0.01391849759966135
mbpp_python_4,clean_full,L21H1,user_block,0.12689384818077087
mbpp_python_4,clean_full,L21H1,tools_payload,0.0018867530161514878
mbpp_python_4,clean_full,L21H1,protocol_payload,nan
mbpp_python_4,clean_full,L21H1,tool_call_tags,0.05777841806411743
mbpp_python_4,clean_full,L21H12,user_block,0.0268023032695055
mbpp_python_4,clean_full,L21H12,tools_payload,0.015533167868852615
mbpp_python_4,clean_full,L21H12,protocol_payload,nan
mbpp_python_4,clean_full,L21H12,tool_call_tags,0.014779260382056236
mbpp_python_4,clean_full,L16H4,user_block,0.45872223377227783
mbpp_python_4,clean_full,L16H4,tools_payload,2.5254871616198216e-06
mbpp_python_4,clean_full,L16H4,protocol_payload,nan
mbpp_python_4,clean_full,L16H4,tool_call_tags,0.00012141900515416637
mbpp_python_4,corrupt_full,L20H5,user_block,0.4694202244281769
mbpp_python_4,corrupt_full,L20H5,tools_payload,0.13335873186588287
mbpp_python_4,corrupt_full,L20H5,protocol_payload,nan
mbpp_python_4,corrupt_full,L20H5,tool_call_tags,0.007134329993277788
mbpp_python_4,corrupt_full,L21H1,user_block,0.11911826580762863
mbpp_python_4,corrupt_full,L21H1,tools_payload,0.0017810408025979996
mbpp_python_4,corrupt_full,L21H1,protocol_payload,nan
mbpp_python_4,corrupt_full,L21H1,tool_call_tags,0.02016397938132286
mbpp_python_4,corrupt_full,L21H12,user_block,0.1461787074804306
mbpp_python_4,corrupt_full,L21H12,tools_payload,0.016415532678365707
mbpp_python_4,corrupt_full,L21H12,protocol_payload,nan
mbpp_python_4,corrupt_full,L21H12,tool_call_tags,0.011253862641751766
mbpp_python_4,corrupt_full,L16H4,user_block,0.5465196967124939
mbpp_python_4,corrupt_full,L16H4,tools_payload,3.7315558074624278e-06
mbpp_python_4,corrupt_full,L16H4,protocol_payload,nan
mbpp_python_4,corrupt_full,L16H4,tool_call_tags,0.00014511540939565748
apps_python_5,clean_full,L20H5,user_block,0.4261951446533203
apps_python_5,clean_full,L20H5,tools_payload,0.1309267282485962
apps_python_5,clean_full,L20H5,protocol_payload,nan
apps_python_5,clean_full,L20H5,tool_call_tags,0.015857793390750885
apps_python_5,clean_full,L21H1,user_block,0.1657276451587677
apps_python_5,clean_full,L21H1,tools_payload,0.003520427970215678
apps_python_5,clean_full,L21H1,protocol_payload,nan
apps_python_5,clean_full,L21H1,tool_call_tags,0.05849861353635788
apps_python_5,clean_full,L21H12,user_block,0.07336635887622833
apps_python_5,clean_full,L21H12,tools_payload,0.04299897328019142
apps_python_5,clean_full,L21H12,protocol_payload,nan
apps_python_5,clean_full,L21H12,tool_call_tags,0.02429746650159359
apps_python_5,clean_full,L16H4,user_block,0.5316183567047119
apps_python_5,clean_full,L16H4,tools_payload,9.23554978271568e-07
apps_python_5,clean_full,L16H4,protocol_payload,nan
apps_python_5,clean_full,L16H4,tool_call_tags,0.00017614875105209649
apps_python_5,corrupt_full,L20H5,user_block,0.49811601638793945
apps_python_5,corrupt_full,L20H5,tools_payload,0.08517925441265106
apps_python_5,corrupt_full,L20H5,protocol_payload,nan
apps_python_5,corrupt_full,L20H5,tool_call_tags,0.007960570976138115
apps_python_5,corrupt_full,L21H1,user_block,0.15292392671108246
apps_python_5,corrupt_full,L21H1,tools_payload,0.0016684916336089373
apps_python_5,corrupt_full,L21H1,protocol_payload,nan
apps_python_5,corrupt_full,L21H1,tool_call_tags,0.030706847086548805
apps_python_5,corrupt_full,L21H12,user_block,0.10484872758388519
apps_python_5,corrupt_full,L21H12,tools_payload,0.0372612364590168
apps_python_5,corrupt_full,L21H12,protocol_payload,nan
apps_python_5,corrupt_full,L21H12,tool_call_tags,0.012942008674144745
apps_python_5,corrupt_full,L16H4,user_block,0.5975121259689331
apps_python_5,corrupt_full,L16H4,tools_payload,8.286658612632891e-07
apps_python_5,corrupt_full,L16H4,protocol_payload,nan
apps_python_5,corrupt_full,L16H4,tool_call_tags,0.00013548538845498115
codecontests_cpp_5,clean_full,L20H5,user_block,0.19688758254051208
codecontests_cpp_5,clean_full,L20H5,tools_payload,0.1763419210910797
codecontests_cpp_5,clean_full,L20H5,protocol_payload,nan
codecontests_cpp_5,clean_full,L20H5,tool_call_tags,0.034444183111190796
codecontests_cpp_5,clean_full,L21H1,user_block,0.21635305881500244
codecontests_cpp_5,clean_full,L21H1,tools_payload,0.001946039847098291
codecontests_cpp_5,clean_full,L21H1,protocol_payload,nan
codecontests_cpp_5,clean_full,L21H1,tool_call_tags,0.02138582617044449
codecontests_cpp_5,clean_full,L21H12,user_block,0.06082075089216232
codecontests_cpp_5,clean_full,L21H12,tools_payload,0.02474101074039936
codecontests_cpp_5,clean_full,L21H12,protocol_payload,nan
codecontests_cpp_5,clean_full,L21H12,tool_call_tags,0.01563315838575363
codecontests_cpp_5,clean_full,L16H4,user_block,0.4744497835636139
codecontests_cpp_5,clean_full,L16H4,tools_payload,2.211843593613594e-06
codecontests_cpp_5,clean_full,L16H4,protocol_payload,nan
