sample_id,family,component,base_variant,rescue_ratio,decision_score,top1_success,boundary_flip
apps_python_210,query,L21H1,corrupt_full,0.47183098591549294,-1.10888671875,False,False
apps_python_210,query,L21H12,corrupt_full,0.6232394366197183,-0.69140625,False,False
apps_python_210,query,L24H6,corrupt_full,0.551056338028169,-0.8994140625,False,False
apps_python_210,query,MLP27,corrupt_full,0.8054577464788732,-0.05078125,False,False
apps_python_210,suppress,L16H4,clean_full,0.19158878504672897,-1.33984375,False,False
apps_python_210,suppress,MLP17,clean_full,0.2897196261682243,-1.155517578125,False,False
apps_python_210,suppress,L23H6,clean_full,0.22897196261682243,-1.267578125,False,False
codecontests_java_210,query,L20H5,corrupt_full,0.2191780821917808,-3.556396484375,False,False
codecontests_java_210,query,L21H1,corrupt_full,0.4691780821917808,-2.37158203125,False,False
codecontests_java_210,query,L21H12,corrupt_full,0.8133561643835616,-0.412109375,False,False
codecontests_java_210,query,L24H6,corrupt_full,0.613013698630137,-1.6298828125,False,False
codecontests_java_210,query,MLP27,corrupt_full,0.6866438356164384,-1.1865234375,False,False
codecontests_java_210,suppress,L16H4,clean_full,0.2647058823529412,-2.7161865234375,False,False
codecontests_java_210,suppress,MLP17,clean_full,0.3445378151260504,-2.4013671875,False,False
codecontests_java_210,suppress,L23H6,clean_full,0.31512605042016806,-2.5179443359375,False,False
apps_python_211,query,L20H5,corrupt_full,0.21266968325791855,-2.711273193359375,False,False
apps_python_211,query,L21H1,corrupt_full,0.5248868778280543,-1.57568359375,False,False
apps_python_211,query,L21H12,corrupt_full,0.581447963800905,-1.34912109375,False,False
apps_python_211,query,L24H6,corrupt_full,0.497737556561086,-1.678466796875,False,False
apps_python_211,query,MLP27,corrupt_full,0.7330316742081447,-0.671875,False,False
apps_python_211,suppress,L16H4,clean_full,0.216,-1.513427734375,False,False
apps_python_211,suppress,MLP17,clean_full,0.728,-0.109375,True,False
apps_python_211,suppress,L23H6,clean_full,0.36,-1.192138671875,False,False
codecontests_cpp_211,query,L20H5,corrupt_full,0.09326424870466321,-5.4675140380859375,False,False
codecontests_cpp_211,query,L21H1,corrupt_full,0.4481865284974093,-3.3111572265625,False,False
codecontests_cpp_211,query,L21H12,corrupt_full,0.6424870466321243,-2.09033203125,False,False
codecontests_cpp_211,query,L24H6,corrupt_full,0.5310880829015544,-2.795166015625,False,False
codecontests_cpp_211,query,MLP27,corrupt_full,0.7538860103626943,-1.330078125,False,False
codecontests_cpp_211,suppress,L16H4,clean_full,0.22535211267605634,-1.697021484375,False,False
codecontests_cpp_211,suppress,MLP17,clean_full,0.8265845070422535,0.330078125,True,True
codecontests_cpp_211,suppress,L23H6,clean_full,0.44014084507042256,-1.14404296875,False,False
codecontests_java_211,query,L20H5,corrupt_full,0.2804232804232804,-8.49224853515625,False,False
codecontests_java_211,query,L21H1,corrupt_full,0.3783068783068783,-7.33056640625,False,False
codecontests_java_211,query,L21H12,corrupt_full,0.8478835978835979,-1.5810546875,False,False
codecontests_java_211,query,L24H6,corrupt_full,0.6626984126984127,-3.9140625,False,False
codecontests_java_211,query,MLP27,corrupt_full,0.8564814814814815,-1.40234375,False,False
codecontests_java_211,suppress,L16H4,clean_full,0.2195945945945946,-3.59893798828125,False,False
codecontests_java_211,suppress,MLP17,clean_full,0.33783783783783783,-3.0374755859375,False,False
codecontests_java_211,suppress,L23H6,clean_full,0.28040540540540543,-3.3116455078125,False,False
apps_python_212,query,L20H5,corrupt_full,0.297029702970297,-2.2027587890625,False,False
apps_python_212,query,L21H1,corrupt_full,0.30198019801980197,-2.19183349609375,False,False
apps_python_212,query,L21H12,corrupt_full,0.504950495049505,-1.513671875,False,False
apps_python_212,query,L24H6,corrupt_full,0.45792079207920794,-1.6650390625,False,False
apps_python_212,query,MLP27,corrupt_full,0.864480198019802,-0.0078125,False,False
apps_python_212,suppress,L16H4,clean_full,0.1762114537444934,-1.43603515625,False,False
apps_python_212,suppress,MLP17,clean_full,-0.0881057268722467,-1.8955078125,False,False
apps_python_212,suppress,L23H6,clean_full,0.3568281938325991,-1.0400390625,False,False
codecontests_java_212,query,L20H5,corrupt_full,0.450354609929078,-2.373291015625,False,False
codecontests_java_212,query,L21H1,corrupt_full,0.32269503546099293,-2.96337890625,False,False
codecontests_java_212,query,L21H12,corrupt_full,0.773936170212766,-0.650390625,False,False
codecontests_java_212,query,L24H6,corrupt_full,0.624113475177305,-1.5009765625,False,False
codecontests_java_212,query,MLP27,corrupt_full,0.8865248226950354,0.25390625,True,True
codecontests_java_212,suppress,L16H4,clean_full,0.09871244635193133,-3.277008056640625,False,False
codecontests_java_212,suppress,MLP17,clean_full,0.6051502145922747,-1.236328125,False,False
codecontests_java_212,suppress,L23H6,clean_full,0.30042918454935624,-2.5230712890625,False,False
apps_python_213,query,L20H5,corrupt_full,0.225531914893617,-2.837066650390625,False,False
apps_python_213,query,L21H1,corrupt_full,0.674468085106383,-1.0625,False,False
apps_python_213,query,L21H12,corrupt_full,0.5234042553191489,-1.69287109375,False,False
apps_python_213,query,L24H6,corrupt_full,0.4978723404255319,-1.794189453125,False,False
apps_python_213,query,MLP27,corrupt_full,0.7595744680851064,-0.62890625,False,False
apps_python_213,suppress,L16H4,clean_full,0.32894736842105265,-1.147216796875,False,False
apps_python_213,suppress,MLP17,clean_full,0.41228070175438597,-0.9609375,False,False
apps_python_213,suppress,L23H6,clean_full,0.3201754385964912,-1.163818359375,False,False
codecontests_cpp_213,query,L20H5,corrupt_full,0.2619047619047619,-1.673095703125,False,False
codecontests_cpp_213,query,L21H1,corrupt_full,0.6598639455782312,-0.552734375,False,False
codecontests_cpp_213,query,L21H12,corrupt_full,0.717687074829932,-0.341796875,False,False
codecontests_cpp_213,query,L24H6,corrupt_full,0.5034013605442177,-1.03369140625,False,False
codecontests_cpp_213,query,MLP27,corrupt_full,0.8239795918367347,0.126953125,True,True
codecontests_cpp_213,suppress,L16H4,clean_full,0.1282051282051282,-2.121337890625,False,False
codecontests_cpp_213,suppress,MLP17,clean_full,0.4423076923076923,-1.2939453125,False,False
codecontests_cpp_213,suppress,L23H6,clean_full,0.2948717948717949,-1.6934814453125,False,False
codecontests_java_213,query,L20H5,corrupt_full,0.07586206896551724,-4.1868896484375,False,False
codecontests_java_213,query,L21H1,corrupt_full,0.23103448275862068,-3.48089599609375,False,False
codecontests_java_213,query,L21H12,corrupt_full,0.6068965517241379,-1.728515625,False,False
codecontests_java_213,query,L24H6,corrupt_full,0.5275862068965518,-2.097900390625,False,False
codecontests_java_213,query,MLP27,corrupt_full,0.656896551724138,-1.4560546875,False,False
codecontests_java_213,suppress,L16H4,clean_full,0.5282051282051282,-0.5576171875,False,False
codecontests_java_213,suppress,MLP17,clean_full,0.8692307692307693,0.671875,True,True
codecontests_java_213,suppress,L23H6,clean_full,0.517948717948718,-0.583984375,False,False
apps_python_214,query,L20H5,corrupt_full,0.35135135135135137,-2.2261962890625,False,False
apps_python_214,query,L21H1,corrupt_full,0.6846846846846847,-0.908203125,False,False
apps_python_214,query,L21H12,corrupt_full,0.5788288288288288,-1.35595703125,False,False
apps_python_214,query,L24H6,corrupt_full,0.47297297297297297,-1.775390625,False,False
apps_python_214,query,MLP27,corrupt_full,0.6058558558558559,-1.2373046875,False,False
apps_python_214,suppress,L16H4,clean_full,0.24125874125874125,-1.6754150390625,False,False
apps_python_214,suppress,MLP17,clean_full,0.6958041958041958,-0.345703125,False,False
apps_python_214,suppress,L23H6,clean_full,0.4125874125874126,-1.23681640625,False,False
codecontests_java_214,query,L20H5,corrupt_full,0.20175438596491227,-2.836181640625,False,False
codecontests_java_214,query,L21H1,corrupt_full,0.2236842105263158,-2.7530517578125,False,False
codecontests_java_214,query,L21H12,corrupt_full,0.6995614035087719,-0.822265625,False,False
codecontests_java_214,query,L24H6,corrupt_full,0.5789473684210527,-1.3642578125,False,False
codecontests_java_214,query,MLP27,corrupt_full,0.7960526315789473,-0.271484375,False,False
codecontests_java_214,suppress,L16H4,clean_full,0.16080402010050251,-2.601776123046875,False,False
codecontests_java_214,suppress,MLP17,clean_full,0.4849246231155779,-1.50146484375,False,False
codecontests_java_214,suppress,L23H6,clean_full,0.3165829145728643,-2.088134765625,False,False
apps_python_215,query,L20H5,corrupt_full,0.7514705882352941,-1.009765625,False,False
apps_python_215,query,L21H1,corrupt_full,0.85,-0.23046875,False,False
apps_python_215,query,L21H12,corrupt_full,0.8757352941176471,0.02734375,True,True
apps_python_215,query,L24H6,corrupt_full,0.5882352941176471,-2.08837890625,False,False
apps_python_215,query,MLP27,corrupt_full,0.9415441176470588,1.095703125,True,True
apps_python_215,suppress,L16H4,clean_full,0.02512562814070352,-6.062459468841553,False,False
apps_python_215,suppress,MLP17,clean_full,0.3316582914572864,-4.14471435546875,False,False
apps_python_215,suppress,L23H6,clean_full,0.23618090452261306,-4.74560546875,False,False
codecontests_cpp_215,query,L20H5,corrupt_full,0.09649122807017543,-3.21636962890625,False,False
codecontests_cpp_215,query,L21H1,corrupt_full,0.42543859649122806,-2.006103515625,False,False
codecontests_cpp_215,query,L21H12,corrupt_full,0.6995614035087719,-0.869140625,False,False
codecontests_cpp_215,query,L24H6,corrupt_full,0.5350877192982456,-1.5732421875,False,False
codecontests_cpp_215,query,MLP27,corrupt_full,0.8453947368421053,-0.07421875,False,False
codecontests_cpp_215,suppress,L16H4,clean_full,0.10135135135135136,-2.07537841796875,False,False
codecontests_cpp_215,suppress,MLP17,clean_full,0.606418918918919,-0.701171875,False,False
codecontests_cpp_215,suppress,L23H6,clean_full,0.27364864864864863,-1.651123046875,False,False
codecontests_java_215,query,L20H5,corrupt_full,0.3684210526315789,-5.24212646484375,False,False
codecontests_java_215,query,L21H1,corrupt_full,0.30451127819548873,-5.77020263671875,False,False
codecontests_java_215,query,L21H12,corrupt_full,0.7969924812030075,-1.4990234375,False,False
codecontests_java_215,query,L24H6,corrupt_full,0.6109022556390977,-3.180908203125,False,False
codecontests_java_215,query,MLP27,corrupt_full,0.7659774436090225,-1.798828125,False,False
codecontests_java_215,suppress,L16H4,clean_full,0.19072164948453607,-2.43914794921875,False,False
codecontests_java_215,suppress,MLP17,clean_full,0.38917525773195877,-1.76171875,False,False
codecontests_java_215,suppress,L23H6,clean_full,0.3556701030927835,-1.9013671875,False,False
apps_python_216,query,L20H5,corrupt_full,0.28346456692913385,-2.83502197265625,False,False
apps_python_216,query,L21H1,corrupt_full,0.39763779527559057,-2.3687744140625,False,False
apps_python_216,query,L21H12,corrupt_full,0.515748031496063,-1.874755859375,False,False
apps_python_216,query,L24H6,corrupt_full,0.47244094488188976,-2.049072265625,False,False
apps_python_216,query,MLP27,corrupt_full,0.5826771653543307,-1.58837890625,False,False
apps_python_216,suppress,L16H4,clean_full,0.2,-1.20343017578125,False,False
apps_python_216,suppress,MLP17,clean_full,0.4153846153846154,-0.771484375,False,False
apps_python_216,suppress,L23H6,clean_full,0.382051282051282,-0.869140625,False,False
codecontests_cpp_216,query,L20H5,corrupt_full,0.27702702702702703,-3.33282470703125,False,False
codecontests_cpp_216,query,L21H1,corrupt_full,0.7415540540540541,-0.9375,False,False
codecontests_cpp_216,query,L21H12,corrupt_full,0.8133445945945946,-0.458984375,False,False
codecontests_cpp_216,query,L24H6,corrupt_full,0.5405405405405406,-2.04296875,False,False
codecontests_cpp_216,query,MLP27,corrupt_full,0.793918918918919,-0.58984375,False,False
codecontests_cpp_216,suppress,L16H4,clean_full,0.21495327102803738,-2.6124267578125,False,False
codecontests_cpp_216,suppress,MLP17,clean_full,0.35046728971962615,-2.132080078125,False,False
codecontests_cpp_216,suppress,L23H6,clean_full,0.308411214953271,-2.283935546875,False,False
codecontests_java_216,query,L20H5,corrupt_full,0.25,-11.247482299804688,False,False
codecontests_java_216,query,L21H1,corrupt_full,0.6083333333333333,-5.84130859375,False,False
codecontests_java_216,query,L21H12,corrupt_full,0.9239583333333333,-0.693359375,False,False
codecontests_java_216,query,L24H6,corrupt_full,0.63125,-5.491943359375,False,False
codecontests_java_216,query,MLP27,corrupt_full,0.7760416666666666,-3.1259765625,False,False
codecontests_java_216,suppress,L16H4,clean_full,0.2648648648648649,-4.241455078125,False,False
codecontests_java_216,suppress,MLP17,clean_full,0.4783783783783784,-2.967529296875,False,False
codecontests_java_216,suppress,L23H6,clean_full,0.22702702702702704,-4.462158203125,False,False
apps_python_217,query,L20H5,corrupt_full,0.17365269461077845,-4.31024169921875,False,False
apps_python_217,query,L21H1,corrupt_full,0.5149700598802395,-2.49267578125,False,False
apps_python_217,query,L21H12,corrupt_full,0.5389221556886228,-2.359619140625,False,False
apps_python_217,query,L24H6,corrupt_full,0.5149700598802395,-2.49072265625,False,False
apps_python_217,query,MLP27,corrupt_full,0.6796407185628742,-1.529296875,False,False
apps_python_217,suppress,L16H4,clean_full,0.31329113924050633,-1.655029296875,False,False
apps_python_217,suppress,MLP17,clean_full,0.7262658227848101,-0.265625,True,False
apps_python_217,suppress,L23H6,clean_full,0.26582278481012656,-1.78466796875,False,False
codecontests_java_217,query,L20H5,corrupt_full,0.4424083769633508,-3.302734375,False,False
codecontests_java_217,query,L21H1,corrupt_full,0.6413612565445026,-2.0244140625,False,False
codecontests_java_217,query,L21H12,corrupt_full,0.7931937172774869,-0.923828125,False,False
codecontests_java_217,query,L24H6,corrupt_full,0.7421465968586387,-1.3017578125,False,False
codecontests_java_217,query,MLP27,corrupt_full,0.9479712041884817,0.861328125,True,True
codecontests_java_217,suppress,L16H4,clean_full,0.15503875968992248,-3.40057373046875,False,False
codecontests_java_217,suppress,MLP17,clean_full,0.27906976744186046,-2.8841552734375,False,False
codecontests_java_217,suppress,L23H6,clean_full,0.24031007751937986,-3.04876708984375,False,False
apps_python_218,query,L20H5,corrupt_full,0.18110236220472442,-3.245880126953125,False,False
apps_python_218,query,L21H1,corrupt_full,0.5098425196850394,-1.9161376953125,False,False
apps_python_218,query,L21H12,corrupt_full,0.4921259842519685,-1.98876953125,False,False
apps_python_218,query,L24H6,corrupt_full,0.49606299212598426,-1.9638671875,False,False
apps_python_218,query,MLP27,corrupt_full,0.7421259842519685,-0.873046875,False,False
apps_python_218,suppress,L16H4,clean_full,0.3,-0.861083984375,False,False
apps_python_218,suppress,MLP17,clean_full,0.6484848484848484,-0.150390625,True,False
apps_python_218,suppress,L23H6,clean_full,0.5515151515151515,-0.404296875,True,False
codecontests_cpp_218,query,L20H5,corrupt_full,0.41007194244604317,-2.527099609375,False,False
codecontests_cpp_218,query,L21H1,corrupt_full,0.8156474820143885,-0.345703125,False,False
codecontests_cpp_218,query,L21H12,corrupt_full,0.7032374100719424,-1.060546875,False,False
codecontests_cpp_218,query,L24H6,corrupt_full,0.5539568345323741,-1.84033203125,False,False
codecontests_cpp_218,query,MLP27,corrupt_full,0.8723021582733813,0.140625,True,True
codecontests_cpp_218,suppress,L16H4,clean_full,0.21052631578947367,-2.802001953125,False,False
codecontests_cpp_218,suppress,MLP17,clean_full,0.3508771929824561,-2.278076171875,False,False
codecontests_cpp_218,suppress,L23H6,clean_full,0.2236842105263158,-2.75408935546875,False,False
codecontests_java_218,query,L20H5,corrupt_full,0.0935672514619883,-9.68218994140625,False,False
codecontests_java_218,query,L21H1,corrupt_full,0.2894736842105263,-7.5914459228515625,False,False
codecontests_java_218,query,L21H12,corrupt_full,0.4619883040935672,-5.74066162109375,False,False
codecontests_java_218,query,L24H6,corrupt_full,0.6169590643274854,-4.059326171875,False,False
codecontests_java_218,query,MLP27,corrupt_full,0.6754385964912281,-3.42578125,False,False
codecontests_java_218,suppress,L16H4,clean_full,0.19285714285714287,-1.74462890625,False,False
codecontests_java_218,suppress,MLP17,clean_full,0.7446428571428572,0.0703125,True,True
codecontests_java_218,suppress,L23H6,clean_full,0.4,-1.23291015625,False,False
apps_python_219,query,L20H5,corrupt_full,0.4226190476190476,-2.994873046875,False,False
apps_python_219,query,L21H1,corrupt_full,0.7544642857142857,-1.0390625,False,False
apps_python_219,query,L21H12,corrupt_full,0.6636904761904762,-1.626953125,False,False
apps_python_219,query,L24H6,corrupt_full,0.6011904761904762,-2.00146484375,False,False
apps_python_219,query,MLP27,corrupt_full,0.75,-1.03125,False,False
apps_python_219,suppress,L16H4,clean_full,0.07111111111111111,-3.2640762329101562,False,False
apps_python_219,suppress,MLP17,clean_full,0.3244444444444444,-2.3443603515625,False,False
apps_python_219,suppress,L23H6,clean_full,0.26666666666666666,-2.5595703125,False,False
codecontests_cpp_219,query,L20H5,corrupt_full,0.20909090909090908,-2.7071533203125,False,False
codecontests_cpp_219,query,L21H1,corrupt_full,0.7761363636363636,-0.30859375,False,False
codecontests_cpp_219,query,L21H12,corrupt_full,0.7988636363636363,-0.171875,False,False
codecontests_cpp_219,query,L24H6,corrupt_full,0.6568181818181819,-0.939453125,False,False
codecontests_cpp_219,query,MLP27,corrupt_full,0.8988636363636363,0.65234375,True,True
codecontests_cpp_219,suppress,L16H4,clean_full,0.20357142857142857,-3.477508544921875,False,False
codecontests_cpp_219,suppress,MLP17,clean_full,0.4857142857142857,-2.18603515625,False,False
codecontests_cpp_219,suppress,L23H6,clean_full,0.17142857142857143,-3.62017822265625,False,False
codecontests_java_219,query,L20H5,corrupt_full,0.30113636363636365,-7.681884765625,False,False
codecontests_java_219,query,L21H1,corrupt_full,0.6463068181818182,-3.846435546875,False,False
codecontests_java_219,query,L21H12,corrupt_full,0.9442471590909091,0.2265625,True,True
codecontests_java_219,query,L24H6,corrupt_full,0.6960227272727273,-3.2685546875,False,False
codecontests_java_219,query,MLP27,corrupt_full,0.8835227272727273,-0.7890625,False,False
codecontests_java_219,suppress,L16H4,clean_full,0.3014354066985646,-4.5526123046875,False,False
codecontests_java_219,suppress,MLP17,clean_full,0.43779904306220097,-3.6463623046875,False,False
codecontests_java_219,suppress,L23H6,clean_full,0.23923444976076555,-4.96466064453125,False,False
apps_python_220,query,L20H5,corrupt_full,0.365,-3.95318603515625,False,False
apps_python_220,query,L21H1,corrupt_full,0.71125,-1.6474609375,False,False
apps_python_220,query,L21H12,corrupt_full,0.68,-1.8681640625,False,False
apps_python_220,query,L24H6,corrupt_full,0.555,-2.70556640625,False,False
apps_python_220,query,MLP27,corrupt_full,0.6175,-2.31201171875,False,False
apps_python_220,suppress,L16H4,clean_full,0.15217391304347827,-2.42919921875,False,False
apps_python_220,suppress,MLP17,clean_full,0.6222826086956522,-0.7578125,False,False
apps_python_220,suppress,L23H6,clean_full,0.37228260869565216,-1.7470703125,False,False
codecontests_cpp_220,query,L20H5,corrupt_full,0.2543352601156069,-1.9967041015625,False,False
codecontests_cpp_220,query,L21H1,corrupt_full,0.7109826589595376,-0.4609375,True,False
codecontests_cpp_220,query,L21H12,corrupt_full,0.7210982658959537,-0.41015625,True,False
codecontests_cpp_220,query,L24H6,corrupt_full,0.5549132947976878,-1.0576171875,False,False
codecontests_cpp_220,query,MLP27,corrupt_full,0.9158236994219653,0.7958984375,True,True
codecontests_cpp_220,suppress,L16H4,clean_full,0.10945273631840796,-2.79376220703125,False,False
codecontests_cpp_220,suppress,MLP17,clean_full,0.5671641791044776,-1.23779296875,False,False
codecontests_cpp_220,suppress,L23H6,clean_full,0.20398009950248755,-2.489501953125,False,False
codecontests_java_220,query,L20H5,corrupt_full,0.5,-3.15234375,False,False
codecontests_java_220,query,L21H1,corrupt_full,0.3333333333333333,-4.23291015625,False,False
codecontests_java_220,query,L21H12,corrupt_full,0.8811274509803921,-0.140625,False,False
codecontests_java_220,query,L24H6,corrupt_full,0.6397058823529411,-2.18701171875,False,False
codecontests_java_220,query,MLP27,corrupt_full,0.8223039215686274,-0.72265625,False,False
codecontests_java_220,suppress,L16H4,clean_full,0.10555555555555556,-5.03021240234375,False,False
codecontests_java_220,suppress,MLP17,clean_full,0.16111111111111112,-4.71624755859375,False,False
codecontests_java_220,suppress,L23H6,clean_full,0.2222222222222222,-4.37060546875,False,False
apps_python_221,query,L20H5,corrupt_full,0.45454545454545453,-1.7158203125,False,False
apps_python_221,query,L21H1,corrupt_full,0.6650717703349283,-0.90625,False,False
apps_python_221,query,L21H12,corrupt_full,0.6124401913875598,-1.1259765625,False,False
apps_python_221,query,L24H6,corrupt_full,0.4904306220095694,-1.58837890625,False,False
apps_python_221,query,MLP27,corrupt_full,0.7009569377990431,-0.6796875,False,False
apps_python_221,suppress,L16H4,clean_full,-0.03870967741935484,-2.5140762329101562,False,False
apps_python_221,suppress,MLP17,clean_full,0.3967741935483871,-1.396484375,False,False
apps_python_221,suppress,L23H6,clean_full,0.3096774193548387,-1.63671875,False,False
codecontests_java_221,query,L20H5,corrupt_full,0.46206896551724136,-4.86041259765625,False,False
codecontests_java_221,query,L21H1,corrupt_full,0.7801724137931034,-1.830078125,False,False
codecontests_java_221,query,L21H12,corrupt_full,0.9575431034482759,0.787109375,True,True
codecontests_java_221,query,L24H6,corrupt_full,0.7586206896551724,-2.0068359375,False,False
codecontests_java_221,query,MLP27,corrupt_full,0.971551724137931,1.3828125,True,True
codecontests_java_221,suppress,L16H4,clean_full,0.06698564593301436,-6.0930023193359375,False,False
codecontests_java_221,suppress,MLP17,clean_full,0.2631578947368421,-4.80804443359375,False,False
codecontests_java_221,suppress,L23H6,clean_full,0.18660287081339713,-5.310676574707031,False,False
mbpp_python_221,query,L20H5,corrupt_full,0.07428571428571429,-2.5304603576660156,False,False
mbpp_python_221,query,L21H1,corrupt_full,0.4057142857142857,-1.587158203125,False,False
mbpp_python_221,query,L21H12,corrupt_full,0.47714285714285715,-1.367431640625,False,False
mbpp_python_221,query,L24H6,corrupt_full,0.6,-0.9736328125,False,False
mbpp_python_221,query,MLP27,corrupt_full,0.77,-0.302734375,False,False
mbpp_python_221,suppress,L16H4,clean_full,0.1702127659574468,-1.51275634765625,False,False
mbpp_python_221,suppress,MLP17,clean_full,0.8319148936170213,0.37109375,True,True
mbpp_python_221,suppress,L23H6,clean_full,0.3617021276595745,-1.112060546875,False,False
apps_python_222,query,L20H5,corrupt_full,0.22580645161290322,-2.61749267578125,False,False
apps_python_222,query,L21H1,corrupt_full,0.5852534562211982,-1.3017578125,False,False
apps_python_222,query,L21H12,corrupt_full,0.5552995391705069,-1.41748046875,False,False
apps_python_222,query,L24H6,corrupt_full,0.4400921658986175,-1.852783203125,False,False
apps_python_222,query,MLP27,corrupt_full,0.5852534562211982,-1.28515625,False,False
apps_python_222,suppress,L16H4,clean_full,0.23897058823529413,-1.5946044921875,False,False
apps_python_222,suppress,MLP17,clean_full,0.5753676470588235,-0.712890625,False,False
apps_python_222,suppress,L23H6,clean_full,0.40808823529411764,-1.17626953125,False,False
codecontests_java_222,query,L20H5,corrupt_full,0.4189189189189189,-1.6103515625,False,False
codecontests_java_222,query,L21H1,corrupt_full,0.4837837837837838,-1.38720703125,False,False
codecontests_java_222,query,L21H12,corrupt_full,0.9320945945945946,1.0693359375,True,True
codecontests_java_222,query,L24H6,corrupt_full,0.5837837837837838,-1.02734375,False,False
codecontests_java_222,query,MLP27,corrupt_full,0.8716216216216216,0.46875,True,True
codecontests_java_222,suppress,L16H4,clean_full,0.1124031007751938,-3.576141357421875,False,False
codecontests_java_222,suppress,MLP17,clean_full,0.18992248062015504,-3.260345458984375,False,False
codecontests_java_222,suppress,L23H6,clean_full,0.2713178294573643,-2.925048828125,False,False
apps_python_223,query,L20H5,corrupt_full,0.46859903381642515,-1.64013671875,False,False
apps_python_223,query,L21H1,corrupt_full,0.5942028985507246,-1.1640625,False,False
apps_python_223,query,L21H12,corrupt_full,0.5942028985507246,-1.1630859375,False,False
apps_python_223,query,L24H6,corrupt_full,0.5072463768115942,-1.50048828125,False,False
apps_python_223,query,MLP27,corrupt_full,0.46618357487922707,-1.6240234375,False,False
apps_python_223,suppress,L16H4,clean_full,0.12365591397849462,-2.543243408203125,False,False
apps_python_223,suppress,MLP17,clean_full,0.5483870967741935,-1.177734375,False,False
apps_python_223,suppress,L23H6,clean_full,0.27419354838709675,-2.088134765625,False,False
codecontests_cpp_223,query,L20H5,corrupt_full,0.242914979757085,-2.90869140625,False,False
codecontests_cpp_223,query,L21H1,corrupt_full,0.4574898785425101,-2.0263671875,False,False
codecontests_cpp_223,query,L21H12,corrupt_full,0.7165991902834008,-0.8125,False,False
codecontests_cpp_223,query,L24H6,corrupt_full,0.6012145748987854,-1.3955078125,False,False
codecontests_cpp_223,query,MLP27,corrupt_full,0.8299595141700404,-0.12109375,False,False
codecontests_cpp_223,suppress,L16H4,clean_full,0.24074074074074073,-2.546630859375,False,False
codecontests_cpp_223,suppress,MLP17,clean_full,0.7141203703703703,-0.59765625,False,False
codecontests_cpp_223,suppress,L23H6,clean_full,0.24074074074074073,-2.5465087890625,False,False
codecontests_java_223,query,L20H5,corrupt_full,0.3803921568627451,-4.92596435546875,False,False
codecontests_java_223,query,L21H1,corrupt_full,0.29411764705882354,-5.620574951171875,False,False
codecontests_java_223,query,L21H12,corrupt_full,0.8245098039215686,-1.1630859375,False,False
codecontests_java_223,query,L24H6,corrupt_full,0.6568627450980392,-2.65576171875,False,False
codecontests_java_223,query,MLP27,corrupt_full,0.7313725490196078,-2.0322265625,False,False
codecontests_java_223,suppress,L16H4,clean_full,0.2645739910313901,-2.53564453125,False,False
codecontests_java_223,suppress,MLP17,clean_full,0.4349775784753363,-1.90234375,False,False
codecontests_java_223,suppress,L23H6,clean_full,0.28699551569506726,-2.4599609375,False,False
apps_python_224,query,L20H5,corrupt_full,0.19047619047619047,-2.38128662109375,False,False
apps_python_224,query,L21H1,corrupt_full,0.5105820105820106,-1.380859375,False,False
apps_python_224,query,L21H12,corrupt_full,0.4576719576719577,-1.554931640625,False,False
apps_python_224,query,L24H6,corrupt_full,0.5026455026455027,-1.39697265625,False,False
apps_python_224,query,MLP27,corrupt_full,0.6005291005291006,-1.07763671875,False,False
apps_python_224,suppress,L16H4,clean_full,0.23214285714285715,-1.655029296875,False,False
apps_python_224,suppress,MLP17,clean_full,0.8080357142857143,0.306640625,False,True
apps_python_224,suppress,L23H6,clean_full,0.3678571428571429,-1.302734375,False,False
codecontests_cpp_224,query,L20H5,corrupt_full,0.3220338983050847,-1.839111328125,False,False
codecontests_cpp_224,query,L21H1,corrupt_full,0.6567796610169492,-0.7119140625,False,False
codecontests_cpp_224,query,L21H12,corrupt_full,0.7457627118644068,-0.322265625,False,False
codecontests_cpp_224,query,L24H6,corrupt_full,0.5932203389830508,-0.9541015625,False,False
codecontests_cpp_224,query,MLP27,corrupt_full,0.873587570621469,0.392578125,True,True
codecontests_cpp_224,suppress,L16H4,clean_full,0.14594594594594595,-2.46356201171875,False,False
codecontests_cpp_224,suppress,MLP17,clean_full,0.7094594594594594,-0.5546875,False,False
codecontests_cpp_224,suppress,L23H6,clean_full,0.24864864864864866,-2.1544189453125,False,False
codecontests_java_224,query,L20H5,corrupt_full,0.257396449704142,-1.93798828125,False,False
codecontests_java_224,query,L21H1,corrupt_full,0.41420118343195267,-1.47705078125,False,False
codecontests_java_224,query,L21H12,corrupt_full,0.8727810650887574,0.4765625,True,True
codecontests_java_224,query,L24H6,corrupt_full,0.5887573964497042,-0.9052734375,False,False
codecontests_java_224,query,MLP27,corrupt_full,0.8380177514792899,0.236328125,True,True
codecontests_java_224,suppress,L16H4,clean_full,0.25877192982456143,-2.62725830078125,False,False
codecontests_java_224,suppress,MLP17,clean_full,0.31140350877192985,-2.432861328125,False,False
codecontests_java_224,suppress,L23H6,clean_full,0.30701754385964913,-2.4482421875,False,False
mbpp_python_224,query,L20H5,corrupt_full,0.5352422907488987,-3.25732421875,False,False
mbpp_python_224,query,L21H1,corrupt_full,0.8094713656387665,-1.033203125,False,False
mbpp_python_224,query,L21H12,corrupt_full,0.7973568281938326,-1.12890625,False,False
mbpp_python_224,query,L24H6,corrupt_full,0.5440528634361234,-3.187255859375,False,False
