sample_id,stage,tool_token_delta,distractor_delta
codecontests_cpp_202,resid_mid,0.0,-0.05615234375
codecontests_cpp_202,resid_post,0.0,-0.08984375
codecontests_java_202,resid_mid,0.1875,-0.12744140625
codecontests_java_202,resid_post,0.15625,0.0234375
apps_python_203,resid_mid,-0.0625,0.3408203125
apps_python_203,resid_post,-0.21875,0.5
codecontests_cpp_203,resid_mid,-0.0625,0.259765625
codecontests_cpp_203,resid_post,0.0,0.02734375
codecontests_java_203,resid_mid,-0.09375,0.3291015625
codecontests_java_203,resid_post,0.03125,0.162109375
apps_python_204,resid_mid,0.03125,0.5
apps_python_204,resid_post,0.0,0.234375
codecontests_cpp_204,resid_mid,-0.03125,0.568359375
codecontests_cpp_204,resid_post,0.03125,0.212890625
codecontests_java_204,resid_mid,0.0625,0.1865234375
codecontests_java_204,resid_post,0.03125,0.080078125
mbpp_python_204,resid_mid,0.0,0.578125
mbpp_python_204,resid_post,0.0625,0.09375
apps_python_205,resid_mid,-0.0625,0.2127685546875
apps_python_205,resid_post,-0.0625,0.09375
codecontests_java_205,resid_mid,0.09375,0.27880859375
codecontests_java_205,resid_post,0.0,0.10546875
apps_python_206,resid_mid,-0.03125,0.15478515625
apps_python_206,resid_post,-0.0625,0.19921875
codecontests_cpp_206,resid_mid,0.09375,-0.076171875
codecontests_cpp_206,resid_post,0.0625,-0.1328125
codecontests_java_206,resid_mid,0.09375,0.2275390625
codecontests_java_206,resid_post,0.0625,0.1171875
apps_python_207,resid_mid,-0.03125,-0.1358642578125
apps_python_207,resid_post,-0.125,0.046875
codecontests_cpp_207,resid_mid,0.15625,0.203125
codecontests_cpp_207,resid_post,0.1875,0.0859375
codecontests_java_207,resid_mid,0.1875,-0.00244140625
codecontests_java_207,resid_post,0.03125,-0.05078125
apps_python_208,resid_mid,-0.0625,0.4013671875
apps_python_208,resid_post,0.0625,0.1484375
codecontests_java_208,resid_mid,0.03125,0.08251953125
codecontests_java_208,resid_post,-0.03125,-0.03125
apps_python_209,resid_mid,-0.15625,-0.044921875
apps_python_209,resid_post,-0.1875,0.125
codecontests_java_209,resid_mid,0.0,0.108154296875
codecontests_java_209,resid_post,-0.0625,-0.08984375
apps_python_210,resid_mid,0.15625,0.09423828125
apps_python_210,resid_post,0.03125,0.1328125
codecontests_java_210,resid_mid,-0.09375,0.15771484375
codecontests_java_210,resid_post,-0.125,-0.017578125
apps_python_211,resid_mid,-0.03125,0.13702392578125
apps_python_211,resid_post,-0.03125,0.078125
codecontests_cpp_211,resid_mid,0.0625,0.2578125
codecontests_cpp_211,resid_post,-0.03125,0.23046875
codecontests_java_211,resid_mid,0.03125,0.103759765625
codecontests_java_211,resid_post,0.09375,0.015625
apps_python_212,resid_mid,0.0,0.17919921875
apps_python_212,resid_post,-0.03125,-0.0234375
codecontests_java_212,resid_mid,0.125,0.134002685546875
codecontests_java_212,resid_post,0.09375,0.119140625
apps_python_213,resid_mid,0.0625,0.02734375
apps_python_213,resid_post,0.0,0.1015625
codecontests_cpp_213,resid_mid,0.0,0.0426025390625
codecontests_cpp_213,resid_post,-0.03125,0.220703125
codecontests_java_213,resid_mid,-0.09375,-0.046875
codecontests_java_213,resid_post,-0.125,-0.01953125
apps_python_214,resid_mid,0.03125,-0.03515625
apps_python_214,resid_post,0.125,-0.1015625
codecontests_java_214,resid_mid,0.03125,0.0888671875
codecontests_java_214,resid_post,-0.0625,-0.09765625
apps_python_215,resid_mid,-0.125,0.3193359375
apps_python_215,resid_post,-0.15625,0.11328125
codecontests_cpp_215,resid_mid,0.03125,0.192626953125
codecontests_cpp_215,resid_post,0.03125,0.21484375
codecontests_java_215,resid_mid,-0.0625,0.054443359375
codecontests_java_215,resid_post,-0.1875,0.314453125
apps_python_216,resid_mid,-0.03125,0.07470703125
apps_python_216,resid_post,-0.15625,0.19921875
codecontests_cpp_216,resid_mid,0.03125,-0.0390625
codecontests_cpp_216,resid_post,-0.03125,-0.0390625
codecontests_java_216,resid_mid,0.0,0.1397705078125
codecontests_java_216,resid_post,-0.125,0.2021484375
apps_python_217,resid_mid,-0.125,0.5361328125
apps_python_217,resid_post,0.0,0.1640625
codecontests_java_217,resid_mid,0.15625,0.1328125
codecontests_java_217,resid_post,0.0625,0.08203125
apps_python_218,resid_mid,-0.15625,0.2919921875
apps_python_218,resid_post,-0.09375,0.1875
codecontests_cpp_218,resid_mid,0.21875,0.1671142578125
codecontests_cpp_218,resid_post,0.09375,0.134765625
codecontests_java_218,resid_mid,0.09375,0.0419921875
codecontests_java_218,resid_post,0.0625,0.0751953125
apps_python_219,resid_mid,0.21875,0.05859375
apps_python_219,resid_post,0.125,0.203125
codecontests_cpp_219,resid_mid,0.0625,0.58203125
codecontests_cpp_219,resid_post,-0.03125,0.228515625
codecontests_java_219,resid_mid,0.0625,0.1015625
codecontests_java_219,resid_post,-0.03125,0.103759765625
apps_python_220,resid_mid,-0.0625,0.0712890625
apps_python_220,resid_post,-0.21875,0.3203125
codecontests_cpp_220,resid_mid,-0.09375,0.31298828125
codecontests_cpp_220,resid_post,-0.0625,0.29296875
codecontests_java_220,resid_mid,-0.0625,-0.26806640625
codecontests_java_220,resid_post,-0.125,-0.0546875
apps_python_221,resid_mid,-0.09375,-0.102783203125
apps_python_221,resid_post,-0.25,0.03125
codecontests_java_221,resid_mid,0.03125,0.06640625
codecontests_java_221,resid_post,0.03125,-0.0234375
mbpp_python_221,resid_mid,-0.0625,0.6513671875
mbpp_python_221,resid_post,0.0,0.3203125
apps_python_222,resid_mid,-0.125,0.37109375
apps_python_222,resid_post,0.03125,0.03125
codecontests_java_222,resid_mid,0.0,0.20703125
codecontests_java_222,resid_post,0.09375,0.123046875
apps_python_223,resid_mid,0.09375,0.0615234375
apps_python_223,resid_post,0.03125,-0.00390625
codecontests_cpp_223,resid_mid,-0.0625,0.4368896484375
codecontests_cpp_223,resid_post,-0.03125,0.12109375
codecontests_java_223,resid_mid,0.15625,0.03515625
codecontests_java_223,resid_post,0.0,0.33740234375
apps_python_224,resid_mid,-0.03125,0.0859375
apps_python_224,resid_post,-0.125,-0.34375
codecontests_cpp_224,resid_mid,-0.125,0.206298828125
codecontests_cpp_224,resid_post,-0.15625,0.166015625
codecontests_java_224,resid_mid,0.0,0.24169921875
codecontests_java_224,resid_post,0.0625,0.013671875
mbpp_python_224,resid_mid,-0.0625,0.248046875
mbpp_python_224,resid_post,-0.0625,0.078125
apps_python_225,resid_mid,-0.0625,0.1328125
apps_python_225,resid_post,0.0,-0.0390625
codecontests_cpp_225,resid_mid,0.0625,0.15380859375
codecontests_cpp_225,resid_post,0.03125,0.24609375
codecontests_java_225,resid_mid,0.125,0.13671875
codecontests_java_225,resid_post,0.09375,0.2109375
codecontests_java_226,resid_mid,-0.03125,0.30859375
codecontests_java_226,resid_post,0.0,0.05078125
apps_python_227,resid_mid,-0.09375,0.357421875
apps_python_227,resid_post,-0.125,0.171875
codecontests_cpp_227,resid_mid,0.0,0.18280029296875
codecontests_cpp_227,resid_post,0.03125,0.166015625
codecontests_java_227,resid_mid,0.0625,0.140625
codecontests_java_227,resid_post,0.0625,0.09765625
codecontests_cpp_228,resid_mid,0.0625,0.0772247314453125
codecontests_cpp_228,resid_post,0.0625,0.12890625
codecontests_java_228,resid_mid,0.0625,-0.0504150390625
codecontests_java_228,resid_post,-0.15625,0.2421875
apps_python_229,resid_mid,-0.03125,0.51171875
apps_python_229,resid_post,-0.03125,0.3671875
codecontests_cpp_229,resid_mid,0.0625,0.0224609375
codecontests_cpp_229,resid_post,0.0,0.072265625
codecontests_java_229,resid_mid,0.0625,0.0390625
codecontests_java_229,resid_post,0.0,-0.029296875
apps_python_230,resid_mid,-0.09375,0.1328125
apps_python_230,resid_post,-0.0625,0.1953125
codecontests_java_230,resid_mid,0.03125,0.1669921875
codecontests_java_230,resid_post,0.03125,0.06640625
mbpp_python_230,resid_mid,-0.03125,-0.1123046875
mbpp_python_230,resid_post,-0.09375,0.1015625
apps_python_231,resid_mid,-0.09375,-0.08203125
apps_python_231,resid_post,-0.125,-0.125
codecontests_java_231,resid_mid,-0.09375,0.14697265625
codecontests_java_231,resid_post,-0.0625,0.04296875
apps_python_232,resid_mid,0.0,0.400390625
apps_python_232,resid_post,-0.09375,0.1171875
apps_python_233,resid_mid,0.0,0.2158203125
apps_python_233,resid_post,-0.09375,0.1328125
codecontests_java_233,resid_mid,0.0625,0.185546875
codecontests_java_233,resid_post,0.03125,0.12890625
mbpp_python_233,resid_mid,0.03125,0.484375
mbpp_python_233,resid_post,0.1875,-0.078125
apps_python_234,resid_mid,0.0625,0.16845703125
apps_python_234,resid_post,-0.09375,0.3515625
codecontests_java_234,resid_mid,0.21875,-0.09375
codecontests_java_234,resid_post,0.125,0.10546875
apps_python_235,resid_mid,0.125,0.052734375
apps_python_235,resid_post,0.09375,-0.015625
codecontests_cpp_235,resid_mid,0.0625,0.119140625
codecontests_cpp_235,resid_post,0.0,0.1484375
codecontests_java_235,resid_mid,0.0625,-0.078125
codecontests_java_235,resid_post,-0.03125,-0.091796875
mbpp_python_235,resid_mid,-0.125,0.5498046875
mbpp_python_235,resid_post,-0.09375,0.36328125
apps_python_236,resid_mid,-0.0625,0.5830078125
apps_python_236,resid_post,-0.03125,0.265625
codecontests_cpp_236,resid_mid,0.0,0.37939453125
codecontests_cpp_236,resid_post,-0.03125,0.33984375
codecontests_java_236,resid_mid,0.09375,-0.03125
codecontests_java_236,resid_post,0.0,0.1787109375
apps_python_237,resid_mid,-0.09375,0.1588134765625
apps_python_237,resid_post,-0.0625,0.234375
codecontests_java_237,resid_mid,0.15625,0.23828125
codecontests_java_237,resid_post,0.03125,0.02734375
apps_python_238,resid_mid,-0.03125,0.548828125
apps_python_238,resid_post,0.125,0.06640625
codecontests_java_238,resid_mid,0.125,0.33349609375
codecontests_java_238,resid_post,0.03125,0.2470703125
apps_python_239,resid_mid,-0.03125,-0.1005859375
apps_python_239,resid_post,-0.0625,0.1328125
codecontests_java_239,resid_mid,-0.03125,-0.0810546875
codecontests_java_239,resid_post,-0.09375,-0.05078125
apps_python_240,resid_mid,0.03125,0.083984375
apps_python_240,resid_post,0.03125,0.0234375
codecontests_java_240,resid_mid,0.0625,-0.00537109375
codecontests_java_240,resid_post,0.0,-0.00390625
apps_python_241,resid_mid,0.0625,0.019775390625
apps_python_241,resid_post,0.0,-0.015625
codecontests_java_241,resid_mid,-0.03125,0.244140625
codecontests_java_241,resid_post,-0.0625,-0.076171875
apps_python_242,resid_mid,-0.03125,0.474609375
apps_python_242,resid_post,0.0,0.171875
codecontests_cpp_242,resid_mid,-0.09375,-0.041015625
codecontests_cpp_242,resid_post,-0.0625,-0.0234375
codecontests_java_242,resid_mid,0.0625,-0.0390625
codecontests_java_242,resid_post,0.0625,-0.12109375
apps_python_243,resid_mid,-0.1875,0.146484375
apps_python_243,resid_post,-0.15625,-0.046875
codecontests_java_243,resid_mid,-0.0625,-0.06634521484375
codecontests_java_243,resid_post,-0.09375,0.06640625
apps_python_244,resid_mid,-0.03125,0.328125
apps_python_244,resid_post,-0.0625,0.0703125
apps_python_245,resid_mid,-0.09375,-0.26611328125
apps_python_245,resid_post,-0.1875,0.078125
codecontests_cpp_245,resid_mid,0.03125,-0.116455078125
codecontests_cpp_245,resid_post,0.03125,-0.0078125
codecontests_java_245,resid_mid,0.03125,-0.064453125
codecontests_java_245,resid_post,0.0,-0.017578125
mbpp_python_245,resid_mid,0.0625,0.38037109375
mbpp_python_245,resid_post,-0.03125,0.24609375
apps_python_246,resid_mid,0.0,-0.089111328125
apps_python_246,resid_post,-0.125,0.1953125
codecontests_cpp_246,resid_mid,-0.03125,0.583984375
codecontests_cpp_246,resid_post,0.03125,0.2041015625
codecontests_java_246,resid_mid,0.09375,0.099609375
codecontests_java_246,resid_post,0.0625,-0.0048828125
codecontests_java_247,resid_mid,0.09375,-0.005859375
codecontests_java_247,resid_post,0.0,0.12109375
apps_python_248,resid_mid,-0.09375,0.349609375
apps_python_248,resid_post,-0.0625,0.0703125
codecontests_cpp_248,resid_mid,0.0,-0.0478515625
codecontests_cpp_248,resid_post,-0.03125,0.080078125
codecontests_java_248,resid_mid,0.03125,-0.049560546875
codecontests_java_248,resid_post,-0.0625,0.16796875
apps_python_249,resid_mid,-0.0625,0.326171875
apps_python_249,resid_post,0.0,0.21875
codecontests_cpp_249,resid_mid,0.0625,0.04296875
codecontests_cpp_249,resid_post,0.03125,-0.14453125
codecontests_java_249,resid_mid,0.125,-0.048828125
codecontests_java_249,resid_post,0.125,0.05859375
apps_python_250,resid_mid,0.0,0.056640625
apps_python_250,resid_post,-0.03125,0.01953125
codecontests_java_250,resid_mid,0.0625,0.17578125
codecontests_java_250,resid_post,0.03125,-0.12890625
apps_python_251,resid_mid,-0.1875,0.0703125
apps_python_251,resid_post,-0.09375,-0.05078125
codecontests_java_251,resid_mid,0.03125,0.12872314453125
codecontests_java_251,resid_post,-0.09375,0.392578125
apps_python_252,resid_mid,0.03125,0.051300048828125
apps_python_252,resid_post,0.0,-0.046875
codecontests_cpp_252,resid_mid,0.0625,-0.041015625
codecontests_cpp_252,resid_post,0.03125,0.07421875
codecontests_java_252,resid_mid,0.15625,-0.0906982421875
codecontests_java_252,resid_post,0.125,0.001953125
apps_python_253,resid_mid,0.0,0.1328125
apps_python_253,resid_post,0.0,-0.1796875
codecontests_cpp_253,resid_mid,0.0625,0.39501953125
codecontests_cpp_253,resid_post,-0.03125,0.3603515625
codecontests_java_253,resid_mid,0.125,0.0357666015625
codecontests_java_253,resid_post,0.03125,0.10546875
apps_python_254,resid_mid,0.0,0.1767578125
apps_python_254,resid_post,0.03125,-0.015625
codecontests_cpp_254,resid_mid,-0.03125,-0.0355224609375
codecontests_cpp_254,resid_post,-0.15625,0.10546875
codecontests_java_254,resid_mid,0.0625,-0.083984375
codecontests_java_254,resid_post,0.03125,-0.1171875
apps_python_255,resid_mid,0.0625,0.06536865234375
apps_python_255,resid_post,0.0625,0.21484375
codecontests_cpp_255,resid_mid,-0.0625,0.5546875
codecontests_cpp_255,resid_post,-0.0625,0.19140625
codecontests_java_255,resid_mid,-0.0625,-0.1435546875
codecontests_java_255,resid_post,-0.0625,0.00390625
apps_python_256,resid_mid,-0.0625,0.490234375
apps_python_256,resid_post,0.0,0.13671875
codecontests_cpp_256,resid_mid,0.09375,0.1126708984375
codecontests_cpp_256,resid_post,0.09375,-0.05859375
codecontests_java_256,resid_mid,0.09375,0.0848388671875
codecontests_java_256,resid_post,0.1875,-0.005859375
apps_python_257,resid_mid,0.125,0.509765625
apps_python_257,resid_post,0.0625,0.1796875
codecontests_cpp_257,resid_mid,0.125,0.22265625
codecontests_cpp_257,resid_post,0.03125,0.1142578125
codecontests_java_257,resid_mid,0.09375,0.064453125
codecontests_java_257,resid_post,0.03125,-0.15234375
apps_python_258,resid_mid,-0.15625,0.4718017578125
apps_python_258,resid_post,-0.03125,0.16015625
codecontests_cpp_258,resid_mid,0.125,-0.1044921875
codecontests_cpp_258,resid_post,0.09375,-0.0625
codecontests_java_258,resid_mid,0.0625,-0.105224609375
codecontests_java_258,resid_post,0.0,-0.09765625
apps_python_259,resid_mid,0.0625,0.541015625
apps_python_259,resid_post,0.1875,0.234375
codecontests_cpp_259,resid_mid,0.15625,-0.017578125
codecontests_cpp_259,resid_post,0.09375,0.0390625
codecontests_java_259,resid_mid,0.0,-0.012420654296875
codecontests_java_259,resid_post,-0.09375,-0.06640625
apps_python_260,resid_mid,-0.0625,0.28125
apps_python_260,resid_post,-0.09375,0.2109375
codecontests_java_260,resid_mid,0.0625,0.370513916015625
codecontests_java_260,resid_post,-0.03125,0.048828125
apps_python_261,resid_mid,-0.0625,0.634765625
apps_python_261,resid_post,-0.0625,0.31640625
codecontests_cpp_261,resid_mid,0.0,0.1220703125
codecontests_cpp_261,resid_post,0.03125,0.03125
codecontests_java_261,resid_mid,0.09375,0.003662109375
codecontests_java_261,resid_post,0.03125,0.36328125
apps_python_262,resid_mid,0.09375,-0.01171875
apps_python_262,resid_post,0.0625,0.125
codecontests_cpp_262,resid_mid,0.0,0.195068359375
codecontests_cpp_262,resid_post,-0.03125,0.2734375
codecontests_java_262,resid_mid,-0.03125,0.2568359375
codecontests_java_262,resid_post,0.0,0.166015625
apps_python_263,resid_mid,0.0625,0.195526123046875
apps_python_263,resid_post,0.03125,-0.02734375
codecontests_cpp_263,resid_mid,-0.03125,0.351318359375
codecontests_cpp_263,resid_post,0.03125,0.283203125
codecontests_java_263,resid_mid,0.03125,0.15869140625
codecontests_java_263,resid_post,-0.0625,0.109375
codecontests_cpp_264,resid_mid,0.09375,0.45751953125
codecontests_cpp_264,resid_post,0.0,0.19921875
codecontests_java_264,resid_mid,0.0625,0.0465087890625
codecontests_java_264,resid_post,-0.03125,0.01953125
apps_python_265,resid_mid,-0.03125,0.224609375
apps_python_265,resid_post,0.03125,0.0234375
codecontests_cpp_265,resid_mid,-0.03125,-0.15625
codecontests_cpp_265,resid_post,-0.125,0.015625
codecontests_java_265,resid_mid,0.125,0.119140625
codecontests_java_265,resid_post,0.0,0.416015625
apps_python_266,resid_mid,0.0625,0.2880859375
apps_python_266,resid_post,0.03125,0.1328125
codecontests_java_266,resid_mid,0.125,0.251953125
codecontests_java_266,resid_post,0.03125,0.0078125
apps_python_267,resid_mid,0.0625,-0.0712890625
apps_python_267,resid_post,0.0625,-0.0078125
codecontests_java_267,resid_mid,-0.125,0.1484375
codecontests_java_267,resid_post,-0.09375,-0.025390625
apps_python_268,resid_mid,-0.03125,0.22625732421875
apps_python_268,resid_post,-0.0625,0.0546875
codecontests_cpp_268,resid_mid,0.03125,0.15625
codecontests_cpp_268,resid_post,0.0,0.1015625
codecontests_java_268,resid_mid,0.0,0.08154296875
codecontests_java_268,resid_post,-0.03125,0.1796875
apps_python_270,resid_mid,-0.03125,0.5537109375
apps_python_270,resid_post,0.0,0.0625
codecontests_java_270,resid_mid,-0.0625,0.03125
codecontests_java_270,resid_post,-0.0625,-0.14453125
codecontests_java_271,resid_mid,0.03125,0.172119140625
codecontests_java_271,resid_post,0.0625,0.205078125
mbpp_python_271,resid_mid,-0.09375,-0.125
mbpp_python_271,resid_post,-0.15625,-0.0234375
apps_python_272,resid_mid,-0.03125,0.0775146484375
apps_python_272,resid_post,-0.0625,0.23828125
codecontests_cpp_272,resid_mid,0.125,-0.2060546875
codecontests_cpp_272,resid_post,0.03125,-0.140625
codecontests_java_272,resid_mid,0.03125,0.074462890625
codecontests_java_272,resid_post,-0.0625,0.1171875
apps_python_273,resid_mid,-0.03125,-0.015625
apps_python_273,resid_post,0.09375,-0.1484375
codecontests_java_273,resid_mid,0.0625,-0.07421875
codecontests_java_273,resid_post,-0.03125,-0.001953125
mbpp_python_273,resid_mid,-0.15625,0.54296875
mbpp_python_273,resid_post,-0.09375,0.328125
apps_python_274,resid_mid,0.0,0.466796875
apps_python_274,resid_post,-0.0625,0.3203125
codecontests_cpp_274,resid_mid,0.15625,-0.0908203125
codecontests_cpp_274,resid_post,0.125,-0.07421875
codecontests_java_274,resid_mid,0.0,0.083984375
codecontests_java_274,resid_post,0.03125,0.01171875
apps_python_275,resid_mid,0.03125,0.34716796875
apps_python_275,resid_post,-0.0625,0.375
codecontests_java_275,resid_mid,-0.09375,0.283203125
codecontests_java_275,resid_post,-0.15625,0.11083984375
codecontests_cpp_276,resid_mid,0.125,0.48828125
codecontests_cpp_276,resid_post,0.09375,0.326171875
codecontests_java_276,resid_mid,-0.03125,0.27734375
codecontests_java_276,resid_post,-0.125,0.09765625
mbpp_python_276,resid_mid,0.0625,-0.079345703125
mbpp_python_276,resid_post,-0.0625,0.0859375
apps_python_277,resid_mid,0.0625,-0.02734375
apps_python_277,resid_post,0.03125,0.0703125
codecontests_cpp_277,resid_mid,0.0625,0.111328125
codecontests_cpp_277,resid_post,0.0,0.18359375
codecontests_java_277,resid_mid,0.21875,-0.013671875
codecontests_java_277,resid_post,0.125,0.1484375
codecontests_java_278,resid_mid,0.0625,0.001953125
codecontests_java_278,resid_post,-0.09375,0.01171875
apps_python_279,resid_mid,-0.03125,0.3056640625
apps_python_279,resid_post,-0.125,0.1171875
codecontests_cpp_279,resid_mid,0.0625,0.435546875
codecontests_cpp_279,resid_post,0.09375,0.09375
codecontests_java_279,resid_mid,0.09375,-0.005859375
codecontests_java_279,resid_post,0.03125,-0.0234375
apps_python_280,resid_mid,0.0,0.555908203125
apps_python_280,resid_post,-0.03125,0.28125
codecontests_java_280,resid_mid,0.0,-0.0390625
codecontests_java_280,resid_post,-0.125,0.23583984375
apps_python_281,resid_mid,-0.09375,-0.00830078125
apps_python_281,resid_post,0.0,-0.015625
codecontests_cpp_281,resid_mid,0.0625,0.14697265625
codecontests_cpp_281,resid_post,0.15625,0.10546875
codecontests_java_281,resid_mid,0.0625,0.009765625
codecontests_java_281,resid_post,0.0625,0.109375
mbpp_python_281,resid_mid,-0.21875,0.625
mbpp_python_281,resid_post,-0.0625,0.40625
apps_python_282,resid_mid,-0.03125,0.0537109375
apps_python_282,resid_post,0.0,0.03125
codecontests_java_282,resid_mid,0.09375,0.215087890625
codecontests_java_282,resid_post,0.0625,0.126953125
apps_python_283,resid_mid,0.09375,0.1015625
apps_python_283,resid_post,0.0625,0.0625
codecontests_cpp_283,resid_mid,0.0,0.18792724609375
codecontests_cpp_283,resid_post,-0.03125,0.12890625
codecontests_java_283,resid_mid,0.1875,-0.03955078125
codecontests_java_283,resid_post,0.0625,0.021484375
apps_python_284,resid_mid,-0.125,0.125
apps_python_284,resid_post,-0.0625,0.0234375
codecontests_cpp_284,resid_mid,0.0,0.16162109375
codecontests_cpp_284,resid_post,0.0,-0.0078125
codecontests_java_284,resid_mid,-0.03125,-0.017578125
codecontests_java_284,resid_post,0.03125,0.0078125
apps_python_285,resid_mid,0.09375,0.033203125
apps_python_285,resid_post,-0.03125,-0.0703125
codecontests_cpp_285,resid_mid,0.0,-0.013671875
codecontests_cpp_285,resid_post,0.03125,-0.08203125
codecontests_java_285,resid_mid,0.0625,0.14807891845703125
codecontests_java_285,resid_post,-0.0625,0.0859375
mbpp_python_285,resid_mid,0.0625,0.423828125
mbpp_python_285,resid_post,0.03125,0.1796875
apps_python_286,resid_mid,0.28125,0.048828125
apps_python_286,resid_post,0.125,-0.1171875
codecontests_java_286,resid_mid,0.0625,0.171875
codecontests_java_286,resid_post,-0.0625,0.07421875
codecontests_java_287,resid_mid,0.125,-0.005859375
codecontests_java_287,resid_post,0.09375,-0.0859375
apps_python_288,resid_mid,-0.125,0.03515625
apps_python_288,resid_post,-0.15625,-0.0546875
codecontests_cpp_288,resid_mid,0.0625,0.361328125
codecontests_cpp_288,resid_post,0.09375,0.0859375
codecontests_java_288,resid_mid,0.09375,0.07373046875
codecontests_java_288,resid_post,0.0625,-0.095703125
apps_python_289,resid_mid,0.0,0.55419921875
apps_python_289,resid_post,0.0625,0.1484375
codecontests_java_289,resid_mid,0.09375,0.2451171875
codecontests_java_289,resid_post,0.0,0.3740234375
codecontests_cpp_290,resid_mid,0.15625,-0.0380859375
codecontests_cpp_290,resid_post,0.21875,-0.0078125
codecontests_java_290,resid_mid,0.0625,0.416015625
codecontests_java_290,resid_post,0.15625,0.203125
apps_python_291,resid_mid,0.125,0.3681640625
apps_python_291,resid_post,0.0,0.2890625
codecontests_cpp_291,resid_mid,0.03125,0.6015625
codecontests_cpp_291,resid_post,0.03125,0.255859375
codecontests_java_291,resid_mid,-0.03125,0.22265625
codecontests_java_291,resid_post,-0.0625,-0.0498046875
mbpp_python_291,resid_mid,0.09375,0.4697265625
mbpp_python_291,resid_post,0.03125,0.328125
apps_python_292,resid_mid,-0.03125,0.19287109375
apps_python_292,resid_post,-0.15625,0.36328125
codecontests_cpp_292,resid_mid,0.0625,0.19134521484375
codecontests_cpp_292,resid_post,0.03125,-0.001953125
codecontests_java_292,resid_mid,0.0625,-0.048828125
codecontests_java_292,resid_post,0.0,0.01171875
apps_python_293,resid_mid,0.03125,0.34375
apps_python_293,resid_post,0.09375,0.0
apps_python_294,resid_mid,0.0,0.1171875
apps_python_294,resid_post,-0.15625,0.4609375
codecontests_cpp_294,resid_mid,0.0,0.138671875
codecontests_cpp_294,resid_post,0.0,0.125
codecontests_java_294,resid_mid,-0.03125,0.408203125
codecontests_java_294,resid_post,-0.0625,0.203125
apps_python_295,resid_mid,-0.03125,0.0078125
apps_python_295,resid_post,0.0,-0.046875
codecontests_cpp_295,resid_mid,0.0,0.5390625
codecontests_cpp_295,resid_post,-0.0625,0.146484375
codecontests_java_295,resid_mid,0.0,0.05078125
codecontests_java_295,resid_post,-0.03125,0.0390625
apps_python_296,resid_mid,-0.0625,-0.21484375
apps_python_296,resid_post,-0.15625,0.0859375
codecontests_cpp_296,resid_mid,0.0625,0.041015625
codecontests_cpp_296,resid_post,0.0,-0.01171875
codecontests_java_296,resid_mid,0.0,-0.001953125
codecontests_java_296,resid_post,0.0,0.029296875
apps_python_297,resid_mid,-0.03125,0.21826171875
apps_python_297,resid_post,-0.15625,0.20703125
codecontests_cpp_297,resid_mid,0.03125,0.00390625
codecontests_cpp_297,resid_post,0.0,0.0791015625
codecontests_java_297,resid_mid,0.03125,0.201171875
codecontests_java_297,resid_post,-0.0625,0.0537109375
apps_python_298,resid_mid,-0.09375,0.3193359375
apps_python_298,resid_post,-0.15625,0.1328125
codecontests_cpp_298,resid_mid,0.03125,0.109375
codecontests_cpp_298,resid_post,0.0625,0.15625
codecontests_java_298,resid_mid,0.03125,0.0390625
codecontests_java_298,resid_post,-0.09375,0.30029296875
apps_python_299,resid_mid,0.0625,0.109375
apps_python_299,resid_post,0.0,-0.015625
codecontests_java_299,resid_mid,-0.0625,0.1298828125
codecontests_java_299,resid_post,-0.125,-0.046875
mbpp_python_299,resid_mid,-0.09375,-0.130859375
mbpp_python_299,resid_post,-0.1875,-0.078125
apps_python_300,resid_mid,-0.0625,-0.2177734375
apps_python_300,resid_post,-0.1875,0.1484375
codecontests_java_300,resid_mid,0.09375,-0.013916015625
codecontests_java_300,resid_post,-0.03125,-0.1484375
apps_python_301,resid_mid,-0.0625,0.3115234375
apps_python_301,resid_post,0.0,0.109375
codecontests_cpp_301,resid_mid,0.03125,-0.07421875
codecontests_cpp_301,resid_post,0.0,-0.02734375
codecontests_java_301,resid_mid,0.03125,0.0390625
codecontests_java_301,resid_post,0.0,0.017578125
apps_python_302,resid_mid,0.125,0.3984375
apps_python_302,resid_post,0.0625,0.21875
codecontests_cpp_302,resid_mid,-0.03125,-0.1484375
codecontests_cpp_302,resid_post,-0.0625,0.015625
codecontests_java_302,resid_mid,0.03125,0.107421875
codecontests_java_302,resid_post,-0.09375,0.0517578125
mbpp_python_302,resid_mid,-0.03125,0.13525390625
mbpp_python_302,resid_post,0.0625,0.1875
apps_python_303,resid_mid,0.0,0.094970703125
apps_python_303,resid_post,0.0,0.1015625
codecontests_cpp_303,resid_mid,0.09375,-0.07598876953125
codecontests_cpp_303,resid_post,0.0625,-0.03125
codecontests_java_303,resid_mid,0.1875,0.0224609375
codecontests_java_303,resid_post,0.15625,0.12890625
apps_python_304,resid_mid,0.0,0.1875
apps_python_304,resid_post,-0.0625,0.203125
codecontests_cpp_304,resid_mid,0.0,0.1650390625
codecontests_cpp_304,resid_post,0.0625,0.12109375
codecontests_java_304,resid_mid,-0.03125,0.27734375
codecontests_java_304,resid_post,-0.09375,0.228515625
mbpp_python_305,resid_mid,-0.0625,0.52197265625
mbpp_python_305,resid_post,-0.0625,-0.1328125
apps_python_306,resid_mid,-0.125,0.2421875
apps_python_306,resid_post,-0.125,0.03125
codecontests_cpp_306,resid_mid,0.09375,0.2822265625
codecontests_cpp_306,resid_post,0.09375,0.2265625
