sample_id,stage,tool_token_delta,distractor_delta
codecontests_cpp_108,resid_mid,-0.15625,0.197265625
codecontests_cpp_108,resid_post,0.0,0.12109375
codecontests_java_108,resid_mid,-0.0625,0.091796875
codecontests_java_108,resid_post,-0.03125,0.216796875
humaneval_python_108,resid_mid,-0.09375,-0.1328125
humaneval_python_108,resid_post,-0.15625,0.109375
apps_python_109,resid_mid,0.03125,0.259765625
apps_python_109,resid_post,-0.0625,0.1171875
codecontests_cpp_109,resid_mid,0.09375,-0.09765625
codecontests_cpp_109,resid_post,0.125,-0.126953125
codecontests_java_109,resid_mid,0.03125,0.0078125
codecontests_java_109,resid_post,-0.0625,-0.02734375
humaneval_python_109,resid_mid,-0.125,0.57275390625
humaneval_python_109,resid_post,-0.03125,0.19921875
apps_python_110,resid_mid,-0.0625,0.4140625
apps_python_110,resid_post,-0.03125,-0.0234375
codecontests_cpp_110,resid_mid,0.1875,-0.021484375
codecontests_cpp_110,resid_post,0.03125,-0.0146484375
codecontests_java_110,resid_mid,-0.0625,0.28125
codecontests_java_110,resid_post,-0.03125,0.1005859375
apps_python_111,resid_mid,0.15625,-0.078643798828125
apps_python_111,resid_post,0.0625,0.0859375
apps_python_112,resid_mid,0.125,0.1357421875
apps_python_112,resid_post,0.03125,0.109375
codecontests_cpp_112,resid_mid,0.15625,0.3017578125
codecontests_cpp_112,resid_post,0.0625,0.296875
codecontests_java_112,resid_mid,0.0,0.10107421875
codecontests_java_112,resid_post,0.0,0.087890625
humaneval_python_112,resid_mid,0.03125,0.068115234375
humaneval_python_112,resid_post,-0.03125,0.14453125
mbpp_python_112,resid_mid,0.0,0.12689208984375
mbpp_python_112,resid_post,-0.0625,-0.0078125
apps_python_113,resid_mid,-0.03125,0.22265625
apps_python_113,resid_post,-0.09375,0.1171875
codecontests_cpp_113,resid_mid,0.0625,-0.150634765625
codecontests_cpp_113,resid_post,0.0,0.00390625
codecontests_java_113,resid_mid,0.0625,0.353515625
codecontests_java_113,resid_post,0.03125,0.2080078125
apps_python_114,resid_mid,0.09375,0.0153350830078125
apps_python_114,resid_post,0.03125,0.046875
codecontests_cpp_114,resid_mid,0.03125,-0.25927734375
codecontests_cpp_114,resid_post,-0.03125,-0.134765625
codecontests_java_114,resid_mid,0.09375,0.0439453125
codecontests_java_114,resid_post,0.0,0.072265625
codecontests_cpp_115,resid_mid,-0.03125,0.22265625
codecontests_cpp_115,resid_post,-0.03125,0.05078125
codecontests_java_115,resid_mid,-0.03125,0.2099609375
codecontests_java_115,resid_post,-0.15625,0.1953125
humaneval_python_115,resid_mid,0.1875,-0.21240234375
humaneval_python_115,resid_post,0.09375,0.0625
mbpp_python_115,resid_mid,-0.09375,0.56640625
mbpp_python_115,resid_post,-0.03125,0.0625
apps_python_116,resid_mid,-0.0625,0.51416015625
apps_python_116,resid_post,-0.09375,-0.015625
codecontests_cpp_116,resid_mid,-0.03125,-0.1427001953125
codecontests_cpp_116,resid_post,-0.15625,-0.02734375
codecontests_java_116,resid_mid,-0.03125,0.177734375
codecontests_java_116,resid_post,0.03125,-0.072265625
humaneval_python_116,resid_mid,-0.15625,0.19140625
humaneval_python_116,resid_post,-0.15625,0.15625
apps_python_117,resid_mid,-0.0625,-0.0654296875
apps_python_117,resid_post,-0.1875,0.25
codecontests_cpp_117,resid_mid,-0.03125,0.08702850341796875
codecontests_cpp_117,resid_post,0.03125,0.0078125
codecontests_java_117,resid_mid,-0.0625,0.0830078125
codecontests_java_117,resid_post,-0.1875,0.26318359375
mbpp_python_117,resid_mid,-0.1875,0.556640625
mbpp_python_117,resid_post,0.03125,0.1015625
apps_python_118,resid_mid,-0.1875,0.26708984375
apps_python_118,resid_post,-0.15625,0.0390625
codecontests_cpp_118,resid_mid,0.0,0.228515625
codecontests_cpp_118,resid_post,0.03125,0.1328125
codecontests_java_118,resid_mid,0.0,0.1982421875
codecontests_java_118,resid_post,-0.03125,0.041015625
apps_python_119,resid_mid,0.0,-0.119384765625
apps_python_119,resid_post,-0.09375,0.09375
humaneval_python_119,resid_mid,-0.03125,0.5791015625
humaneval_python_119,resid_post,0.09375,0.0078125
apps_python_120,resid_mid,0.0,0.279296875
apps_python_120,resid_post,-0.03125,0.015625
codecontests_java_120,resid_mid,0.03125,0.3154296875
codecontests_java_120,resid_post,0.03125,0.06298828125
humaneval_python_120,resid_mid,0.03125,0.15264892578125
humaneval_python_120,resid_post,-0.09375,0.015625
apps_python_121,resid_mid,-0.03125,0.28125
apps_python_121,resid_post,0.03125,-0.0703125
codecontests_java_121,resid_mid,0.125,-0.049163818359375
codecontests_java_121,resid_post,-0.0625,0.15234375
humaneval_python_121,resid_mid,0.03125,0.1533203125
humaneval_python_121,resid_post,0.03125,-0.0625
apps_python_122,resid_mid,0.03125,-0.24267578125
apps_python_122,resid_post,-0.0625,-0.109375
codecontests_java_122,resid_mid,0.03125,-0.063323974609375
codecontests_java_122,resid_post,-0.0625,-0.0703125
apps_python_123,resid_mid,-0.0625,0.4591064453125
apps_python_123,resid_post,-0.0625,0.328125
codecontests_cpp_123,resid_mid,0.0625,0.208984375
codecontests_cpp_123,resid_post,-0.0625,0.162109375
codecontests_java_123,resid_mid,0.09375,0.0009765625
codecontests_java_123,resid_post,0.0625,0.107421875
apps_python_124,resid_mid,-0.0625,0.3876953125
apps_python_124,resid_post,-0.09375,0.140625
codecontests_cpp_124,resid_mid,0.21875,0.1025390625
codecontests_cpp_124,resid_post,0.15625,0.140625
codecontests_java_124,resid_mid,0.0625,0.00390625
codecontests_java_124,resid_post,-0.0625,0.0625
humaneval_python_124,resid_mid,0.03125,0.244873046875
humaneval_python_124,resid_post,0.15625,-0.06640625
apps_python_125,resid_mid,-0.125,0.7392578125
apps_python_125,resid_post,-0.09375,0.265625
codecontests_cpp_125,resid_mid,0.0625,-0.159912109375
codecontests_cpp_125,resid_post,-0.0625,0.078125
codecontests_java_125,resid_mid,0.09375,0.068359375
codecontests_java_125,resid_post,-0.09375,0.033203125
humaneval_python_125,resid_mid,-0.09375,0.5751953125
humaneval_python_125,resid_post,-0.03125,0.359375
apps_python_126,resid_mid,0.0,-0.0283203125
apps_python_126,resid_post,-0.09375,0.0625
codecontests_cpp_126,resid_mid,0.03125,0.4013671875
codecontests_cpp_126,resid_post,0.0,0.140625
codecontests_java_126,resid_mid,-0.03125,0.0263671875
codecontests_java_126,resid_post,-0.15625,0.1953125
apps_python_127,resid_mid,-0.0625,0.3096923828125
apps_python_127,resid_post,0.0,0.015625
codecontests_cpp_127,resid_mid,0.0625,0.213134765625
codecontests_cpp_127,resid_post,0.03125,0.12890625
codecontests_java_127,resid_mid,-0.03125,0.26806640625
codecontests_java_127,resid_post,-0.09375,0.0341796875
apps_python_128,resid_mid,-0.09375,0.4716796875
apps_python_128,resid_post,-0.0625,0.20703125
apps_python_129,resid_mid,-0.0625,0.6669921875
apps_python_129,resid_post,0.0625,0.328125
codecontests_java_129,resid_mid,0.0,0.048828125
codecontests_java_129,resid_post,-0.09375,0.00390625
apps_python_130,resid_mid,-0.125,0.3417794704437256
apps_python_130,resid_post,-0.03125,-0.0546875
codecontests_cpp_130,resid_mid,0.09375,0.221435546875
codecontests_cpp_130,resid_post,0.0,0.15234375
codecontests_java_130,resid_mid,0.125,0.018310546875
codecontests_java_130,resid_post,0.09375,0.0859375
humaneval_python_130,resid_mid,-0.125,0.30078125
humaneval_python_130,resid_post,-0.03125,0.1484375
mbpp_python_130,resid_mid,-0.03125,0.6064453125
mbpp_python_130,resid_post,0.03125,0.109375
apps_python_131,resid_mid,-0.03125,-0.21942138671875
apps_python_131,resid_post,-0.15625,-0.0390625
codecontests_cpp_131,resid_mid,0.03125,-0.250732421875
codecontests_cpp_131,resid_post,-0.125,-0.111328125
codecontests_java_131,resid_mid,0.1875,-0.0546875
codecontests_java_131,resid_post,0.0625,0.07421875
humaneval_python_131,resid_mid,0.125,0.0704345703125
humaneval_python_131,resid_post,0.125,0.203125
apps_python_132,resid_mid,-0.09375,0.0380859375
apps_python_132,resid_post,-0.21875,0.1328125
codecontests_cpp_132,resid_mid,0.0,0.1907958984375
codecontests_cpp_132,resid_post,-0.03125,0.14453125
codecontests_java_132,resid_mid,0.0625,-0.06640625
codecontests_java_132,resid_post,0.0625,-0.0390625
apps_python_133,resid_mid,-0.03125,-0.125
apps_python_133,resid_post,-0.125,0.0546875
codecontests_java_133,resid_mid,0.03125,0.013671875
codecontests_java_133,resid_post,-0.03125,0.185546875
mbpp_python_133,resid_mid,-0.09375,0.57421875
mbpp_python_133,resid_post,0.0,0.234375
apps_python_134,resid_mid,0.03125,0.478515625
apps_python_134,resid_post,-0.03125,0.3203125
codecontests_cpp_134,resid_mid,0.125,0.3349609375
codecontests_cpp_134,resid_post,0.0625,0.1953125
codecontests_java_134,resid_mid,0.125,0.1005859375
codecontests_java_134,resid_post,0.125,0.0703125
apps_python_135,resid_mid,-0.25,0.57208251953125
apps_python_135,resid_post,-0.125,0.0625
apps_python_136,resid_mid,-0.125,0.5449295043945312
apps_python_136,resid_post,0.0,0.1640625
codecontests_cpp_136,resid_mid,-0.0625,-0.021240234375
codecontests_cpp_136,resid_post,-0.0625,-0.10546875
codecontests_java_136,resid_mid,0.09375,-0.0283203125
codecontests_java_136,resid_post,0.125,-0.00390625
codecontests_cpp_137,resid_mid,0.125,-0.03369140625
codecontests_cpp_137,resid_post,0.0625,-0.177734375
codecontests_java_137,resid_mid,0.03125,-0.0400390625
codecontests_java_137,resid_post,0.03125,-0.005859375
humaneval_python_137,resid_mid,-0.125,0.406494140625
humaneval_python_137,resid_post,-0.09375,-0.01171875
apps_python_138,resid_mid,-0.03125,0.470703125
apps_python_138,resid_post,0.03125,0.0390625
codecontests_cpp_138,resid_mid,-0.03125,0.4033203125
codecontests_cpp_138,resid_post,-0.03125,0.076171875
codecontests_java_138,resid_mid,0.125,0.0
codecontests_java_138,resid_post,-0.0625,0.3642578125
codecontests_cpp_139,resid_mid,-0.0625,0.6025390625
codecontests_cpp_139,resid_post,0.0,0.150390625
codecontests_java_139,resid_mid,0.15625,-0.056640625
codecontests_java_139,resid_post,0.0625,0.03515625
humaneval_python_139,resid_mid,0.03125,-0.18798828125
humaneval_python_139,resid_post,-0.15625,0.1328125
apps_python_140,resid_mid,-0.03125,0.245361328125
apps_python_140,resid_post,-0.09375,0.1796875
codecontests_cpp_140,resid_mid,0.03125,0.091796875
codecontests_cpp_140,resid_post,0.0,0.20703125
codecontests_java_140,resid_mid,-0.0625,0.0849609375
codecontests_java_140,resid_post,-0.15625,0.0234375
mbpp_python_140,resid_mid,0.09375,0.033203125
mbpp_python_140,resid_post,-0.0625,0.1171875
apps_python_141,resid_mid,0.1875,0.4599609375
apps_python_141,resid_post,0.125,0.2265625
codecontests_cpp_141,resid_mid,-0.0625,-0.05078125
codecontests_cpp_141,resid_post,-0.0625,-0.078125
codecontests_java_141,resid_mid,0.0625,0.236328125
codecontests_java_141,resid_post,0.09375,0.0390625
apps_python_142,resid_mid,-0.0625,0.57421875
apps_python_142,resid_post,-0.03125,0.37109375
codecontests_cpp_142,resid_mid,0.09375,-0.09765625
codecontests_cpp_142,resid_post,0.0,-0.1064453125
codecontests_java_142,resid_mid,0.0625,0.056640625
codecontests_java_142,resid_post,0.0,0.181640625
apps_python_143,resid_mid,-0.0625,-0.06494140625
apps_python_143,resid_post,-0.15625,0.109375
codecontests_cpp_143,resid_mid,0.09375,0.20556640625
codecontests_cpp_143,resid_post,0.0625,0.2421875
codecontests_java_143,resid_mid,0.125,0.1484375
codecontests_java_143,resid_post,0.15625,0.0791015625
apps_python_144,resid_mid,-0.03125,-0.0675048828125
apps_python_144,resid_post,-0.1875,0.1484375
codecontests_java_144,resid_mid,0.0625,0.07421875
codecontests_java_144,resid_post,0.0,-0.091796875
mbpp_python_144,resid_mid,0.03125,-0.1767578125
mbpp_python_144,resid_post,0.0625,-0.046875
codecontests_cpp_145,resid_mid,-0.125,-0.0498046875
codecontests_cpp_145,resid_post,-0.1875,0.05859375
codecontests_java_145,resid_mid,0.09375,-0.1259765625
codecontests_java_145,resid_post,0.0,-0.048828125
humaneval_python_145,resid_mid,0.0,0.131103515625
humaneval_python_145,resid_post,0.03125,0.09375
apps_python_146,resid_mid,-0.1875,-0.070556640625
apps_python_146,resid_post,-0.25,0.0546875
codecontests_java_146,resid_mid,0.21875,0.10546875
codecontests_java_146,resid_post,0.125,-0.0908203125
codecontests_cpp_147,resid_mid,0.1875,0.0244140625
codecontests_cpp_147,resid_post,0.0625,0.01171875
codecontests_java_147,resid_mid,0.0625,-0.04345703125
codecontests_java_147,resid_post,-0.03125,-0.125
mbpp_python_147,resid_mid,-0.15625,0.576171875
mbpp_python_147,resid_post,0.0,0.3203125
apps_python_148,resid_mid,-0.0625,-0.08416748046875
apps_python_148,resid_post,-0.15625,0.0390625
codecontests_cpp_148,resid_mid,0.0,-0.20703125
codecontests_cpp_148,resid_post,-0.03125,-0.12109375
codecontests_java_148,resid_mid,0.1875,0.048828125
codecontests_java_148,resid_post,0.03125,0.14453125
humaneval_python_148,resid_mid,0.0,0.494384765625
humaneval_python_148,resid_post,-0.03125,-0.0234375
mbpp_python_148,resid_mid,-0.0625,0.130218505859375
mbpp_python_148,resid_post,-0.09375,0.0625
codecontests_cpp_149,resid_mid,-0.0625,-0.10546875
codecontests_cpp_149,resid_post,-0.09375,-0.0859375
codecontests_java_149,resid_mid,0.0625,0.177734375
codecontests_java_149,resid_post,0.0625,0.33984375
humaneval_python_149,resid_mid,-0.09375,0.44140625
humaneval_python_149,resid_post,-0.0625,0.4033203125
mbpp_python_149,resid_mid,0.0625,0.49609375
mbpp_python_149,resid_post,0.03125,0.2109375
apps_python_150,resid_mid,0.03125,0.19873046875
apps_python_150,resid_post,-0.15625,0.41796875
apps_python_151,resid_mid,0.03125,0.218505859375
apps_python_151,resid_post,-0.125,0.4296875
codecontests_java_151,resid_mid,-0.0625,0.080078125
codecontests_java_151,resid_post,-0.15625,0.388671875
humaneval_python_151,resid_mid,-0.09375,0.3671875
humaneval_python_151,resid_post,0.03125,0.015625
apps_python_152,resid_mid,0.03125,0.170684814453125
apps_python_152,resid_post,0.03125,0.1796875
codecontests_cpp_152,resid_mid,0.0,-0.1274261474609375
codecontests_cpp_152,resid_post,-0.03125,0.140625
codecontests_java_152,resid_mid,-0.125,-0.25
codecontests_java_152,resid_post,-0.25,-0.05078125
apps_python_153,resid_mid,-0.0625,0.425933837890625
apps_python_153,resid_post,0.0,-0.0703125
codecontests_cpp_153,resid_mid,0.09375,-0.09765625
codecontests_cpp_153,resid_post,0.0625,-0.015625
codecontests_java_153,resid_mid,0.125,0.046875
codecontests_java_153,resid_post,0.03125,-0.017578125
apps_python_154,resid_mid,0.03125,0.3466796875
apps_python_154,resid_post,-0.1875,0.59765625
codecontests_cpp_154,resid_mid,0.03125,-0.162109375
codecontests_cpp_154,resid_post,0.09375,-0.09765625
codecontests_java_154,resid_mid,-0.0625,0.1728515625
codecontests_java_154,resid_post,-0.125,0.123046875
humaneval_python_154,resid_mid,-0.0625,0.5589599609375
humaneval_python_154,resid_post,0.03125,0.3984375
apps_python_155,resid_mid,0.0,0.5244140625
apps_python_155,resid_post,-0.03125,-0.04296875
apps_python_156,resid_mid,-0.03125,-0.046875
apps_python_156,resid_post,-0.0625,-0.1875
codecontests_cpp_156,resid_mid,0.125,-0.041015625
codecontests_cpp_156,resid_post,0.125,0.05078125
codecontests_java_156,resid_mid,0.09375,0.1015625
codecontests_java_156,resid_post,0.0625,0.14453125
apps_python_157,resid_mid,0.09375,0.3935546875
apps_python_157,resid_post,-0.03125,0.140625
codecontests_java_157,resid_mid,0.15625,0.060546875
codecontests_java_157,resid_post,0.09375,0.05859375
apps_python_158,resid_mid,0.03125,0.3720703125
apps_python_158,resid_post,-0.03125,0.16015625
codecontests_cpp_158,resid_mid,0.09375,-0.029296875
codecontests_cpp_158,resid_post,0.0625,-0.01953125
codecontests_java_158,resid_mid,0.0,0.25
codecontests_java_158,resid_post,-0.09375,0.126953125
codecontests_cpp_159,resid_mid,0.0,-0.1630859375
codecontests_cpp_159,resid_post,-0.125,-0.06640625
codecontests_java_159,resid_mid,0.0625,0.087646484375
codecontests_java_159,resid_post,0.0625,0.07421875
apps_python_160,resid_mid,-0.03125,0.5244140625
apps_python_160,resid_post,0.0,0.1875
codecontests_java_160,resid_mid,0.09375,-0.12890625
codecontests_java_160,resid_post,-0.03125,-0.001953125
apps_python_161,resid_mid,-0.125,0.2234344482421875
apps_python_161,resid_post,-0.09375,0.1640625
codecontests_cpp_161,resid_mid,0.125,0.4140625
codecontests_cpp_161,resid_post,0.125,0.125
codecontests_java_161,resid_mid,0.0,0.009765625
codecontests_java_161,resid_post,-0.1875,0.255859375
humaneval_python_161,resid_mid,-0.0625,0.5751953125
humaneval_python_161,resid_post,0.03125,0.3125
apps_python_162,resid_mid,-0.03125,0.400390625
apps_python_162,resid_post,-0.03125,0.125
codecontests_cpp_162,resid_mid,0.03125,-0.15576171875
codecontests_cpp_162,resid_post,-0.09375,0.0390625
codecontests_java_162,resid_mid,-0.09375,-0.142578125
codecontests_java_162,resid_post,-0.1875,0.005859375
apps_python_163,resid_mid,-0.03125,0.483642578125
apps_python_163,resid_post,-0.03125,-0.1875
codecontests_cpp_163,resid_mid,-0.125,0.27392578125
codecontests_cpp_163,resid_post,-0.03125,0.19921875
codecontests_java_163,resid_mid,0.0625,-0.046875
codecontests_java_163,resid_post,0.03125,0.005859375
apps_python_164,resid_mid,-0.0625,0.42626953125
apps_python_164,resid_post,-0.0625,-0.046875
codecontests_cpp_165,resid_mid,-0.09375,0.16650390625
codecontests_cpp_165,resid_post,0.0,0.19921875
codecontests_java_165,resid_mid,0.0625,0.069580078125
codecontests_java_165,resid_post,0.0,-0.015625
mbpp_python_165,resid_mid,0.0,0.525390625
mbpp_python_165,resid_post,0.0625,-0.0234375
apps_python_166,resid_mid,0.0,0.4185791015625
apps_python_166,resid_post,0.09375,-0.171875
codecontests_java_166,resid_mid,0.09375,0.1724853515625
codecontests_java_166,resid_post,0.0,0.177734375
apps_python_167,resid_mid,-0.03125,0.30859375
apps_python_167,resid_post,-0.125,-0.0078125
codecontests_java_167,resid_mid,-0.0625,-0.16259765625
codecontests_java_167,resid_post,-0.125,-0.123046875
mbpp_python_167,resid_mid,0.15625,0.27392578125
mbpp_python_167,resid_post,0.09375,0.44921875
codecontests_java_168,resid_mid,0.09375,0.306640625
codecontests_java_168,resid_post,-0.03125,-0.103515625
apps_python_169,resid_mid,-0.03125,0.246826171875
apps_python_169,resid_post,0.03125,-0.03125
codecontests_java_169,resid_mid,0.03125,0.09765625
codecontests_java_169,resid_post,-0.03125,-0.04296875
apps_python_170,resid_mid,-0.09375,0.529296875
apps_python_170,resid_post,0.0625,0.296875
codecontests_cpp_170,resid_mid,0.15625,-0.1083984375
codecontests_cpp_170,resid_post,0.1875,-0.056640625
codecontests_java_170,resid_mid,0.0625,0.09521484375
codecontests_java_170,resid_post,0.03125,0.068359375
apps_python_171,resid_mid,-0.03125,-0.11767578125
apps_python_171,resid_post,-0.125,0.1328125
codecontests_cpp_171,resid_mid,0.125,0.48681640625
codecontests_cpp_171,resid_post,0.125,0.16015625
codecontests_java_171,resid_mid,0.03125,-0.087890625
codecontests_java_171,resid_post,-0.03125,0.08203125
apps_python_172,resid_mid,-0.09375,0.34228515625
apps_python_172,resid_post,0.0,-0.08203125
codecontests_java_172,resid_mid,-0.03125,-0.13671875
codecontests_java_172,resid_post,-0.0625,-0.076171875
apps_python_173,resid_mid,-0.0625,0.423828125
apps_python_173,resid_post,-0.0625,0.234375
codecontests_cpp_173,resid_mid,0.0,-0.1552734375
codecontests_cpp_173,resid_post,-0.0625,-0.01953125
codecontests_java_173,resid_mid,0.125,0.07611083984375
codecontests_java_173,resid_post,0.0625,0.1015625
apps_python_174,resid_mid,0.15625,0.19775390625
apps_python_174,resid_post,0.09375,0.1328125
codecontests_cpp_174,resid_mid,0.09375,0.19873046875
codecontests_cpp_174,resid_post,0.03125,0.1171875
codecontests_java_174,resid_mid,0.09375,-0.067138671875
codecontests_java_174,resid_post,-0.09375,0.220703125
apps_python_175,resid_mid,0.0,-0.00390625
apps_python_175,resid_post,0.0,-0.0703125
codecontests_cpp_175,resid_mid,0.0,0.1025390625
codecontests_cpp_175,resid_post,-0.125,0.25146484375
codecontests_java_175,resid_mid,0.125,0.005859375
codecontests_java_175,resid_post,0.03125,0.20361328125
mbpp_python_175,resid_mid,0.03125,0.41796875
mbpp_python_175,resid_post,0.0,0.19921875
apps_python_176,resid_mid,-0.125,0.5380859375
apps_python_176,resid_post,0.0,0.16015625
codecontests_java_176,resid_mid,-0.0625,0.015625
codecontests_java_176,resid_post,0.03125,-0.09130859375
codecontests_cpp_177,resid_mid,0.0,-0.04150390625
codecontests_cpp_177,resid_post,0.03125,-0.03125
codecontests_java_177,resid_mid,0.0,0.4091796875
codecontests_java_177,resid_post,-0.09375,0.08984375
mbpp_python_177,resid_mid,-0.15625,0.5498046875
mbpp_python_177,resid_post,-0.09375,0.1875
apps_python_178,resid_mid,-0.1875,0.591796875
apps_python_178,resid_post,0.0,0.25
codecontests_cpp_178,resid_mid,0.15625,0.041015625
codecontests_cpp_178,resid_post,0.0,-0.1650390625
codecontests_java_178,resid_mid,0.15625,-0.0517578125
codecontests_java_178,resid_post,0.0625,-0.037109375
apps_python_179,resid_mid,-0.03125,0.236328125
apps_python_179,resid_post,-0.15625,0.614013671875
codecontests_java_179,resid_mid,0.0,0.056640625
codecontests_java_179,resid_post,-0.125,0.28125
apps_python_180,resid_mid,0.15625,-0.0960693359375
apps_python_180,resid_post,0.0,0.1171875
codecontests_java_180,resid_mid,0.03125,-0.01904296875
codecontests_java_180,resid_post,-0.09375,0.1953125
apps_python_181,resid_mid,0.0,-0.0147705078125
apps_python_181,resid_post,0.03125,-0.015625
codecontests_cpp_181,resid_mid,0.0,0.3076171875
codecontests_cpp_181,resid_post,0.03125,0.265625
codecontests_java_181,resid_mid,0.03125,0.182373046875
codecontests_java_181,resid_post,0.0,0.125
apps_python_182,resid_mid,-0.03125,0.464111328125
apps_python_182,resid_post,-0.03125,0.0
codecontests_cpp_182,resid_mid,0.125,0.0859375
codecontests_cpp_182,resid_post,0.09375,-0.01171875
codecontests_java_182,resid_mid,0.0625,0.0782470703125
codecontests_java_182,resid_post,0.0,0.12890625
apps_python_183,resid_mid,-0.0625,0.625
apps_python_183,resid_post,0.03125,-0.03125
codecontests_java_183,resid_mid,0.0,0.30810546875
codecontests_java_183,resid_post,-0.0625,-0.037109375
apps_python_184,resid_mid,0.125,0.3359375
apps_python_184,resid_post,-0.03125,0.16015625
apps_python_185,resid_mid,-0.09375,0.552734375
apps_python_185,resid_post,-0.09375,0.2578125
codecontests_cpp_185,resid_mid,-0.03125,0.5166015625
codecontests_cpp_185,resid_post,-0.0625,0.20703125
codecontests_java_185,resid_mid,0.0,0.10546875
codecontests_java_185,resid_post,-0.03125,-0.138671875
mbpp_python_185,resid_mid,-0.0625,0.51220703125
mbpp_python_185,resid_post,0.0,0.1328125
apps_python_186,resid_mid,-0.125,-0.09375
apps_python_186,resid_post,-0.0625,-0.53125
codecontests_cpp_186,resid_mid,-0.125,0.31396484375
codecontests_cpp_186,resid_post,-0.03125,-0.046875
codecontests_java_186,resid_mid,0.03125,0.03515625
codecontests_java_186,resid_post,0.03125,0.060546875
apps_python_187,resid_mid,0.03125,-0.091796875
apps_python_187,resid_post,-0.0625,0.0625
codecontests_java_187,resid_mid,-0.03125,-0.12109375
codecontests_java_187,resid_post,0.03125,-0.05078125
apps_python_188,resid_mid,-0.0625,0.14404296875
apps_python_188,resid_post,-0.0625,-0.1484375
codecontests_cpp_188,resid_mid,0.15625,-0.046875
codecontests_cpp_188,resid_post,0.0625,-0.068359375
codecontests_java_188,resid_mid,0.0625,0.0849609375
codecontests_java_188,resid_post,0.0,0.056640625
codecontests_cpp_189,resid_mid,0.0,-0.052734375
codecontests_cpp_189,resid_post,0.0,-0.00390625
codecontests_java_189,resid_mid,0.0,-0.06884765625
codecontests_java_189,resid_post,-0.0625,-0.0390625
apps_python_190,resid_mid,-0.25,0.208984375
apps_python_190,resid_post,-0.1875,-0.015625
codecontests_cpp_190,resid_mid,-0.03125,0.27734375
codecontests_cpp_190,resid_post,-0.125,0.380859375
codecontests_java_190,resid_mid,0.0,0.314453125
codecontests_java_190,resid_post,-0.09375,0.12890625
apps_python_191,resid_mid,-0.125,0.244140625
apps_python_191,resid_post,-0.0625,0.046875
codecontests_cpp_191,resid_mid,0.0,0.5517578125
codecontests_cpp_191,resid_post,-0.03125,0.189453125
codecontests_java_191,resid_mid,-0.125,-0.03125
codecontests_java_191,resid_post,-0.15625,0.044921875
apps_python_192,resid_mid,0.09375,0.197265625
apps_python_192,resid_post,-0.03125,0.0
codecontests_cpp_192,resid_mid,0.03125,0.0234375
codecontests_cpp_192,resid_post,0.0,-0.078125
codecontests_java_192,resid_mid,0.0625,0.17138671875
codecontests_java_192,resid_post,-0.03125,0.119140625
apps_python_193,resid_mid,0.0,-0.01220703125
apps_python_193,resid_post,-0.03125,-0.0859375
codecontests_java_193,resid_mid,0.09375,0.2890625
codecontests_java_193,resid_post,0.03125,0.19254302978515625
apps_python_194,resid_mid,0.03125,0.193359375
apps_python_194,resid_post,-0.1875,0.5
codecontests_cpp_194,resid_mid,0.15625,-0.113525390625
codecontests_cpp_194,resid_post,0.0625,-0.0625
codecontests_java_194,resid_mid,0.1875,0.10791015625
codecontests_java_194,resid_post,0.09375,0.115234375
mbpp_python_194,resid_mid,0.0,0.4501953125
mbpp_python_194,resid_post,0.03125,0.1875
apps_python_195,resid_mid,0.0,0.48486328125
apps_python_195,resid_post,0.09375,-0.265625
codecontests_cpp_195,resid_mid,0.0625,-0.05322265625
codecontests_cpp_195,resid_post,0.0625,0.0234375
codecontests_java_195,resid_mid,0.09375,0.01953125
codecontests_java_195,resid_post,0.0,0.0400390625
apps_python_196,resid_mid,-0.1875,0.1593017578125
apps_python_196,resid_post,-0.15625,0.0390625
codecontests_java_196,resid_mid,0.0,-0.029296875
codecontests_java_196,resid_post,-0.03125,0.060546875
apps_python_197,resid_mid,0.03125,0.1767578125
apps_python_197,resid_post,0.125,0.015625
codecontests_cpp_197,resid_mid,-0.09375,0.15625
codecontests_cpp_197,resid_post,0.0,-0.04296875
codecontests_java_197,resid_mid,0.15625,0.0703125
codecontests_java_197,resid_post,0.15625,0.068359375
apps_python_198,resid_mid,0.0,-0.05712890625
apps_python_198,resid_post,0.03125,-0.11328125
codecontests_java_198,resid_mid,0.0625,0.25390625
codecontests_java_198,resid_post,0.0,0.009765625
apps_python_199,resid_mid,-0.0625,0.153564453125
apps_python_199,resid_post,-0.0625,-0.03125
codecontests_cpp_199,resid_mid,0.09375,0.22216796875
codecontests_cpp_199,resid_post,0.09375,0.037109375
codecontests_java_199,resid_mid,0.09375,0.1796875
codecontests_java_199,resid_post,-0.0625,0.0703125
apps_python_200,resid_mid,0.03125,0.3095703125
apps_python_200,resid_post,0.0,-0.00390625
codecontests_cpp_200,resid_mid,-0.09375,-0.1640625
codecontests_cpp_200,resid_post,-0.15625,0.01953125
codecontests_java_200,resid_mid,0.09375,-0.0283203125
codecontests_java_200,resid_post,0.09375,-0.029296875
apps_python_201,resid_mid,0.03125,0.029296875
apps_python_201,resid_post,0.0,-0.0390625
codecontests_cpp_201,resid_mid,0.0,0.369720458984375
codecontests_cpp_201,resid_post,-0.0625,0.21484375
codecontests_java_201,resid_mid,0.0625,0.129638671875
codecontests_java_201,resid_post,-0.03125,0.349609375
apps_python_202,resid_mid,0.0625,0.6201171875
apps_python_202,resid_post,0.09375,-0.1328125
