family,step_idx,nodes,rescue_ratio_median,decision_score_median,tool_top1_rate,no_tool_top1_rate,boundary_flip_rate,n_samples
no_tool,1,L16H4,0.19777256258234518,2.509674072265625,0.9872241579558653,0.011614401858304297,0.0011614401858304297,1722
no_tool,2,L16H4|MLP17,0.6053221619070097,0.99609375,0.7479674796747967,0.2456445993031359,0.17886178861788618,1722
no_tool,3,L16H4|MLP17|L23H6,0.7951188500937816,0.0859375,0.47677119628339143,0.516260162601626,0.4738675958188153,1722
tool,1,L20H5,0.307643234704417,-3.03802490234375,0.005226480836236934,0.9901277584204413,0.0023228803716608595,1722
tool,2,L20H5|L21H1,0.7299765390669082,-0.934814453125,0.2073170731707317,0.789198606271777,0.19628339140534262,1722
tool,3,L20H5|L21H1|L21H12,0.9421909209085934,0.7138671875,0.6997677119628339,0.2979094076655052,0.7485481997677119,1722
tool,4,L20H5|L21H1|L21H12|L24H6,0.9715249775985664,1.27880859375,0.8571428571428571,0.14169570267131243,0.9175377468060395,1722
tool,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9910485341706889,1.9571533203125,0.9372822299651568,0.062137049941927994,0.9912891986062717,1722
