sample_id,variant,span,attn_mass,attn_density
apps_python_16,clean,function_body_anchor,0.00503391120582819,0.002516955602914095
apps_python_16,clean,file_target,0.012620381079614162,0.006310190539807081
apps_python_16,clean,tail_suffix,0.0612669512629509,0.005569722969084978
apps_python_16,clean,task_body,0.08710373938083649,0.0018146611982956529
apps_python_16,base,lead_phrase,0.019313812255859375,0.004828453063964844
apps_python_16,base,function_body_anchor,0.003980107605457306,0.001990053802728653
apps_python_16,base,file_target,0.010715652257204056,0.005357826128602028
apps_python_16,base,tail_suffix,0.05739962309598923,0.00521814776584506
apps_python_16,base,task_body,0.08686207234859467,0.0018096264684572816
codecontests_cpp_16,clean,lead_phrase,0.06271503865718842,0.012543007731437683
codecontests_cpp_16,clean,function_body_anchor,0.006057837046682835,0.0030289185233414173
codecontests_cpp_16,clean,file_target,0.022253647446632385,0.011126823723316193
codecontests_cpp_16,clean,tail_suffix,0.052857547998428345,0.004805231466889381
codecontests_cpp_16,clean,task_body,0.1350041627883911,0.0018243805970996618
codecontests_cpp_16,base,lead_phrase,0.05248236656188965,0.0104964729398489
codecontests_cpp_16,base,function_body_anchor,0.006216649431735277,0.0031083247158676386
codecontests_cpp_16,base,file_target,0.022128114476799965,0.011064057238399982
codecontests_cpp_16,base,tail_suffix,0.05825662612915039,0.005296057090163231
codecontests_cpp_16,base,task_body,0.13860492408275604,0.0018730395240709186
codecontests_java_16,clean,lead_phrase,0.03181266039609909,0.015906330198049545
codecontests_java_16,clean,function_body_anchor,0.013115251436829567,0.0065576257184147835
codecontests_java_16,clean,file_target,0.009680923074483871,0.004840461537241936
codecontests_java_16,clean,tail_suffix,0.08935247361660004,0.008122951723635197
codecontests_java_16,clean,task_body,0.12428993731737137,0.0018013034714385867
codecontests_java_16,base,lead_phrase,0.17722190916538239,0.08861095458269119
codecontests_java_16,base,function_body_anchor,0.023018980398774147,0.011509490199387074
codecontests_java_16,base,file_target,0.008922193199396133,0.004461096599698067
codecontests_java_16,base,tail_suffix,0.08262914419174194,0.007511740550398827
codecontests_java_16,base,task_body,0.10483244806528091,0.0015193108702078462
apps_python_17,clean,lead_phrase,0.0727032721042633,0.018175818026065826
apps_python_17,clean,function_body_anchor,0.007728946395218372,0.003864473197609186
apps_python_17,clean,file_target,0.01370823010802269,0.006854115054011345
apps_python_17,clean,tail_suffix,0.06572265177965164,0.005974786356091499
apps_python_17,clean,task_body,0.07955002039670944,0.0014205360785126686
apps_python_17,base,lead_phrase,0.09816399961709976,0.02454099990427494
apps_python_17,base,function_body_anchor,0.008173752576112747,0.004086876288056374
apps_python_17,base,file_target,0.013228111900389194,0.006614055950194597
