frame,node,file_rescue_ratio_median,object_decision_score_median,object_boundary_flip_rate,tool_top1_rate
develop,L2H14,0.0,-0.10770893096923828,0.0,0.0005807200929152149
develop,MLP11,0.05340267241852048,-0.010162353515625,0.4634146341463415,0.005226480836236934
write,L2H14,-0.018590284705701787,-0.4093017578125,0.008710801393728223,0.23751451800232287
write,MLP11,0.3322649572649573,0.140625,0.6039488966318235,0.7177700348432056
