family,node,layer,group_key,semantic_hint,rescue_ratio_median,decision_score_median,tool_top1_rate,no_tool_top1_rate,boundary_flip_rate,n_samples
no_tool,MLP27,27,symmetric_backbone,shared writer MLP,0.8071708780431521,-0.10546875,0.4274099883855981,0.5278745644599303,0.5394889663182346,1722
no_tool,MLP17,17,no_tool_bias_backbone,no-tool-biased writer MLP,0.47361459203564465,1.5023193359375,0.8437862950058072,0.15331010452961671,0.08768873403019745,1722
no_tool,MLP16,16,symmetric_backbone,shared writer MLP,0.4313445795088067,1.736083984375,0.889082462253194,0.10859465737514518,0.06097560975609756,1722
no_tool,L24H6,24,symmetric_backbone,format/prefix router,0.4184990074820583,1.7236328125,0.8983739837398373,0.09698025551684088,0.044715447154471545,1722
no_tool,MLP19,19,symmetric_backbone,shared writer MLP,0.376483731322441,1.8731689453125,0.9274099883855982,0.07200929152148665,0.0272938443670151,1722
no_tool,L21H12,21,tool_bias_backbone,format/prefix router,0.36799628718838906,1.886474609375,0.9233449477351916,0.06968641114982578,0.026713124274099883,1722
no_tool,L23H6,23,tool_bias_backbone,tool-biased router,0.27993710691823903,2.25457763671875,0.9767711962833914,0.022067363530778164,0.0005807200929152149,1722
no_tool,L21H1,21,tool_bias_backbone,format/prefix router,0.26336189310485514,2.282379150390625,0.9599303135888502,0.03774680603948897,0.0029036004645760743,1722
no_tool,MLP12,12,no_tool_bias_backbone,no-tool-biased writer MLP,0.22692863190397927,2.44024658203125,0.9634146341463414,0.032520325203252036,0.018583042973286876,1722
no_tool,L16H8,16,no_tool_bias_backbone,no-tool-biased router,0.21365095521453178,2.45458984375,0.9703832752613241,0.028455284552845527,0.0023228803716608595,1722
no_tool,L17H8,17,symmetric_backbone,shared router,0.20224719101123595,2.499664306640625,0.975609756097561,0.023228803716608595,0.0,1722
no_tool,L16H4,16,no_tool_bias_backbone,no-tool-biased router,0.19777256258234518,2.509674072265625,0.9872241579558653,0.011614401858304297,0.0011614401858304297,1722
no_tool,L20H5,20,symmetric_backbone,user-content reader,0.1936619718309859,2.5097808837890625,0.9860627177700348,0.012195121951219513,0.0,1722
no_tool,L17H2,17,no_tool_tail,no-tool-tail router,0.16666666666666666,2.6221694946289062,0.9860627177700348,0.012775842044134728,0.0011614401858304297,1722
no_tool,MLP11,11,tool_bias_backbone,tool-biased writer MLP,0.15266007532956688,2.684173583984375,0.9773519163763066,0.02148664343786295,0.012195121951219513,1722
no_tool,MLP21,21,tool_tail,tool-tail writer MLP,0.14285714285714285,2.6819915771484375,0.9901277584204413,0.009872241579558653,0.0,1722
no_tool,L18H14,18,tool_tail,format/prefix router,0.11707317073170732,2.776885986328125,0.9889663182346109,0.010452961672473868,0.0,1722
no_tool,L16H13,16,no_tool_tail,no-tool-tail router,0.1141428429620806,2.841981887817383,0.9907084785133565,0.008710801393728223,0.0,1722
no_tool,L23H5,23,tool_tail,format/prefix router,0.1057480515079634,2.822509765625,0.9941927990708479,0.005226480836236934,0.0,1722
no_tool,L13H9,13,symmetric_backbone,shared router,0.07142857142857142,2.937415599822998,0.9976771196283392,0.0023228803716608595,0.0,1722
no_tool,L16H9,16,no_tool_tail,no-tool-tail router,0.06111111111111111,2.9837265014648438,0.9947735191637631,0.005226480836236934,0.0,1722
no_tool,L12H6,12,symmetric_backbone,shared router,0.041056071551427584,3.0155266523361206,0.997096399535424,0.0029036004645760743,0.0005807200929152149,1722
no_tool,L15H5,15,no_tool_tail,no-tool-tail router,0.03723404255319149,3.0909652709960938,0.9883855981416957,0.011033681765389082,0.0,1722
no_tool,L2H14,2,tool_tail,tool-tail router,0.006097560975609756,3.175069808959961,0.9988385598141696,0.0011614401858304297,0.0,1722
tool,MLP27,27,symmetric_backbone,shared writer MLP,0.8089183087027915,-0.5146484375,0.2886178861788618,0.7067363530778165,0.27468060394889665,1722
tool,L21H12,21,tool_bias_backbone,format/prefix router,0.7068972611758509,-1.16455078125,0.15911730545876887,0.837979094076655,0.14285714285714285,1722
tool,L24H6,24,symmetric_backbone,format/prefix router,0.5741183767499557,-1.9163818359375,0.004645760743321719,0.9901277584204413,0.0,1722
tool,L21H1,21,tool_bias_backbone,format/prefix router,0.5725214198286414,-1.7135009765625,0.056329849012775844,0.9396051103368177,0.03716608594657375,1722
tool,MLP17,17,no_tool_bias_backbone,no-tool-biased writer MLP,0.5539392015799125,-1.87109375,0.09872241579558652,0.867595818815331,0.08885017421602788,1722
tool,MLP19,19,symmetric_backbone,shared writer MLP,0.537846956964604,-1.923583984375,0.044715447154471545,0.9361207897793263,0.0313588850174216,1722
tool,L23H6,23,tool_bias_backbone,tool-biased router,0.5251597604597886,-2.0450439453125,0.026713124274099883,0.9668989547038328,0.012195121951219513,1722
tool,MLP16,16,symmetric_backbone,shared writer MLP,0.5244572441293753,-2.05035400390625,0.07897793263646923,0.8716608594657376,0.07317073170731707,1722
tool,MLP21,21,tool_tail,tool-tail writer MLP,0.4049187764624557,-2.6871185302734375,0.0029036004645760743,0.9883855981416957,0.0005807200929152149,1722
tool,MLP11,11,tool_bias_backbone,tool-biased writer MLP,0.33122119815668205,-3.215179443359375,0.0272938443670151,0.9576074332171893,0.019744483159117306,1722
tool,L17H8,17,symmetric_backbone,shared router,0.3184644524374378,-3.0087432861328125,0.0005807200929152149,0.9965156794425087,0.0005807200929152149,1722
tool,L20H5,20,symmetric_backbone,user-content reader,0.307643234704417,-3.03802490234375,0.005226480836236934,0.9901277584204413,0.0023228803716608595,1722
tool,L16H8,16,no_tool_bias_backbone,no-tool-biased router,0.2722222222222222,-3.2278900146484375,0.0011614401858304297,0.9930313588850174,0.0,1722
tool,L18H14,18,tool_tail,format/prefix router,0.26185366850602904,-3.330535888671875,0.0005807200929152149,0.9901277584204413,0.0,1722
tool,L16H4,16,no_tool_bias_backbone,no-tool-biased router,0.2588349150849151,-3.3090286254882812,0.0017421602787456446,0.9924506387921022,0.0005807200929152149,1722
tool,MLP12,12,no_tool_bias_backbone,no-tool-biased writer MLP,0.25683386610103665,-3.47216796875,0.024390243902439025,0.967479674796748,0.0156794425087108,1722
tool,L17H2,17,no_tool_tail,no-tool-tail router,0.2511243319552284,-3.34161376953125,0.0005807200929152149,0.9965156794425087,0.0005807200929152149,1722
tool,L23H5,23,tool_tail,format/prefix router,0.22023809523809523,-3.5538482666015625,0.0,0.997096399535424,0.0,1722
tool,L16H13,16,no_tool_tail,no-tool-tail router,0.1353020231738767,-3.882598876953125,0.0,0.9959349593495935,0.0,1722
tool,L12H6,12,symmetric_backbone,shared router,0.10768968392329266,-4.024749755859375,0.0,0.9965156794425087,0.0,1722
tool,L13H9,13,symmetric_backbone,shared router,0.10456030897207368,-3.9643402099609375,0.0,0.9965156794425087,0.0,1722
tool,L16H9,16,no_tool_tail,no-tool-tail router,0.08868249569320649,-4.153755187988281,0.0,0.9953542392566783,0.0,1722
tool,L15H5,15,no_tool_tail,no-tool-tail router,0.07207207207207207,-4.274993896484375,0.0,0.9953542392566783,0.0,1722
tool,L2H14,2,tool_tail,tool-tail router,0.0415587219343696,-4.3693695068359375,0.0,0.9953542392566783,0.0,1722
