space,same_object_cross_frame_cosine_median,same_frame_cross_object_cosine_median,object_minus_frame_cosine_median,object_wins_rate
l2h14_lead_k,0.8966465592384338,0.9999959170818329,-0.10334870219230652,0.0
l2h14_lead_k_centered,-0.9999569058418274,0.9999172985553741,-1.9998742043972015,0.0
l2h14_z,0.9525412321090698,0.9660822153091431,-0.013536199927330017,0.13704994192799072
l2h14_z_centered,-0.2818289287388325,0.2723843455314636,-0.5543910562992096,0.06039488966318235
mlp11_out,0.9924118667840958,0.9740512520074844,0.018236905336380005,1.0
mlp11_out_centered,0.539976179599762,-0.6152365505695343,1.155322790145874,1.0
