node,layer,support_weighted,support_unweighted,median_score_norm,mean_score_norm
MLP27,27,1.0,1.0,0.4107142857142857,0.4100303801898661
L24H6,24,0.9783848993994939,0.9790209790209791,0.14387175324675325,0.14222927953220835
L23H6,23,0.9572224981817655,0.958041958041958,0.10364583333333334,0.10138195834598356
MLP17,17,0.9229031468699501,0.9230769230769231,0.24385363064608348,0.25295118538917977
MLP16,16,0.8764216065614414,0.8741258741258742,0.21212121212121213,0.22551516483447023
L21H12,21,0.8327767436622555,0.8391608391608392,0.12442050137362637,0.12635468458328347
L16H8,16,0.6879115762449125,0.6923076923076923,0.09966216216216216,0.10207585596512334
MLP19,19,0.6851366368812315,0.6783216783216783,0.17543859649122806,0.1825885607328249
L17H8,17,0.6598654028523535,0.6503496503496503,0.09978070175438597,0.10686651359379415
L21H1,21,0.5671306576749393,0.5594405594405595,0.11865601503759399,0.11823625933238184
L16H4,16,0.5558236117745161,0.5594405594405595,0.10162429378531074,0.10245111971934848
MLP12,12,0.4467437998187577,0.45454545454545453,0.1744186046511628,0.18721712956650796
L20H5,20,0.4256166311022786,0.43356643356643354,0.07855639730639731,0.08277266110459684
L17H2,17,0.3722589790971294,0.36363636363636365,0.11379588293650794,0.11236221412741298
L12H6,12,0.3456434222901087,0.35664335664335667,0.049679487179487176,0.052161664609023946
MLP11,11,0.3256234109531648,0.32167832167832167,0.14902948861515491,0.16702016121741856
L13H9,13,0.26393065862303466,0.26573426573426573,0.04091012022397892,0.04506710759432376
L11H1,11,0.2371911149191077,0.23076923076923078,0.08737244897959184,0.08367291489781617
L13H3,13,0.2310866651577265,0.23076923076923078,0.059782608695652176,0.0624149262512165
L18H14,18,0.21808109393219338,0.21678321678321677,0.1016949152542373,0.09957260086152137
L20H14,20,0.19477166823314024,0.1888111888111888,0.11704545454545455,0.11326668364442313
MLP18,18,0.17639107789891564,0.17482517482517482,0.19642857142857142,0.19694032669101275
L17H12,17,0.17352842912072947,0.17482517482517482,0.09429824561403509,0.09274450645615787
L16H9,16,0.16497364654736174,0.16083916083916083,0.08891752577319588,0.09210037371292637
MLP20,20,0.1612837378516718,0.16083916083916083,0.10638297872340426,0.125642972755924
L15H5,15,0.16014442425918407,0.15384615384615385,0.1244796552532833,0.11993068172195163
L16H13,16,0.15984493709839132,0.16083916083916083,0.10753676470588236,0.10654846147051514
MLP13,13,0.15121313283472088,0.16083916083916083,0.14423076923076922,0.16039545050073178
L9H3,9,0.14989812883101322,0.14685314685314685,0.08846153846153847,0.08470936169325176
MLP5,5,0.13506991303379345,0.13986013986013987,0.05375773651635721,0.06954104448895869
MLP1,1,0.12109326632368966,0.11888111888111888,0.045454545454545456,0.06663346431547403
MLP6,6,0.120490451850804,0.11888111888111888,0.034482758620689655,0.050892049856659544
L2H15,2,0.11650034675368867,0.11888111888111888,0.02023565573770492,0.02304392727110523
L2H14,2,0.11339794421966613,0.11888111888111888,0.026041666666666668,0.030195442159361163
L13H6,13,0.11095537426351418,0.11188811188811189,0.08308423913043478,0.08786004563887474
L10H2,10,0.1082858242041015,0.11188811188811189,0.06864589421390999,0.06427331003350398
MLP3,3,0.10432921794672148,0.1048951048951049,0.02531645569620253,0.047448335430694884
MLP4,4,0.10297557556535357,0.1048951048951049,0.06060606060606061,0.060848571525671
MLP10,10,0.1012693640591183,0.0979020979020979,0.07619738751814223,0.08541481459443304
L6H0,6,0.10092007261663977,0.1048951048951049,0.021222014925373133,0.021960503984817262
L17H14,17,0.08676563462483354,0.08391608391608392,0.09606291118421054,0.09105770491561767
L12H0,12,0.08640627232565977,0.08391608391608392,0.03956473214285715,0.05360334484295251
MLP2,2,0.08191565559277184,0.08391608391608392,0.04700854700854701,0.05030736202233202
L4H15,4,0.07893907849065006,0.08391608391608392,0.021710311411149825,0.021342830256399173
MLP0,0,0.07655077210458161,0.07692307692307693,0.04838709677419355,0.04538441593011557
MLP9,9,0.07625771249919748,0.07692307692307693,0.125,0.13539267022522952
L11H8,11,0.07448665856256016,0.07692307692307693,0.04846938775510204,0.04885275096275157
MLP7,7,0.0699498049648581,0.06993006993006994,0.14459930313588848,0.12543412936931433
L15H9,15,0.06895242860988197,0.06993006993006994,0.08214447463768115,0.08871790372497344
L16H6,16,0.059071627469447406,0.06293706293706294,0.06404320987654322,0.06243700172763925
L13H10,13,0.05845210303235438,0.055944055944055944,0.08351891762452107,0.07896445142985914
L9H5,9,0.0566356280287515,0.055944055944055944,0.047356730521155826,0.054377445799100456
MLP26,26,0.051145590153310085,0.04895104895104895,0.0547945205479452,0.061003182385779606
L12H10,12,0.04383907727426579,0.04195804195804196,0.07899489660657477,0.07597090263609618
L11H9,11,0.04383907727426579,0.04195804195804196,0.06744260204081633,0.0648671060566247
