sample_id,variant,component,set,mass
apps_python_4,corrupt_with_clean_instruction,L20H5,instruction_line,0.17447970807552338
apps_python_4,corrupt_with_clean_instruction,L20H5,task_body,0.029301656410098076
apps_python_4,corrupt_with_clean_instruction,L21H1,instruction_line,0.0456540621817112
apps_python_4,corrupt_with_clean_instruction,L21H1,task_body,0.08036945015192032
apps_python_4,corrupt_with_clean_instruction,L21H12,instruction_line,0.009133750572800636
apps_python_4,corrupt_with_clean_instruction,L21H12,task_body,0.0036633722484111786
apps_python_4,corrupt_with_clean_instruction,L16H4,instruction_line,0.15258653461933136
apps_python_4,corrupt_with_clean_instruction,L16H4,task_body,0.2855513393878937
apps_python_4,corrupt_full,L20H5,instruction_line,0.4470338523387909
apps_python_4,corrupt_full,L20H5,task_body,0.06970256567001343
apps_python_4,corrupt_full,L21H1,instruction_line,0.04585585743188858
apps_python_4,corrupt_full,L21H1,task_body,0.10254183411598206
apps_python_4,corrupt_full,L21H12,instruction_line,0.10929648578166962
apps_python_4,corrupt_full,L21H12,task_body,0.02060171775519848
apps_python_4,corrupt_full,L16H4,instruction_line,0.17903019487857819
apps_python_4,corrupt_full,L16H4,task_body,0.3855656683444977
codecontests_cpp_4,clean_full,L20H5,instruction_line,0.20432300865650177
codecontests_cpp_4,clean_full,L20H5,task_body,0.05939727649092674
codecontests_cpp_4,clean_full,L21H1,instruction_line,0.048589855432510376
codecontests_cpp_4,clean_full,L21H1,task_body,0.16596977412700653
codecontests_cpp_4,clean_full,L21H12,instruction_line,0.03460520878434181
codecontests_cpp_4,clean_full,L21H12,task_body,0.016761835664510727
codecontests_cpp_4,clean_full,L16H4,instruction_line,0.1684209108352661
codecontests_cpp_4,clean_full,L16H4,task_body,0.24239526689052582
codecontests_cpp_4,clean_with_corrupt_instruction,L20H5,instruction_line,0.24721592664718628
codecontests_cpp_4,clean_with_corrupt_instruction,L20H5,task_body,0.07350277900695801
codecontests_cpp_4,clean_with_corrupt_instruction,L21H1,instruction_line,0.049070313572883606
codecontests_cpp_4,clean_with_corrupt_instruction,L21H1,task_body,0.14052218198776245
codecontests_cpp_4,clean_with_corrupt_instruction,L21H12,instruction_line,0.07840540260076523
codecontests_cpp_4,clean_with_corrupt_instruction,L21H12,task_body,0.03564072027802467
codecontests_cpp_4,clean_with_corrupt_instruction,L16H4,instruction_line,0.18570876121520996
codecontests_cpp_4,clean_with_corrupt_instruction,L16H4,task_body,0.2642693519592285
codecontests_cpp_4,corrupt_with_clean_instruction,L20H5,instruction_line,0.20432300865650177
codecontests_cpp_4,corrupt_with_clean_instruction,L20H5,task_body,0.05939727649092674
codecontests_cpp_4,corrupt_with_clean_instruction,L21H1,instruction_line,0.048589855432510376
codecontests_cpp_4,corrupt_with_clean_instruction,L21H1,task_body,0.16596977412700653
codecontests_cpp_4,corrupt_with_clean_instruction,L21H12,instruction_line,0.03460520878434181
codecontests_cpp_4,corrupt_with_clean_instruction,L21H12,task_body,0.016761835664510727
codecontests_cpp_4,corrupt_with_clean_instruction,L16H4,instruction_line,0.1684209108352661
codecontests_cpp_4,corrupt_with_clean_instruction,L16H4,task_body,0.24239526689052582
codecontests_cpp_4,corrupt_full,L20H5,instruction_line,0.24721592664718628
codecontests_cpp_4,corrupt_full,L20H5,task_body,0.07350277900695801
codecontests_cpp_4,corrupt_full,L21H1,instruction_line,0.049070313572883606
codecontests_cpp_4,corrupt_full,L21H1,task_body,0.14052218198776245
codecontests_cpp_4,corrupt_full,L21H12,instruction_line,0.07840540260076523
codecontests_cpp_4,corrupt_full,L21H12,task_body,0.03564072027802467
codecontests_cpp_4,corrupt_full,L16H4,instruction_line,0.18570876121520996
codecontests_cpp_4,corrupt_full,L16H4,task_body,0.2642693519592285
codecontests_java_4,clean_full,L20H5,instruction_line,0.07228180766105652
codecontests_java_4,clean_full,L20H5,task_body,0.040569111704826355
codecontests_java_4,clean_full,L21H1,instruction_line,0.04033602401614189
codecontests_java_4,clean_full,L21H1,task_body,0.34621965885162354
codecontests_java_4,clean_full,L21H12,instruction_line,0.009726726450026035
codecontests_java_4,clean_full,L21H12,task_body,0.007240114267915487
codecontests_java_4,clean_full,L16H4,instruction_line,0.14446192979812622
codecontests_java_4,clean_full,L16H4,task_body,0.28098785877227783
codecontests_java_4,clean_with_corrupt_instruction,L20H5,instruction_line,0.235474094748497
codecontests_java_4,clean_with_corrupt_instruction,L20H5,task_body,0.10533706098794937
codecontests_java_4,clean_with_corrupt_instruction,L21H1,instruction_line,0.05987633764743805
codecontests_java_4,clean_with_corrupt_instruction,L21H1,task_body,0.3285271227359772
codecontests_java_4,clean_with_corrupt_instruction,L21H12,instruction_line,0.10482685267925262
codecontests_java_4,clean_with_corrupt_instruction,L21H12,task_body,0.0435912162065506
codecontests_java_4,clean_with_corrupt_instruction,L16H4,instruction_line,0.15798437595367432
codecontests_java_4,clean_with_corrupt_instruction,L16H4,task_body,0.3566054701805115
codecontests_java_4,corrupt_with_clean_instruction,L20H5,instruction_line,0.07228180766105652
codecontests_java_4,corrupt_with_clean_instruction,L20H5,task_body,0.040569111704826355
codecontests_java_4,corrupt_with_clean_instruction,L21H1,instruction_line,0.04033602401614189
codecontests_java_4,corrupt_with_clean_instruction,L21H1,task_body,0.34621965885162354
codecontests_java_4,corrupt_with_clean_instruction,L21H12,instruction_line,0.009726726450026035
codecontests_java_4,corrupt_with_clean_instruction,L21H12,task_body,0.007240114267915487
codecontests_java_4,corrupt_with_clean_instruction,L16H4,instruction_line,0.14446192979812622
codecontests_java_4,corrupt_with_clean_instruction,L16H4,task_body,0.28098785877227783
codecontests_java_4,corrupt_full,L20H5,instruction_line,0.235474094748497
codecontests_java_4,corrupt_full,L20H5,task_body,0.10533706098794937
codecontests_java_4,corrupt_full,L21H1,instruction_line,0.05987633764743805
codecontests_java_4,corrupt_full,L21H1,task_body,0.3285271227359772
codecontests_java_4,corrupt_full,L21H12,instruction_line,0.10482685267925262
codecontests_java_4,corrupt_full,L21H12,task_body,0.0435912162065506
codecontests_java_4,corrupt_full,L16H4,instruction_line,0.15798437595367432
codecontests_java_4,corrupt_full,L16H4,task_body,0.3566054701805115
mbpp_python_4,clean_full,L20H5,instruction_line,0.15414656698703766
mbpp_python_4,clean_full,L20H5,task_body,0.02040010690689087
mbpp_python_4,clean_full,L21H1,instruction_line,0.03542855381965637
mbpp_python_4,clean_full,L21H1,task_body,0.09074760973453522
mbpp_python_4,clean_full,L21H12,instruction_line,0.012283259071409702
mbpp_python_4,clean_full,L21H12,task_body,0.003750791307538748
mbpp_python_4,clean_full,L16H4,instruction_line,0.16898491978645325
mbpp_python_4,clean_full,L16H4,task_body,0.2788810133934021
mbpp_python_4,clean_with_corrupt_instruction,L20H5,instruction_line,0.3961072266101837
mbpp_python_4,clean_with_corrupt_instruction,L20H5,task_body,0.05156463384628296
mbpp_python_4,clean_with_corrupt_instruction,L21H1,instruction_line,0.035092853009700775
mbpp_python_4,clean_with_corrupt_instruction,L21H1,task_body,0.08301471918821335
mbpp_python_4,clean_with_corrupt_instruction,L21H12,instruction_line,0.115805484354496
mbpp_python_4,clean_with_corrupt_instruction,L21H12,task_body,0.017927752807736397
mbpp_python_4,clean_with_corrupt_instruction,L16H4,instruction_line,0.18345686793327332
mbpp_python_4,clean_with_corrupt_instruction,L16H4,task_body,0.3518229126930237
mbpp_python_4,corrupt_with_clean_instruction,L20H5,instruction_line,0.15414656698703766
mbpp_python_4,corrupt_with_clean_instruction,L20H5,task_body,0.02040010690689087
mbpp_python_4,corrupt_with_clean_instruction,L21H1,instruction_line,0.03542855381965637
mbpp_python_4,corrupt_with_clean_instruction,L21H1,task_body,0.09074760973453522
mbpp_python_4,corrupt_with_clean_instruction,L21H12,instruction_line,0.012283259071409702
mbpp_python_4,corrupt_with_clean_instruction,L21H12,task_body,0.003750791307538748
mbpp_python_4,corrupt_with_clean_instruction,L16H4,instruction_line,0.16898491978645325
mbpp_python_4,corrupt_with_clean_instruction,L16H4,task_body,0.2788810133934021
mbpp_python_4,corrupt_full,L20H5,instruction_line,0.3961072266101837
mbpp_python_4,corrupt_full,L20H5,task_body,0.05156463384628296
mbpp_python_4,corrupt_full,L21H1,instruction_line,0.035092853009700775
mbpp_python_4,corrupt_full,L21H1,task_body,0.08301471918821335
mbpp_python_4,corrupt_full,L21H12,instruction_line,0.115805484354496
mbpp_python_4,corrupt_full,L21H12,task_body,0.017927752807736397
mbpp_python_4,corrupt_full,L16H4,instruction_line,0.18345686793327332
mbpp_python_4,corrupt_full,L16H4,task_body,0.3518229126930237
apps_python_5,clean_full,L20H5,instruction_line,0.3548073172569275
apps_python_5,clean_full,L20H5,task_body,0.056185707449913025
apps_python_5,clean_full,L21H1,instruction_line,0.036367230117321014
apps_python_5,clean_full,L21H1,task_body,0.12851423025131226
apps_python_5,clean_full,L21H12,instruction_line,0.046247463673353195
apps_python_5,clean_full,L21H12,task_body,0.013430429622530937
apps_python_5,clean_full,L16H4,instruction_line,0.13525132834911346
apps_python_5,clean_full,L16H4,task_body,0.3767613470554352
apps_python_5,clean_with_corrupt_instruction,L20H5,instruction_line,0.3887031674385071
apps_python_5,clean_with_corrupt_instruction,L20H5,task_body,0.0941578596830368
apps_python_5,clean_with_corrupt_instruction,L21H1,instruction_line,0.04005765542387962
apps_python_5,clean_with_corrupt_instruction,L21H1,task_body,0.1120610237121582
apps_python_5,clean_with_corrupt_instruction,L21H12,instruction_line,0.06863440573215485
apps_python_5,clean_with_corrupt_instruction,L21H12,task_body,0.02146792598068714
