sample_id,step_idx,nodes,rescue_ratio,decision_score,no_tool_top1,boundary_flip
apps_python_34,1,L16H4,0.22959183673469388,-2.3416748046875,False,False
apps_python_34,2,L16H4|MLP17,0.6989795918367347,-0.583984375,False,False
apps_python_34,3,L16H4|MLP17|L23H6,0.8501275510204082,0.337890625,True,True
apps_python_35,1,L16H4,0.18137254901960784,-1.293701171875,False,False
apps_python_35,2,L16H4|MLP17,0.5416666666666666,-0.583984375,False,False
apps_python_35,3,L16H4|MLP17|L23H6,0.8468137254901961,0.412109375,True,True
codecontests_cpp_35,1,L16H4,0.07006369426751592,-2.279449462890625,False,False
codecontests_cpp_35,2,L16H4|MLP17,0.6449044585987261,-0.6650390625,False,False
codecontests_cpp_35,3,L16H4|MLP17|L23H6,0.7834394904458599,-0.119140625,False,False
codecontests_java_35,1,L16H4,0.0625,-3.74755859375,False,False
codecontests_java_35,2,L16H4|MLP17,0.8583984375,0.45703125,True,True
codecontests_java_35,3,L16H4|MLP17|L23H6,0.9345703125,1.78515625,True,True
mbpp_python_35,1,L16H4,0.2346368715083799,-2.112060546875,False,False
mbpp_python_35,2,L16H4|MLP17,0.31843575418994413,-1.852294921875,False,False
mbpp_python_35,3,L16H4|MLP17|L23H6,0.5810055865921788,-0.9228515625,False,False
apps_python_36,1,L16H4,0.4878048780487805,-1.208984375,False,False
apps_python_36,2,L16H4|MLP17,0.6692073170731707,-0.59765625,False,False
apps_python_36,3,L16H4|MLP17|L23H6,0.7942073170731707,-0.044921875,True,False
codecontests_java_36,1,L16H4,0.22959183673469388,-2.3375244140625,False,False
codecontests_java_36,2,L16H4|MLP17,0.9011479591836735,1.181640625,True,True
codecontests_java_36,3,L16H4|MLP17|L23H6,0.9534438775510204,2.560546875,True,True
mbpp_python_36,1,L16H4,0.15748031496062992,-1.6634521484375,False,False
mbpp_python_36,2,L16H4|MLP17,0.7765748031496063,0.044921875,True,True
mbpp_python_36,3,L16H4|MLP17|L23H6,0.9266732283464567,1.0107421875,True,True
apps_python_37,1,L16H4,0.2169811320754717,-2.58111572265625,False,False
apps_python_37,2,L16H4|MLP17,0.7193396226415094,-0.521484375,False,False
apps_python_37,3,L16H4|MLP17|L23H6,0.8537735849056604,0.4296875,True,True
codecontests_java_37,1,L16H4,0.3473282442748092,-2.62353515625,False,False
codecontests_java_37,2,L16H4|MLP17,0.6870229007633588,-0.63671875,True,False
codecontests_java_37,3,L16H4|MLP17|L23H6,0.7833969465648855,0.45703125,True,True
codecontests_java_38,1,L16H4,-0.00641025641025641,-1.2253036499023438,False,False
codecontests_java_38,2,L16H4|MLP17,0.5608974358974359,-0.302734375,True,False
codecontests_java_38,3,L16H4|MLP17|L23H6,0.8012820512820513,0.640625,True,True
codecontests_cpp_39,1,L16H4,0.0945945945945946,-2.0914154052734375,False,False
codecontests_cpp_39,2,L16H4|MLP17,0.35135135135135137,-1.454345703125,False,False
codecontests_cpp_39,3,L16H4|MLP17|L23H6,0.6131756756756757,-0.69140625,False,False
codecontests_java_39,1,L16H4,0.08571428571428572,-5.9992523193359375,False,False
codecontests_java_39,2,L16H4|MLP17,0.4785714285714286,-3.390380859375,False,False
codecontests_java_39,3,L16H4|MLP17|L23H6,0.7273809523809524,-1.6083984375,False,False
humaneval_python_39,1,L16H4,0.1689497716894977,-2.8372802734375,False,False
humaneval_python_39,2,L16H4|MLP17,0.6118721461187214,-1.154296875,False,False
humaneval_python_39,3,L16H4|MLP17|L23H6,0.8139269406392694,-0.1015625,False,False
apps_python_40,1,L16H4,0.2890995260663507,-1.13671875,False,False
apps_python_40,2,L16H4|MLP17,0.3933649289099526,-0.92822265625,False,False
apps_python_40,3,L16H4|MLP17|L23H6,0.7037914691943128,-0.125,True,False
codecontests_cpp_40,1,L16H4,0.23444976076555024,-2.484375,False,False
codecontests_cpp_40,2,L16H4|MLP17,0.8397129186602871,0.1953125,True,True
codecontests_cpp_40,3,L16H4|MLP17|L23H6,0.8905502392344498,0.666015625,True,True
codecontests_java_40,1,L16H4,0.20454545454545456,-3.27276611328125,False,False
codecontests_java_40,2,L16H4|MLP17,0.6761363636363636,-1.072265625,False,False
codecontests_java_40,3,L16H4|MLP17|L23H6,0.8778409090909091,0.46875,True,True
codecontests_cpp_41,1,L16H4,0.18791946308724833,-3.776336669921875,False,False
codecontests_cpp_41,2,L16H4|MLP17,0.5704697986577181,-1.90087890625,False,False
codecontests_cpp_41,3,L16H4|MLP17|L23H6,0.7013422818791947,-1.171875,False,False
codecontests_java_41,1,L16H4,0.15458937198067632,-2.72784423828125,False,False
codecontests_java_41,2,L16H4|MLP17,0.391304347826087,-1.88818359375,False,False
codecontests_java_41,3,L16H4|MLP17|L23H6,0.6956521739130435,-0.607421875,False,False
