sample_id,step_idx,nodes,rescue_ratio,decision_score,tool_top1,boundary_flip
codecontests_java_14,4,L20H5|L21H1|L21H12|L24H6,0.975,1.359375,True,True
codecontests_java_14,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.99765625,3.23095703125,True,True
codecontests_cpp_15,1,L20H5,0.24352331606217617,-2.275421142578125,False,False
codecontests_cpp_15,2,L20H5|L21H1,0.5621761658031088,-1.264404296875,False,False
codecontests_cpp_15,3,L20H5|L21H1|L21H12,0.8853626943005182,0.015625,False,True
codecontests_cpp_15,4,L20H5|L21H1|L21H12|L24H6,0.9523963730569949,0.4619140625,False,True
codecontests_cpp_15,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9637305699481865,0.58203125,True,True
codecontests_java_15,1,L20H5,0.35036496350364965,-5.55279541015625,False,False
codecontests_java_15,2,L20H5|L21H1,0.8667883211678832,-0.716796875,False,False
codecontests_java_15,3,L20H5|L21H1|L21H12,0.993185447080292,2.738525390625,True,True
codecontests_java_15,4,L20H5|L21H1|L21H12|L24H6,0.9967638001824818,3.3785400390625,True,True
codecontests_java_15,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.999912234118385,5.561748504638672,True,True
apps_python_16,1,L20H5,0.19343065693430658,-3.43505859375,False,False
apps_python_16,2,L20H5|L21H1,0.6113138686131386,-1.5322265625,False,False
apps_python_16,3,L20H5|L21H1|L21H12,0.7791970802919708,-0.654296875,False,False
apps_python_16,4,L20H5|L21H1|L21H12|L24H6,0.885492700729927,0.099609375,False,True
apps_python_16,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9711450729927007,1.06396484375,True,True
codecontests_cpp_16,1,L20H5,0.2863247863247863,-2.59326171875,False,False
codecontests_cpp_16,2,L20H5|L21H1,0.6517094017094017,-1.0966796875,False,False
codecontests_cpp_16,3,L20H5|L21H1|L21H12,0.9033119658119658,0.423828125,True,True
codecontests_cpp_16,4,L20H5|L21H1|L21H12|L24H6,0.9618055555555556,1.1181640625,True,True
codecontests_cpp_16,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9833066239316239,1.60302734375,True,True
codecontests_java_16,1,L20H5,0.3609022556390977,-2.624755859375,False,False
codecontests_java_16,2,L20H5|L21H1,0.5676691729323309,-1.68408203125,False,False
codecontests_java_16,3,L20H5|L21H1|L21H12,0.8703007518796992,0.1015625,True,True
codecontests_java_16,4,L20H5|L21H1|L21H12|L24H6,0.9295112781954887,0.69921875,True,True
codecontests_java_16,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9886043233082706,2.01513671875,True,True
apps_python_17,1,L20H5,0.3,-2.0565185546875,False,False
apps_python_17,2,L20H5|L21H1,0.7052631578947368,-0.6171875,False,False
apps_python_17,3,L20H5|L21H1|L21H12,0.9302631578947368,0.734375,True,True
apps_python_17,4,L20H5|L21H1|L21H12|L24H6,0.9787828947368421,1.41357421875,True,True
apps_python_17,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9956208881578947,1.96356201171875,True,True
codecontests_cpp_17,1,L20H5,0.4327731092436975,-2.053955078125,False,False
codecontests_cpp_17,2,L20H5|L21H1,0.8256302521008403,-0.13671875,False,False
codecontests_cpp_17,3,L20H5|L21H1|L21H12,0.9493172268907563,1.0771484375,True,True
codecontests_cpp_17,4,L20H5|L21H1|L21H12|L24H6,0.973608193277311,1.54248046875,True,True
codecontests_cpp_17,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9882484243697479,2.018798828125,True,True
codecontests_java_17,1,L20H5,0.27014218009478674,-9.624540328979492,False,False
codecontests_java_17,2,L20H5|L21H1,0.6990521327014217,-3.9415283203125,False,False
codecontests_java_17,3,L20H5|L21H1|L21H12,0.9677132701421801,0.61328125,True,True
codecontests_java_17,4,L20H5|L21H1|L21H12|L24H6,0.9835604265402843,1.337890625,True,True
codecontests_java_17,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9961863151658767,2.65283203125,True,True
