step_idx,nodes,rescue_ratio_median,decision_score_median,tool_top1_rate,boundary_flip_rate
1,L20H5,0.307643234704417,-3.03802490234375,0.005226480836236934,0.0023228803716608595
2,L20H5|L21H1,0.7299765390669082,-0.934814453125,0.2073170731707317,0.19628339140534262
3,L20H5|L21H1|L21H12,0.9421909209085934,0.7138671875,0.6997677119628339,0.7485481997677119
4,L20H5|L21H1|L21H12|L24H6,0.9715249775985664,1.27880859375,0.8571428571428571,0.9175377468060395
5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9910485341706889,1.9571533203125,0.9372822299651568,0.9912891986062717
