sample_id,variant,tool_score,no_tool_score,decision_score,tool_top1,no_tool_top1
apps_python_162,corrupt_full,-4.21875,0.0,-4.21875,False,True
codecontests_cpp_162,clean_full,0.0,-5.0,5.0,True,False
codecontests_cpp_162,clean_with_corrupt_instruction,-4.84375,0.0,-4.84375,False,True
codecontests_cpp_162,corrupt_with_clean_instruction,0.0,-5.0,5.0,True,False
codecontests_cpp_162,corrupt_full,-4.84375,0.0,-4.84375,False,True
codecontests_java_162,clean_full,0.0,-5.6875,5.6875,True,False
codecontests_java_162,clean_with_corrupt_instruction,-3.484375,0.0,-3.484375,False,True
codecontests_java_162,corrupt_with_clean_instruction,0.0,-5.6875,5.6875,True,False
codecontests_java_162,corrupt_full,-3.484375,0.0,-3.484375,False,True
apps_python_163,clean_full,0.0,-2.953125,2.953125,True,False
apps_python_163,clean_with_corrupt_instruction,-4.78125,0.0,-4.78125,False,True
apps_python_163,corrupt_with_clean_instruction,0.0,-2.953125,2.953125,True,False
apps_python_163,corrupt_full,-4.78125,0.0,-4.78125,False,True
codecontests_cpp_163,clean_full,0.0,-2.265625,2.265625,True,False
codecontests_cpp_163,clean_with_corrupt_instruction,-4.625,0.0,-4.625,False,True
codecontests_cpp_163,corrupt_with_clean_instruction,0.0,-2.265625,2.265625,True,False
codecontests_cpp_163,corrupt_full,-4.625,0.0,-4.625,False,True
codecontests_java_163,clean_full,0.0,-7.3125,7.3125,True,False
codecontests_java_163,clean_with_corrupt_instruction,-6.625,0.0,-6.625,False,True
codecontests_java_163,corrupt_with_clean_instruction,0.0,-7.3125,7.3125,True,False
codecontests_java_163,corrupt_full,-6.625,0.0,-6.625,False,True
apps_python_164,clean_full,0.0,-1.7421875,1.7421875,True,False
apps_python_164,clean_with_corrupt_instruction,-4.71875,0.0,-4.71875,False,True
apps_python_164,corrupt_with_clean_instruction,0.0,-1.7421875,1.7421875,True,False
apps_python_164,corrupt_full,-4.71875,0.0,-4.71875,False,True
codecontests_cpp_165,clean_full,0.0,-3.203125,3.203125,True,False
codecontests_cpp_165,clean_with_corrupt_instruction,-3.8125,0.0,-3.8125,False,True
codecontests_cpp_165,corrupt_with_clean_instruction,0.0,-3.203125,3.203125,True,False
codecontests_cpp_165,corrupt_full,-3.8125,0.0,-3.8125,False,True
codecontests_java_165,clean_full,0.0,-3.84375,3.84375,True,False
codecontests_java_165,clean_with_corrupt_instruction,-5.78125,0.0,-5.78125,False,True
codecontests_java_165,corrupt_with_clean_instruction,0.0,-3.84375,3.84375,True,False
codecontests_java_165,corrupt_full,-5.78125,0.0,-5.78125,False,True
mbpp_python_165,clean_full,0.0,-1.9609375,1.9609375,True,False
mbpp_python_165,clean_with_corrupt_instruction,-3.53125,0.0,-3.53125,False,True
mbpp_python_165,corrupt_with_clean_instruction,0.0,-1.9609375,1.9609375,True,False
mbpp_python_165,corrupt_full,-3.53125,0.0,-3.53125,False,True
apps_python_166,clean_full,0.0,-2.3125,2.3125,True,False
apps_python_166,clean_with_corrupt_instruction,-3.9375,0.0,-3.9375,False,True
apps_python_166,corrupt_with_clean_instruction,0.0,-2.3125,2.3125,True,False
apps_python_166,corrupt_full,-3.9375,0.0,-3.9375,False,True
codecontests_java_166,clean_full,0.0,-2.28125,2.28125,True,False
codecontests_java_166,clean_with_corrupt_instruction,-4.21875,0.0,-4.21875,False,True
codecontests_java_166,corrupt_with_clean_instruction,0.0,-2.28125,2.28125,True,False
codecontests_java_166,corrupt_full,-4.21875,0.0,-4.21875,False,True
apps_python_167,clean_full,0.0,-2.90625,2.90625,True,False
apps_python_167,clean_with_corrupt_instruction,-3.828125,0.0,-3.828125,False,True
apps_python_167,corrupt_with_clean_instruction,0.0,-2.90625,2.90625,True,False
apps_python_167,corrupt_full,-3.828125,0.0,-3.828125,False,True
codecontests_java_167,clean_full,0.0,-2.9375,2.9375,True,False
codecontests_java_167,clean_with_corrupt_instruction,-3.828125,0.0,-3.828125,False,True
codecontests_java_167,corrupt_with_clean_instruction,0.0,-2.9375,2.9375,True,False
codecontests_java_167,corrupt_full,-3.828125,0.0,-3.828125,False,True
mbpp_python_167,clean_full,0.0,-3.25,3.25,True,False
mbpp_python_167,clean_with_corrupt_instruction,-6.625,0.0,-6.625,False,True
mbpp_python_167,corrupt_with_clean_instruction,0.0,-3.25,3.25,True,False
mbpp_python_167,corrupt_full,-6.625,0.0,-6.625,False,True
codecontests_java_168,clean_full,0.0,-3.484375,3.484375,True,False
codecontests_java_168,clean_with_corrupt_instruction,-6.6875,0.0,-6.6875,False,True
codecontests_java_168,corrupt_with_clean_instruction,0.0,-3.484375,3.484375,True,False
codecontests_java_168,corrupt_full,-6.6875,0.0,-6.6875,False,True
apps_python_169,clean_full,0.0,-1.390625,1.390625,True,False
apps_python_169,clean_with_corrupt_instruction,-2.65625,0.0,-2.65625,False,True
apps_python_169,corrupt_with_clean_instruction,0.0,-1.390625,1.390625,True,False
apps_python_169,corrupt_full,-2.65625,0.0,-2.65625,False,True
codecontests_java_169,clean_full,0.0,-2.96875,2.96875,True,False
codecontests_java_169,clean_with_corrupt_instruction,-4.9375,0.0,-4.9375,False,True
codecontests_java_169,corrupt_with_clean_instruction,0.0,-2.96875,2.96875,True,False
codecontests_java_169,corrupt_full,-4.9375,0.0,-4.9375,False,True
apps_python_170,clean_full,0.0,-3.1875,3.1875,True,False
apps_python_170,clean_with_corrupt_instruction,-3.453125,0.0,-3.453125,False,True
apps_python_170,corrupt_with_clean_instruction,0.0,-3.1875,3.1875,True,False
apps_python_170,corrupt_full,-3.453125,0.0,-3.453125,False,True
codecontests_cpp_170,clean_full,0.0,-2.8125,2.8125,True,False
codecontests_cpp_170,clean_with_corrupt_instruction,-4.84375,0.0,-4.84375,False,True
codecontests_cpp_170,corrupt_with_clean_instruction,0.0,-2.8125,2.8125,True,False
codecontests_cpp_170,corrupt_full,-4.84375,0.0,-4.84375,False,True
codecontests_java_170,clean_full,0.0,-2.59375,2.59375,True,False
codecontests_java_170,clean_with_corrupt_instruction,-11.0,0.0,-11.0,False,True
codecontests_java_170,corrupt_with_clean_instruction,0.0,-2.59375,2.59375,True,False
codecontests_java_170,corrupt_full,-11.0,0.0,-11.0,False,True
apps_python_171,clean_full,0.0,-2.578125,2.578125,True,False
apps_python_171,clean_with_corrupt_instruction,-3.640625,0.0,-3.640625,False,True
apps_python_171,corrupt_with_clean_instruction,0.0,-2.578125,2.578125,True,False
apps_python_171,corrupt_full,-3.640625,0.0,-3.640625,False,True
codecontests_cpp_171,clean_full,0.0,-3.359375,3.359375,True,False
codecontests_cpp_171,clean_with_corrupt_instruction,-4.0625,0.0,-4.0625,False,True
codecontests_cpp_171,corrupt_with_clean_instruction,0.0,-3.359375,3.359375,True,False
codecontests_cpp_171,corrupt_full,-4.0625,0.0,-4.0625,False,True
codecontests_java_171,clean_full,0.0,-3.046875,3.046875,True,False
codecontests_java_171,clean_with_corrupt_instruction,-6.875,0.0,-6.875,False,True
codecontests_java_171,corrupt_with_clean_instruction,0.0,-3.046875,3.046875,True,False
codecontests_java_171,corrupt_full,-6.875,0.0,-6.875,False,True
apps_python_172,clean_full,0.0,-1.5390625,1.5390625,True,False
apps_python_172,clean_with_corrupt_instruction,-4.1875,0.0,-4.1875,False,True
apps_python_172,corrupt_with_clean_instruction,0.0,-1.5390625,1.5390625,True,False
apps_python_172,corrupt_full,-4.1875,0.0,-4.1875,False,True
codecontests_java_172,clean_full,0.0,-3.328125,3.328125,True,False
codecontests_java_172,clean_with_corrupt_instruction,-5.25,0.0,-5.25,False,True
codecontests_java_172,corrupt_with_clean_instruction,0.0,-3.328125,3.328125,True,False
codecontests_java_172,corrupt_full,-5.25,0.0,-5.25,False,True
apps_python_173,clean_full,0.0,-3.71875,3.71875,True,False
apps_python_173,clean_with_corrupt_instruction,-6.1875,0.0,-6.1875,False,True
apps_python_173,corrupt_with_clean_instruction,0.0,-3.71875,3.71875,True,False
apps_python_173,corrupt_full,-6.1875,0.0,-6.1875,False,True
codecontests_cpp_173,clean_full,0.0,-5.0,5.0,True,False
codecontests_cpp_173,clean_with_corrupt_instruction,-4.65625,0.0,-4.65625,False,True
codecontests_cpp_173,corrupt_with_clean_instruction,0.0,-5.0,5.0,True,False
codecontests_cpp_173,corrupt_full,-4.65625,0.0,-4.65625,False,True
codecontests_java_173,clean_full,0.0,-4.125,4.125,True,False
codecontests_java_173,clean_with_corrupt_instruction,-8.1875,0.0,-8.1875,False,True
codecontests_java_173,corrupt_with_clean_instruction,0.0,-4.125,4.125,True,False
codecontests_java_173,corrupt_full,-8.1875,0.0,-8.1875,False,True
apps_python_174,clean_full,0.0,-5.78125,5.78125,True,False
apps_python_174,clean_with_corrupt_instruction,-5.1875,0.0,-5.1875,False,True
apps_python_174,corrupt_with_clean_instruction,0.0,-5.78125,5.78125,True,False
apps_python_174,corrupt_full,-5.1875,0.0,-5.1875,False,True
codecontests_cpp_174,clean_full,0.0,-2.515625,2.515625,True,False
codecontests_cpp_174,clean_with_corrupt_instruction,-3.234375,0.0,-3.234375,False,True
codecontests_cpp_174,corrupt_with_clean_instruction,0.0,-2.515625,2.515625,True,False
codecontests_cpp_174,corrupt_full,-3.234375,0.0,-3.234375,False,True
codecontests_java_174,clean_full,0.0,-4.46875,4.46875,True,False
codecontests_java_174,clean_with_corrupt_instruction,-6.28125,0.0,-6.28125,False,True
codecontests_java_174,corrupt_with_clean_instruction,0.0,-4.46875,4.46875,True,False
codecontests_java_174,corrupt_full,-6.28125,0.0,-6.28125,False,True
apps_python_175,clean_full,0.0,-1.890625,1.890625,True,False
apps_python_175,clean_with_corrupt_instruction,-3.03125,0.0,-3.03125,False,True
apps_python_175,corrupt_with_clean_instruction,0.0,-1.890625,1.890625,True,False
apps_python_175,corrupt_full,-3.03125,0.0,-3.03125,False,True
codecontests_cpp_175,clean_full,0.0,-4.1875,4.1875,True,False
codecontests_cpp_175,clean_with_corrupt_instruction,-2.359375,0.0,-2.359375,False,True
codecontests_cpp_175,corrupt_with_clean_instruction,0.0,-4.1875,4.1875,True,False
codecontests_cpp_175,corrupt_full,-2.359375,0.0,-2.359375,False,True
codecontests_java_175,clean_full,0.0,-4.59375,4.59375,True,False
codecontests_java_175,clean_with_corrupt_instruction,-5.78125,0.0,-5.78125,False,True
codecontests_java_175,corrupt_with_clean_instruction,0.0,-4.59375,4.59375,True,False
codecontests_java_175,corrupt_full,-5.78125,0.0,-5.78125,False,True
mbpp_python_175,clean_full,0.0,-3.078125,3.078125,True,False
mbpp_python_175,clean_with_corrupt_instruction,-3.53125,0.0,-3.53125,False,True
mbpp_python_175,corrupt_with_clean_instruction,0.0,-3.078125,3.078125,True,False
mbpp_python_175,corrupt_full,-3.53125,0.0,-3.53125,False,True
apps_python_176,clean_full,0.0,-1.28125,1.28125,True,False
apps_python_176,clean_with_corrupt_instruction,-3.484375,0.0,-3.484375,False,True
apps_python_176,corrupt_with_clean_instruction,0.0,-1.28125,1.28125,True,False
apps_python_176,corrupt_full,-3.484375,0.0,-3.484375,False,True
codecontests_java_176,clean_full,0.0,-3.796875,3.796875,True,False
codecontests_java_176,clean_with_corrupt_instruction,-8.3125,0.0,-8.3125,False,True
codecontests_java_176,corrupt_with_clean_instruction,0.0,-3.796875,3.796875,True,False
codecontests_java_176,corrupt_full,-8.3125,0.0,-8.3125,False,True
codecontests_cpp_177,clean_full,0.0,-3.265625,3.265625,True,False
codecontests_cpp_177,clean_with_corrupt_instruction,-2.015625,0.0,-2.015625,False,True
codecontests_cpp_177,corrupt_with_clean_instruction,0.0,-3.265625,3.265625,True,False
codecontests_cpp_177,corrupt_full,-2.015625,0.0,-2.015625,False,True
codecontests_java_177,clean_full,0.0,-3.203125,3.203125,True,False
codecontests_java_177,clean_with_corrupt_instruction,-4.78125,0.0,-4.78125,False,True
codecontests_java_177,corrupt_with_clean_instruction,0.0,-3.203125,3.203125,True,False
codecontests_java_177,corrupt_full,-4.78125,0.0,-4.78125,False,True
mbpp_python_177,clean_full,0.0,-2.703125,2.703125,True,False
mbpp_python_177,clean_with_corrupt_instruction,-4.03125,0.0,-4.03125,False,True
mbpp_python_177,corrupt_with_clean_instruction,0.0,-2.703125,2.703125,True,False
mbpp_python_177,corrupt_full,-4.03125,0.0,-4.03125,False,True
apps_python_178,clean_full,0.0,-2.96875,2.96875,True,False
apps_python_178,clean_with_corrupt_instruction,-3.359375,0.0,-3.359375,False,True
apps_python_178,corrupt_with_clean_instruction,0.0,-2.96875,2.96875,True,False
apps_python_178,corrupt_full,-3.359375,0.0,-3.359375,False,True
codecontests_cpp_178,clean_full,0.0,-3.484375,3.484375,True,False
codecontests_cpp_178,clean_with_corrupt_instruction,-4.3125,0.0,-4.3125,False,True
codecontests_cpp_178,corrupt_with_clean_instruction,0.0,-3.484375,3.484375,True,False
codecontests_cpp_178,corrupt_full,-4.3125,0.0,-4.3125,False,True
codecontests_java_178,clean_full,0.0,-4.03125,4.03125,True,False
codecontests_java_178,clean_with_corrupt_instruction,-10.1875,0.0,-10.1875,False,True
codecontests_java_178,corrupt_with_clean_instruction,0.0,-4.03125,4.03125,True,False
codecontests_java_178,corrupt_full,-10.1875,0.0,-10.1875,False,True
apps_python_179,clean_full,0.0,-3.5625,3.5625,True,False
apps_python_179,clean_with_corrupt_instruction,-3.859375,0.0,-3.859375,False,True
apps_python_179,corrupt_with_clean_instruction,0.0,-3.5625,3.5625,True,False
apps_python_179,corrupt_full,-3.859375,0.0,-3.859375,False,True
codecontests_java_179,clean_full,0.0,-3.421875,3.421875,True,False
codecontests_java_179,clean_with_corrupt_instruction,-7.125,0.0,-7.125,False,True
codecontests_java_179,corrupt_with_clean_instruction,0.0,-3.421875,3.421875,True,False
codecontests_java_179,corrupt_full,-7.125,0.0,-7.125,False,True
apps_python_180,clean_full,0.0,-1.46875,1.46875,True,False
apps_python_180,clean_with_corrupt_instruction,-3.078125,0.0,-3.078125,False,True
apps_python_180,corrupt_with_clean_instruction,0.0,-1.46875,1.46875,True,False
apps_python_180,corrupt_full,-3.078125,0.0,-3.078125,False,True
codecontests_java_180,clean_full,0.0,-3.734375,3.734375,True,False
codecontests_java_180,clean_with_corrupt_instruction,-1.796875,0.0,-1.796875,False,True
codecontests_java_180,corrupt_with_clean_instruction,0.0,-3.734375,3.734375,True,False
codecontests_java_180,corrupt_full,-1.796875,0.0,-1.796875,False,True
apps_python_181,clean_full,0.0,-2.265625,2.265625,True,False
apps_python_181,clean_with_corrupt_instruction,-3.296875,0.0,-3.296875,False,True
apps_python_181,corrupt_with_clean_instruction,0.0,-2.265625,2.265625,True,False
apps_python_181,corrupt_full,-3.296875,0.0,-3.296875,False,True
codecontests_cpp_181,clean_full,0.0,-3.640625,3.640625,True,False
codecontests_cpp_181,clean_with_corrupt_instruction,-3.625,0.0,-3.625,False,True
codecontests_cpp_181,corrupt_with_clean_instruction,0.0,-3.640625,3.640625,True,False
codecontests_cpp_181,corrupt_full,-3.625,0.0,-3.625,False,True
codecontests_java_181,clean_full,0.0,-3.703125,3.703125,True,False
codecontests_java_181,clean_with_corrupt_instruction,-7.15625,0.0,-7.15625,False,True
codecontests_java_181,corrupt_with_clean_instruction,0.0,-3.703125,3.703125,True,False
codecontests_java_181,corrupt_full,-7.15625,0.0,-7.15625,False,True
apps_python_182,clean_full,0.0,-3.359375,3.359375,True,False
apps_python_182,clean_with_corrupt_instruction,-3.4375,0.0,-3.4375,False,True
apps_python_182,corrupt_with_clean_instruction,0.0,-3.359375,3.359375,True,False
apps_python_182,corrupt_full,-3.4375,0.0,-3.4375,False,True
codecontests_cpp_182,clean_full,0.0,-3.28125,3.28125,True,False
codecontests_cpp_182,clean_with_corrupt_instruction,-4.875,0.0,-4.875,False,True
codecontests_cpp_182,corrupt_with_clean_instruction,0.0,-3.28125,3.28125,True,False
codecontests_cpp_182,corrupt_full,-4.875,0.0,-4.875,False,True
codecontests_java_182,clean_full,0.0,-4.25,4.25,True,False
codecontests_java_182,clean_with_corrupt_instruction,-5.59375,0.0,-5.59375,False,True
codecontests_java_182,corrupt_with_clean_instruction,0.0,-4.25,4.25,True,False
codecontests_java_182,corrupt_full,-5.59375,0.0,-5.59375,False,True
apps_python_183,clean_full,0.0,-2.1875,2.1875,True,False
apps_python_183,clean_with_corrupt_instruction,-5.5625,0.0,-5.5625,False,True
apps_python_183,corrupt_with_clean_instruction,0.0,-2.1875,2.1875,True,False
apps_python_183,corrupt_full,-5.5625,0.0,-5.5625,False,True
codecontests_java_183,clean_full,0.0,-3.6875,3.6875,True,False
codecontests_java_183,clean_with_corrupt_instruction,-4.25,0.0,-4.25,False,True
codecontests_java_183,corrupt_with_clean_instruction,0.0,-3.6875,3.6875,True,False
codecontests_java_183,corrupt_full,-4.25,0.0,-4.25,False,True
apps_python_184,clean_full,0.0,-3.078125,3.078125,True,False
apps_python_184,clean_with_corrupt_instruction,-3.890625,0.0,-3.890625,False,True
apps_python_184,corrupt_with_clean_instruction,0.0,-3.078125,3.078125,True,False
apps_python_184,corrupt_full,-3.890625,0.0,-3.890625,False,True
apps_python_185,clean_full,0.0,-1.578125,1.578125,True,False
apps_python_185,clean_with_corrupt_instruction,-2.328125,0.0,-2.328125,False,True
apps_python_185,corrupt_with_clean_instruction,0.0,-1.578125,1.578125,True,False
apps_python_185,corrupt_full,-2.328125,0.0,-2.328125,False,True
codecontests_cpp_185,clean_full,0.0,-4.03125,4.03125,True,False
codecontests_cpp_185,clean_with_corrupt_instruction,-3.15625,0.0,-3.15625,False,True
codecontests_cpp_185,corrupt_with_clean_instruction,0.0,-4.03125,4.03125,True,False
codecontests_cpp_185,corrupt_full,-3.15625,0.0,-3.15625,False,True
codecontests_java_185,clean_full,0.0,-3.6875,3.6875,True,False
codecontests_java_185,clean_with_corrupt_instruction,-7.8125,0.0,-7.8125,False,True
codecontests_java_185,corrupt_with_clean_instruction,0.0,-3.6875,3.6875,True,False
codecontests_java_185,corrupt_full,-7.8125,0.0,-7.8125,False,True
mbpp_python_185,clean_full,0.0,-2.53125,2.53125,True,False
mbpp_python_185,clean_with_corrupt_instruction,-4.96875,0.0,-4.96875,False,True
mbpp_python_185,corrupt_with_clean_instruction,0.0,-2.53125,2.53125,True,False
mbpp_python_185,corrupt_full,-4.96875,0.0,-4.96875,False,True
apps_python_186,clean_full,0.0,-3.59375,3.59375,True,False
apps_python_186,clean_with_corrupt_instruction,-4.21875,0.0,-4.21875,False,True
apps_python_186,corrupt_with_clean_instruction,0.0,-3.59375,3.59375,True,False
apps_python_186,corrupt_full,-4.21875,0.0,-4.21875,False,True
codecontests_cpp_186,clean_full,0.0,-3.171875,3.171875,True,False
codecontests_cpp_186,clean_with_corrupt_instruction,-3.875,0.0,-3.875,False,True
codecontests_cpp_186,corrupt_with_clean_instruction,0.0,-3.171875,3.171875,True,False
codecontests_cpp_186,corrupt_full,-3.875,0.0,-3.875,False,True
codecontests_java_186,clean_full,0.0,-4.9375,4.9375,True,False
codecontests_java_186,clean_with_corrupt_instruction,-10.5625,0.0,-10.5625,False,True
codecontests_java_186,corrupt_with_clean_instruction,0.0,-4.9375,4.9375,True,False
codecontests_java_186,corrupt_full,-10.5625,0.0,-10.5625,False,True
apps_python_187,clean_full,0.0,-2.1875,2.1875,True,False
apps_python_187,clean_with_corrupt_instruction,-4.03125,0.0,-4.03125,False,True
apps_python_187,corrupt_with_clean_instruction,0.0,-2.1875,2.1875,True,False
apps_python_187,corrupt_full,-4.03125,0.0,-4.03125,False,True
codecontests_java_187,clean_full,0.0,-3.375,3.375,True,False
codecontests_java_187,clean_with_corrupt_instruction,-2.46875,0.0,-2.46875,False,True
codecontests_java_187,corrupt_with_clean_instruction,0.0,-3.375,3.375,True,False
codecontests_java_187,corrupt_full,-2.46875,0.0,-2.46875,False,True
apps_python_188,clean_full,0.0,-1.796875,1.796875,True,False
apps_python_188,clean_with_corrupt_instruction,-4.78125,0.0,-4.78125,False,True
apps_python_188,corrupt_with_clean_instruction,0.0,-1.796875,1.796875,True,False
apps_python_188,corrupt_full,-4.78125,0.0,-4.78125,False,True
codecontests_cpp_188,clean_full,0.0,-2.65625,2.65625,True,False
codecontests_cpp_188,clean_with_corrupt_instruction,-3.234375,0.0,-3.234375,False,True
codecontests_cpp_188,corrupt_with_clean_instruction,0.0,-2.65625,2.65625,True,False
codecontests_cpp_188,corrupt_full,-3.234375,0.0,-3.234375,False,True
codecontests_java_188,clean_full,0.0,-6.78125,6.78125,True,False
codecontests_java_188,clean_with_corrupt_instruction,-11.0,0.0,-11.0,False,True
codecontests_java_188,corrupt_with_clean_instruction,0.0,-6.78125,6.78125,True,False
codecontests_java_188,corrupt_full,-11.0,0.0,-11.0,False,True
codecontests_cpp_189,clean_full,0.0,-2.625,2.625,True,False
codecontests_cpp_189,clean_with_corrupt_instruction,-2.015625,0.0,-2.015625,False,True
codecontests_cpp_189,corrupt_with_clean_instruction,0.0,-2.625,2.625,True,False
codecontests_cpp_189,corrupt_full,-2.015625,0.0,-2.015625,False,True
codecontests_java_189,clean_full,0.0,-4.40625,4.40625,True,False
codecontests_java_189,clean_with_corrupt_instruction,-7.09375,0.0,-7.09375,False,True
codecontests_java_189,corrupt_with_clean_instruction,0.0,-4.40625,4.40625,True,False
codecontests_java_189,corrupt_full,-7.09375,0.0,-7.09375,False,True
apps_python_190,clean_full,0.0,-1.1640625,1.1640625,True,False
apps_python_190,clean_with_corrupt_instruction,-3.390625,0.0,-3.390625,False,True
apps_python_190,corrupt_with_clean_instruction,0.0,-1.1640625,1.1640625,True,False
apps_python_190,corrupt_full,-3.390625,0.0,-3.390625,False,True
codecontests_cpp_190,clean_full,0.0,-2.109375,2.109375,True,False
codecontests_cpp_190,clean_with_corrupt_instruction,-3.765625,0.0,-3.765625,False,True
codecontests_cpp_190,corrupt_with_clean_instruction,0.0,-2.109375,2.109375,True,False
codecontests_cpp_190,corrupt_full,-3.765625,0.0,-3.765625,False,True
codecontests_java_190,clean_full,0.0,-3.5625,3.5625,True,False
codecontests_java_190,clean_with_corrupt_instruction,-8.25,0.0,-8.25,False,True
codecontests_java_190,corrupt_with_clean_instruction,0.0,-3.5625,3.5625,True,False
codecontests_java_190,corrupt_full,-8.25,0.0,-8.25,False,True
apps_python_191,clean_full,0.0,-1.671875,1.671875,True,False
apps_python_191,clean_with_corrupt_instruction,-2.40625,0.0,-2.40625,False,True
apps_python_191,corrupt_with_clean_instruction,0.0,-1.671875,1.671875,True,False
apps_python_191,corrupt_full,-2.40625,0.0,-2.40625,False,True
codecontests_cpp_191,clean_full,0.0,-3.078125,3.078125,True,False
codecontests_cpp_191,clean_with_corrupt_instruction,-3.9375,0.0,-3.9375,False,True
codecontests_cpp_191,corrupt_with_clean_instruction,0.0,-3.078125,3.078125,True,False
codecontests_cpp_191,corrupt_full,-3.9375,0.0,-3.9375,False,True
codecontests_java_191,clean_full,0.0,-7.125,7.125,True,False
codecontests_java_191,clean_with_corrupt_instruction,-8.875,0.0,-8.875,False,True
codecontests_java_191,corrupt_with_clean_instruction,0.0,-7.125,7.125,True,False
codecontests_java_191,corrupt_full,-8.875,0.0,-8.875,False,True
apps_python_192,clean_full,0.0,-2.953125,2.953125,True,False
apps_python_192,clean_with_corrupt_instruction,-4.59375,0.0,-4.59375,False,True
apps_python_192,corrupt_with_clean_instruction,0.0,-2.953125,2.953125,True,False
apps_python_192,corrupt_full,-4.59375,0.0,-4.59375,False,True
codecontests_cpp_192,clean_full,0.0,-2.515625,2.515625,True,False
codecontests_cpp_192,clean_with_corrupt_instruction,-2.8125,0.0,-2.8125,False,True
codecontests_cpp_192,corrupt_with_clean_instruction,0.0,-2.515625,2.515625,True,False
codecontests_cpp_192,corrupt_full,-2.8125,0.0,-2.8125,False,True
codecontests_java_192,clean_full,0.0,-4.5,4.5,True,False
codecontests_java_192,clean_with_corrupt_instruction,-9.3125,0.0,-9.3125,False,True
codecontests_java_192,corrupt_with_clean_instruction,0.0,-4.5,4.5,True,False
codecontests_java_192,corrupt_full,-9.3125,0.0,-9.3125,False,True
apps_python_193,clean_full,0.0,-2.921875,2.921875,True,False
apps_python_193,clean_with_corrupt_instruction,-4.71875,0.0,-4.71875,False,True
apps_python_193,corrupt_with_clean_instruction,0.0,-2.921875,2.921875,True,False
apps_python_193,corrupt_full,-4.71875,0.0,-4.71875,False,True
codecontests_java_193,clean_full,0.0,-3.734375,3.734375,True,False
codecontests_java_193,clean_with_corrupt_instruction,-4.53125,0.0,-4.53125,False,True
codecontests_java_193,corrupt_with_clean_instruction,0.0,-3.734375,3.734375,True,False
codecontests_java_193,corrupt_full,-4.53125,0.0,-4.53125,False,True
apps_python_194,clean_full,0.0,-3.0625,3.0625,True,False
apps_python_194,clean_with_corrupt_instruction,-4.4375,0.0,-4.4375,False,True
apps_python_194,corrupt_with_clean_instruction,0.0,-3.0625,3.0625,True,False
apps_python_194,corrupt_full,-4.4375,0.0,-4.4375,False,True
codecontests_cpp_194,clean_full,0.0,-3.84375,3.84375,True,False
codecontests_cpp_194,clean_with_corrupt_instruction,-4.9375,0.0,-4.9375,False,True
codecontests_cpp_194,corrupt_with_clean_instruction,0.0,-3.84375,3.84375,True,False
codecontests_cpp_194,corrupt_full,-4.9375,0.0,-4.9375,False,True
codecontests_java_194,clean_full,0.0,-3.5,3.5,True,False
codecontests_java_194,clean_with_corrupt_instruction,-11.875,0.0,-11.875,False,True
codecontests_java_194,corrupt_with_clean_instruction,0.0,-3.5,3.5,True,False
codecontests_java_194,corrupt_full,-11.875,0.0,-11.875,False,True
mbpp_python_194,clean_full,0.0,-1.1640625,1.1640625,True,False
mbpp_python_194,clean_with_corrupt_instruction,-2.078125,0.0,-2.078125,False,True
mbpp_python_194,corrupt_with_clean_instruction,0.0,-1.1640625,1.1640625,True,False
mbpp_python_194,corrupt_full,-2.078125,0.0,-2.078125,False,True
apps_python_195,clean_full,0.0,-2.6875,2.6875,True,False
apps_python_195,clean_with_corrupt_instruction,-5.21875,0.0,-5.21875,False,True
apps_python_195,corrupt_with_clean_instruction,0.0,-2.6875,2.6875,True,False
apps_python_195,corrupt_full,-5.21875,0.0,-5.21875,False,True
codecontests_cpp_195,clean_full,0.0,-2.109375,2.109375,True,False
codecontests_cpp_195,clean_with_corrupt_instruction,-3.71875,0.0,-3.71875,False,True
codecontests_cpp_195,corrupt_with_clean_instruction,0.0,-2.109375,2.109375,True,False
codecontests_cpp_195,corrupt_full,-3.71875,0.0,-3.71875,False,True
codecontests_java_195,clean_full,0.0,-6.46875,6.46875,True,False
codecontests_java_195,clean_with_corrupt_instruction,-12.25,0.0,-12.25,False,True
codecontests_java_195,corrupt_with_clean_instruction,0.0,-6.46875,6.46875,True,False
codecontests_java_195,corrupt_full,-12.25,0.0,-12.25,False,True
apps_python_196,clean_full,0.0,-2.515625,2.515625,True,False
apps_python_196,clean_with_corrupt_instruction,-3.5,0.0,-3.5,False,True
apps_python_196,corrupt_with_clean_instruction,0.0,-2.515625,2.515625,True,False
apps_python_196,corrupt_full,-3.5,0.0,-3.5,False,True
codecontests_java_196,clean_full,0.0,-3.140625,3.140625,True,False
codecontests_java_196,clean_with_corrupt_instruction,-4.125,0.0,-4.125,False,True
codecontests_java_196,corrupt_with_clean_instruction,0.0,-3.140625,3.140625,True,False
codecontests_java_196,corrupt_full,-4.125,0.0,-4.125,False,True
apps_python_197,clean_full,0.0,-2.140625,2.140625,True,False
apps_python_197,clean_with_corrupt_instruction,-3.890625,0.0,-3.890625,False,True
apps_python_197,corrupt_with_clean_instruction,0.0,-2.140625,2.140625,True,False
apps_python_197,corrupt_full,-3.890625,0.0,-3.890625,False,True
codecontests_cpp_197,clean_full,0.0,-1.9609375,1.9609375,True,False
codecontests_cpp_197,clean_with_corrupt_instruction,-2.59375,0.0,-2.59375,False,True
