sample_id,variant,tool_score,no_tool_score,decision_score,tool_top1,no_tool_top1
mbpp_python_4,corrupt_full,-4.84375,0.0,-4.84375,False,True
apps_python_5,clean_full,0.0,-1.3671875,1.3671875,True,False
apps_python_5,clean_with_corrupt_instruction,-5.34375,0.0,-5.34375,False,True
apps_python_5,corrupt_with_clean_instruction,0.0,-1.3671875,1.3671875,True,False
apps_python_5,corrupt_full,-5.34375,0.0,-5.34375,False,True
codecontests_cpp_5,clean_full,0.0,-3.640625,3.640625,True,False
codecontests_cpp_5,clean_with_corrupt_instruction,-4.625,0.0,-4.625,False,True
codecontests_cpp_5,corrupt_with_clean_instruction,0.0,-3.640625,3.640625,True,False
codecontests_cpp_5,corrupt_full,-4.625,0.0,-4.625,False,True
codecontests_java_5,clean_full,0.0,-3.796875,3.796875,True,False
codecontests_java_5,clean_with_corrupt_instruction,-8.0,0.0,-8.0,False,True
codecontests_java_5,corrupt_with_clean_instruction,0.0,-3.796875,3.796875,True,False
codecontests_java_5,corrupt_full,-8.0,0.0,-8.0,False,True
codecontests_cpp_6,clean_full,0.0,-3.40625,3.40625,True,False
codecontests_cpp_6,clean_with_corrupt_instruction,-2.9375,0.0,-2.9375,False,True
codecontests_cpp_6,corrupt_with_clean_instruction,0.0,-3.40625,3.40625,True,False
codecontests_cpp_6,corrupt_full,-2.9375,0.0,-2.9375,False,True
codecontests_java_6,clean_full,0.0,-3.375,3.375,True,False
codecontests_java_6,clean_with_corrupt_instruction,-9.625,0.0,-9.625,False,True
codecontests_java_6,corrupt_with_clean_instruction,0.0,-3.375,3.375,True,False
codecontests_java_6,corrupt_full,-9.625,0.0,-9.625,False,True
codecontests_java_7,clean_full,0.0,-3.96875,3.96875,True,False
codecontests_java_7,clean_with_corrupt_instruction,-6.375,0.0,-6.375,False,True
codecontests_java_7,corrupt_with_clean_instruction,0.0,-3.96875,3.96875,True,False
codecontests_java_7,corrupt_full,-6.375,0.0,-6.375,False,True
apps_python_8,clean_full,0.0,-3.015625,3.015625,True,False
apps_python_8,clean_with_corrupt_instruction,-3.265625,0.0,-3.265625,False,True
apps_python_8,corrupt_with_clean_instruction,0.0,-3.015625,3.015625,True,False
apps_python_8,corrupt_full,-3.265625,0.0,-3.265625,False,True
apps_python_9,clean_full,0.0,-3.015625,3.015625,True,False
apps_python_9,clean_with_corrupt_instruction,-3.296875,0.0,-3.296875,False,True
apps_python_9,corrupt_with_clean_instruction,0.0,-3.015625,3.015625,True,False
apps_python_9,corrupt_full,-3.296875,0.0,-3.296875,False,True
codecontests_cpp_9,clean_full,0.0,-3.3125,3.3125,True,False
codecontests_cpp_9,clean_with_corrupt_instruction,-3.46875,0.0,-3.46875,False,True
codecontests_cpp_9,corrupt_with_clean_instruction,0.0,-3.3125,3.3125,True,False
codecontests_cpp_9,corrupt_full,-3.46875,0.0,-3.46875,False,True
codecontests_java_9,clean_full,0.0,-4.4375,4.4375,True,False
codecontests_java_9,clean_with_corrupt_instruction,-9.1875,0.0,-9.1875,False,True
codecontests_java_9,corrupt_with_clean_instruction,0.0,-4.4375,4.4375,True,False
codecontests_java_9,corrupt_full,-9.1875,0.0,-9.1875,False,True
apps_python_10,clean_full,0.0,-2.78125,2.78125,True,False
apps_python_10,clean_with_corrupt_instruction,-2.015625,0.0,-2.015625,False,True
apps_python_10,corrupt_with_clean_instruction,0.0,-2.78125,2.78125,True,False
apps_python_10,corrupt_full,-2.015625,0.0,-2.015625,False,True
codecontests_cpp_11,clean_full,0.0,-3.375,3.375,True,False
codecontests_cpp_11,clean_with_corrupt_instruction,-2.703125,0.0,-2.703125,False,True
codecontests_cpp_11,corrupt_with_clean_instruction,0.0,-3.375,3.375,True,False
codecontests_cpp_11,corrupt_full,-2.703125,0.0,-2.703125,False,True
codecontests_java_11,clean_full,0.0,-2.375,2.375,True,False
codecontests_java_11,clean_with_corrupt_instruction,-6.5,0.0,-6.5,False,True
codecontests_java_11,corrupt_with_clean_instruction,0.0,-2.375,2.375,True,False
codecontests_java_11,corrupt_full,-6.5,0.0,-6.5,False,True
humaneval_python_11,clean_full,0.0,-2.609375,2.609375,True,False
humaneval_python_11,clean_with_corrupt_instruction,-4.84375,0.0,-4.84375,False,True
humaneval_python_11,corrupt_with_clean_instruction,0.0,-2.609375,2.609375,True,False
humaneval_python_11,corrupt_full,-4.84375,0.0,-4.84375,False,True
mbpp_python_11,clean_full,0.0,-1.6875,1.6875,True,False
mbpp_python_11,clean_with_corrupt_instruction,-3.09375,0.0,-3.09375,False,True
mbpp_python_11,corrupt_with_clean_instruction,0.0,-1.6875,1.6875,True,False
mbpp_python_11,corrupt_full,-3.09375,0.0,-3.09375,False,True
codecontests_cpp_12,clean_full,0.0,-2.4375,2.4375,True,False
codecontests_cpp_12,clean_with_corrupt_instruction,-2.21875,0.0,-2.21875,False,True
codecontests_cpp_12,corrupt_with_clean_instruction,0.0,-2.4375,2.4375,True,False
codecontests_cpp_12,corrupt_full,-2.21875,0.0,-2.21875,False,True
codecontests_java_12,clean_full,0.0,-6.1875,6.1875,True,False
codecontests_java_12,clean_with_corrupt_instruction,-9.25,0.0,-9.25,False,True
codecontests_java_12,corrupt_with_clean_instruction,0.0,-6.1875,6.1875,True,False
codecontests_java_12,corrupt_full,-9.25,0.0,-9.25,False,True
apps_python_13,clean_full,0.0,-3.546875,3.546875,True,False
apps_python_13,clean_with_corrupt_instruction,-3.75,0.0,-3.75,False,True
apps_python_13,corrupt_with_clean_instruction,0.0,-3.546875,3.546875,True,False
apps_python_13,corrupt_full,-3.75,0.0,-3.75,False,True
codecontests_java_13,clean_full,0.0,-4.8125,4.8125,True,False
codecontests_java_13,clean_with_corrupt_instruction,-7.625,0.0,-7.625,False,True
codecontests_java_13,corrupt_with_clean_instruction,0.0,-4.8125,4.8125,True,False
codecontests_java_13,corrupt_full,-7.625,0.0,-7.625,False,True
apps_python_14,clean_full,0.0,-3.5625,3.5625,True,False
apps_python_14,clean_with_corrupt_instruction,-4.3125,0.0,-4.3125,False,True
apps_python_14,corrupt_with_clean_instruction,0.0,-3.5625,3.5625,True,False
apps_python_14,corrupt_full,-4.3125,0.0,-4.3125,False,True
codecontests_cpp_14,clean_full,0.0,-3.640625,3.640625,True,False
codecontests_cpp_14,clean_with_corrupt_instruction,-5.75,0.0,-5.75,False,True
codecontests_cpp_14,corrupt_with_clean_instruction,0.0,-3.640625,3.640625,True,False
codecontests_cpp_14,corrupt_full,-5.75,0.0,-5.75,False,True
codecontests_java_14,clean_full,0.0,-4.90625,4.90625,True,False
codecontests_java_14,clean_with_corrupt_instruction,-8.125,0.0,-8.125,False,True
codecontests_java_14,corrupt_with_clean_instruction,0.0,-4.90625,4.90625,True,False
codecontests_java_14,corrupt_full,-8.125,0.0,-8.125,False,True
codecontests_cpp_15,clean_full,0.0,-1.296875,1.296875,True,False
codecontests_cpp_15,clean_with_corrupt_instruction,-3.015625,0.0,-3.015625,False,True
codecontests_cpp_15,corrupt_with_clean_instruction,0.0,-1.296875,1.296875,True,False
codecontests_cpp_15,corrupt_full,-3.015625,0.0,-3.015625,False,True
codecontests_java_15,clean_full,0.0,-6.09375,6.09375,True,False
codecontests_java_15,clean_with_corrupt_instruction,-8.5625,0.0,-8.5625,False,True
codecontests_java_15,corrupt_with_clean_instruction,0.0,-6.09375,6.09375,True,False
codecontests_java_15,corrupt_full,-8.5625,0.0,-8.5625,False,True
apps_python_16,clean_full,0.0,-2.484375,2.484375,True,False
apps_python_16,clean_with_corrupt_instruction,-4.28125,0.0,-4.28125,False,True
apps_python_16,corrupt_with_clean_instruction,0.0,-2.484375,2.484375,True,False
apps_python_16,corrupt_full,-4.28125,0.0,-4.28125,False,True
codecontests_cpp_16,clean_full,0.0,-2.765625,2.765625,True,False
codecontests_cpp_16,clean_with_corrupt_instruction,-3.65625,0.0,-3.65625,False,True
codecontests_cpp_16,corrupt_with_clean_instruction,0.0,-2.765625,2.765625,True,False
codecontests_cpp_16,corrupt_full,-3.65625,0.0,-3.65625,False,True
codecontests_java_16,clean_full,0.0,-3.265625,3.265625,True,False
codecontests_java_16,clean_with_corrupt_instruction,-4.15625,0.0,-4.15625,False,True
codecontests_java_16,corrupt_with_clean_instruction,0.0,-3.265625,3.265625,True,False
codecontests_java_16,corrupt_full,-4.15625,0.0,-4.15625,False,True
apps_python_17,clean_full,0.0,-2.453125,2.453125,True,False
apps_python_17,clean_with_corrupt_instruction,-2.96875,0.0,-2.96875,False,True
apps_python_17,corrupt_with_clean_instruction,0.0,-2.453125,2.453125,True,False
apps_python_17,corrupt_full,-2.96875,0.0,-2.96875,False,True
codecontests_cpp_17,clean_full,0.0,-3.28125,3.28125,True,False
codecontests_cpp_17,clean_with_corrupt_instruction,-3.71875,0.0,-3.71875,False,True
codecontests_cpp_17,corrupt_with_clean_instruction,0.0,-3.28125,3.28125,True,False
codecontests_cpp_17,corrupt_full,-3.71875,0.0,-3.71875,False,True
codecontests_java_17,clean_full,0.0,-5.0625,5.0625,True,False
codecontests_java_17,clean_with_corrupt_instruction,-13.1875,0.0,-13.1875,False,True
codecontests_java_17,corrupt_with_clean_instruction,0.0,-5.0625,5.0625,True,False
codecontests_java_17,corrupt_full,-13.1875,0.0,-13.1875,False,True
mbpp_python_17,clean_full,0.0,-3.421875,3.421875,True,False
mbpp_python_17,clean_with_corrupt_instruction,-4.625,0.0,-4.625,False,True
mbpp_python_17,corrupt_with_clean_instruction,0.0,-3.421875,3.421875,True,False
mbpp_python_17,corrupt_full,-4.625,0.0,-4.625,False,True
codecontests_cpp_18,clean_full,0.0,-3.28125,3.28125,True,False
codecontests_cpp_18,clean_with_corrupt_instruction,-3.34375,0.0,-3.34375,False,True
codecontests_cpp_18,corrupt_with_clean_instruction,0.0,-3.28125,3.28125,True,False
codecontests_cpp_18,corrupt_full,-3.34375,0.0,-3.34375,False,True
codecontests_java_18,clean_full,0.0,-2.03125,2.03125,True,False
codecontests_java_18,clean_with_corrupt_instruction,-3.90625,0.0,-3.90625,False,True
codecontests_java_18,corrupt_with_clean_instruction,0.0,-2.03125,2.03125,True,False
codecontests_java_18,corrupt_full,-3.90625,0.0,-3.90625,False,True
humaneval_python_18,clean_full,0.0,-2.515625,2.515625,True,False
humaneval_python_18,clean_with_corrupt_instruction,-4.25,0.0,-4.25,False,True
humaneval_python_18,corrupt_with_clean_instruction,0.0,-2.515625,2.515625,True,False
humaneval_python_18,corrupt_full,-4.25,0.0,-4.25,False,True
codecontests_java_19,clean_full,0.0,-7.28125,7.28125,True,False
codecontests_java_19,clean_with_corrupt_instruction,-5.375,0.0,-5.375,False,True
codecontests_java_19,corrupt_with_clean_instruction,0.0,-7.28125,7.28125,True,False
codecontests_java_19,corrupt_full,-5.375,0.0,-5.375,False,True
apps_python_20,clean_full,0.0,-1.5625,1.5625,True,False
apps_python_20,clean_with_corrupt_instruction,-2.3125,0.0,-2.3125,False,True
apps_python_20,corrupt_with_clean_instruction,0.0,-1.5625,1.5625,True,False
apps_python_20,corrupt_full,-2.3125,0.0,-2.3125,False,True
codecontests_cpp_20,clean_full,0.0,-1.90625,1.90625,True,False
codecontests_cpp_20,clean_with_corrupt_instruction,-2.546875,0.0,-2.546875,False,True
codecontests_cpp_20,corrupt_with_clean_instruction,0.0,-1.90625,1.90625,True,False
codecontests_cpp_20,corrupt_full,-2.546875,0.0,-2.546875,False,True
codecontests_java_20,clean_full,0.0,-4.90625,4.90625,True,False
codecontests_java_20,clean_with_corrupt_instruction,-7.15625,0.0,-7.15625,False,True
codecontests_java_20,corrupt_with_clean_instruction,0.0,-4.90625,4.90625,True,False
codecontests_java_20,corrupt_full,-7.15625,0.0,-7.15625,False,True
humaneval_python_21,clean_full,0.0,-3.640625,3.640625,True,False
humaneval_python_21,clean_with_corrupt_instruction,-3.5,0.0,-3.5,False,True
humaneval_python_21,corrupt_with_clean_instruction,0.0,-3.640625,3.640625,True,False
humaneval_python_21,corrupt_full,-3.5,0.0,-3.5,False,True
apps_python_22,clean_full,0.0,-2.75,2.75,True,False
apps_python_22,clean_with_corrupt_instruction,-3.40625,0.0,-3.40625,False,True
apps_python_22,corrupt_with_clean_instruction,0.0,-2.75,2.75,True,False
apps_python_22,corrupt_full,-3.40625,0.0,-3.40625,False,True
codecontests_cpp_22,clean_full,0.0,-2.765625,2.765625,True,False
codecontests_cpp_22,clean_with_corrupt_instruction,-2.984375,0.0,-2.984375,False,True
codecontests_cpp_22,corrupt_with_clean_instruction,0.0,-2.765625,2.765625,True,False
codecontests_cpp_22,corrupt_full,-2.984375,0.0,-2.984375,False,True
codecontests_java_22,clean_full,0.0,-3.921875,3.921875,True,False
codecontests_java_22,clean_with_corrupt_instruction,-6.375,0.0,-6.375,False,True
codecontests_java_22,corrupt_with_clean_instruction,0.0,-3.921875,3.921875,True,False
codecontests_java_22,corrupt_full,-6.375,0.0,-6.375,False,True
apps_python_23,clean_full,0.0,-2.84375,2.84375,True,False
apps_python_23,clean_with_corrupt_instruction,-2.734375,0.0,-2.734375,False,True
apps_python_23,corrupt_with_clean_instruction,0.0,-2.84375,2.84375,True,False
apps_python_23,corrupt_full,-2.734375,0.0,-2.734375,False,True
codecontests_cpp_23,clean_full,0.0,-2.875,2.875,True,False
codecontests_cpp_23,clean_with_corrupt_instruction,-4.5,0.0,-4.5,False,True
codecontests_cpp_23,corrupt_with_clean_instruction,0.0,-2.875,2.875,True,False
codecontests_cpp_23,corrupt_full,-4.5,0.0,-4.5,False,True
codecontests_java_23,clean_full,0.0,-6.25,6.25,True,False
codecontests_java_23,clean_with_corrupt_instruction,-7.21875,0.0,-7.21875,False,True
codecontests_java_23,corrupt_with_clean_instruction,0.0,-6.25,6.25,True,False
codecontests_java_23,corrupt_full,-7.21875,0.0,-7.21875,False,True
codecontests_cpp_24,clean_full,0.0,-3.46875,3.46875,True,False
codecontests_cpp_24,clean_with_corrupt_instruction,-5.125,0.0,-5.125,False,True
codecontests_cpp_24,corrupt_with_clean_instruction,0.0,-3.46875,3.46875,True,False
codecontests_cpp_24,corrupt_full,-5.125,0.0,-5.125,False,True
codecontests_java_24,clean_full,0.0,-3.734375,3.734375,True,False
codecontests_java_24,clean_with_corrupt_instruction,-7.375,0.0,-7.375,False,True
codecontests_java_24,corrupt_with_clean_instruction,0.0,-3.734375,3.734375,True,False
codecontests_java_24,corrupt_full,-7.375,0.0,-7.375,False,True
apps_python_25,clean_full,0.0,-2.671875,2.671875,True,False
apps_python_25,clean_with_corrupt_instruction,-7.0,0.0,-7.0,False,True
apps_python_25,corrupt_with_clean_instruction,0.0,-2.671875,2.671875,True,False
apps_python_25,corrupt_full,-7.0,0.0,-7.0,False,True
codecontests_java_25,clean_full,0.0,-4.1875,4.1875,True,False
codecontests_java_25,clean_with_corrupt_instruction,-4.0625,0.0,-4.0625,False,True
codecontests_java_25,corrupt_with_clean_instruction,0.0,-4.1875,4.1875,True,False
codecontests_java_25,corrupt_full,-4.0625,0.0,-4.0625,False,True
codecontests_cpp_26,clean_full,0.0,-2.171875,2.171875,True,False
codecontests_cpp_26,clean_with_corrupt_instruction,-3.734375,0.0,-3.734375,False,True
codecontests_cpp_26,corrupt_with_clean_instruction,0.0,-2.171875,2.171875,True,False
codecontests_cpp_26,corrupt_full,-3.734375,0.0,-3.734375,False,True
codecontests_java_26,clean_full,0.0,-7.125,7.125,True,False
codecontests_java_26,clean_with_corrupt_instruction,-7.4375,0.0,-7.4375,False,True
codecontests_java_26,corrupt_with_clean_instruction,0.0,-7.125,7.125,True,False
codecontests_java_26,corrupt_full,-7.4375,0.0,-7.4375,False,True
humaneval_python_26,clean_full,0.0,-2.0,2.0,True,False
humaneval_python_26,clean_with_corrupt_instruction,-3.53125,0.0,-3.53125,False,True
humaneval_python_26,corrupt_with_clean_instruction,0.0,-2.0,2.0,True,False
humaneval_python_26,corrupt_full,-3.53125,0.0,-3.53125,False,True
codecontests_cpp_27,clean_full,0.0,-2.25,2.25,True,False
codecontests_cpp_27,clean_with_corrupt_instruction,-1.71875,0.0,-1.71875,False,True
codecontests_cpp_27,corrupt_with_clean_instruction,0.0,-2.25,2.25,True,False
codecontests_cpp_27,corrupt_full,-1.71875,0.0,-1.71875,False,True
codecontests_java_27,clean_full,0.0,-3.828125,3.828125,True,False
codecontests_java_27,clean_with_corrupt_instruction,-6.875,0.0,-6.875,False,True
codecontests_java_27,corrupt_with_clean_instruction,0.0,-3.828125,3.828125,True,False
codecontests_java_27,corrupt_full,-6.875,0.0,-6.875,False,True
codecontests_cpp_28,clean_full,0.0,-3.546875,3.546875,True,False
codecontests_cpp_28,clean_with_corrupt_instruction,-2.453125,0.0,-2.453125,False,True
codecontests_cpp_28,corrupt_with_clean_instruction,0.0,-3.546875,3.546875,True,False
codecontests_cpp_28,corrupt_full,-2.453125,0.0,-2.453125,False,True
codecontests_java_28,clean_full,0.0,-3.4375,3.4375,True,False
codecontests_java_28,clean_with_corrupt_instruction,-4.78125,0.0,-4.78125,False,True
codecontests_java_28,corrupt_with_clean_instruction,0.0,-3.4375,3.4375,True,False
codecontests_java_28,corrupt_full,-4.78125,0.0,-4.78125,False,True
apps_python_29,clean_full,0.0,-2.328125,2.328125,True,False
apps_python_29,clean_with_corrupt_instruction,-3.015625,0.0,-3.015625,False,True
apps_python_29,corrupt_with_clean_instruction,0.0,-2.328125,2.328125,True,False
apps_python_29,corrupt_full,-3.015625,0.0,-3.015625,False,True
codecontests_cpp_29,clean_full,0.0,-3.1875,3.1875,True,False
codecontests_cpp_29,clean_with_corrupt_instruction,-4.0,0.0,-4.0,False,True
codecontests_cpp_29,corrupt_with_clean_instruction,0.0,-3.1875,3.1875,True,False
codecontests_cpp_29,corrupt_full,-4.0,0.0,-4.0,False,True
codecontests_java_29,clean_full,0.0,-2.78125,2.78125,True,False
codecontests_java_29,clean_with_corrupt_instruction,-5.40625,0.0,-5.40625,False,True
codecontests_java_29,corrupt_with_clean_instruction,0.0,-2.78125,2.78125,True,False
codecontests_java_29,corrupt_full,-5.40625,0.0,-5.40625,False,True
apps_python_30,clean_full,0.0,-3.234375,3.234375,True,False
apps_python_30,clean_with_corrupt_instruction,-3.296875,0.0,-3.296875,False,True
apps_python_30,corrupt_with_clean_instruction,0.0,-3.234375,3.234375,True,False
apps_python_30,corrupt_full,-3.296875,0.0,-3.296875,False,True
codecontests_cpp_30,clean_full,0.0,-3.25,3.25,True,False
codecontests_cpp_30,clean_with_corrupt_instruction,-1.6796875,0.0,-1.6796875,False,True
codecontests_cpp_30,corrupt_with_clean_instruction,0.0,-3.25,3.25,True,False
codecontests_cpp_30,corrupt_full,-1.6796875,0.0,-1.6796875,False,True
codecontests_java_30,clean_full,0.0,-3.75,3.75,True,False
codecontests_java_30,clean_with_corrupt_instruction,-5.34375,0.0,-5.34375,False,True
codecontests_java_30,corrupt_with_clean_instruction,0.0,-3.75,3.75,True,False
codecontests_java_30,corrupt_full,-5.34375,0.0,-5.34375,False,True
codecontests_cpp_32,clean_full,0.0,-3.34375,3.34375,True,False
codecontests_cpp_32,clean_with_corrupt_instruction,-4.8125,0.0,-4.8125,False,True
codecontests_cpp_32,corrupt_with_clean_instruction,0.0,-3.34375,3.34375,True,False
codecontests_cpp_32,corrupt_full,-4.8125,0.0,-4.8125,False,True
codecontests_java_32,clean_full,0.0,-6.09375,6.09375,True,False
codecontests_java_32,clean_with_corrupt_instruction,-8.0625,0.0,-8.0625,False,True
codecontests_java_32,corrupt_with_clean_instruction,0.0,-6.09375,6.09375,True,False
codecontests_java_32,corrupt_full,-8.0625,0.0,-8.0625,False,True
mbpp_python_32,clean_full,0.0,-2.703125,2.703125,True,False
mbpp_python_32,clean_with_corrupt_instruction,-5.53125,0.0,-5.53125,False,True
mbpp_python_32,corrupt_with_clean_instruction,0.0,-2.703125,2.703125,True,False
mbpp_python_32,corrupt_full,-5.53125,0.0,-5.53125,False,True
codecontests_cpp_33,clean_full,0.0,-1.25,1.25,True,False
codecontests_cpp_33,clean_with_corrupt_instruction,-2.359375,0.0,-2.359375,False,True
codecontests_cpp_33,corrupt_with_clean_instruction,0.0,-1.25,1.25,True,False
codecontests_cpp_33,corrupt_full,-2.359375,0.0,-2.359375,False,True
codecontests_java_33,clean_full,0.0,-3.390625,3.390625,True,False
codecontests_java_33,clean_with_corrupt_instruction,-9.5625,0.0,-9.5625,False,True
codecontests_java_33,corrupt_with_clean_instruction,0.0,-3.390625,3.390625,True,False
codecontests_java_33,corrupt_full,-9.5625,0.0,-9.5625,False,True
humaneval_python_33,clean_full,0.0,-7.28125,7.28125,True,False
humaneval_python_33,clean_with_corrupt_instruction,-9.4375,0.0,-9.4375,False,True
humaneval_python_33,corrupt_with_clean_instruction,0.0,-7.28125,7.28125,True,False
humaneval_python_33,corrupt_full,-9.4375,0.0,-9.4375,False,True
apps_python_34,clean_full,0.0,-3.0625,3.0625,True,False
apps_python_34,clean_with_corrupt_instruction,-4.78125,0.0,-4.78125,False,True
apps_python_34,corrupt_with_clean_instruction,0.0,-3.0625,3.0625,True,False
apps_python_34,corrupt_full,-4.78125,0.0,-4.78125,False,True
apps_python_35,clean_full,0.0,-1.59375,1.59375,True,False
apps_python_35,clean_with_corrupt_instruction,-2.828125,0.0,-2.828125,False,True
apps_python_35,corrupt_with_clean_instruction,0.0,-1.59375,1.59375,True,False
apps_python_35,corrupt_full,-2.828125,0.0,-2.828125,False,True
codecontests_cpp_35,clean_full,0.0,-2.453125,2.453125,True,False
codecontests_cpp_35,clean_with_corrupt_instruction,-2.390625,0.0,-2.390625,False,True
codecontests_cpp_35,corrupt_with_clean_instruction,0.0,-2.453125,2.453125,True,False
codecontests_cpp_35,corrupt_full,-2.390625,0.0,-2.390625,False,True
codecontests_java_35,clean_full,0.0,-4.0,4.0,True,False
codecontests_java_35,clean_with_corrupt_instruction,-6.125,0.0,-6.125,False,True
codecontests_java_35,corrupt_with_clean_instruction,0.0,-4.0,4.0,True,False
codecontests_java_35,corrupt_full,-6.125,0.0,-6.125,False,True
mbpp_python_35,clean_full,0.0,-2.796875,2.796875,True,False
mbpp_python_35,clean_with_corrupt_instruction,-5.4375,0.0,-5.4375,False,True
mbpp_python_35,corrupt_with_clean_instruction,0.0,-2.796875,2.796875,True,False
mbpp_python_35,corrupt_full,-5.4375,0.0,-5.4375,False,True
apps_python_36,clean_full,0.0,-2.5625,2.5625,True,False
apps_python_36,clean_with_corrupt_instruction,-2.34375,0.0,-2.34375,False,True
apps_python_36,corrupt_with_clean_instruction,0.0,-2.5625,2.5625,True,False
apps_python_36,corrupt_full,-2.34375,0.0,-2.34375,False,True
codecontests_java_36,clean_full,0.0,-3.0625,3.0625,True,False
codecontests_java_36,clean_with_corrupt_instruction,-5.375,0.0,-5.375,False,True
codecontests_java_36,corrupt_with_clean_instruction,0.0,-3.0625,3.0625,True,False
codecontests_java_36,corrupt_full,-5.375,0.0,-5.375,False,True
mbpp_python_36,clean_full,0.0,-1.984375,1.984375,True,False
mbpp_python_36,clean_with_corrupt_instruction,-3.28125,0.0,-3.28125,False,True
mbpp_python_36,corrupt_with_clean_instruction,0.0,-1.984375,1.984375,True,False
mbpp_python_36,corrupt_full,-3.28125,0.0,-3.28125,False,True
apps_python_37,clean_full,0.0,-3.3125,3.3125,True,False
apps_python_37,clean_with_corrupt_instruction,-4.9375,0.0,-4.9375,False,True
apps_python_37,corrupt_with_clean_instruction,0.0,-3.3125,3.3125,True,False
apps_python_37,corrupt_full,-4.9375,0.0,-4.9375,False,True
codecontests_java_37,clean_full,0.0,-4.09375,4.09375,True,False
codecontests_java_37,clean_with_corrupt_instruction,-6.40625,0.0,-6.40625,False,True
codecontests_java_37,corrupt_with_clean_instruction,0.0,-4.09375,4.09375,True,False
codecontests_java_37,corrupt_full,-6.40625,0.0,-6.40625,False,True
codecontests_java_38,clean_full,0.0,-1.21875,1.21875,True,False
codecontests_java_38,clean_with_corrupt_instruction,-4.84375,0.0,-4.84375,False,True
codecontests_java_38,corrupt_with_clean_instruction,0.0,-1.21875,1.21875,True,False
codecontests_java_38,corrupt_full,-4.84375,0.0,-4.84375,False,True
codecontests_cpp_39,clean_full,0.0,-2.3125,2.3125,True,False
codecontests_cpp_39,clean_with_corrupt_instruction,-2.984375,0.0,-2.984375,False,True
codecontests_cpp_39,corrupt_with_clean_instruction,0.0,-2.3125,2.3125,True,False
codecontests_cpp_39,corrupt_full,-2.984375,0.0,-2.984375,False,True
