node,layer,support_weighted,support_unweighted,median_score_norm,mean_score_norm
L1H4,1,0.004483318073525224,0.004205214465937763,0.04240074036996576,0.05547543038200742
L9H9,9,0.0044362216989472,0.004205214465937763,0.0565075559930487,0.050678702169601686
L3H9,3,0.004369473744720956,0.004205214465937763,0.0997209804398673,0.1006536382409616
L1H11,1,0.0043531202907196795,0.004205214465937763,0.09233317375183106,0.0808619627537456
L5H10,5,0.004333487223270254,0.004205214465937763,0.04008284108392123,0.041176496676731775
L0H15,0,0.004328508796622025,0.004205214465937763,0.05229515399572984,0.049062685923473986
L2H4,2,0.004233241238094145,0.004205214465937763,0.06625232049974344,0.07872074257134719
L0H8,0,0.004226207925255357,0.004205214465937763,0.04048540311701158,0.036047557270941985
L4H2,4,0.004218618531658641,0.004205214465937763,0.06124172740512424,0.05576616935144031
L9H12,9,0.004213586809656931,0.004205214465937763,0.04952330508474576,0.050772701391501085
L17H14,17,0.004201901142456747,0.004205214465937763,0.16446265941712915,0.15109566252671341
L21H8,21,0.0041827477366835,0.004205214465937763,0.0978515659059797,0.08985361326898061
L10H13,10,0.0041367006765256585,0.004205214465937763,0.0625,0.06320394569972776
L18H12,18,0.003609434155791663,0.00336417157275021,0.15662857258971913,0.15791035798920788
L8H14,8,0.003609434155791663,0.00336417157275021,0.06680989265441895,0.07113671829303106
MLP23,23,0.003609434155791663,0.00336417157275021,0.23334690001356667,0.20151849913754674
L18H3,18,0.0035946413928580907,0.00336417157275021,0.24160223722576324,0.22223685170321203
L9H6,9,0.003594139943267122,0.00336417157275021,0.07989553124855715,0.09706794435974474
L0H0,0,0.003433845347431271,0.00336417157275021,0.05498774895516013,0.05486810980033602
L5H6,5,0.0034142992111410747,0.00336417157275021,0.04192316113166439,0.042942814332283086
L11H6,11,0.00339341833660826,0.00336417157275021,0.055376149978605044,0.06664044150032954
L20H10,20,0.0032935150219938003,0.00336417157275021,0.1431262662333827,0.14390033390501777
L17H10,17,0.0032763007422749986,0.00336417157275021,0.0672559862012987,0.07160051383971422
L19H13,19,0.0032375429264348133,0.00336417157275021,0.07196821547768043,0.09576959745157153
L6H13,6,0.002663588458340233,0.002523128679562658,0.05141813858695652,0.05117063250961801
L3H11,3,0.0026568369960034456,0.002523128679562658,0.036691408157348636,0.058967894022379785
L10H3,10,0.002565555449974516,0.002523128679562658,0.09561011904761904,0.09211183736601776
L1H3,1,0.0025644590856803875,0.002523128679562658,0.059197680991992616,0.0683591149455348
L11H11,11,0.002523874212698536,0.002523128679562658,0.06745426829268293,0.052662443906827734
L4H10,4,0.0024454829147189908,0.002523128679562658,0.03225972967327766,0.03589732363256124
L2H12,2,0.0018047170778958314,0.001682085786375105,0.1056981556030149,0.1056981556030149
L13H4,13,0.0018047170778958314,0.001682085786375105,0.08805243638886054,0.08805243638886054
L18H6,18,0.0018047170778958314,0.001682085786375105,0.13465019641181988,0.13465019641181988
L4H5,4,0.0018047170778958314,0.001682085786375105,0.06246961656124276,0.06246961656124276
L19H3,19,0.0017899243149622592,0.001682085786375105,0.12489652744703961,0.12489652744703961
L3H13,3,0.0017863015975091393,0.001682085786375105,0.054861494938912105,0.054861494938912105
L6H4,6,0.0017855179600458758,0.001682085786375105,0.033895145353132386,0.033895145353132386
L12H11,12,0.0017831044840612535,0.001682085786375105,0.06123511363273497,0.06123511363273497
L4H6,4,0.0017796774517031709,0.001682085786375105,0.05907041325694247,0.05907041325694247
L15H1,15,0.0017628596261379935,0.001682085786375105,0.20176819442434513,0.20176819442434513
L0H12,0,0.001762202326879641,0.001682085786375105,0.0535892990926661,0.0535892990926661
L0H9,0,0.0017545860479542806,0.001682085786375105,0.05668916520967175,0.05668916520967175
L2H9,2,0.0016954035820510608,0.001682085786375105,0.06513378054667741,0.06513378054667741
L17H5,17,0.00168543577740111,0.001682085786375105,0.07495888157894737,0.07495888157894737
L17H11,17,0.0016756760934166543,0.001682085786375105,0.1240668429268731,0.1240668429268731
L18H10,18,0.0016722536439968414,0.001682085786375105,0.07329184241214041,0.07329184241214041
L10H0,10,0.001642140597792799,0.001682085786375105,0.07362583458885116,0.07362583458885116
L2H8,2,0.0016330439907630257,0.001682085786375105,0.06414756693338093,0.06414756693338093
L1H2,1,0.0015890333709856915,0.001682085786375105,0.05987104989112692,0.05987104989112692
L3H3,3,0.0015876308580136326,0.001682085786375105,0.028450945122488615,0.028450945122488615
L2H13,2,0.0015737620588190358,0.001682085786375105,0.029072417871636818,0.029072417871636818
L21H0,21,0.0015673000912948092,0.001682085786375105,0.10258003284291523,0.10258003284291523
L6H12,6,0.0015613588833969607,0.001682085786375105,0.05139451220799567,0.05139451220799567
L1H14,1,0.0015481464666549745,0.001682085786375105,0.06627685546875,0.06627685546875
L17H4,17,0.0015433282515146605,0.001682085786375105,0.11992827712512406,0.11992827712512406
L18H13,18,0.0015431727258028473,0.001682085786375105,0.0676099537037037,0.0676099537037037
L0H13,0,0.0013534131955141482,0.001682085786375105,0.04637415882079832,0.04637415882079832
L7H0,7,0.0009023585389479157,0.0008410428931875525,0.07560622846925413,0.07560622846925413
L13H5,13,0.0009023585389479157,0.0008410428931875525,0.030842391304347825,0.030842391304347825
L14H5,14,0.0009023585389479157,0.0008410428931875525,0.24895834922790527,0.24895834922790527
L12H5,12,0.0009023585389479157,0.0008410428931875525,0.13407011729914967,0.13407011729914967
L12H8,12,0.0009023585389479157,0.0008410428931875525,0.056919642857142856,0.056919642857142856
L0H14,0,0.0009023585389479157,0.0008410428931875525,0.025050564245744186,0.025050564245744186
L23H15,23,0.0009023585389479157,0.0008410428931875525,0.15875000272478376,0.15875000272478376
L10H11,10,0.0009023585389479157,0.0008410428931875525,0.06310686469078064,0.06310686469078064
L6H6,6,0.0009023585389479157,0.0008410428931875525,0.02771338346962617,0.02771338346962617
L10H7,10,0.0009023585389479157,0.0008410428931875525,0.05887586540646023,0.05887586540646023
L5H9,5,0.0009023585389479157,0.0008410428931875525,0.0537710373218243,0.0537710373218243
L5H0,5,0.0009023585389479157,0.0008410428931875525,0.05222177325554614,0.05222177325554614
L3H4,3,0.0009023585389479157,0.0008410428931875525,0.08287179470062256,0.08287179470062256
L14H0,14,0.0009023585389479157,0.0008410428931875525,0.087890625,0.087890625
L16H12,16,0.0009023585389479157,0.0008410428931875525,0.2883035932268415,0.2883035932268415
L20H4,20,0.0008823061269712954,0.0008410428931875525,0.07361111111111111,0.07361111111111111
L7H14,7,0.0008813734566468014,0.0008410428931875525,0.06894077256668446,0.06894077256668446
L7H4,7,0.0008725305761326929,0.0008410428931875525,0.11360677083333333,0.11360677083333333
L25H13,25,0.0008417662816838512,0.0008410428931875525,0.12034800919619473,0.12034800919619473
L11H7,11,0.0008389274398381983,0.0008410428931875525,0.039806547619047616,0.039806547619047616
L4H8,4,0.0008318542786471505,0.0008410428931875525,0.050628823578042326,0.050628823578042326
L4H7,4,0.000806399369566493,0.0008410428931875525,0.06840863410702146,0.06840863410702146
L10H1,10,0.0007871615475985864,0.0008410428931875525,0.08780487804878048,0.08780487804878048
L1H7,1,0.0007826685366653202,0.0008410428931875525,0.044024780684826424,0.044024780684826424
L3H5,3,0.0007237667447811407,0.0008410428931875525,0.03504333645105362,0.03504333645105362
L2H5,2,0.0006906479540043252,0.0008410428931875525,0.044431306421756744,0.044431306421756744
L19H0,19,0.0006620478874820687,0.0008410428931875525,0.15000001211015004,0.15000001211015004
