variant,semantic,frame,n_samples,decision_score_median,tool_top1_rate,no_tool_top1_rate,l2h14_lead_density_median,l2h14_file_density_median,l2h14_function_density_median
original_clean,tool,original,10,4.65625,1.0,0.0,0.013147103134542704,0.009148056153208017,0.005132645135745406
original_corrupt,no_tool,original,10,-5.453125,0.0,1.0,0.045979660004377365,0.008609145181253552,0.004898360697552562
tool_out,tool,out,10,4.54931640625,1.0,0.0,0.03172551468014717,0.01040052343159914,0.009691340383142233
no_tool_out,no_tool,out,10,-5.1014404296875,0.0,1.0,0.015637665521353483,0.010547675658017397,0.005565522238612175
tool_manually,tool,manually,10,1.82177734375,0.8,0.2,0.01310833403840661,0.008492941036820412,0.003203071537427604
no_tool_manually,no_tool,manually,10,-4.53955078125,0.0,1.0,0.014485372230410576,0.008016762789338827,0.0028055980801582336
tool_properly,tool,properly,10,3.0468978881835938,1.0,0.0,0.01201211055740714,0.008608109317719936,0.0029782240744680166
no_tool_properly,no_tool,properly,10,-3.78955078125,0.1,0.8,0.010381705593317747,0.008352741599082947,0.0031663980334997177
