sample_id,space,same_semantic_cross_frame_cosine,same_frame_opposite_semantic_cosine,semantic_minus_frame_cosine,semantic_wins
apps_python_1,l2h14_z,0.9892816642920176,0.9944135944048563,-0.005131930112838745,False
apps_python_1,mlp11_out,0.9921185374259949,0.9920652707417806,5.326668421423708e-05,True
codecontests_cpp_1,l2h14_z,0.9842752814292908,0.9894006848335266,-0.00512540340423584,False
codecontests_cpp_1,mlp11_out,0.9945034484068552,0.9946593840916952,-0.00015593568483995845,False
codecontests_java_1,l2h14_z,0.9877753754456838,0.9921435912450155,-0.004368215799331665,False
codecontests_java_1,mlp11_out,0.9936870137850443,0.9936142365137736,7.277727127075195e-05,True
mbpp_python_1,l2h14_z,0.9851787090301514,0.9923743605613708,-0.007195651531219482,False
mbpp_python_1,mlp11_out,0.9913367827733358,0.9918600916862488,-0.0005233089129129675,False
codecontests_java_2,l2h14_z,0.9822359283765157,0.9900050163269043,-0.0077690879503885535,False
codecontests_java_2,mlp11_out,0.994718094666799,0.9936071236928304,0.0011109709739685059,True
codecontests_cpp_3,l2h14_z,0.9878012239933014,0.9922777613004049,-0.004476537307103512,False
codecontests_cpp_3,mlp11_out,0.9930618206659952,0.9939713080724081,-0.0009094874064128344,False
codecontests_java_3,l2h14_z,0.9885585109392802,0.9931385318438212,-0.004580020904541016,False
codecontests_java_3,mlp11_out,0.9940301279226939,0.9942389726638794,-0.0002088447411855432,False
apps_python_4,l2h14_z,0.9897171060244242,0.9940237005551656,-0.004306594530741448,False
apps_python_4,mlp11_out,0.9926159580548605,0.9933727383613586,-0.0007567803064981726,False
codecontests_cpp_4,l2h14_z,0.9884350995222727,0.993391752243042,-0.004956652720769283,False
codecontests_cpp_4,mlp11_out,0.9937319060166677,0.9940206408500671,-0.00028873483339941775,False
codecontests_java_4,l2h14_z,0.9882854620615641,0.9924747546513876,-0.004189292589823479,False
codecontests_java_4,mlp11_out,0.9942486186822256,0.993955671787262,0.00029294689496361936,True
