source,target,support_weighted,support_unweighted
MLP10,L13H13,0.015348799656004258,0.014518002322880372
MLP1,L12H6,0.015236611627878444,0.0156794425087108
Input Embed,L13H10,0.015170097465828631,0.014518002322880372
MLP1,L13H6,0.015160976566671416,0.015098722415795587
L10H2,MLP16,0.015107036880441231,0.014518002322880372
L2H15,L10H5,0.015018590022643857,0.014518002322880372
L11H8,MLP16,0.014929420932558828,0.015098722415795587
L12H6,MLP27,0.014879152872605878,0.014518002322880372
L12H0,L16H8,0.014848072598971217,0.013937282229965157
MLP3,L11H1,0.014722919562561363,0.014518002322880372
L18H14,L21H12,0.014720195251981861,0.0156794425087108
L11H4,MLP12,0.014619708284945692,0.015098722415795587
MLP11,L13H11,0.01455039324977717,0.015098722415795587
MLP4,L12H0,0.014512738194023789,0.014518002322880372
Input Embed,L13H9,0.01449771182249469,0.013937282229965157
MLP4,MLP7,0.014471075560774054,0.014518002322880372
L16H9,L17H2,0.014430990201959747,0.013937282229965157
L11H1,L16H13,0.014306957216269732,0.013937282229965157
L15H5,L16H9,0.014228906872131486,0.013356562137049941
L20H14,L24H6,0.014163879653702917,0.013356562137049941
MLP11,MLP17,0.014082351525387827,0.013937282229965157
L13H11,MLP16,0.014063127637235313,0.016260162601626018
MLP14,L17H12,0.01395883665366365,0.013356562137049941
MLP5,L16H9,0.01390369400245917,0.013356562137049941
MLP12,L13H2,0.013799196378604217,0.013937282229965157
L9H7,MLP12,0.013789039249595613,0.0156794425087108
MLP4,L10H2,0.013765886140747557,0.013356562137049941
L4H15,MLP12,0.013747552966785868,0.0156794425087108
L2H14,MLP9,0.013729610494688526,0.013356562137049941
MLP3,L6H0,0.013714802783703775,0.0156794425087108
MLP4,MLP13,0.013700270940650405,0.013937282229965157
MLP13,L16H6,0.013674769332394348,0.014518002322880372
MLP1,L9H3,0.013673932718254176,0.013356562137049941
MLP9,L12H0,0.013554470547857016,0.013356562137049941
Input Embed,L13H6,0.013493154374587292,0.013356562137049941
MLP6,L13H3,0.013489401390543013,0.014518002322880372
MLP2,MLP12,0.01339063473296408,0.013356562137049941
Input Embed,L10H5,0.013370632896659181,0.012775842044134728
L10H2,L11H9,0.013338735370015004,0.012775842044134728
L17H12,MLP18,0.013319443152120376,0.014518002322880372
MLP0,L16H4,0.013311201746659987,0.013356562137049941
MLP0,L11H1,0.013259077711217504,0.013356562137049941
L14H13,MLP16,0.013235763314604668,0.012775842044134728
L16H13,MLP27,0.013230956611252707,0.013356562137049941
L10H2,L11H8,0.01319714202105732,0.012775842044134728
L13H6,L15H9,0.012957676759382496,0.012775842044134728
MLP5,L9H3,0.012952724815189982,0.012775842044134728
MLP13,L15H9,0.012930154456617392,0.013356562137049941
L20H5,MLP23,0.012912390596269419,0.013356562137049941
MLP2,L9H3,0.012885134766018064,0.012775842044134728
MLP21,L23H6,0.012718969799023195,0.013356562137049941
MLP4,MLP11,0.012664798691793952,0.012195121951219513
L13H9,MLP14,0.012623834732194484,0.012775842044134728
MLP0,L10H2,0.012603413783490053,0.012195121951219513
L20H14,L21H1,0.01257710554180583,0.012195121951219513
L11H8,L12H6,0.012371943264213675,0.012775842044134728
MLP12,L17H1,0.012282086046231655,0.012195121951219513
L2H14,L6H8,0.012234728966759598,0.012775842044134728
L10H2,MLP13,0.012139488479839236,0.012775842044134728
L17H2,L21H12,0.01212692131652449,0.012195121951219513
L17H1,MLP18,0.012120041378170486,0.012195121951219513
L11H5,MLP13,0.012094986072259855,0.011614401858304297
MLP13,L21H12,0.012091526638383152,0.012195121951219513
MLP3,L16H9,0.012074790315152436,0.011614401858304297
L2H14,L10H5,0.012060547387419962,0.012195121951219513
L17H15,MLP27,0.012044559637905985,0.011614401858304297
MLP0,L2H15,0.012030373776825483,0.012195121951219513
L6H0,L9H3,0.012021140580421133,0.012195121951219513
MLP2,L6H0,0.011997419955745997,0.013356562137049941
MLP9,MLP12,0.011832015379350696,0.011614401858304297
L12H0,L13H6,0.011810116614503397,0.011614401858304297
MLP1,L10H2,0.011793813661169827,0.011614401858304297
L12H0,L13H13,0.01178263721210878,0.011033681765389082
L12H10,MLP16,0.01178203388946982,0.011614401858304297
L12H13,L13H9,0.01176982130869646,0.012195121951219513
L17H2,L18H14,0.01163340782142515,0.011033681765389082
MLP1,L2H14,0.01163339580972984,0.011614401858304297
MLP9,MLP11,0.011581812006639543,0.011033681765389082
MLP0,MLP12,0.011566864553198563,0.011614401858304297
L14H5,MLP16,0.011560800837450829,0.011614401858304297
MLP6,L11H5,0.011560651705999306,0.011033681765389082
MLP13,L17H2,0.011559555917280594,0.011614401858304297
MLP1,L11H1,0.011544137445672665,0.011614401858304297
MLP5,L11H8,0.011526461900426544,0.011614401858304297
MLP12,L17H15,0.011447641371797592,0.011033681765389082
L10H2,MLP14,0.01143903187266953,0.011033681765389082
MLP6,L10H5,0.011414975091460416,0.011033681765389082
MLP1,MLP12,0.011398571535002226,0.011614401858304297
MLP3,L10H2,0.011386500694313293,0.011614401858304297
L9H15,MLP11,0.011380423838669758,0.011033681765389082
MLP12,L18H14,0.011358625744256383,0.011614401858304297
L25H0,Residual Output: no_tool,0.01134070300202005,0.011033681765389082
L16H13,L17H12,0.01121295639384132,0.011614401858304297
MLP2,L4H15,0.011201277699117261,0.011614401858304297
L20H5,L24H6,0.011195394226075059,0.012775842044134728
MLP17,MLP21,0.011076497871430828,0.011033681765389082
MLP5,MLP13,0.010968879075770776,0.011033681765389082
L12H13,MLP13,0.010936908638209614,0.011614401858304297
MLP2,L10H2,0.010934513765629565,0.011033681765389082
L12H6,L13H11,0.010906206866738523,0.012195121951219513
MLP15,L17H8,0.010888226581955755,0.010452961672473868
L16H4,MLP20,0.01085904921847734,0.011033681765389082
L16H4,L17H1,0.010850269689820087,0.011033681765389082
MLP1,L12H0,0.010827477078127678,0.010452961672473868
MLP9,L16H4,0.01072998452184461,0.011033681765389082
L2H14,L12H6,0.010676397172029185,0.011614401858304297
MLP4,MLP9,0.010676357433709937,0.010452961672473868
MLP16,MLP20,0.010602406878446618,0.010452961672473868
L21H1,MLP22,0.010497728771667204,0.011033681765389082
L17H12,MLP20,0.010488439657143998,0.011033681765389082
L12H3,L15H5,0.01044260060136498,0.010452961672473868
MLP9,L12H6,0.010439110250357885,0.010452961672473868
MLP14,L17H2,0.010431356347861097,0.009872241579558653
MLP11,L13H6,0.010395216188463377,0.010452961672473868
L17H14,MLP27,0.010379522180064006,0.009872241579558653
MLP13,L21H1,0.010361176246567506,0.010452961672473868
L13H11,MLP17,0.010356419086161861,0.011033681765389082
MLP3,L12H0,0.01034706092185968,0.009872241579558653
L10H5,L12H6,0.01034106897212,0.010452961672473868
Input Embed,L12H13,0.010284682149612909,0.010452961672473868
MLP13,MLP14,0.010276563412773911,0.010452961672473868
L6H8,MLP11,0.010226612776391523,0.010452961672473868
L13H15,MLP16,0.010166783948257287,0.010452961672473868
L13H3,MLP27,0.010009566852582162,0.009872241579558653
MLP6,L9H5,0.010008649760969924,0.011033681765389082
L9H5,MLP16,0.009992024731247481,0.009872241579558653
MLP3,L13H6,0.009985559127922544,0.009872241579558653
MLP9,L15H9,0.00997532976680725,0.009872241579558653
MLP5,L13H6,0.009938492376561123,0.009872241579558653
MLP6,L9H3,0.00991309235180751,0.009872241579558653
L2H14,MLP10,0.00986956897705632,0.009291521486643438
MLP22,MLP27,0.009845793715200817,0.009872241579558653
MLP1,L13H9,0.009842861037039645,0.009872241579558653
L16H8,L17H1,0.009805753561766483,0.009291521486643438
L13H10,MLP17,0.009804644395483285,0.009291521486643438
MLP6,L16H13,0.009769683337980943,0.009872241579558653
L13H10,L16H8,0.009761668572975064,0.009291521486643438
MLP2,L13H9,0.009758170454071183,0.009872241579558653
MLP6,L11H9,0.009735935171024472,0.009291521486643438
MLP7,L12H0,0.009733583912041138,0.009872241579558653
MLP7,L16H13,0.009729206285249377,0.009872241579558653
L17H2,L20H5,0.009724271361407393,0.009872241579558653
