sample_id,sample_rank,q_index,cluster_id,cluster_size,weight
codecontests_java_1,3,,0,405,0.8980247611053719
mbpp_python_1,4,,0,405,0.9992131294964028
codecontests_cpp_3,6,,0,405,0.9994966172680413
codecontests_cpp_4,9,,0,405,0.8828910787181213
apps_python_5,12,,0,405,0.9187301020408163
codecontests_cpp_5,13,,0,405,0.9635929930556834
codecontests_java_7,17,,0,405,0.9312771613824478
apps_python_9,19,,0,405,0.9865927608794867
codecontests_cpp_11,23,,0,405,0.8622336891289437
codecontests_cpp_12,27,,0,405,0.9482250125842373
codecontests_java_12,28,,0,405,0.9868213383838383
codecontests_cpp_15,34,,0,405,0.9146822606691827
apps_python_16,36,,0,405,0.9832940251572327
codecontests_cpp_16,37,,0,405,0.9506300572153595
apps_python_22,51,,0,405,0.9837535511363636
codecontests_cpp_23,55,,0,405,0.9474323467406073
apps_python_29,68,,0,405,0.9970375419463087
apps_python_30,71,,0,405,0.963544219234988
codecontests_cpp_30,72,,0,405,0.9870793269230769
codecontests_cpp_32,74,,0,405,0.9382782475543716
apps_python_34,80,,0,405,0.9985451211734694
codecontests_cpp_35,82,,0,405,0.9792993630573248
apps_python_37,88,,0,405,0.9903449292452831
humaneval_python_39,93,,0,405,0.9970034246575342
apps_python_40,94,,0,405,0.9980931575829384
codecontests_cpp_40,95,,0,405,0.9794719099837458
codecontests_cpp_41,97,,0,405,0.9679462636818161
humaneval_python_41,99,,0,405,0.9996223238950276
codecontests_cpp_42,100,,0,405,0.8983154296875
codecontests_java_42,101,,0,405,0.9975969404450262
mbpp_python_42,103,,0,405,0.9948039504716981
codecontests_cpp_45,111,,0,405,0.9908780486079675
codecontests_cpp_46,114,,0,405,0.9838028140943879
apps_python_47,116,,0,405,0.94243318613669
codecontests_cpp_47,117,,0,405,0.9109045457043362
codecontests_cpp_49,124,,0,405,0.9983100620567376
codecontests_cpp_50,126,,0,405,0.9201824662253821
codecontests_cpp_52,130,,0,405,0.9928125
apps_python_54,135,,0,405,0.9991937681686046
mbpp_python_54,137,,0,405,0.99609375
codecontests_cpp_56,140,,0,405,0.989208984375
codecontests_java_56,141,,0,405,0.9914598651960784
apps_python_58,144,,0,405,0.9811079545454545
apps_python_59,146,,0,405,0.9982556059160306
humaneval_python_64,159,,0,405,0.9560837735514296
codecontests_cpp_66,162,,0,405,0.8695135682232049
apps_python_69,166,,0,405,0.9975646219135802
apps_python_76,182,,0,405,0.9955119680851063
codecontests_cpp_79,190,,0,405,0.8173481797818132
apps_python_83,201,,0,405,0.9266361875591189
codecontests_cpp_83,202,,0,405,0.9994089226973685
apps_python_86,211,,0,405,0.947046160697937
codecontests_cpp_89,218,,0,405,0.904262617135077
codecontests_java_91,223,,0,405,0.9552777777777778
apps_python_93,226,,0,405,0.9957972935267857
codecontests_cpp_93,227,,0,405,0.8656737577111039
humaneval_python_95,235,,0,405,0.959153362436803
apps_python_96,236,,0,405,0.9865433673469388
codecontests_java_96,237,,0,405,0.9977774784482759
mbpp_python_96,238,,0,405,0.9163727060249307
humaneval_python_97,240,,0,405,0.9677259863578553
codecontests_cpp_100,248,,0,405,0.9802587745389649
humaneval_python_100,250,,0,405,0.9996208996506211
codecontests_java_105,258,,0,405,0.9348276929808947
apps_python_107,262,,0,405,0.8410205841064453
codecontests_java_107,263,,0,405,0.792022705078125
apps_python_108,264,,0,405,0.9158225232260944
apps_python_109,268,,0,405,0.9975880872483222
codecontests_cpp_110,273,,0,405,0.9991996951219512
apps_python_112,276,,0,405,0.962750362205341
mbpp_python_115,290,,0,405,0.8187536043829297
codecontests_cpp_117,296,,0,405,0.9553827356409144
codecontests_cpp_118,300,,0,405,0.9311905839746492
humaneval_python_119,303,,0,405,0.9856026785714286
codecontests_java_120,305,,0,405,0.9544455276366062
apps_python_123,312,,0,405,0.9982180251288659
codecontests_cpp_123,313,,0,405,0.9882572528373594
apps_python_124,315,,0,405,0.9268746773401897
humaneval_python_125,322,,0,405,0.9866260593220338
codecontests_cpp_126,324,,0,405,0.9537565718808299
codecontests_cpp_127,327,,0,405,0.9520226177592249
codecontests_java_127,328,,0,405,0.9910778356481481
apps_python_130,332,,0,405,0.995730245209658
humaneval_python_130,335,,0,405,0.9170932394965848
apps_python_136,351,,0,405,0.9984785048342542
codecontests_cpp_136,352,,0,405,0.9352527965198864
humaneval_python_137,356,,0,405,0.9942157451923077
apps_python_138,357,,0,405,0.9887152777777778
codecontests_cpp_139,360,,0,405,0.9755763859499504
codecontests_java_139,361,,0,405,0.9804226303185565
codecontests_java_141,369,,0,405,0.977725208692276
codecontests_java_142,372,,0,405,0.9697866356777254
humaneval_python_149,394,,0,405,0.9977407882462687
apps_python_153,403,,0,405,0.9986139112903226
apps_python_155,410,,0,405,0.9183980137848657
codecontests_java_156,413,,0,405,0.9562468273164323
apps_python_158,416,,0,405,0.9971110026041666
codecontests_cpp_158,417,,0,405,0.9962936046511628
codecontests_java_158,418,,0,405,0.854436875
apps_python_160,421,,0,405,0.992257567264574
apps_python_161,423,,0,405,0.9918114973262032
humaneval_python_161,426,,0,405,0.9933845766129032
apps_python_163,430,,0,405,0.9775132275132276
codecontests_cpp_163,431,,0,405,0.9987473060344828
apps_python_164,433,,0,405,0.9977052970852018
apps_python_166,437,,0,405,0.9995084195523649
apps_python_167,439,,0,405,0.9922715053763441
codecontests_java_169,444,,0,405,0.9890625
apps_python_170,445,,0,405,0.9996242149203431
codecontests_cpp_171,449,,0,405,0.9968386627906977
codecontests_cpp_174,457,,0,405,0.9712987599340303
mbpp_python_175,462,,0,405,0.9809368880285501
apps_python_176,463,,0,405,0.9994551495807927
codecontests_java_177,466,,0,405,0.8471845255800119
apps_python_181,475,,0,405,0.997588900862069
codecontests_cpp_181,476,,0,405,1.0
apps_python_182,478,,0,405,0.8951627568956192
codecontests_cpp_182,479,,0,405,0.970366974914966
apps_python_183,481,,0,405,0.9447516741071428
