node,layer,support_weighted,support_unweighted,median_score_norm,mean_score_norm
L16H7,16,0.0006234543005627206,0.0005807200929152149,0.20806451612903226,0.20806451612903226
L15H2,15,0.0006230211236002145,0.0005807200929152149,0.13378378378378378,0.13378378378378378
L20H10,20,0.0006213901396942798,0.0005807200929152149,0.2679738562091503,0.2679738562091503
L18H12,18,0.0006170130550550059,0.0005807200929152149,0.19927536231884058,0.19927536231884058
L9H6,9,0.000614504441019107,0.0005807200929152149,0.03985507246376811,0.03985507246376811
L25H9,25,0.0006144657611288573,0.0005807200929152149,0.06677631578947368,0.06677631578947368
L26H0,26,0.0006128439867432397,0.0005807200929152149,0.06092964824120603,0.06092964824120603
L15H1,15,0.0006093080983377895,0.0005807200929152149,0.2693877551020408,0.2693877551020408
L5H8,5,0.0006091824693408352,0.0005807200929152149,0.050537109375,0.050537109375
L17H3,17,0.0006087841765342346,0.0005807200929152149,0.05755813953488372,0.05755813953488372
L9H9,9,0.0005744002704759193,0.0005807200929152149,0.09207317073170732,0.09207317073170732
L11H11,11,0.0005346331537571875,0.0005807200929152149,0.07708333333333334,0.07708333333333334
L19H5,19,0.0005239721757641403,0.0005807200929152149,0.1298449612403101,0.1298449612403101
L18H2,18,0.0004275686394852917,0.0005807200929152149,0.3609625668449198,0.3609625668449198
