head,layer,role_prior,clean_user_lead_phrase_to_user_lead_phrase,corrupt_user_lead_phrase_to_user_lead_phrase,delta_user_lead_phrase_to_user_lead_phrase,clean_user_lead_phrase_to_function_body_anchor,corrupt_user_lead_phrase_to_function_body_anchor,delta_user_lead_phrase_to_function_body_anchor,clean_user_lead_phrase_to_file_target,corrupt_user_lead_phrase_to_file_target,delta_user_lead_phrase_to_file_target,clean_user_lead_phrase_to_instruction_suffix,corrupt_user_lead_phrase_to_instruction_suffix,delta_user_lead_phrase_to_instruction_suffix,clean_user_lead_phrase_to_task_body,corrupt_user_lead_phrase_to_task_body,delta_user_lead_phrase_to_task_body,clean_function_body_anchor_to_user_lead_phrase,corrupt_function_body_anchor_to_user_lead_phrase,delta_function_body_anchor_to_user_lead_phrase,clean_function_body_anchor_to_function_body_anchor,corrupt_function_body_anchor_to_function_body_anchor,delta_function_body_anchor_to_function_body_anchor,clean_function_body_anchor_to_file_target,corrupt_function_body_anchor_to_file_target,delta_function_body_anchor_to_file_target,clean_function_body_anchor_to_instruction_suffix,corrupt_function_body_anchor_to_instruction_suffix,delta_function_body_anchor_to_instruction_suffix,clean_function_body_anchor_to_task_body,corrupt_function_body_anchor_to_task_body,delta_function_body_anchor_to_task_body,clean_file_target_to_user_lead_phrase,corrupt_file_target_to_user_lead_phrase,delta_file_target_to_user_lead_phrase,clean_file_target_to_function_body_anchor,corrupt_file_target_to_function_body_anchor,delta_file_target_to_function_body_anchor,clean_file_target_to_file_target,corrupt_file_target_to_file_target,delta_file_target_to_file_target,clean_file_target_to_instruction_suffix,corrupt_file_target_to_instruction_suffix,delta_file_target_to_instruction_suffix,clean_file_target_to_task_body,corrupt_file_target_to_task_body,delta_file_target_to_task_body,clean_instruction_suffix_to_user_lead_phrase,corrupt_instruction_suffix_to_user_lead_phrase,delta_instruction_suffix_to_user_lead_phrase,clean_instruction_suffix_to_function_body_anchor,corrupt_instruction_suffix_to_function_body_anchor,delta_instruction_suffix_to_function_body_anchor,clean_instruction_suffix_to_file_target,corrupt_instruction_suffix_to_file_target,delta_instruction_suffix_to_file_target,clean_instruction_suffix_to_instruction_suffix,corrupt_instruction_suffix_to_instruction_suffix,delta_instruction_suffix_to_instruction_suffix,clean_instruction_suffix_to_task_body,corrupt_instruction_suffix_to_task_body,delta_instruction_suffix_to_task_body,clean_task_body_to_user_lead_phrase,corrupt_task_body_to_user_lead_phrase,delta_task_body_to_user_lead_phrase,clean_task_body_to_function_body_anchor,corrupt_task_body_to_function_body_anchor,delta_task_body_to_function_body_anchor,clean_task_body_to_file_target,corrupt_task_body_to_file_target,delta_task_body_to_file_target,clean_task_body_to_instruction_suffix,corrupt_task_body_to_instruction_suffix,delta_task_body_to_instruction_suffix,clean_task_body_to_task_body,corrupt_task_body_to_task_body,delta_task_body_to_task_body,user_offdiag_clean,user_offdiag_corrupt,user_offdiag_delta,bind_to_lead_clean,bind_to_lead_corrupt,bind_file_to_function_clean,bind_file_to_function_corrupt,bind_suffix_to_function_clean,bind_suffix_to_function_corrupt,decision_clean_system_preamble,decision_corrupt_system_preamble,decision_delta_system_preamble,decision_clean_tools_block,decision_corrupt_tools_block,decision_delta_tools_block,decision_clean_tool_instruction,decision_corrupt_tool_instruction,decision_delta_tool_instruction,decision_clean_tool_call_example,decision_corrupt_tool_call_example,decision_delta_tool_call_example,decision_clean_user_lead_phrase,decision_corrupt_user_lead_phrase,decision_delta_user_lead_phrase,decision_clean_function_body_anchor,decision_corrupt_function_body_anchor,decision_delta_function_body_anchor,decision_clean_file_target,decision_corrupt_file_target,decision_delta_file_target,decision_clean_instruction_suffix,decision_corrupt_instruction_suffix,decision_delta_instruction_suffix,decision_clean_task_body,decision_corrupt_task_body,decision_delta_task_body,decision_clean_assistant_prefix,decision_corrupt_assistant_prefix,decision_delta_assistant_prefix,decision_user_clean,decision_user_corrupt,decision_user_delta,decision_protocol_clean,integration_score
L19H0,19,,0.11586376261420367,0.11328175020783827,0.0025820124063653943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07177232624259837,0.058293311017306906,0.013479015225291463,0.02409125913776085,0.019485078252847635,0.004606180884913217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05390240947427131,0.040328108340514764,0.013574301133756544,0.022181957375483195,0.023464859118220004,-0.001282901742736809,0.06456810275133824,0.058055779382880694,0.00651232336845755,0.0,0.0,0.0,0.0,0.0,0.0,0.036833164880309646,0.031189241812160966,0.00564392306814868,0.023192041089518146,0.02405450820412301,-0.0008624671146048625,0.059267474164262535,0.05796820169550548,0.001299272468757058,0.015582309752966641,0.01426956524237402,0.0013127445105926214,0.0,0.0,0.0,0.009441022879609559,0.009768521870755775,-0.00032749899114621617,0.0017932691484692147,0.001991105829248595,-0.0001978366807793804,0.008149004985297663,0.007120306692848742,0.0010286982924489207,0.0016955900819686596,0.0015577952058978529,0.00013779487607080672,0.005902938114446193,0.005897669317338694,5.268797107499043e-06,0.2882282603217883,0.2557359597865821,0.03249230053520619,0.1719489234767889,0.1395791830407384,0.022181957375483195,0.023464859118220004,0.023192041089518146,0.02405450820412301,0.010250650121561067,0.011127156821759927,-0.0008765067001988598,0.001195989113278594,0.0012623723182593593,-6.638320498076537e-05,0.0030296662916741946,0.002811814129877723,0.00021785216179647177,0.0021886515891697024,0.0020914693274719123,9.718226169779009e-05,0.0669404374785466,0.04264895832133626,0.02429147915721034,0.0037993821405888665,0.003604963619362576,0.00019441852122629045,0.007605270263966082,0.006436530020116081,0.0011687402438500015,0.000842432673574608,0.0005950562723750182,0.0002473764011995898,0.002392189285473716,0.00262451721612893,-0.00023232793065521397,0.017838722178723305,0.01637022075936648,0.001468501419356824,0.08157971184214986,0.055910025449318855,0.025669686392831008,0.03450367929440686,0.49234111989605045
L10H6,10,,0.051162222040650567,0.06012458658131417,-0.008962364540663605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08543336421465468,0.10041961460898909,-0.014986250394334405,0.027961311704488893,0.03838989590094549,-0.010428584196456599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0387933078549454,0.03449153582918112,0.004301772025764275,0.0289477410576978,0.03522596486468781,-0.0062782238069900125,0.058807665893200106,0.07110405198009587,-0.01229638608689576,0.0,0.0,0.0,0.0,0.0,0.0,0.05184256368961389,0.054353741974095,-0.002511178284481115,0.020886281679647258,0.027115806571611407,-0.0062295248919641485,0.042132130540630475,0.04035860824135849,0.0017735222992719818,0.01951966967604596,0.020528139746623517,-0.0010084700705775586,0.0,0.0,0.0,0.011739735931748119,0.014031437076098188,-0.0022917011443500685,0.0035818345244010125,0.0037798860305584925,-0.00019805150615747995,0.02604832074607092,0.03171738869544123,-0.005669067949370311,0.0050725841736686,0.005294370328554284,-0.000221786154885684,0.006116093457898214,0.006088199763765405,2.7893694132808712e-05,0.3144778644130782,0.34678835422057513,-0.032310489807496956,0.18780897169096208,0.2032963294883634,0.0289477410576978,0.03522596486468781,0.020886281679647258,0.027115806571611407,0.017914137838713384,0.017490034018135894,0.00042410382057748996,5.967747833855674e-05,5.216375892931792e-05,7.513719409238819e-06,7.532449875446564e-05,7.042995526467984e-05,4.894543489785793e-06,3.3694273730450334e-05,3.15768151094311e-05,2.1174586210192338e-06,6.44111939534936e-05,0.0001008438109104188,-3.64326169569252e-05,0.00020185936287366737,0.00020009219091668428,1.7671719569830886e-06,0.0002502495279557048,0.0003673234408711931,-0.0001170739129154883,0.00018187786141524317,0.00020305926742656297,-2.1181406011319806e-05,0.00019073917103477206,0.0001973180278033443,-6.578856768572243e-06,0.03892228068972091,0.04051559094802566,-0.0015933102583047531,0.000889137117232881,0.0010686367379282033,-0.00017949962069532235,0.057005114779257765,0.4884801259678422
L0H2,0,,0.18365912955648045,0.19383849919655735,-0.010179369640076902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17529498438300017,0.18130223269160062,-0.0060072483086004436,0.17690355037355257,0.17676791888807708,0.0001356314854754903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.348467007629483e-05,5.531368871625017e-05,-1.8290186399553415e-06,0.10195634900035205,0.10195617505395731,1.7394639474643814e-07,0.25610232371382596,0.2561012973249582,1.0263888677863875e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.000370814600889762,0.00045456244139822574,-8.374784050846373e-05,0.00022825284602406352,0.00022815569393100428,9.715209305923922e-08,0.05663049629263139,0.05662903801238426,1.4582802471269085e-06,0.0940259719369165,0.09401325725719904,1.2714679717459876e-05,0.0,0.0,0.0,0.000446065857067245,0.0005142458615808084,-6.818000451356339e-05,0.0005093248912636796,0.0005093042848052503,2.0606458429363317e-08,0.0004102527401806883,0.00041021603119145033,3.6708989237948814e-08,0.0013910367800866316,0.001390991073450464,4.570663616749841e-08,0.012711779608442064,0.012711092058469679,6.875499723845574e-07,0.33729106206157206,0.34345023483301573,-0.006159172771443677,0.17616534951103346,0.18232635468329592,0.10195634900035205,0.10195617505395731,0.00022825284602406352,0.00022815569393100428,2.2451307662170922e-05,2.245092801890662e-05,3.796432643013675e-10,2.8171622145720848e-05,2.8171440669838133e-05,1.814758827153179e-10,0.00010777246547747723,0.00010777123718745315,1.2282900240803089e-09,0.00026363229479960034,0.0002636295549494521,2.7398501482455047e-09,0.00038136688150026607,0.00040678152574154827,-2.54146442412822e-05,0.00035433875731483416,0.00035433871945540063,3.7859433524387726e-11,0.00036478130067190356,0.0003647705953821437,1.0705289759857777e-08,0.000384655565180337,0.0003846541144417467,1.4507385902935883e-09,0.0005322670723416661,0.0005322593703729308,7.701968735311301e-09,0.10461221877204278,0.10461100362647978,1.215145563004949e-06,0.002017409577009007,0.00204280432539377,-2.5394748384763213e-05,0.10503424646212775,0.488206554745578
L24H0,24,,0.033716292525062926,0.024547744618348008,0.009168547906714918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08702644135945765,0.07300585428410741,0.014020587075350241,0.03265268496550299,0.03321934188851323,-0.0005666569230102364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06030443762715702,0.03245783678897409,0.027846600838182932,0.1288930992363291,0.14278897464829177,-0.01389587541196266,0.031287294782213565,0.025645176029323875,0.00564211875288969,0.0,0.0,0.0,0.0,0.0,0.0,0.018921697649912222,0.01135822770247424,0.007563469947437982,0.020421759419048013,0.02170548127027408,-0.0012837218512260669,0.022609345585164052,0.020438053442379426,0.002171292142784626,0.027046187585014224,0.027355929411532365,-0.0003097418265181409,0.0,0.0,0.0,0.0006952883632672514,0.00041942057369818937,0.00027586778956906205,0.0005109390591900081,0.0005596181817266779,-4.867912253666976e-05,0.00035765251742916437,0.0003300482401989793,2.7604277230185072e-05,0.0008208835220657198,0.000871326992468466,-5.044347040274622e-05,0.004722500563846332,0.004754548907792682,-3.2048343946350366e-05,0.3405615443390202,0.3039348421245934,0.03662670221442682,0.16694786499979414,0.11724133934925393,0.1288930992363291,0.14278897464829177,0.020421759419048013,0.02170548127027408,0.004501774316314504,0.003694382204328589,0.000807392111985915,3.495156970075714e-05,3.3744763068625086e-05,1.2068066321320554e-06,0.00040246486794058843,0.0004301393052990874,-2.7674437358498965e-05,0.0003575275058803134,0.0003616224617432491,-4.094955862935683e-06,0.00038250551106937145,0.00014337300746613857,0.00023913250360323287,0.0003258107932412653,0.000351616431672059,-2.5805638430793692e-05,0.0003149702877532199,0.00035832671291796133,-4.335642516474145e-05,0.0001585501218366657,0.00017308188827785804,-1.4531766441192332e-05,0.0008450625763048524,0.0008951124886729437,-5.004991236809127e-05,0.08419784578158326,0.08694737246227596,-0.002749526680692699,0.002026899290205375,0.0019215105290069606,0.00010538876119841429,0.08949456404141942,0.48614921797356214
L7H9,7,,0.009954942786351114,0.005293829037397386,0.004661113748953728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11823199557640203,0.08040629580192935,0.037825699774472685,0.04197097360075351,0.04647711825283389,-0.004506144652080379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017347922710632596,0.01109426487837545,0.006253657832257146,0.1991811667100616,0.20003959955377168,-0.0008584328437100663,0.020366733131441314,0.022650873655200212,-0.002284140523758898,0.0,0.0,0.0,0.0,0.0,0.0,0.005397242565994107,0.004910444905554159,0.0004867976604399473,0.012311759326146195,0.01253909582589103,-0.00022733649974483391,0.0047181547844796536,0.004289830538890953,0.0004283242455887003,0.04763185535746861,0.04902830287061294,-0.0013964475131443277,0.0,0.0,0.0,0.0005628812267999319,0.0003561971636423322,0.0002066840631575997,0.0005666638987691063,0.0005199983039541353,4.666559481497092e-05,0.0003590918633317911,0.0003489285782464287,1.0163285085362426e-05,0.001021001752896335,0.0010835403949941717,-6.253864209783671e-05,0.006121568855154571,0.0061273538699788965,-5.785014824325266e-06,0.3596978804155133,0.31558819594524967,0.044109684470263644,0.14154004207982868,0.09676720274950129,0.1991811667100616,0.20003959955377168,0.012311759326146195,0.01253909582589103,0.01591470828669256,0.015845582485696546,6.912580099601578e-05,4.739701487920878e-06,4.627092284697094e-06,1.1260920322378358e-07,1.4380748399699925e-05,1.4082967763728602e-05,2.9778063597132326e-07,2.5481564121834605e-05,2.453042733228753e-05,9.511367895470745e-07,1.2388778381171784e-05,1.3367844351375788e-05,-9.790659702040042e-07,1.7439772513087743e-05,2.1554770980912898e-05,-4.114998467825155e-06,1.3074936261882258e-05,1.1500322004425197e-05,1.5746142574570603e-06,9.762771858178749e-06,1.1090862301014717e-05,-1.328090442835968e-06,0.0001764298068209851,0.0001808547130422,-4.424906221214901e-06,0.04761861002940196,0.047855900215476095,-0.00023729018607413638,0.00022909606583530563,0.0002383685126799286,-9.272446844622964e-06,0.06357792033010398,0.48545799044573373
L17H5,17,,0.03918328908251536,0.0418625626741161,-0.0026792735916007435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07702089092639057,0.08164344484832367,-0.004622553921933101,0.02079869901250862,0.02353891225815096,-0.0027402132456423416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05243183417260889,0.03774585548742879,0.014685978685180102,0.04927091185613584,0.055113368523799305,-0.005842456667663462,0.04772782536995847,0.04751911545637454,0.00020870991358392516,0.0,0.0,0.0,0.0,0.0,0.0,0.06688941648483068,0.05677894100386749,0.010110475480963194,0.022950832513523364,0.02525185653453089,-0.002301024021007528,0.017122543714918913,0.01856879308456328,-0.0014462493696443673,0.021414557116000148,0.021502093799221876,-8.753668322172836e-05,0.0,0.0,0.0,0.0032453869838957403,0.003204906731478883,4.048025241685724e-05,0.00042115195926221906,0.00044497148172332123,-2.381952246110217e-05,0.0005549205717478979,0.0006351747512836988,-8.025417953580092e-05,0.000561390632795482,0.0006136168609102852,-5.222622811480325e-05,0.004239221490391192,0.004260370230116167,-2.1148739724975198e-05,0.2904692798161096,0.28000092930790965,0.010468350508199942,0.19958752856772588,0.17937314807109883,0.04927091185613584,0.055113368523799305,0.022950832513523364,0.02525185653453089,0.022921163204767492,0.023360490396566923,-0.0004393271917994303,7.296591548014672e-05,5.420399291506117e-05,1.876192256508555e-05,0.00018790360775770935,0.00014064089100957716,4.726271674813218e-05,0.0003752252326740258,0.00027954143612599866,9.568379654802713e-05,0.0007066556216150919,0.0004867763151380214,0.00021987930647707053,0.0005642475140093486,0.0006651143784365431,-0.00010086686442719456,0.0016756105601199948,0.0019565444583918047,-0.00028093389827180994,0.00025549165142582983,0.00023834165684950758,1.7149994576322254e-05,0.00011105126967176275,0.00011653026984120613,-5.479000169443377e-06,0.018212164046392105,0.01685941841725896,0.0013527456291331438,0.003313056616842028,0.003463307078657083,-0.00015025046181505516,0.04176942200707148,0.4812709811904886
L2H7,2,,0.034236045438811424,0.04038455560219309,-0.006148510163381665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060370903513010304,0.07052884702370626,-0.01015794351069596,0.038605770713819515,0.056033679131639126,-0.01742790841781961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0553942915024052,0.07709962889578077,-0.021705337393375573,0.03743854266051614,0.05512779892631022,-0.01768925626579408,0.02557062047493669,0.02049473929840911,0.005075881176527578,0.0,0.0,0.0,0.0,0.0,0.0,0.04773119314812756,0.059272352888375415,-0.011541159740247858,0.027848753186849214,0.04742918971279132,-0.01958043652594211,0.017026687435195732,0.014961517764781098,0.002065169670414634,0.0053504395080161355,0.004856355839168802,0.0004940836688473336,0.0,0.0,0.0,0.014093287712077716,0.018367584406438257,-0.004274296694360542,0.009297565420906727,0.013220915788812748,-0.003923350367906021,0.01603233165585768,0.014705926628240345,0.0013264050276173365,0.01595399351401144,0.015524853775645503,0.0004291397383659381,0.005728335667652501,0.005625561100909969,0.00010277456674253217,0.3011875497489577,0.3862386158108819,-0.08505106606192425,0.17758967587562077,0.22526841321430072,0.03743854266051614,0.05512779892631022,0.027848753186849214,0.04742918971279132,0.0103061355490337,0.01030549528639716,6.402626365389213e-07,0.0005324052124306923,0.0005368559906093142,-4.4507781786219365e-06,0.0009671335115541491,0.000973322465675088,-6.188954120938902e-06,0.003001688458874571,0.003011900785840987,-1.0212326966416076e-05,0.003467293052461418,0.005023307289358155,-0.0015560142368967371,0.0013836418174505483,0.0018340240102473584,-0.00045038219279681,0.0009004566913798374,0.0008671385524824205,3.331813889741685e-05,0.0028752064603190484,0.002916413313913636,-4.12068535945876e-05,0.00037360949301831916,0.00036865268655644724,4.956806461871917e-06,0.05019986144679141,0.04967367290394785,0.0005261885428435586,0.00900020751462917,0.011009535852558018,-0.0020093283379288476,0.06500722417868451,0.4670255233372219
L27H7,27,,0.08315543167760356,0.07104587157524075,0.012109560102362804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1359386359742744,0.09049136735040275,0.04544726862387166,0.07842479846099527,0.07606491041083092,0.0023598880501643493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025019539665088974,0.014070183213402135,0.01094935645168684,0.04374340681292108,0.03772422031615185,0.006019186496769233,0.15857867262695033,0.16738144509952935,-0.008802772472579018,0.0,0.0,0.0,0.0,0.0,0.0,0.010785216741081604,0.0057478902046027855,0.005037326536478819,0.014255122735373823,0.013541690410849282,0.0007134323245245409,0.057023237280885104,0.05944103133430949,-0.002417794053424384,0.05679657476825443,0.060178467960602035,-0.003381893192347607,0.0,0.0,0.0,0.0019938184975685108,0.0011306523893887888,0.000863166108179722,0.00224839390246587,0.0017645594597462582,0.00048383444271961167,0.0032518545095213884,0.00275968409680981,0.0004921704127115786,0.0017153991832958727,0.0014807301089473169,0.0002346690743485558,0.0077750032977768925,0.007786550719597086,-1.1547421820193131e-05,0.29597462530247665,0.22815200888461049,0.06782261641786616,0.1737372108780135,0.11144009315779646,0.04374340681292108,0.03772422031615185,0.014255122735373823,0.013541690410849282,0.01716028125448267,0.008455463112077732,0.008704818142404938,0.0002848876556379217,0.00024129048301722733,4.359717262069439e-05,0.0001061554242123188,0.00019765317828050229,-9.149775406818349e-05,0.0005791565481442595,0.0008284541431183816,-0.00024929759497412205,0.0018531457141184266,0.0009256798120617074,0.0009274659020567192,0.0006467165678447361,0.0005825625898223343,6.415397802240173e-05,0.0008910109708046783,0.0009593766228429449,-6.836565203826661e-05,0.0002452321204421547,0.000287740859366475,-4.25087389243203e-05,0.0026446714671673447,0.003439828759082566,-0.0007951572919152215,0.01709204309083993,0.043954622466117144,-0.026862579375277213,0.006280776840377341,0.006195188643176027,8.55881972013136e-05,0.0352225239733171,0.46404659360734957
L0H14,0,,0.5701214029398529,0.6050676306434901,-0.0349462277036372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20950125828471888,0.20608250914481183,0.003418749139907057,0.12619699232288908,0.12789321267646364,-0.0016962203535745568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001802794008042407,0.0013465153302830502,0.00045627867775935673,0.006273194820577934,0.006287065159657085,-1.387033907915107e-05,0.4810334044431837,0.481656734692095,-0.0006233302489113135,0.0,0.0,0.0,0.0,0.0,0.0,0.004071711045735852,0.003805857988219907,0.00026585305751594505,0.013292739899562938,0.013299762115583395,-7.022216020457356e-06,0.018683760209521765,0.018698463623133963,-1.4703413612197902e-05,0.0888891037246353,0.08891762970026224,-2.8525975626941813e-05,0.0,0.0,0.0,0.0008528404703423133,0.0008664327958500301,-1.3592325507716797e-05,0.0028786327686911484,0.0028789839509909196,-3.5118229977119594e-07,0.0006235451192634817,0.0006236321791131958,-8.705984971412069e-08,0.004354010089005816,0.004357392519618342,-3.38243061252623e-06,0.011296304820173578,0.011296698166182942,-3.933460093630964e-07,0.26233448671546256,0.25824661480726174,0.004087871908200813,0.21622860380883946,0.2121013152591648,0.006273194820577934,0.006287065159657085,0.013292739899562938,0.013299762115583395,0.00017898434621323363,0.00017898872744040667,-4.381227173048084e-09,3.112851074471452e-05,3.112939527637472e-05,-8.845316602039128e-10,0.00010340726004656416,0.00010341060089419161,-3.3408476274456684e-09,0.00015971709120651283,0.0001597225847340866,-5.493527573759063e-09,4.6660965803790686e-05,3.1255440760775864e-05,1.5405525043014822e-05,0.00020409812579947313,0.00020410772381431288,-9.598014839748122e-09,4.937280592385324e-05,4.9375430108933604e-05,-2.624185080362827e-09,0.00023323000851008683,0.0002332367833171065,-6.774807019663308e-09,0.0023526782327119053,0.002352749398168832,-7.11654569267306e-08,0.08928303524384515,0.08928546592870101,-2.4306848558641736e-06,0.0028860401387491093,0.0028707247761699606,1.5315362579148683e-05,0.08975627245205617,0.45756704248066254
L21H7,21,,0.15496652762261712,0.21301850601035613,-0.05805197838773901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1559645316469441,0.11437330560263302,0.04159122604431108,0.056413804737982985,0.05952465823233889,-0.003110853494355907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033525946203394254,0.011973640239233979,0.021552305964160273,0.03313870815090775,0.025040436688589924,0.008098271462317824,0.09408332696930873,0.08364499387148504,0.010438333097823688,0.0,0.0,0.0,0.0,0.0,0.0,0.014845549093119142,0.007035958670316595,0.007809590422802547,0.007747538129254985,0.006655428511805564,0.0010921096174494214,0.008351423433667068,0.007963814978995095,0.00038760845467197304,0.01865672067394015,0.01777884866999036,0.0008778720039497867,0.0,0.0,0.0,0.0006797282608114327,0.0004979981455661432,0.0001817301152452895,0.000304442170726531,0.0003055220822737491,-1.0799115472181e-06,0.000802230375287738,0.0007461991882737662,5.6031187013971806e-05,0.00025731166216763033,0.0002387022989082478,1.8609363259382533e-05,0.00267973881807142,0.0026899555885775447,-1.0216770506124573e-05,0.2556174091262806,0.17483100640659607,0.08078640271968454,0.20501575520426893,0.13388090265774974,0.03313870815090775,0.025040436688589924,0.007747538129254985,0.006655428511805564,0.027907140350724276,0.02783746990558024,6.967044514403706e-05,6.745300671903157e-05,7.775122878512108e-05,-1.0298222066089504e-05,2.483099487795787e-05,2.5359626787609163e-05,-5.286319096512929e-07,2.6844524954730343e-05,2.7495168457106544e-05,-6.50643502376201e-07,0.00029900835015850475,0.00013628092256323988,0.00016272742759526488,0.00010527043615109086,8.743216374993516e-05,1.7838272401155697e-05,9.126756489080157e-05,0.00014375036651231485,-5.2482801621513286e-05,5.160769074774559e-05,5.80545099788201e-05,-6.446819231074511e-06,0.0001804469733496168,0.00019868541086197648,-1.8238437512359685e-05,0.0003131538493122444,0.0003764576297691449,-6.330378045690051e-05,0.0007276010152977596,0.0006242033736662865,0.00010339764163147308,0.02833942272658824,0.4539121091565514
L11H6,11,function_to_lead_candidate,0.03400931589343395,0.023802948644834718,0.010206367248599232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15863965009528447,0.169451640561898,-0.01081199046661352,0.049808620336778145,0.03482349968972885,0.014985120647049294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008740871982718196,0.0035490668528937327,0.005191805129824463,0.0533923946859685,0.02313080302798746,0.03026159165798104,0.014653715421040039,0.012988282812966961,0.0016654326080730777,0.0,0.0,0.0,0.0,0.0,0.0,0.022608490128061463,0.015637401984579986,0.006971088143481477,0.009796468384453591,0.007241093372286846,0.0025553750121667454,0.002045637970608005,0.0025806790636568443,-0.0005350410930488395,0.02798589461447366,0.023393722635052416,0.0045921719794212446,0.0,0.0,0.0,0.001319997513764742,0.001350766255050144,-3.076874128540201e-05,0.0015384676576057005,0.0012099578962332766,0.0003285097613724239,0.0011070133799629023,0.0010714266110783818,3.55867688845205e-05,0.004747285340297708,0.0033458080860698522,0.0014014772542278557,0.0041304226493439665,0.004043864605508357,8.655804383560922e-05,0.26393627713872525,0.2285686437117345,0.03536763342699076,0.19130900971982887,0.18998887565442185,0.0533923946859685,0.02313080302798746,0.009796468384453591,0.007241093372286846,0.01790791221231257,0.017384260610550747,0.0005236516017618209,0.00047394780193130473,0.00040149004528014764,7.24577566511571e-05,0.002616486399224662,0.0025255967281233092,9.088967110135269e-05,0.0002763247599320391,0.00026381088073226664,1.2513879199772468e-05,0.007331356004555331,0.014396251048439003,-0.007064895043883673,0.0029296359949411,0.0033179693074848796,-0.00038833331254377974,0.0006577324692677102,0.0011472636532945976,-0.0004895311840268875,0.0016459509810687256,0.0019918468845344303,-0.00034589590346570474,0.0011387354105706386,0.0009475279111389728,0.00019120749943166572,0.01706674058394859,0.01862702396634477,-0.0015602833823961798,0.013703410860403505,0.021800858804891885,-0.00809744794448838,0.03834141175734916,0.4525116393494186
