metric,n_samples,joint_minus_best_single_median,joint_minus_best_single_ci_lo,joint_minus_best_single_ci_hi,joint_minus_L11H5_median,joint_minus_L2H14_median,joint_beats_both_rate,joint_beats_or_ties_best_single_rate,joint_beats_or_ties_L11H5_rate
MLP11_local_rescue,1722,0.0437236861899742,0.03827693545441768,0.049155842775962216,0.0437236861899742,0.19695137195692247,0.6765389082462253,0.6765389082462253,0.6765389082462253
module_local_mean_rescue,1722,0.0124973501929918,0.009996932704441797,0.014813043887756235,0.0124973501929918,0.09584090915317542,0.629500580720093,0.629500580720093,0.629500580720093
route_rescue,1722,-0.004529674814017153,-0.010497720433190742,-2.1114120921341545e-05,0.027732956265133172,0.03100164344583986,0.47677119628339143,0.47677119628339143,0.6353077816492451
tool_ratio,1722,-0.007246757338654623,-0.018898809523809526,0.0,0.04573295985060691,0.0497315983249487,0.44773519163763065,0.48664343786295006,0.6504065040650406
