node,layer,forward_support,reverse_support,shared_support_min,union_support_max,support_delta_reverse_minus_forward,direction_balance,forward_score_norm_median,reverse_score_norm_median
MLP27,27,0.9990976414610523,1.0,0.9990976414610523,1.0,0.0009023585389477118,0.00045138292409180065,0.5370370370370371,0.40481927710843374
L24H6,24,0.9866807180013671,0.9833704635716862,0.9833704635716862,0.9866807180013671,-0.0033102544296809144,-0.001680288543081267,0.3872245894866093,0.145625
L23H6,23,0.9990976414610523,0.9826474402487161,0.9826474402487161,0.9990976414610523,-0.016450201212336202,-0.008300866425334404,0.3517073238516788,0.10039893617021277
L21H12,21,0.9910117272737091,0.8438269622384447,0.8438269622384447,0.9910117272737091,-0.14718476503526445,-0.08021673288042443,0.5298728942871094,0.12436224489795919
MLP16,16,0.7191730936766972,0.8853851515461381,0.7191730936766972,0.8853851515461381,0.16621205786944082,0.10358742561343287,0.3565375302663438,0.18867924528301888
MLP19,19,0.7313243810497828,0.6997549467373648,0.6997549467373648,0.7313243810497828,-0.03156943431241799,-0.022059877254486823,0.3368421052631579,0.18274582560296848
MLP17,17,0.68142754506689,0.9479423207461483,0.68142754506689,0.9479423207461483,0.2665147756792583,0.16356923082425504,0.3706690561529271,0.2413793103448276
L21H1,21,0.9229880554977965,0.5889483460880418,0.5889483460880418,0.9229880554977965,-0.3340397094097547,-0.2209350268036324,0.38007637582634535,0.11045258620689655
L17H8,17,0.5357169301364478,0.6581467001028303,0.5357169301364478,0.6581467001028303,0.12242976996638244,0.10254920818874821,0.2161188851150812,0.1140625
L20H5,20,0.3813120809736454,0.4115134897516177,0.3813120809736454,0.4115134897516177,0.03020140877797234,0.03809338383264381,0.22389324506123862,0.0782860824742268
L12H6,12,0.3795238819697149,0.3572758453972405,0.3572758453972405,0.3795238819697149,-0.022248036572474428,-0.030195500549356238,0.11715624809265136,0.04731490384615385
MLP11,11,0.5261628100291569,0.3405416907948406,0.3405416907948406,0.5261628100291569,-0.1856211192343163,-0.21416886500282584,0.28545642083548217,0.13619820828667412
L16H4,16,0.29994416056677836,0.5972740965502198,0.29994416056677836,0.5972740965502198,0.29732993598344143,0.33139086685422775,0.20072392632321612,0.1023476368159204
MLP12,12,0.2909487407895999,0.4264232788481044,0.2909487407895999,0.4264232788481044,0.13547453805850446,0.18884837204401062,0.2927055702917772,0.15906976744186047
L16H8,16,0.2508196985887376,0.678148165310041,0.2508196985887376,0.678148165310041,0.42732846672130337,0.4600034977828529,0.19317708015441895,0.09848484848484848
L17H2,17,0.2159105603352301,0.34033626095408304,0.2159105603352301,0.34033626095408304,0.12442570061885294,0.22368793107068757,0.20052083333333334,0.11458502435064935
L18H14,18,0.2441117262510185,0.20042787307554596,0.20042787307554596,0.2441117262510185,-0.04368385317547255,-0.0982676306939797,0.200173607578984,0.11070269016697587
L13H9,13,0.22041205079309675,0.19608723410876888,0.19608723410876888,0.22041205079309675,-0.02432481668432787,-0.058403021484320715,0.09342371562624538,0.03861479897989799
MLP18,18,0.21977064217034545,0.18603910921634503,0.18603910921634503,0.21977064217034545,-0.033731532954000415,-0.08312154362662938,0.3063502673796792,0.20754716981132076
MLP13,13,0.19300260535539335,0.1788444020247602,0.1788444020247602,0.19300260535539335,-0.01415820333063314,-0.03807534563847831,0.2845238095238095,0.13658536585365855
L13H6,13,0.1698945190390883,0.16717356224006702,0.16717356224006702,0.1698945190390883,-0.00272095679902129,-0.00807242497923685,0.15142662628837253,0.08075980392156863
L13H3,13,0.14891389733874535,0.24839283484291994,0.14891389733874535,0.24839283484291994,0.09947893750417458,0.2503832164079431,0.09599252713479077,0.052591463414634144
L17H12,17,0.19290434071923632,0.13142774382833372,0.13142774382833372,0.19290434071923632,-0.061476596890902596,-0.18954830502403094,0.2014460842074392,0.09322963128159381
MLP20,20,0.13036090282525847,0.1680912181309864,0.13036090282525847,0.1680912181309864,0.03773031530572793,0.12641999388323816,0.24452255818715446,0.0739662201514269
MLP5,5,0.13245378927250703,0.13035387888189032,0.13035387888189032,0.13245378927250703,-0.002099910390616716,-0.00799029345438671,0.09130607383882494,0.06576923076923077
MLP6,6,0.11638894689058593,0.13439523155084918,0.11638894689058593,0.13439523155084918,0.018006284660263244,0.07179992283471823,0.08196721311475409,0.043014575186633486
L9H3,9,0.10602634734743853,0.15126291219341206,0.10602634734743853,0.15126291219341206,0.045236564845973534,0.1758198726472342,0.12489506121913051,0.0715042372881356
MLP3,3,0.10580190227523915,0.12963619109401006,0.10580190227523915,0.12963619109401006,0.023834288818770907,0.10123378285004378,0.08933057484852963,0.024195121951219513
L10H2,10,0.13582424484442,0.09791129082947574,0.09791129082947574,0.13582424484442,-0.03791295401494425,-0.1622044928069467,0.10896443669328984,0.04948378808044957
L2H14,2,0.2805469070650332,0.09469448278941421,0.09469448278941421,0.2805469070650332,-0.185852424275619,-0.4952876449682413,0.05892045652711546,0.025155619497432134
MLP9,9,0.09039621747762126,0.0989261607031756,0.09039621747762126,0.0989261607031756,0.008529943225554337,0.045055124003399706,0.21518987341772153,0.07899686520376176
L11H1,11,0.08866077215208769,0.22141986554066534,0.08866077215208769,0.22141986554066534,0.13275909338857766,0.4281437705250192,0.10189733051118396,0.0884308510638298
L16H9,16,0.08480544811399716,0.15426953136707847,0.08480544811399716,0.15426953136707847,0.0694640832530813,0.2905535468573776,0.2457864713668823,0.08891752577319588
L11H8,11,0.08279378890903356,0.09938613269966698,0.08279378890903356,0.09938613269966698,0.016592343790633415,0.09107668750825172,0.09499057782892947,0.05731907894736842
L20H14,20,0.08231647866358731,0.20521109117327352,0.08231647866358731,0.20521109117327352,0.12289461250968621,0.4274185344362452,0.2420715997507284,0.1189846837944664
MLP1,1,0.078336781472618,0.15145010653548927,0.078336781472618,0.15145010653548927,0.07311332506287127,0.3181788382124384,0.07692307692307693,0.07017543859649122
L2H15,2,0.07282184604421314,0.11603958155589934,0.07282184604421314,0.11603958155589934,0.0432177355116862,0.2288330447400497,0.05793215289580084,0.02197265625
L6H0,6,0.07053273404543818,0.09643597648594182,0.07053273404543818,0.09643597648594182,0.02590324244050364,0.1551383032070275,0.04721063851971474,0.021615199535857298
MLP10,10,0.08889186395002482,0.06941023900513568,0.06941023900513568,0.08889186395002482,-0.019481624944889142,-0.12306611587091401,0.18181818181818182,0.07207792207792207
MLP0,0,0.07413880837601405,0.06670155337537229,0.06670155337537229,0.07413880837601405,-0.007437255000641768,-0.05280627590101004,0.08353679804673875,0.04043062200956937
L4H15,4,0.063614360651513,0.10978374771979801,0.063614360651513,0.10978374771979801,0.04616938706828501,0.2662623456619196,0.05258696933962264,0.021316964285714286
L13H10,13,0.06235096431302679,0.08676279875641961,0.06235096431302679,0.08676279875641961,0.024411834443392823,0.16371281859491102,0.1663881637431957,0.08118206521739131
L11H9,11,0.08820392649153719,0.05205767925385176,0.05205767925385176,0.08820392649153719,-0.036146247237685426,-0.2577059277597335,0.1082536152430943,0.07238520408163265
L13H13,13,0.09094906843326958,0.05062119122133375,0.05062119122133375,0.09094906843326958,-0.04032787721193583,-0.28486122233812344,0.09438164690707593,0.05677083333333333
MLP21,21,0.3561417539077627,0.04967345355561451,0.04967345355561451,0.3561417539077627,-0.30646830035214817,-0.7551917589973642,0.27172650168467527,0.058823529411764705
MLP7,7,0.06620934589126119,0.04963315772289719,0.04963315772289719,0.06620934589126119,-0.016576188168364002,-0.14309245442048651,0.10687645687645689,0.18333333333333332
MLP4,4,0.11875089932926748,0.04957684698189822,0.04957684698189822,0.11875089932926748,-0.06917405234736926,-0.4109486039187868,0.10416666666666667,0.07547169811320754
L15H5,15,0.047062547527009085,0.17238322066254635,0.047062547527009085,0.17238322066254635,0.12532067313553727,0.5710781035763073,0.20866476405750622,0.11611813893653516
L16H13,16,0.04613831713023747,0.18400558245460527,0.04613831713023747,0.18400558245460527,0.1378672653243678,0.5990480980511191,0.18937404465612112,0.0920138888888889
L9H5,9,0.040650993533859175,0.05079567490830384,0.040650993533859175,0.05079567490830384,0.010144681374444665,0.11093549439541191,0.08083403225682208,0.046875
MLP15,15,0.03960842409097998,0.05079567490830384,0.03960842409097998,0.05079567490830384,0.011187250817323864,0.12374716347112193,0.25238726790450927,0.21818181818181817
MLP2,2,0.13570210032053956,0.031326039513731474,0.031326039513731474,0.13570210032053956,-0.10437606080680809,-0.6249010550579818,0.09391534391534391,0.018714859437751006
L17H1,17,0.029386666999747693,0.06635051753921013,0.029386666999747693,0.06635051753921013,0.03696385053946244,0.38609711281431025,0.21447369090297766,0.08773880105401845
L16H6,16,0.024749167137014635,0.04895009267796278,0.024749167137014635,0.04895009267796278,0.024200925540948142,0.3283740651087238,0.13818266400546242,0.04225
L13H11,13,0.02374633721317772,0.03160479549367178,0.02374633721317772,0.03160479549367178,0.00785845828049406,0.14197466061108455,0.07151380499748335,0.06816964285714286
L12H0,12,0.020367984323087503,0.05205767925385176,0.020367984323087503,0.05205767925385176,0.03168969493076426,0.43754787137158435,0.12847407320712476,0.03771551724137931
L11H5,11,0.05710262918541176,0.01735255975128392,0.01735255975128392,0.05710262918541176,-0.03975006943412784,-0.5338791023406669,0.08793826219512195,0.07399764150943396
L13H15,13,0.042255248197717865,0.01735255975128392,0.01735255975128392,0.042255248197717865,-0.024902688446433945,-0.4177756120094159,0.07235054347826086,0.0765625
MLP14,14,0.03710171462014704,0.01735255975128392,0.01735255975128392,0.03710171462014704,-0.01974915486886312,-0.3626740985318201,0.3442622950819672,0.22448979591836735
L6H7,6,0.021196599637962183,0.01735255975128392,0.01735255975128392,0.021196599637962183,-0.0038440398866782625,-0.09971786538490948,0.06729359866272767,0.021417025862068964
MLP8,8,0.01843090938945619,0.01735255975128392,0.01735255975128392,0.01843090938945619,-0.0010783496381722678,-0.030135413476290025,0.08536585365853658,0.03773584905660377
MLP22,22,0.028992140168469512,0.016278870116673227,0.016278870116673227,0.028992140168469512,-0.012713270051796285,-0.280825852388114,0.1724137931034483,0.1625
L15H9,15,0.014064027475688738,0.08159543581740832,0.014064027475688738,0.08159543581740832,0.06753140834171958,0.7059563791906908,0.1774073037050538,0.07971014492753623
L12H10,12,0.013825117505474518,0.05205767925385176,0.013825117505474518,0.05205767925385176,0.03823256174837725,0.5803117601100487,0.09892557560356241,0.08449074074074074
L10H5,10,0.012652132681585632,0.04858938484058323,0.012652132681585632,0.04858938484058323,0.035937252158997596,0.5868119147437626,0.09582812309265137,0.036207932692307696
L4H4,4,0.01248571905531349,0.017101073378076908,0.01248571905531349,0.017101073378076908,0.004615354322763419,0.15599373717695486,0.05040736879621233,0.018115942028985508
L9H8,9,0.007948129716100004,0.01735255975128392,0.007948129716100004,0.01735255975128392,0.009404430035183917,0.37170647255710254,0.07286658653846154,0.027985074626865673
L14H13,14,0.006172615188215267,0.03384713182597658,0.006172615188215267,0.03384713182597658,0.027674516637761312,0.6915215288079493,0.17901347665225759,0.08279246794871795
L12H3,12,0.006094860928209948,0.016090555405736,0.006094860928209948,0.016090555405736,0.009995694477526053,0.45055248578912727,0.10494260398709045,0.05397727272727273
L16H1,16,0.005389429081935497,0.01735255975128392,0.005389429081935497,0.01735255975128392,0.011963130669348423,0.5260371358495162,0.12864684311937538,0.07897727272727273
L17H14,17,0.004201901142456747,0.1022499583344405,0.004201901142456747,0.1022499583344405,0.09804805719198376,0.9210553735161635,0.16446265941712915,0.10172697368421052
L17H10,17,0.0032763007422749986,0.01735255975128392,0.0032763007422749986,0.01735255975128392,0.014076259009008923,0.6823575647042668,0.0672559862012987,0.10372340425531915
L23H5,23,0.12876036546263098,0.0,0.0,0.12876036546263098,-0.12876036546263098,-1.0,0.16157670454545456,nan
L19H6,19,0.08125109695837758,0.0,0.0,0.08125109695837758,-0.08125109695837758,-1.0,0.18290198323605367,nan
MLP26,26,0.0,0.06941023900513568,0.0,0.06941023900513568,0.06941023900513568,1.0,nan,0.03485994684113678
L6H5,6,0.04916021271729225,0.0,0.0,0.04916021271729225,-0.04916021271729225,-1.0,0.03457663199480842,nan
L6H8,6,0.04864734135945356,0.0,0.0,0.04864734135945356,-0.04864734135945356,-1.0,0.031002157171007613,nan
L5H5,5,0.0463312557000873,0.0,0.0,0.0463312557000873,-0.0463312557000873,-1.0,0.04905865622348473,nan
L3H14,3,0.03651238402620862,0.0,0.0,0.03651238402620862,-0.03651238402620862,-1.0,0.043966586046879835,nan
L6H9,6,0.03367901698991121,0.0,0.0,0.03367901698991121,-0.03367901698991121,-1.0,0.02443047681103569,nan
L5H1,5,0.03320018574172643,0.0,0.0,0.03320018574172643,-0.03320018574172643,-1.0,0.04284303215728409,nan
