dataset_name,language,n_samples,node_jaccard_median,node_jaccard_mean
apps,python,30,0.5238095238095238,0.5238930990189571
codecontests,cpp,41,0.6,0.5732550309544227
codecontests,java,52,0.45454545454545453,0.4816806178819908
humaneval,python,10,0.5619047619047619,0.5060996974040451
mbpp,python,10,0.48917748917748916,0.5005385004012006
