head,layer,set,n,tool_mass_median,no_tool_mass_median,delta_median_no_minus_tool,tool_mass_mean,no_tool_mass_mean
L16H13,16,tool_call_tags,1223,0.004268182907253504,0.004911028780043125,0.0006428458727896214,0.004453691452821962,0.005118880682405563
L16H13,16,tools_block,1223,0.15217819809913635,0.13210366666316986,-0.02007453143596649,0.15669353969108835,0.13224957533064965
L16H13,16,user_block,1223,0.2007007896900177,0.2611382007598877,0.060437411069869995,0.19711356526598614,0.262740543141096
L16H4,16,contrast,1223,0.011244707740843296,0.006056472659111023,-0.005188235081732273,0.012781834629379922,0.007220596793682245
L16H4,16,prefix_16,1223,0.12176008522510529,0.11597379297018051,-0.005786292254924774,0.13058111585146662,0.1256767683711972
L16H4,16,recent_32,1223,0.609126627445221,0.6132416725158691,0.004115045070648193,0.5992789330632591,0.5967456761043967
L16H4,16,tool_call_tags,1223,0.00013979154755361378,0.00013548538845498115,-4.306159098632634e-06,0.00015366175332319777,0.00014209979600292348
L16H4,16,tools_block,1223,0.022992979735136032,0.01803622581064701,-0.004956753924489021,0.023942871304047663,0.01881769648505617
L16H4,16,user_block,1223,0.4542086124420166,0.5111037492752075,0.05689513683319092,0.4565849829821536,0.5122832931511146
L16H8,16,contrast,1223,0.004603799432516098,0.003327139187604189,-0.001276660244911909,0.005198896908899389,0.003474691128008071
L16H8,16,prefix_16,1223,0.06077370420098305,0.06357412040233612,0.002800416201353073,0.06103435887643673,0.0647120823640489
L16H8,16,recent_32,1223,0.23664657771587372,0.2629637122154236,0.026317134499549866,0.2389290993172715,0.26845745001527394
L16H8,16,tool_call_tags,1223,0.00150970253162086,0.0020141173154115677,0.0005044147837907076,0.0015782263893217156,0.002092513933896604
L16H8,16,tools_block,1223,0.2851102948188782,0.23512959480285645,-0.04998070001602173,0.2915855060930829,0.23752008998676682
L16H8,16,user_block,1223,0.399647057056427,0.4453350603580475,0.04568800330162048,0.39408421684559114,0.44520194527562873
L16H9,16,contrast,1223,0.009039933793246746,0.00789085403084755,-0.0011490797623991966,0.00974109198127813,0.008643112984187604
L16H9,16,prefix_16,1223,0.16021336615085602,0.14558130502700806,-0.014632061123847961,0.1603961326456031,0.14700988747136864
L16H9,16,recent_32,1223,0.3002265691757202,0.3242291808128357,0.02400261163711548,0.30302652129362767,0.32760827434618556
L16H9,16,tool_call_tags,1223,0.002941746264696121,0.0029028337448835373,-3.891251981258392e-05,0.0030616246745350543,0.0030034899982229295
L16H9,16,tools_block,1223,0.2221725583076477,0.2208254188299179,-0.0013471394777297974,0.22149703539572868,0.21715603444119116
L16H9,16,user_block,1223,0.39648449420928955,0.43081367015838623,0.03432917594909668,0.39789250995034775,0.4338075252263544
L17H2,17,contrast,1223,0.003913724794983864,0.0031333749648183584,-0.0007803498301655054,0.00411848889811167,0.006006779544920153
L17H2,17,prefix_16,1223,0.19234393537044525,0.22088180482387543,0.028537869453430176,0.19388149039041577,0.22305887364892812
L17H2,17,recent_32,1223,0.20629402995109558,0.23719893395900726,0.030904904007911682,0.2031930475598559,0.23168921875154397
L17H2,17,tool_call_tags,1223,0.0194843802601099,0.012236734852194786,-0.007247645407915115,0.02000174149474889,0.012746625972069488
L17H2,17,tools_block,1223,0.14671988785266876,0.13529525697231293,-0.011424630880355835,0.14983830857452368,0.13521059520256296
L17H2,17,user_block,1223,0.21964064240455627,0.2805655598640442,0.060924917459487915,0.22255384152601318,0.2880470926826934
L17H8,17,contrast,1223,0.0033929836936295033,0.005927737802267075,0.0025347541086375713,0.003667933024988241,0.007000322821247372
L17H8,17,prefix_16,1223,0.2260267436504364,0.2747739553451538,0.04874721169471741,0.22338872848235478,0.2778187452382176
L17H8,17,recent_32,1223,0.13194750249385834,0.1475631296634674,0.01561562716960907,0.1260154327028907,0.14150434777213722
L17H8,17,tool_call_tags,1223,0.012399405241012573,0.007606422062963247,-0.004792983178049326,0.012707223242090882,0.00782873656049383
L17H8,17,tools_block,1223,0.2688083052635193,0.22559680044651031,-0.04321150481700897,0.2777936289106737,0.23879422542265177
L17H8,17,user_block,1223,0.21359743177890778,0.2616879642009735,0.048090532422065735,0.21139223925093112,0.25643051002031453
L18H14,18,contrast,1223,1.7534590369905345e-05,1.1231157259317115e-05,-6.30343311058823e-06,7.854413327393406e-05,3.0069541631919216e-05
L18H14,18,prefix_16,1223,0.22070816159248352,0.30118444561958313,0.08047628402709961,0.22246838803917096,0.30441245809502027
L18H14,18,recent_32,1223,0.5236908197402954,0.4820709526538849,-0.04161986708641052,0.5161887371725268,0.4726986215919719
L18H14,18,tool_call_tags,1223,0.00029121170518919826,0.00027046509785577655,-2.0746607333421707e-05,0.0003569973549225028,0.0003513161468056447
L18H14,18,tools_block,1223,0.00300781917758286,0.002993660746142268,-1.4158431440591812e-05,0.0031093779057706,0.0030694306386027026
L18H14,18,user_block,1223,0.023317851126194,0.03313751146197319,0.00981966033577919,0.023363718408131735,0.03340849870905731
L20H5,20,contrast,1223,0.0003118338354397565,0.0003015271504409611,-1.030668499879539e-05,0.0006222680396383996,0.00040775143541467055
L20H5,20,prefix_16,1223,0.04216926917433739,0.06479771435260773,0.02262844517827034,0.04157780223386705,0.06673026699740334
L20H5,20,recent_32,1223,0.1629166603088379,0.23437625169754028,0.07145959138870239,0.16281102482878274,0.24552890278234504
L20H5,20,tool_call_tags,1223,0.02561616525053978,0.013980429619550705,-0.011635735630989075,0.02646876037583815,0.014526253430978475
L20H5,20,tools_block,1223,0.38892441987991333,0.26397109031677246,-0.12495332956314087,0.3907270961892673,0.26294692235946265
L20H5,20,user_block,1223,0.22267387807369232,0.3696815073490143,0.14700762927532196,0.2234257283427875,0.3715862869022327
L21H1,21,contrast,1223,0.004406502936035395,0.003944783937186003,-0.00046171899884939194,0.004865059040795032,0.006222008847071235
L21H1,21,prefix_16,1223,0.38656097650527954,0.5588430166244507,0.17228204011917114,0.38187583719280443,0.5499266489840684
L21H1,21,recent_32,1223,0.14421682059764862,0.13840222358703613,-0.005814597010612488,0.1659241623564251,0.14633587745680052
L21H1,21,tool_call_tags,1223,0.024835869669914246,0.009933678433299065,-0.014902191236615181,0.03105503393151323,0.012940309858193296
L21H1,21,tools_block,1223,0.10605071485042572,0.08292481303215027,-0.02312590181827545,0.10712765972034813,0.08248384232622916
L21H1,21,user_block,1223,0.23320625722408295,0.23598074913024902,0.0027744919061660767,0.26155992177903703,0.25168840054693714
L21H12,21,contrast,1223,0.000349469919456169,0.0008124976302497089,0.0004630277107935399,0.0006590096369735393,0.0018485560527151481
L21H12,21,prefix_16,1223,0.08610157668590546,0.17368537187576294,0.08758379518985748,0.08345390839665177,0.17500737713968179
L21H12,21,recent_32,1223,0.03997481241822243,0.08914419263601303,0.049169380217790604,0.03873494997462951,0.08984362745835756
L21H12,21,tool_call_tags,1223,0.01470789685845375,0.008513163775205612,-0.006194733083248138,0.015212558287950515,0.009152373075690836
L21H12,21,tools_block,1223,0.2468455731868744,0.3102794885635376,0.06343391537666321,0.2454622508356392,0.30869073465235003
L21H12,21,user_block,1223,0.04887457937002182,0.11540689319372177,0.06653231382369995,0.048401221005095266,0.12038608977627481
L23H5,23,contrast,1223,0.00013469051918946207,0.00016690383199602365,3.221331280656159e-05,0.00035035500769546287,0.00043367695659234475
L23H5,23,prefix_16,1223,0.2343425154685974,0.29086601734161377,0.05652350187301636,0.2634396612497986,0.2918258886890926
L23H5,23,recent_32,1223,0.05429387092590332,0.08594547212123871,0.03165160119533539,0.054322832417068964,0.08672435623719277
L23H5,23,tool_call_tags,1223,0.2640743851661682,0.1180034875869751,-0.14607089757919312,0.2645674550072735,0.12095134911368786
L23H5,23,tools_block,1223,0.13124625384807587,0.14760251343250275,0.01635625958442688,0.13288274231021852,0.15166840192999687
L23H5,23,user_block,1223,0.08277014642953873,0.16653352975845337,0.08376338332891464,0.08137777005569767,0.14774403631540955
L23H6,23,contrast,1223,0.00035205265157856047,0.0002948707842733711,-5.718186730518937e-05,0.00041325132240661833,0.00039099716989262386
L23H6,23,prefix_16,1223,0.39834263920783997,0.46148741245269775,0.06314477324485779,0.40065141503477525,0.46266941225440994
L23H6,23,recent_32,1223,0.08324244618415833,0.10520202666521072,0.0219595804810524,0.08530055644723206,0.10603274606954145
L23H6,23,tool_call_tags,1223,0.005660288967192173,0.00535494415089488,-0.0003053448162972927,0.006138172594621741,0.005751139622940114
L23H6,23,tools_block,1223,0.013445070944726467,0.01543588750064373,0.001990816555917263,0.013776406258548734,0.01563535688577474
L23H6,23,user_block,1223,0.04692414775490761,0.06152902916073799,0.014604881405830383,0.048472862620628575,0.062103880823682005
L24H6,24,contrast,1223,0.00015019172860775143,0.0010714587988331914,0.00092126707022544,0.0003777558161885847,0.0022245381772463425
L24H6,24,prefix_16,1223,0.03618402034044266,0.24697262048721313,0.21078860014677048,0.038579787477205155,0.2673380318617879
L24H6,24,recent_32,1223,0.008916623890399933,0.03332202509045601,0.024405401200056076,0.00954694683004463,0.03352602735734434
L24H6,24,tool_call_tags,1223,0.922164797782898,0.6228397488594055,-0.29932504892349243,0.9179709225235079,0.5993909991284617
L24H6,24,tools_block,1223,0.009239528328180313,0.0352541022002697,0.026014573872089386,0.010250839083596381,0.03374296419081855
L24H6,24,user_block,1223,0.016909657046198845,0.05574321746826172,0.038833560422062874,0.018047107787207316,0.05798754208124961
